name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,12/31/1991,12/31/1990
			OtherReceivables,,"222,003,000",,,,"112,292,000",,,,"151,114,000",,,,"122,149,000",,,,"100,850,000",,,,"100,449,000",,,,"65,204,000",,,,"200,078,000",,,,"251,641,000",,,,"174,897,000",,,,"15,221,000",,,,,,,,,,,,,"4,583,000","9,854,000",,"933,000","3,097,000","6,908,000","4,850,000","7,684,000","21,495,000","18,332,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"8,223,000","9,175,000","9,708,000","8,595,000","9,792,000","10,001,000","10,221,000","16,704,000","17,842,000","12,708,000","21,751,000","8,723,000","8,454,000","8,632,000","15,826,000","14,293,000","9,997,000","10,752,000","17,756,000","18,121,000","8,053,000","8,799,000","15,326,000","14,901,000","12,850,000","17,137,000","19,114,000","16,621,000","18,147,000","19,625,000","16,782,000","15,007,000","14,446,000","9,944,000","10,498,000","30,340,000","28,523,000","30,017,000","39,014,000","46,812,000","44,141,000","68,026,000","30,937,000","32,281,000","18,565,000","45,522,000","12,847,000","14,284,000","9,772,000","14,259,000","16,802,000","14,111,000","22,930,000","22,161,000","18,598,000","18,212,000","12,022,000","14,129,000","18,587,000","21,587,000","18,000,000","17,485,000","22,331,000","15,961,000","6,866,000","7,283,000","8,403,000","8,244,000","7,466,000","5,863,000","4,594,000","4,835,000","5,318,000","6,020,000","4,712,000","6,684,000","5,739,000","6,510,000","3,780,000","4,002,000","6,673,000","2,337,000","2,414,000","3,866,000","1,958,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9,084,000","12,086,000","11,227,000","10,749,000","10,912,000","13,136,000","9,215,000","8,579,000","5,746,000","5,798,000","4,950,000","4,222,000","5,203,000","7,086,000","8,503,000","8,883,000","0","0","0","4,934,000",,,,"0","26,187,000","143,148,000","58,956,000","33,211,000","4,186,000",,"2,980,000",,,,,"8,252,000","24,424,000","6,017,000","7,615,000",,"8,564,000","8,569,000","9,856,000","8,872,000","4,529,000","8,204,000","4,155,000","3,520,000",,"29,000","29,000",,,"747,000","7,974,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9,084,000","12,086,000","11,227,000","10,749,000","10,912,000","13,136,000","9,215,000","8,579,000","5,746,000","5,798,000","4,950,000","4,222,000","5,203,000","7,086,000","8,503,000","8,883,000","0","0","0","4,934,000",,,,"0","26,187,000","143,148,000","58,956,000","33,211,000","4,186,000",,"2,980,000",,,,,"8,252,000","24,424,000","6,017,000","7,615,000",,"8,564,000","8,569,000","9,856,000","8,872,000","4,529,000","8,204,000","4,155,000","3,520,000",,"29,000","29,000",,,"747,000","7,974,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"9,649,000","24,095,000","24,514,000","31,303,000","20,859,000","47,551,000","128,046,000","211,582,000","463,992,000","62,052,000","143,142,000","114,242,000","67,567,000","184,605,000","81,163,000","146,329,000","77,296,000","64,365,000","63,685,000","85,962,000","73,978,000","61,033,000","109,818,000","145,576,000","281,596,000","402,289,000","347,299,000","269,022,000","380,633,000","442,479,000","41,295,000","3,613,000","7,450,000","21,559,000","43,305,000","58,071,000","23,364,000","37,873,000","41,865,000","69,207,000","67,457,000","55,813,000","54,698,000","28,985,000","33,571,000","43,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,199,000",,"58,364,000",,"41,428,000",,,,"48,155,000","31,874,000","1,181,000","17,836,000","32,045,000","29,454,000","22,642,000","56,136,000","48,425,000","30,220,000","24,512,000","6,799,000","490,000","4,742,000","127,000","8,270,000","5,226,000","389,000","6,274,000","611,000","4,351,000","288,000","3,822,000","1,031,000","7,867,000","5,301,000","11,790,000","19,284,000","12,371,000",,,"2,297,000","4,452,000","2,115,000","1,760,000","2,300,000","1,000,000","1,100,000","1,000,000","1,400,000","1,100,000","600,000","300,000","500,000","400,000","3,700,000","2,200,000","7,400,000","2,200,000","1,500,000","1,100,000","1,000,000","800,000","200,000","400,000","300,000",,"200,000","300,000","900,000",,"1,800,000","1,900,000","2,000,000","1,600,000","1,800,000"
	TotalNonCurrentAssets,"4,636,946,000","4,620,790,000","4,725,690,000","4,783,588,000","4,785,363,000","4,772,762,000","4,847,395,000","4,912,159,000","4,989,865,000","6,039,598,000","6,141,969,000","6,103,205,000","6,065,284,000","5,923,599,000","5,820,579,000","5,781,275,000","5,736,796,000","5,627,661,000","5,510,014,000","5,443,288,000","5,550,162,000","6,168,869,000","4,538,824,000","4,740,001,000","4,801,418,000","5,102,654,000","5,676,184,000","5,687,910,000","5,931,043,000","5,771,657,000","5,289,141,000","4,497,120,000","4,111,669,000","4,057,664,000","4,390,975,000","4,195,032,000","3,972,134,000","3,858,965,000","3,798,014,000","3,665,334,000","3,501,354,000","3,335,776,000","3,151,576,000","2,873,770,000","2,650,034,000","2,469,676,000","2,320,481,000","2,215,729,000","2,130,682,000","2,151,890,000","2,163,482,000","2,195,712,000","2,230,140,000","2,383,222,000","2,586,999,000","2,485,314,000","2,389,045,000","2,301,739,000","2,058,989,000","1,909,027,000","1,768,389,000","1,672,157,000","1,314,909,000","1,219,879,000","1,121,470,000","1,064,816,000","1,020,479,000","938,852,000","897,738,000","818,533,000","703,775,000","661,625,000","645,349,000","627,931,000","607,490,000","598,949,000","592,790,000","477,592,000","398,567,000","389,192,000","382,714,000","364,768,000","317,542,000","290,694,000","280,905,000","257,911,000","217,475,000","205,561,000","193,918,000","190,900,000","169,900,000","163,700,000","159,600,000","157,400,000","184,000,000","193,400,000","188,000,000","179,100,000","156,900,000","143,200,000","131,500,000","112,200,000","105,400,000","101,600,000","85,500,000","85,300,000","81,400,000","76,600,000","73,700,000","70,500,000","69,900,000","67,900,000","66,300,000","59,200,000","60,200,000","60,100,000","53,400,000","53,100,000","44,700,000","32,000,000"
		NetPPE,"4,582,973,000","4,575,998,000","4,665,483,000","4,714,809,000","4,712,616,000","4,701,866,000","4,765,101,000","4,825,825,000","4,888,338,000","5,953,648,000","6,029,143,000","5,985,329,000","5,954,390,000","5,825,885,000","5,771,147,000","5,713,410,000","5,434,931,000","5,443,092,000","5,409,939,000","5,327,672,000","4,994,177,000","5,708,733,000","3,255,177,000","4,428,331,000","4,451,054,000","4,949,639,000","5,421,866,000","5,477,684,000","5,458,142,000","5,486,012,000","5,195,558,000","4,410,266,000","3,962,420,000","3,824,770,000","3,766,830,000","3,887,767,000","3,733,660,000","3,630,133,000","3,601,798,000","3,426,949,000","3,278,004,000","3,096,636,000","3,042,535,000","2,811,490,000","2,590,656,000","2,434,052,000","2,274,232,000","2,153,677,000","2,056,392,000","2,127,598,000","2,141,345,000","2,165,700,000","2,186,195,000","2,337,101,000","2,558,564,000","2,435,840,000","2,365,415,000","2,274,398,000","2,006,402,000","1,881,029,000","1,745,678,000","1,638,464,000","1,282,235,000","1,196,999,000","1,105,586,000","1,049,566,000","1,005,277,000","919,518,000","882,582,000","808,525,000","696,984,000","655,976,000","629,036,000","611,287,000","600,933,000","592,372,000","586,122,000","471,939,000","389,432,000","379,027,000","373,604,000","358,930,000","311,984,000","285,030,000","275,265,000","252,411,000","207,881,000","196,054,000","183,246,000","180,700,000","159,600,000","152,200,000","146,300,000","143,800,000","166,900,000","171,000,000","166,900,000","157,500,000","134,200,000","121,700,000","110,500,000","101,500,000","92,800,000","88,600,000","72,800,000","71,600,000","70,300,000","65,200,000","62,700,000","59,700,000","58,500,000","56,700,000","55,800,000","51,400,000","52,800,000","52,600,000","47,500,000","47,000,000","39,300,000","27,700,000"
			GrossPPE,"10,438,466,000","10,273,318,000","10,170,332,000","10,034,504,000","9,828,734,000","9,652,501,000","9,484,568,000","9,427,809,000","9,342,256,000","10,195,556,000","10,047,295,000","9,822,249,000","9,600,760,000","9,300,940,000","9,067,338,000","8,808,546,000","8,381,088,000","8,664,652,000","8,703,479,000","8,493,393,000","7,628,043,000","8,588,147,000","5,965,195,000","8,073,335,000","7,870,987,000","8,464,431,000","8,705,172,000","8,589,338,000","8,359,359,000","8,756,103,000","8,276,191,000","7,327,301,000","6,715,720,000","6,437,243,000","6,213,340,000","6,651,083,000","6,320,967,000","6,028,745,000","5,829,826,000","5,482,677,000","5,191,156,000","4,863,081,000","4,696,317,000","4,361,710,000","4,034,284,000","3,760,984,000","3,526,335,000","3,373,996,000","3,173,125,000","3,181,116,000","3,221,194,000","3,213,205,000","3,216,053,000","3,298,156,000","3,509,516,000","3,318,411,000","3,210,319,000","3,101,051,000","2,771,614,000","2,600,980,000","2,426,276,000","2,287,680,000","1,897,197,000","1,778,272,000","1,643,903,000","1,565,095,000","1,481,751,000","1,368,328,000","1,305,190,000","1,213,997,000","1,085,707,000","1,012,429,000","960,599,000","939,438,000","897,476,000","876,200,000","862,885,000","747,826,000","639,292,000","620,211,000","605,779,000","575,218,000","516,184,000","479,225,000","457,661,000","423,823,000","377,875,000","357,055,000","336,655,000","326,400,000","292,800,000","288,900,000","277,800,000","270,600,000","305,400,000","303,900,000","293,200,000","278,500,000","254,900,000","238,300,000","229,300,000","216,700,000","210,400,000","202,900,000","184,500,000","180,000,000","179,700,000","172,700,000","166,800,000","161,000,000","153,200,000","148,500,000","145,000,000","138,000,000","134,400,000","131,900,000","124,500,000","122,500,000","110,000,000","89,500,000"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,857,000","1,857,000","1,857,000","1,857,000","1,845,000","1,845,000","1,845,000","1,550,000","1,548,000","1,543,000","1,526,000","1,526,000","1,491,000","1,483,000","1,483,000","1,371,000","1,371,000","1,371,000","1,371,000","1,350,000","1,350,000","3,337,394,000","3,173,028,000","3,188,624,000","3,080,272,000","2,596,812,000","2,430,994,000","2,278,828,000","2,063,911,000","1,792,608,000","1,631,994,000","1,522,508,000","1,441,959,000","1,374,732,000","1,275,536,000","1,211,911,000","1,124,810,000",,"970,956,000","880,592,000","930,506,000","893,175,000","871,937,000","854,808,000","740,601,000","635,773,000","613,168,000","599,048,000","571,966,000","457,983,000","41,002,000","39,887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,957,000","435,053,000","414,458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,857,000",,"71,369,000",,,,"21,365,000","36,349,000","31,950,000","14,979,000","14,404,000","31,133,000","15,274,000","13,442,000","27,306,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,244,000","3,170,000","3,316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"98,512,000","98,419,000","102,097,000","116,641,000","96,228,000","95,879,000","43,087,000","102,725,000","101,747,000","136,880,000","144,249,000","143,565,000","146,452,000","145,648,000","159,051,000","156,469,000","165,455,000","156,723,000","156,514,000","156,714,000","154,667,000","180,635,000","179,511,000","184,587,000","179,374,000","186,056,000","402,536,000","392,579,000","380,260,000","371,435,000","312,580,000","292,148,000","274,693,000","247,170,000","231,370,000","201,785,000","178,858,000","176,001,000","170,169,000","153,823,000","146,102,000","4,516,736,000","80,926,000","95,296,000","80,521,000","3,592,801,000","3,359,401,000","3,243,251,000","3,067,099,000","3,099,570,000","3,131,732,000","3,158,481,000","3,146,604,000","3,178,590,000","23,113,000","22,641,000","21,695,000","20,779,000","20,372,000","19,221,000","18,231,000","223,769,000","15,533,000","76,768,000","61,992,000","123,136,000","107,019,000","92,792,000","93,279,000","89,187,000",,"41,473,000","80,007,000","8,932,000","4,301,000","4,263,000","8,077,000","7,225,000","3,519,000","7,043,000","6,731,000","3,252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"264,634,000","274,690,000","213,280,000","273,428,000","329,363,000","245,650,000","183,737,000","145,327,000","129,102,000","97,312,000","89,676,000","65,771,000","56,958,000","38,079,000","54,657,000","90,910,000","149,009,000","122,742,000",,,"154,430,000","150,765,000","129,217,000",,"89,056,000","69,510,000","59,403,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
