name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
		NetPPEPurchaseAndSale,"-1,066,000","-313,000","-264,000","-196,000","-293,000","-173,000","-1,799,000","-1,408,000","-495,000","-313,000","-216,000","-169,000","-219,000","-156,000","-138,000"
			PurchaseOfPPE,"-1,066,000","-313,000","-264,000","-196,000","-293,000","-173,000","-1,799,000","-1,408,000","-495,000","-313,000","-216,000","-169,000","-219,000","-156,000","-138,000"
		NetBusinessPurchaseAndSale,"0"
			PurchaseOfBusiness,"0"
		NetInvestmentPurchaseAndSale,"-34,474,000","-29,585,000","-10,378,000","3,348,000","2,141,000","-16,303,000","-65,000","0","-49,722,000",,,,,,
			PurchaseOfInvestment,"-149,734,000","-66,085,000","-30,028,000","-16,352,000","-37,269,000","-25,903,000","-3,421,000","0","-49,722,000",,,,,,
			SaleOfInvestment,"115,260,000","36,500,000","19,650,000","19,700,000","39,410,000","9,600,000","3,356,000",,,,,,,,
FinancingCashFlow,"-1,700,000","-956,000","-53,000","-442,000","-249,000","644,000","-1,225,000","42,027,000","-3,325,000","6,882,000","127,628,000","-2,803,000","-288,000","-243,000","29,723,000"
	CashFlowFromContinuingFinancingActivities,"-1,700,000","-956,000","-53,000","-442,000","-249,000","644,000","-1,225,000","42,027,000","-3,325,000","6,882,000","127,628,000","-2,803,000","-288,000","-243,000","29,723,000"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,"0",,,,"-10,500,000"
			NetLongTermDebtIssuance,,,,,,,,,,,"0",,,,"-10,500,000"
				LongTermDebtIssuance,,,,,,,,,,,"0",,,,"3,500,000"
				LongTermDebtPayments,,,,,,,,,,,"0",,,,
		NetCommonStockIssuance,,,"0","0",,,"0","42,127,000","0","9,954,000","139,500,000",,"0","0",
			CommonStockIssuance,,,"0","0",,,"0","42,127,000","0","9,954,000","139,500,000",,"0","0",
		NetPreferredStockIssuance,,,,,,,,,,,"0",,,,
			PreferredStockIssuance,,,,,,,,,,,"0",,,,
		ProceedsFromStockOptionExercised,"20,000","6,000","7,000","1,000","6,000","23,000","8,000","82,000","138,000","142,000","30,000","17,000","39,000","6,000","45,000"
		NetOtherFinancingCharges,"-1,720,000","-962,000","-60,000","-443,000","-255,000","621,000","-1,233,000","-182,000","-3,463,000","-3,214,000","-11,902,000","-2,820,000","-327,000","-249,000","-127,000"
EndCashPosition,"81,662,000","81,662,000","107,114,000","115,332,000","108,257,000","102,303,000","114,515,000","117,778,000","79,792,000","137,376,000","135,310,000","12,600,000","18,844,000","21,918,000","26,190,000"
	ChangesInCash,"-20,641,000","-25,452,000","-8,218,000","7,075,000","5,954,000","-12,212,000","-3,263,000","37,986,000","-57,584,000","2,066,000","122,710,000","-6,244,000","-3,074,000","-4,272,000","24,649,000"
	BeginningCashPosition,"102,303,000","107,114,000","115,332,000","108,257,000","102,303,000","114,515,000","117,778,000","79,792,000","137,376,000","135,310,000","12,600,000","18,844,000","21,918,000","26,190,000","1,541,000"
CapitalExpenditure,"-1,066,000","-313,000","-264,000","-196,000","-293,000","-173,000","-1,799,000","-1,408,000","-495,000","-313,000","-216,000","-169,000","-219,000","-156,000","-138,000"
IssuanceOfCapitalStock,,,"0","0",,,"0","42,127,000","0","9,954,000","139,500,000",,"0","0",
IssuanceOfDebt,,,,,,,,,,,"0",,,,"3,500,000"
RepaymentOfDebt,,,,,,,,,,,"0",,,,
FreeCashFlow,"15,533,000","5,089,000","2,213,000","4,169,000","4,062,000","3,447,000","-1,973,000","-4,041,000","-4,537,000","-4,816,000","-4,918,000","-3,441,000","-2,786,000","-4,029,000","-5,074,000"
