name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
			DeferredIncomeTax,"517,000,000","246,000,000","288,000,000","-12,000,000","-5,000,000","216,000,000","56,000,000","-149,000,000","-166,000,000","-65,000,000","104,000,000","5,000,000","1,000,000","106,000,000","31,000,000","257,000,000","98,000,000","131,000,000","-655,000,000","246,000,000","156,000,000","250,000,000","32,000,000","206,000,000","144,000,000","131,000,000","151,000,000","304,000,000","122,000,000","277,000,000","5,000,000","143,000,000","69,000,000","232,000,000","136,000,000","206,000,000","129,000,000","261,000,000","-455,000,000","106,000,000","175,000,000","269,000,000","113,000,000","189,000,000","227,000,000","227,000,000","372,000,000","520,000,000","-37,000,000","-173,000,000","-152,000,000","105,000,000","-82,000,000","-365,000,000","-82,000,000","29,000,000","377,000,000","-55,000,000","385,000,000","-1,562,000,000","-313,000,000","205,000,000","93,000,000","175,000,000","55,000,000","187,000,000","115,000,000","-166,000,000","45,000,000","70,000,000","-185,000,000","387,000,000","266,000,000","86,000,000","50,000,000","163,000,000","107,000,000","132,000,000","401,000,000","190,000,000",,,,,,,,,,,,,,,"-37,900,000","162,400,000","-111,600,000","9,600,000","-40,800,000","32,500,000","8,800,000","13,300,000","23,700,000","28,800,000","13,300,000","18,300,000","-6,700,000","16,500,000","6,100,000","9,500,000","5,500,000","47,100,000"
		AssetImpairmentCharge,"74,000,000","-13,000,000","-12,000,000","-222,000,000","321,000,000","95,000,000","138,000,000","910,000,000","529,000,000","768,000,000","351,000,000","-30,000,000","177,000,000","835,000,000",,,,,,,,,,,,,,,,,"0",,,,"0",,,,"1,645,000,000",,,,"228,000,000","0",,,"31,000,000","0","163,000,000","21,000,000","0","0","0","455,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,"6,000,000",,,,"0","0",,,"-136,000,000","-17,000,000","-35,000,000","988,000,000","0","-138,000,000","0","215,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"69,000,000","-72,000,000","40,000,000","22,000,000","228,000,000","4,000,000","-298,000,000","80,000,000","0","4,000,000","-17,000,000","-13,000,000","15,000,000","-124,000,000","-120,000,000","52,000,000","155,000,000","13,000,000","58,000,000","-23,000,000","12,000,000","-68,000,000","167,000,000","-51,000,000","-6,000,000","-21,000,000","58,000,000","17,000,000","22,000,000","-40,000,000","440,000,000","-6,000,000","266,000,000","-34,000,000","-50,000,000","-47,000,000","20,000,000","-52,000,000","59,000,000","-52,000,000","-44,000,000","-127,000,000","-137,000,000","113,000,000","-617,000,000","437,000,000","74,000,000","-337,000,000","-59,000,000","-10,000,000","706,000,000","-82,000,000","-60,000,000","93,000,000","-66,000,000","177,000,000","0","62,000,000","-124,000,000","323,000,000","692,000,000","7,000,000","574,000,000","43,000,000",,,,,,"13,000,000","-14,000,000","-19,000,000","51,000,000","-9,000,000","-15,000,000","-301,000,000","-27,000,000","365,000,000","18,000,000","-109,000,000",,,,,,,,,,,"-474,700,000","139,800,000","159,000,000","119,900,000","190,100,000","198,100,000","199,200,000","238,800,000","247,900,000","231,000,000","215,900,000","210,900,000","173,300,000","176,200,000","175,500,000","169,400,000","165,800,000","151,300,000","156,900,000","145,400,000","155,600,000","152,800,000"
		ChangeInWorkingCapital,"-2,220,000,000","-599,000,000","-1,036,000,000","-200,000,000","-534,000,000","-404,000,000","-482,000,000","178,000,000","-372,000,000","-120,000,000","-140,000,000","-205,000,000","-121,000,000","-420,000,000","20,000,000","-8,000,000","-72,000,000","-181,000,000","-475,000,000","-107,000,000","-133,000,000","-44,000,000","-473,000,000","18,000,000","-163,000,000","132,000,000","28,000,000","-3,000,000","60,000,000","10,000,000","6,000,000","-127,000,000","-172,000,000","-49,000,000","-320,000,000","120,000,000","19,000,000","-25,000,000","-204,000,000","-25,000,000","28,000,000","627,000,000","-256,000,000","182,000,000","-422,000,000","-70,000,000","-490,000,000","-612,000,000","511,000,000","772,000,000","-165,000,000","185,000,000","-255,000,000","766,000,000","614,000,000","-115,000,000","-1,028,000,000","-448,000,000","-2,849,000,000","2,656,000,000","174,000,000","40,000,000","-504,000,000","364,000,000","366,000,000","-33,000,000","-501,000,000","275,000,000","-471,000,000","274,000,000","42,000,000","-163,000,000","-292,000,000","66,000,000","-291,000,000","130,000,000","-96,000,000","-195,000,000","-615,000,000","230,000,000","-516,000,000","90,000,000","-1,296,000,000","477,000,000","-59,000,000","760,000,000","27,000,000","-47,000,000","-233,000,000","-97,000,000","4,500,000","4,700,000","-110,600,000","34,400,000","13,600,000","77,100,000","14,800,000","10,400,000","-188,200,000","299,300,000","194,200,000","-323,100,000","108,500,000","28,000,000","-331,700,000","76,200,000","-57,200,000","104,200,000","-60,000,000","61,800,000","-104,900,000","-3,300,000"
			ChangeInReceivables,"-340,000,000","28,000,000","-390,000,000","-130,000,000","3,000,000","334,000,000","-529,000,000","-105,000,000","151,000,000","245,000,000","-425,000,000","-138,000,000","339,000,000","153,000,000","-239,000,000","-29,000,000","111,000,000","47,000,000","-350,000,000","-60,000,000","171,000,000","136,000,000","-305,000,000","-63,000,000","42,000,000","40,000,000","65,000,000","15,000,000","279,000,000","-65,000,000","-169,000,000","147,000,000","336,000,000","-183,000,000","-196,000,000","6,000,000","216,000,000","-124,000,000","-79,000,000","8,000,000","36,000,000","327,000,000","-162,000,000","251,000,000","-16,000,000","292,000,000","-420,000,000","48,000,000","186,000,000","126,000,000","-346,000,000","181,000,000","528,000,000","95,000,000","-409,000,000","35,000,000","340,000,000","-188,000,000","-472,000,000","648,000,000","287,000,000","-169,000,000","-358,000,000","78,000,000","552,000,000","412,000,000","-826,000,000","-136,000,000","297,000,000","-126,000,000","-765,000,000","465,000,000","281,000,000","-269,000,000","-585,000,000","261,000,000","1,068,000,000","-1,275,000,000","-461,000,000","-34,000,000",,,,,,,"-732,000,000","-63,000,000","-11,000,000","-36,000,000","158,000,000","76,800,000","-248,400,000","94,600,000","-46,300,000","80,700,000","-188,300,000","64,100,000","-177,600,000","-42,000,000","45,800,000","-2,400,000","-48,000,000","13,100,000","4,500,000","1,000,000","6,900,000","-35,400,000","14,300,000","4,000,000","-144,200,000","156,900,000"
				ChangesInAccountReceivables,"-340,000,000","28,000,000","-390,000,000","-130,000,000","3,000,000","334,000,000","-529,000,000","-105,000,000","151,000,000","245,000,000","-425,000,000","-138,000,000","339,000,000","153,000,000","-239,000,000","-29,000,000","111,000,000","47,000,000","-350,000,000","-60,000,000","171,000,000","136,000,000","-305,000,000","-63,000,000","42,000,000","40,000,000","65,000,000","15,000,000","279,000,000","-65,000,000","-169,000,000","147,000,000","336,000,000","-183,000,000","-196,000,000","6,000,000","216,000,000","-124,000,000","-79,000,000","8,000,000","36,000,000","327,000,000","-162,000,000","251,000,000","-16,000,000","292,000,000","-420,000,000","48,000,000","186,000,000","126,000,000","-346,000,000","181,000,000","528,000,000","95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-67,000,000","80,000,000","-29,000,000","-55,000,000","-63,000,000","73,000,000","10,000,000","22,000,000","-64,000,000","71,000,000","16,000,000","-92,000,000","-67,000,000","53,000,000","8,000,000","-68,000,000","-73,000,000","104,000,000","49,000,000","-55,000,000","-40,000,000","61,000,000","11,000,000","-7,000,000","-47,000,000","44,000,000","-23,000,000","-50,000,000","-101,000,000","148,000,000","-4,000,000","-41,000,000","-161,000,000","163,000,000","34,000,000","-53,000,000","-143,000,000","133,000,000","-2,000,000","-40,000,000","-24,000,000","99,000,000","-23,000,000","-131,000,000","-150,000,000","119,000,000","58,000,000","-114,000,000","-122,000,000","213,000,000","31,000,000","-81,000,000","-231,000,000","271,000,000","128,000,000","-268,000,000","-172,000,000","196,000,000","67,000,000","-206,000,000","-200,000,000","391,000,000","146,000,000","-236,000,000","-169,000,000","262,000,000","-5,000,000","-284,000,000","-218,000,000","287,000,000","83,000,000","-250,000,000","-131,000,000","274,000,000","44,000,000","-300,000,000","-168,000,000","190,000,000","49,000,000","-93,000,000",,,,,,,"120,000,000",,,,,,,,,,,"6,600,000","12,600,000","6,600,000","-15,000,000","11,700,000","-6,000,000","-4,100,000","-12,500,000","28,600,000","17,200,000","40,100,000","-8,900,000","-17,800,000","-13,500,000","33,700,000"
			ChangeInPrepaidAssets,"-23,000,000","21,000,000","101,000,000","22,000,000","-167,000,000","24,000,000","299,000,000","-99,000,000","-231,000,000","38,000,000","-256,000,000","9,000,000","-67,000,000","89,000,000","30,000,000","-66,000,000","-12,000,000","-3,000,000","-96,000,000","2,000,000","14,000,000","18,000,000","-50,000,000","16,000,000",,,"-70,000,000","-2,000,000",,,"10,000,000","48,000,000",,,"77,000,000","134,000,000","-71,000,000","-17,000,000","-13,000,000",,,"37,000,000","34,000,000","-43,000,000","-64,000,000","54,000,000","-135,000,000","-25,000,000","39,000,000","260,000,000",,,"-48,000,000","35,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"213,000,000","-140,000,000","175,000,000","199,000,000","-21,000,000","-156,000,000","281,000,000","205,000,000","-106,000,000","-398,000,000","266,000,000","141,000,000","-97,000,000","-613,000,000","236,000,000","60,000,000","-81,000,000","-160,000,000","72,000,000","187,000,000","-125,000,000","-159,000,000","184,000,000","162,000,000","-77,000,000","31,000,000","-16,000,000","-21,000,000","-114,000,000","-100,000,000","57,000,000","8,000,000","-361,000,000","53,000,000","205,000,000","34,000,000","-48,000,000","-168,000,000","142,000,000","126,000,000","-155,000,000","-186,000,000","-9,000,000","41,000,000","-233,000,000","-428,000,000","66,000,000","-441,000,000","661,000,000","-1,000,000","242,000,000","93,000,000","-531,000,000","-41,000,000","21,000,000","-261,000,000","226,000,000","-254,000,000","441,000,000","-515,000,000","15,000,000","-131,000,000","130,000,000","228,000,000","-225,000,000","-659,000,000","484,000,000","366,000,000","6,000,000","-170,000,000","409,000,000","-245,000,000","45,000,000","-154,000,000","407,000,000","-199,000,000","-907,000,000","1,095,000,000","357,000,000","103,000,000",,,,,,,"337,000,000","200,000,000","165,000,000","-28,000,000","-96,400,000","-84,200,000","219,800,000","-63,200,000","-92,200,000","-20,700,000","257,600,000","-80,000,000","154,600,000","46,800,000","5,800,000","-93,400,000","66,200,000","19,300,000","-15,200,000","3,500,000","-11,200,000","-27,600,000","29,200,000","400,000","68,000,000","-65,000,000"
				ChangeInPayable,"187,000,000","52,000,000","185,000,000","13,000,000","-63,000,000","21,000,000","221,000,000","5,000,000","-27,000,000","-164,000,000","221,000,000","0","-162,000,000","-284,000,000","234,000,000","-16,000,000","-94,000,000","-57,000,000","69,000,000","53,000,000","-71,000,000","-140,000,000","186,000,000","3,000,000","-55,000,000","-37,000,000","23,000,000","-49,000,000","-88,000,000","-85,000,000","89,000,000","-33,000,000","-311,000,000","53,000,000","194,000,000","5,000,000","-14,000,000","-135,000,000","155,000,000","49,000,000","10,000,000","-275,000,000","6,000,000","-25,000,000","-95,000,000","-299,000,000","170,000,000","80,000,000","-41,000,000","-90,000,000","319,000,000","54,000,000","-265,000,000","-264,000,000","21,000,000","-261,000,000","226,000,000","-254,000,000","441,000,000","-515,000,000","15,000,000","-131,000,000","130,000,000","228,000,000","-225,000,000","-659,000,000","484,000,000","366,000,000","6,000,000","-170,000,000","409,000,000","-245,000,000","45,000,000","-154,000,000","407,000,000","-199,000,000","-907,000,000","1,095,000,000","357,000,000","103,000,000",,,,,,,"337,000,000","200,000,000","165,000,000","-28,000,000","-96,400,000","-84,200,000","219,800,000","-63,200,000","-92,200,000","-20,700,000","257,600,000","-80,000,000","154,600,000","46,800,000","5,800,000","-93,400,000","66,200,000","19,300,000","-15,200,000","3,500,000","-11,200,000","-27,600,000","29,200,000","400,000","68,000,000","-65,000,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,000,000","77,000,000","-116,000,000","-250,000,000","-2,721,000,000","2,907,000,000","115,000,000","-142,000,000","-203,000,000","262,000,000","55,000,000","-22,000,000","-3,000,000",,,"145,000,000","23,000,000","47,000,000","-193,000,000","114,000,000","-1,000,000","33,000,000","-10,000,000","20,000,000","-7,000,000","79,000,000",,,,,,,"-8,000,000","324,000,000",,,"-85,000,000","116,000,000","-82,000,000","3,000,000","-54,700,000",,,"59,900,000","-175,700,000","311,700,000","-44,100,000","26,700,000","-74,400,000","61,300,000","-97,200,000","92,800,000","-96,900,000","95,200,000","-103,100,000","44,300,000","-30,100,000","42,400,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,000,000","77,000,000","-116,000,000","-250,000,000","-2,721,000,000","2,907,000,000","115,000,000","-142,000,000","-203,000,000","262,000,000","55,000,000","-22,000,000","-3,000,000",,,"145,000,000","23,000,000","47,000,000","-193,000,000","114,000,000","-1,000,000","33,000,000","-10,000,000","20,000,000","-7,000,000","79,000,000",,,,,,,"-8,000,000","324,000,000",,,"-85,000,000","116,000,000","-82,000,000","3,000,000","-54,700,000",,,"59,900,000","-175,700,000","311,700,000","-44,100,000","26,700,000","-74,400,000","61,300,000","-97,200,000","92,800,000","-96,900,000","95,200,000","-103,100,000","44,300,000","-30,100,000","42,400,000"
					ChangeInAccountPayable,"187,000,000","52,000,000","185,000,000","13,000,000","-63,000,000","21,000,000","221,000,000","5,000,000","-27,000,000","-164,000,000","221,000,000","0","-162,000,000","-284,000,000","234,000,000","-16,000,000","-94,000,000","-57,000,000","69,000,000","53,000,000","-71,000,000","-140,000,000","186,000,000","3,000,000","-55,000,000","-37,000,000","23,000,000","-49,000,000","-88,000,000","-85,000,000","89,000,000","-33,000,000","-311,000,000","53,000,000","194,000,000","5,000,000","-14,000,000","-135,000,000","155,000,000","49,000,000","10,000,000","-275,000,000","6,000,000","-25,000,000","-95,000,000","-299,000,000","170,000,000","80,000,000","-41,000,000","-90,000,000","319,000,000","54,000,000","-265,000,000","-264,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"26,000,000","-192,000,000","-10,000,000","186,000,000","42,000,000","-177,000,000","60,000,000","200,000,000","-79,000,000","-234,000,000","45,000,000","141,000,000","65,000,000","-329,000,000","2,000,000","76,000,000","13,000,000","-103,000,000","3,000,000","134,000,000","-54,000,000","-19,000,000","-2,000,000","159,000,000","-22,000,000","68,000,000","-39,000,000","28,000,000","-26,000,000","-15,000,000","-32,000,000","41,000,000",,,"11,000,000","29,000,000","-34,000,000","-33,000,000","-13,000,000","77,000,000","-165,000,000","89,000,000","-15,000,000","66,000,000","-138,000,000","-129,000,000","-104,000,000","-521,000,000","702,000,000","89,000,000","-77,000,000","39,000,000","-266,000,000","223,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
