name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000",,,"-10,000,000","4,000,000","11,000,000","4,000,000","5,000,000","6,000,000","4,000,000","1,000,000","2,000,000","1,000,000","4,000,000","1,000,000","4,891,000","5,596,000",,,"2,513,000","14,493,000","7,795,000","1,614,000","2,959,000",,,,"2,501,000",,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000",,,"-10,000,000","4,000,000","11,000,000","4,000,000","5,000,000","6,000,000","4,000,000","1,000,000","2,000,000","1,000,000","4,000,000","1,000,000","4,891,000","5,596,000",,,"2,513,000","14,493,000","7,795,000","1,614,000","2,959,000",,,,"2,501,000",,,,,,,,,,,,,,,,
		DeferredTax,"302,000,000","37,000,000","111,000,000","84,000,000","70,000,000","3,000,000","-55,000,000","-4,000,000","-63,000,000","1,000,000","87,000,000","68,000,000","28,000,000","21,000,000","67,000,000","97,000,000","56,000,000","37,000,000","-630,000,000","57,000,000","30,000,000","10,000,000","33,000,000","21,000,000","44,000,000","25,000,000","242,000,000","24,000,000","31,000,000","39,000,000","127,000,000","77,000,000","35,000,000","22,000,000","70,000,000","58,000,000","36,000,000","3,000,000","-21,000,000","19,000,000","-15,000,000","1,000,000","23,000,000","20,000,000","5,000,000","-9,000,000","-23,000,000","12,000,000","-23,000,000","-24,000,000",,"3,000,000","-4,000,000","-3,000,000","-216,000,000","35,000,000","34,000,000","18,000,000","20,000,000","21,000,000","12,000,000","8,000,000","27,000,000","49,000,000","31,000,000","12,000,000","25,000,000","49,000,000","32,000,000","6,000,000","23,521,000","17,843,000","19,465,000","-68,829,000","-96,157,000","21,140,000","9,613,000","-4,833,000","-48,591,000","22,666,000","27,675,000","4,121,000","45,959,000","37,297,000","15,322,000","2,105,000","24,861,000","69,848,000","11,483,000","3,088,000","-2,500,000","25,500,000","11,700,000","7,100,000","26,900,000","-3,200,000","2,200,000","1,400,000",
			DeferredIncomeTax,"302,000,000","37,000,000","111,000,000","84,000,000","70,000,000","3,000,000","-55,000,000","-4,000,000","-63,000,000","1,000,000","87,000,000","68,000,000","28,000,000","21,000,000","67,000,000","97,000,000","56,000,000","37,000,000","-630,000,000","57,000,000","30,000,000","10,000,000","33,000,000","21,000,000","44,000,000","25,000,000","242,000,000","24,000,000","31,000,000","39,000,000","127,000,000","77,000,000","35,000,000","22,000,000","70,000,000","58,000,000","36,000,000","3,000,000","-21,000,000","19,000,000","-15,000,000","1,000,000","23,000,000","20,000,000","5,000,000","-9,000,000","-23,000,000","12,000,000","-23,000,000","-24,000,000",,"3,000,000","-4,000,000","-3,000,000","-216,000,000","35,000,000","34,000,000","18,000,000","20,000,000","21,000,000","12,000,000","8,000,000","27,000,000","49,000,000","31,000,000","12,000,000","25,000,000","49,000,000","32,000,000","6,000,000","23,521,000","17,843,000","19,465,000","-68,829,000","-96,157,000","21,140,000","9,613,000","-4,833,000","-48,591,000","22,666,000","27,675,000","4,121,000","45,959,000","37,297,000","15,322,000","2,105,000","24,861,000","69,848,000","11,483,000","3,088,000","-2,500,000","25,500,000","11,700,000","7,100,000","26,900,000","-3,200,000","2,200,000","1,400,000",
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000","7,000,000","5,000,000","5,000,000","6,000,000","6,000,000","5,000,000","6,000,000","6,000,000","5,000,000","6,000,000","4,000,000","5,000,000","4,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"122,000,000","24,000,000","30,000,000","33,000,000","35,000,000","21,000,000","24,000,000","18,000,000","15,000,000","13,000,000","16,000,000","14,000,000","16,000,000","15,000,000","29,000,000","30,000,000","24,000,000","19,000,000","23,000,000","24,000,000","24,000,000","16,000,000","12,000,000","11,000,000","13,000,000","9,000,000","12,000,000","12,000,000","11,000,000","14,000,000","26,000,000","17,000,000","19,000,000","12,000,000","12,000,000","15,000,000","10,000,000","9,000,000","9,000,000","10,000,000","9,000,000","4,000,000","3,000,000","3,000,000","4,000,000","2,000,000","2,000,000","2,000,000","3,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","0","0","-5,000,000","0","-26,000,000","-27,000,000","52,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-8,000,000","-4,000,000","-1,000,000","-2,000,000","-1,000,000","-3,000,000","3,000,000","-11,000,000",,,"0","-1,000,000","5,000,000","6,000,000","37,000,000","19,000,000","-3,000,000","4,000,000","43,000,000","27,000,000","35,000,000","4,000,000","8,000,000","7,000,000","4,000,000","4,000,000","7,000,000","3,000,000","3,000,000","-23,000,000","2,000,000","6,000,000","12,000,000","7,000,000","6,000,000","6,000,000","12,000,000","18,000,000","8,000,000","121,000,000","106,000,000","-2,000,000","-39,000,000","67,000,000","29,000,000","-19,000,000","-11,000,000","7,000,000","6,000,000","6,000,000","21,000,000","17,000,000","-8,000,000","4,000,000","-8,000,000","7,000,000","3,000,000","3,000,000","8,000,000",,,"-2,000,000","-6,000,000","14,000,000","13,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,"0",,,"100,000"
		ChangeInWorkingCapital,"227,000,000","48,000,000","-321,000,000","109,000,000","391,000,000","172,000,000","-298,000,000","43,000,000","237,000,000","15,000,000","-452,000,000","77,000,000","150,000,000","20,000,000","-99,000,000","-365,000,000","337,000,000","81,000,000","-203,000,000","-206,000,000","196,000,000","221,000,000","-202,000,000","-118,000,000","197,000,000","239,000,000","-297,000,000","-147,000,000","74,000,000","278,000,000","-254,000,000","-130,000,000","84,000,000","165,000,000","-21,000,000","-223,000,000","101,000,000","132,000,000","-132,000,000","-248,000,000","-204,000,000","147,000,000","-47,000,000","-46,000,000","-5,000,000","77,000,000","-2,000,000","-28,000,000","-3,000,000","68,000,000","-27,000,000","30,000,000","-41,000,000","29,000,000","29,000,000","-108,000,000","38,000,000","60,000,000","90,000,000","-73,000,000","10,000,000","-7,000,000","39,000,000","-24,000,000","-57,000,000","104,000,000","44,000,000","-124,000,000","21,000,000","23,000,000","4,005,000","10,627,000","-15,138,000","150,506,000","13,251,000","-8,901,000","-28,790,000","8,700,000","79,166,000","26,584,000","-24,102,000","-47,468,000","88,049,000","-59,691,000","87,773,000","-35,872,000","91,906,000","-183,583,000","39,099,000","8,792,000","-48,300,000","45,300,000","-18,700,000","16,100,000","-81,600,000","59,400,000","4,100,000","-800,000","200,000"
			ChangeInReceivables,"-287,000,000","76,000,000","-76,000,000","-206,000,000","-81,000,000","63,000,000","16,000,000","-95,000,000","192,000,000","105,000,000","69,000,000","-69,000,000","-34,000,000","73,000,000","16,000,000","-160,000,000","-51,000,000","80,000,000","-12,000,000","-156,000,000","-81,000,000","65,000,000","8,000,000","-61,000,000","-35,000,000","103,000,000","61,000,000","-109,000,000","-44,000,000","81,000,000","-2,000,000","-107,000,000","-39,000,000","47,000,000","-3,000,000","-51,000,000","-31,000,000","65,000,000","8,000,000","-97,000,000","-47,000,000","50,000,000","-2,000,000","-45,000,000","-51,000,000","36,000,000","24,000,000","-55,000,000","-24,000,000","17,000,000","34,000,000","11,000,000","-10,000,000","93,000,000","43,000,000","-31,000,000","-26,000,000","65,000,000","74,000,000","-29,000,000","-53,000,000","3,000,000","48,000,000","-50,000,000","-72,000,000","80,000,000","17,000,000","-67,000,000","-75,000,000","47,000,000","54,850,000","-52,394,000","-46,611,000","54,155,000","35,943,000","-46,769,000","-66,341,000","43,930,000","82,991,000","-42,056,000","-77,301,000","29,417,000","91,437,000","-45,696,000","-70,320,000","49,467,000","77,220,000","-36,626,000","-82,312,000","50,331,000","23,100,000","-54,600,000","-47,200,000","-15,000,000","6,300,000","-52,500,000","-6,700,000","-500,000","600,000"
				ChangesInAccountReceivables,"-287,000,000","76,000,000","-76,000,000","-206,000,000","-81,000,000","63,000,000","16,000,000","-95,000,000","192,000,000","105,000,000","69,000,000","-69,000,000","-34,000,000","73,000,000","16,000,000","-160,000,000","-51,000,000","80,000,000","-12,000,000","-156,000,000","-81,000,000","65,000,000","8,000,000","-61,000,000","-35,000,000","103,000,000","61,000,000","-109,000,000","-44,000,000","81,000,000","-2,000,000","-107,000,000","-39,000,000","47,000,000","-3,000,000","-51,000,000","-31,000,000","65,000,000","8,000,000","-97,000,000","-47,000,000","50,000,000","-2,000,000","-45,000,000","-51,000,000","36,000,000","24,000,000","-55,000,000","-24,000,000","17,000,000","34,000,000","11,000,000","-10,000,000","93,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-15,000,000","-13,000,000","1,000,000","6,000,000","-9,000,000","11,000,000","-17,000,000","0","7,000,000","5,000,000","9,000,000","8,000,000","-16,000,000","-9,000,000","3,000,000","-4,000,000","-10,000,000","-9,000,000","10,000,000","-4,000,000","1,000,000","-6,000,000","4,000,000","-1,000,000","2,000,000","-4,000,000","8,000,000","3,000,000","1,000,000","-4,000,000","34,000,000","8,000,000","1,000,000","-32,000,000","20,000,000","21,000,000","-9,000,000","-34,000,000","20,000,000","17,000,000","2,000,000","-41,000,000","14,000,000","13,000,000","-6,000,000","-24,000,000","9,000,000","12,000,000","-14,000,000","-2,000,000","9,000,000","3,000,000","4,000,000","0","19,000,000","15,000,000","1,000,000","-4,000,000","35,000,000","39,000,000","7,000,000","-30,000,000","20,000,000","22,000,000","17,000,000","-38,000,000","9,000,000","1,000,000","-16,000,000","-26,000,000","9,591,000","-1,101,000","5,621,000","-2,111,000","18,476,000","710,000","652,000","-9,021,000","21,090,000","13,230,000","-5,911,000","-7,220,000","47,187,000","20,542,000","13,259,000","6,096,000","57,262,000","26,060,000","-2,829,000","-10,787,000","16,700,000","14,700,000","-16,000,000","-21,900,000","3,000,000","-7,600,000","1,100,000","-2,900,000","600,000"
			ChangeInPrepaidAssets,"286,000,000","61,000,000","-58,000,000","96,000,000","187,000,000","23,000,000","-258,000,000","32,000,000","28,000,000","-30,000,000","-38,000,000","2,000,000","-35,000,000","12,000,000","44,000,000","6,000,000","-17,000,000","42,000,000","-19,000,000","6,000,000","-16,000,000","9,000,000","2,000,000","11,000,000","0","64,000,000","-55,000,000","20,000,000","-21,000,000","18,000,000","-62,000,000","15,000,000","-1,000,000","-4,000,000","67,000,000","-13,000,000","-24,000,000","30,000,000","-1,000,000","-1,000,000","-27,000,000","11,000,000","-8,000,000","4,000,000","-9,000,000","-6,000,000","-1,000,000","7,000,000","18,000,000","37,000,000","-48,000,000","8,000,000","-3,000,000","4,000,000","13,000,000","24,000,000","-14,000,000","2,000,000",,"9,000,000","8,000,000","-16,000,000","-1,000,000","2,000,000","-1,000,000","10,000,000","9,000,000","1,000,000","-5,000,000","6,000,000","-177,000","19,905,000","467,000","22,805,000","26,674,000","206,000","911,000","-6,632,000","11,254,000","8,199,000","-2,291,000","-8,809,000","39,439,000","19,372,000","-11,340,000","-39,323,000",,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"243,000,000","-76,000,000","-188,000,000","213,000,000","294,000,000","75,000,000","-39,000,000","106,000,000","10,000,000","-65,000,000","-492,000,000","136,000,000","235,000,000","-56,000,000","-162,000,000","-207,000,000","415,000,000","-32,000,000","-182,000,000","-52,000,000","292,000,000","153,000,000","-216,000,000","-67,000,000","230,000,000","76,000,000","-311,000,000","-61,000,000","138,000,000","183,000,000","-224,000,000","-46,000,000","123,000,000","154,000,000","-105,000,000","-180,000,000","165,000,000","71,000,000","-159,000,000","-167,000,000","-132,000,000","127,000,000","-51,000,000","-18,000,000","61,000,000","71,000,000","-34,000,000","8,000,000","17,000,000","16,000,000","-26,000,000","8,000,000","-32,000,000","-68,000,000","-106,000,000","-99,000,000","36,000,000","81,000,000","-60,000,000","-100,000,000","4,000,000","126,000,000","-42,000,000","-17,000,000","-33,000,000","106,000,000","-32,000,000","-93,000,000","80,000,000","39,000,000","-48,976,000","9,580,000","12,554,000","88,842,000","-61,307,000","-5,430,000","25,876,000","-15,381,000","-62,453,000","16,836,000","62,201,000","-14,332,000","-48,727,000","-61,553,000","106,150,000","-54,583,000","-33,827,000","-119,549,000","77,970,000","59,315,000","-111,900,000","78,500,000","29,400,000","68,500,000","-28,900,000","46,700,000","11,900,000","9,600,000","300,000"
				ChangeInPayable,"221,000,000","10,000,000","-241,000,000","163,000,000","289,000,000","96,000,000","-78,000,000","223,000,000","-168,000,000","33,000,000","-387,000,000","90,000,000","193,000,000","18,000,000","-189,000,000","-213,000,000","348,000,000","103,000,000","-209,000,000","-79,000,000","290,000,000","139,000,000","-166,000,000","-200,000,000","281,000,000","56,000,000","-203,000,000","-206,000,000","217,000,000","184,000,000","-220,000,000","-118,000,000","152,000,000","163,000,000","-73,000,000","-241,000,000","202,000,000","121,000,000","-121,000,000","-198,000,000","-76,000,000","172,000,000","-33,000,000","-46,000,000","57,000,000","90,000,000","-35,000,000","-22,000,000","51,000,000","10,000,000","-15,000,000","-3,000,000","-11,000,000","-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"221,000,000","10,000,000","-241,000,000","163,000,000","289,000,000","96,000,000","-78,000,000","223,000,000","-168,000,000","33,000,000","-387,000,000","90,000,000","193,000,000","18,000,000","-189,000,000","-213,000,000","348,000,000","103,000,000","-209,000,000","-79,000,000","290,000,000","139,000,000","-166,000,000","-200,000,000","281,000,000","56,000,000","-203,000,000","-206,000,000","217,000,000","184,000,000","-220,000,000","-118,000,000","152,000,000","163,000,000","-73,000,000","-241,000,000","202,000,000","121,000,000","-121,000,000","-198,000,000","-76,000,000","172,000,000","-33,000,000","-46,000,000","57,000,000","90,000,000","-35,000,000","-22,000,000","51,000,000","10,000,000","-15,000,000","-3,000,000","-11,000,000","-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"22,000,000","-86,000,000","53,000,000","50,000,000","5,000,000","-21,000,000","39,000,000","-117,000,000","178,000,000","-98,000,000","-105,000,000","46,000,000","42,000,000","-74,000,000","27,000,000","6,000,000","67,000,000","-135,000,000","27,000,000","27,000,000","2,000,000","14,000,000","-50,000,000","133,000,000","-51,000,000","20,000,000","-108,000,000","145,000,000","-79,000,000","-1,000,000","-4,000,000","72,000,000","-29,000,000","-9,000,000","-32,000,000","61,000,000","-37,000,000","-50,000,000","-38,000,000","31,000,000","-56,000,000","-45,000,000","-18,000,000","28,000,000","4,000,000","-19,000,000","1,000,000","30,000,000","-34,000,000","6,000,000","-11,000,000","11,000,000","-21,000,000","-65,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,667,000","-48,085,000","15,512,000","-16,942,000","62,400,000","-8,000,000","-31,600,000","-15,500,000","-13,800,000","17,000,000","-1,800,000","-4,900,000","-800,000"
