name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011
			OtherReceivables,"13,100,000","11,600,000","18,200,000","16,700,000","13,900,000","14,200,000","15,800,000","14,000,000","15,000,000","46,000,000","28,700,000","28,400,000","54,200,000","20,800,000","9,600,000","19,900,000","28,900,000","33,400,000","33,100,000","28,000,000","31,100,000","29,500,000","29,000,000","26,200,000","26,400,000","27,800,000","24,000,000","22,900,000","23,400,000","25,000,000","22,700,000","21,300,000","21,900,000","19,800,000","42,200,000","0","0","0",,"0",
			ReceivablesAdjustmentsAllowances,,,,,,,,"-4,300,000","-1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"26,100,000","20,300,000","22,200,000","24,100,000","27,200,000","18,400,000","19,300,000","20,200,000","20,700,000","20,700,000","23,900,000","28,200,000","29,000,000","26,500,000","32,200,000","28,700,000","29,600,000","31,900,000","30,100,000","34,100,000","28,000,000","43,300,000","47,300,000","66,000,000","63,700,000","55,900,000","66,200,000","79,800,000","85,100,000","81,900,000","81,000,000","92,100,000","94,800,000","68,100,000","52,000,000","49,500,000","47,800,000","23,500,000","42,000,000","60,000,000","40,000,000"
			RawMaterials,"10,800,000","6,500,000","8,500,000","10,400,000","13,100,000","5,200,000","6,700,000","8,200,000","9,400,000","9,200,000","11,100,000","14,500,000","15,600,000","11,000,000","14,900,000","9,900,000","10,700,000","13,900,000","13,700,000","17,600,000","10,200,000","8,500,000","14,900,000","20,200,000","19,700,000","22,100,000","27,700,000","27,300,000","35,000,000","38,600,000","34,900,000","30,700,000","35,800,000","33,900,000","13,400,000","14,500,000",,"19,600,000",,,
			WorkInProcess,"3,600,000","3,600,000","3,600,000","3,500,000","3,600,000","3,200,000","3,400,000","3,400,000","3,100,000","2,900,000","3,200,000","3,200,000","3,300,000","4,000,000","3,700,000","3,400,000","3,200,000","2,800,000","3,100,000","3,500,000","3,400,000","3,000,000","3,400,000","12,000,000","19,000,000","3,700,000","14,900,000","20,400,000","27,600,000","2,800,000","11,900,000","23,900,000","28,000,000","2,700,000",,,,,,,
			FinishedGoods,"2,400,000","2,100,000","2,100,000","2,100,000","2,100,000","2,100,000","2,300,000","2,000,000","2,000,000","2,000,000","2,100,000","1,900,000","2,000,000","2,000,000","1,800,000","1,700,000","1,700,000","1,700,000","0","100,000","2,000,000","19,200,000","16,700,000","21,600,000","13,000,000","17,900,000","11,000,000","18,800,000","7,900,000","24,800,000","20,000,000","22,200,000","17,300,000","18,600,000","38,600,000","35,000,000","1,500,000","3,900,000",,,
			OtherInventories,"9,300,000","8,100,000","8,000,000","8,100,000","8,400,000","7,900,000","6,900,000","6,600,000","6,200,000","6,600,000","7,500,000","8,600,000","8,100,000","9,500,000","11,800,000","13,700,000","14,000,000","13,500,000","13,300,000","12,900,000","12,400,000","12,600,000","12,300,000","12,200,000","12,000,000","12,200,000","12,600,000","13,300,000","14,600,000","15,700,000","14,200,000","15,300,000","13,700,000","12,900,000","38,600,000","35,000,000","47,800,000",,,,
		PrepaidAssets,"108,100,000","102,600,000","105,400,000","90,500,000","95,100,000","95,600,000","97,900,000","98,700,000","107,900,000","97,100,000","109,400,000","102,600,000","115,100,000","15,900,000","41,300,000","38,400,000","14,700,000","11,400,000","39,400,000","34,400,000","15,900,000","19,600,000","12,600,000","9,100,000","14,700,000","14,900,000","11,400,000","15,400,000","20,800,000","15,600,000","18,600,000","15,200,000","18,300,000","17,000,000","7,300,000","4,800,000","6,800,000","11,300,000","10,700,000","8,500,000","32,000,000"
		RestrictedCash,"1,000,000","1,000,000","200,000","200,000","200,000","200,000","200,000","200,000","6,100,000","200,000","200,000","200,000","187,900,000","223,500,000","200,000","200,000","17,100,000","34,300,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,700,000","8,300,000","8,300,000","8,300,000","9,200,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","4,000,000","4,000,000","5,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,700,000","8,300,000","8,300,000","8,300,000","9,200,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","7,800,000","4,000,000","4,000,000","5,000,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,"31,100,000","23,700,000","15,900,000","15,600,000","67,400,000","63,800,000","2,000,000","0","1,000,000",,,,,"700,000","6,600,000","0","2,500,000","0","0","8,900,000","15,900,000","26,900,000","1,500,000","1,500,000","11,500,000","1,900,000","1,500,000","3,000,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"13,200,000","12,400,000","12,500,000","12,600,000","13,100,000","12,400,000","12,200,000","12,100,000","11,500,000","10,100,000","9,500,000","9,300,000","18,400,000",,"9,500,000","8,800,000","26,400,000","26,900,000","1,500,000","1,500,000","11,500,000","1,900,000","1,500,000",
	TotalNonCurrentAssets,"1,635,000,000","1,645,400,000","1,766,600,000","1,779,800,000","1,790,300,000","1,806,900,000","1,811,900,000","1,828,900,000","1,849,000,000","1,861,700,000","1,884,500,000","1,949,600,000","1,791,500,000","1,821,000,000","2,101,400,000","2,104,900,000","2,115,100,000","1,922,100,000","1,968,500,000","2,018,000,000","2,030,000,000","2,018,000,000","2,079,600,000","2,096,000,000","2,161,100,000","2,091,000,000","2,092,600,000","2,086,300,000","2,109,000,000","2,154,000,000","2,120,200,000","2,099,900,000","2,105,400,000","2,113,800,000","1,695,500,000","1,447,100,000","1,415,400,000","1,373,900,000","1,368,000,000","1,341,100,000","2,269,000,000"
		NetPPE,"103,100,000","103,600,000","129,300,000","130,500,000","126,900,000","129,400,000","130,700,000","139,800,000","143,300,000","146,200,000","154,100,000","155,800,000","158,900,000",,,,"1,317,600,000","1,147,500,000","1,212,400,000","1,235,100,000","1,226,100,000","1,231,600,000","1,256,100,000","1,275,600,000","1,337,100,000","1,452,900,000","1,470,100,000","1,465,700,000","1,495,100,000","1,301,700,000",,"1,519,500,000","1,519,400,000","1,522,800,000","1,255,800,000","1,028,200,000","1,010,300,000","838,700,000","988,400,000","990,700,000","1,634,000,000"
			GrossPPE,"103,100,000","145,600,000","129,300,000","130,500,000","126,900,000","206,900,000","130,700,000","139,800,000","143,300,000","146,200,000","154,100,000","155,800,000","158,900,000",,,,,"1,420,200,000",,,,"1,754,900,000",,,,"1,713,200,000",,,,"1,717,300,000",,,"1,519,400,000","1,522,800,000",,"1,028,200,000","1,010,300,000","1,233,500,000",,,
				Properties,,,,,,,"111,200,000","119,800,000","122,400,000","124,400,000","131,400,000","127,300,000","128,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,"613,300,000",,,,"622,600,000",,,,"578,500,000",,,,"588,500,000",,,"248,200,000","249,100,000",,"152,500,000","147,700,000","254,800,000",,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,"471,600,000",,,,"566,500,000",,,,"571,300,000",,,,"586,700,000",,,,"560,000,000",,,,"553,500,000",,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,"154,900,000",,,,"332,200,000",,,,"319,700,000",,,,"236,100,000",,,,"230,900,000",,,,"200,200,000",,,
				OtherProperties,"103,100,000","145,600,000","129,300,000","130,500,000","126,900,000","206,900,000","130,700,000","139,800,000","143,300,000","146,200,000","154,100,000","155,800,000","158,900,000",,,,,"180,400,000",,,,"233,600,000",,,,"243,700,000",,,,"306,000,000",,,"1,271,200,000","284,200,000",,"0","0","225,000,000",,,
			AccumulatedDepreciation,,"-42,000,000",,,,"-77,500,000",,,,,,,,,,,,"-272,700,000",,,,"-523,300,000",,,,"-443,800,000",,,,"-415,600,000",,,,"-374,100,000",,,,"-394,800,000",,,
		GoodwillAndOtherIntangibleAssets,"8,700,000","60,300,000","64,400,000","10,500,000","10,500,000","72,400,000","10,500,000","10,500,000","15,400,000","90,300,000","15,400,000","65,100,000","65,100,000","133,500,000","102,300,000","102,300,000","102,300,000","149,200,000","102,300,000","102,300,000","102,300,000","156,100,000","102,300,000","102,300,000","102,300,000","156,700,000","102,300,000","102,300,000","102,300,000","166,200,000","102,900,000","100,000,000","100,000,000","173,700,000","9,200,000",,,,,,
			Goodwill,"8,700,000","8,700,000","10,500,000","10,500,000","10,500,000","10,500,000","10,500,000","10,500,000","15,400,000","15,400,000","15,400,000","65,100,000","65,100,000","65,100,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,300,000","102,900,000","100,000,000","100,000,000","99,600,000","9,200,000",,,,,,
			OtherIntangibleAssets,,"51,600,000","53,900,000",,,"61,900,000",,"67,900,000","71,200,000","74,900,000","78,700,000","82,300,000","61,000,000","68,400,000","75,900,000","77,800,000","80,500,000","46,900,000","48,700,000","50,300,000","51,900,000","53,800,000","55,800,000","58,100,000","60,400,000","54,400,000","56,500,000","58,800,000","61,700,000","63,900,000","64,300,000","67,500,000","70,700,000","74,100,000",,,,,,,
		InvestmentProperties,"1,514,400,000","1,472,700,000","1,463,800,000","1,522,000,000","1,528,900,000","1,471,000,000","1,538,300,000","1,545,800,000","1,556,900,000","1,491,800,000","1,579,600,000","1,591,100,000","1,427,000,000","1,446,100,000","1,540,100,000","1,538,400,000","1,540,100,000","1,298,500,000","1,412,800,000","1,469,900,000","1,462,000,000","1,411,100,000","1,504,500,000","1,522,200,000","1,582,400,000","1,452,900,000","1,526,600,000","1,524,500,000","1,556,800,000","1,525,700,000","1,582,300,000","1,587,000,000","1,590,100,000","1,522,800,000","1,255,800,000","1,028,200,000","1,010,300,000","982,700,000",,,"143,000,000"
		InvestmentsAndAdvances,"8,800,000","8,800,000","109,100,000","116,800,000","124,000,000","134,100,000","132,400,000","132,800,000","133,400,000","133,400,000","135,400,000","137,600,000","140,500,000","171,400,000","379,200,000","388,300,000","397,000,000","401,700,000","402,000,000","398,700,000","395,300,000","390,800,000","430,800,000","432,200,000","422,700,000","416,400,000","413,600,000","409,500,000","403,400,000","418,600,000","348,600,000","342,600,000","344,200,000","341,400,000","327,200,000","326,200,000","324,400,000","319,900,000","312,500,000","290,500,000","347,000,000"
			LongTermEquityInvestment,"8,800,000","8,800,000","109,100,000","116,800,000","124,000,000","134,100,000","132,400,000","132,800,000","133,400,000","133,400,000","135,400,000","137,600,000","140,500,000","171,400,000","379,200,000","388,300,000","397,000,000","401,700,000","402,000,000","398,700,000","395,300,000","390,800,000","430,800,000","432,200,000","422,700,000","416,400,000","413,600,000","409,500,000","403,400,000","418,600,000","348,600,000","342,600,000","344,200,000","341,400,000","327,200,000","326,200,000","324,400,000","319,900,000","312,500,000","290,500,000","347,000,000"
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,"171,400,000","379,200,000","388,300,000","397,000,000","401,700,000","402,000,000","398,700,000","395,300,000","390,800,000","430,800,000","432,200,000","422,700,000","416,400,000","413,600,000","409,500,000","403,400,000","418,600,000","348,600,000","342,600,000","344,200,000","341,400,000","327,200,000","326,200,000","324,400,000","319,900,000","312,500,000","290,500,000","347,000,000"
				InvestmentsinJointVenturesatCost,"8,800,000","8,800,000","109,100,000","116,800,000","124,000,000","134,100,000","132,400,000","132,800,000","133,400,000","133,400,000","135,400,000","137,600,000","140,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,"0","17,600,000","18,400,000","18,600,000","16,500,000",,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,"0","17,600,000","18,400,000","18,600,000","16,500,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,"200,000","6,100,000","200,000","200,000","200,000","187,900,000","70,000,000","62,200,000","57,500,000","57,100,000","56,200,000","51,400,000","47,100,000","70,400,000","60,000,000","42,000,000","39,300,000","53,700,000","65,000,000","50,100,000","50,000,000","46,500,000","43,500,000","86,400,000","70,300,000","71,100,000","75,900,000","103,300,000","92,700,000","80,700,000","71,300,000","67,100,000","59,900,000","145,000,000"
TotalLiabilitiesNetMinorityInterest,"784,200,000","813,200,000","870,200,000","853,800,000","892,100,000","939,900,000","1,004,700,000","1,001,600,000","1,063,800,000","955,600,000","993,300,000","991,900,000","1,044,100,000","1,016,900,000","927,600,000","941,800,000","985,500,000","1,580,100,000","985,200,000","959,400,000","946,100,000","943,100,000","1,009,400,000","1,022,200,000","1,099,100,000","1,016,400,000","999,700,000","1,020,600,000","1,049,200,000","1,115,100,000","1,065,600,000","1,064,700,000","1,086,700,000","1,110,400,000","910,800,000","590,500,000","568,900,000","522,900,000","532,900,000","543,600,000","1,421,000,000"
	CurrentLiabilities,"109,600,000","129,400,000","322,800,000","121,500,000","108,900,000","126,300,000","112,600,000","105,800,000","115,200,000","121,200,000","122,700,000","116,500,000","119,000,000","129,400,000","120,700,000","120,900,000","123,300,000","926,800,000","129,600,000","128,200,000","130,900,000","165,100,000","181,500,000","184,000,000","186,200,000","184,700,000","127,100,000","136,200,000","148,500,000","183,000,000","149,300,000","148,000,000","162,500,000","218,200,000","87,500,000","76,700,000","69,000,000","69,600,000","56,200,000","83,700,000","278,000,000"
		PayablesAndAccruedExpenses,"109,600,000","129,400,000","111,000,000","121,500,000","108,900,000","126,300,000","112,600,000","105,800,000","115,200,000","113,300,000","122,700,000","116,500,000","119,000,000","75,700,000","80,000,000","83,100,000","59,900,000","860,300,000","68,400,000","66,400,000","61,800,000","73,200,000","70,200,000","65,900,000","65,900,000","82,300,000","66,400,000","73,800,000","64,300,000","79,100,000","73,400,000","74,100,000","74,500,000","72,000,000","60,600,000","55,600,000","48,700,000","54,100,000","48,100,000","55,300,000","198,000,000"
			Payables,"13,200,000","9,900,000","11,400,000","12,400,000","13,200,000","9,800,000","10,400,000","12,400,000","12,300,000","17,800,000","15,000,000","19,300,000","26,700,000","34,200,000","33,700,000","40,100,000","32,600,000","826,300,000","36,000,000","32,200,000","31,600,000","35,200,000","30,100,000","27,300,000","28,800,000","35,500,000","30,100,000","35,600,000","32,400,000","37,600,000","37,100,000","38,000,000","44,600,000","32,600,000","32,900,000","23,300,000","24,200,000","26,200,000","20,400,000","27,000,000","156,000,000"
				AccountsPayable,"13,200,000","9,900,000","11,400,000","12,400,000","13,200,000","9,800,000","10,400,000","12,400,000","12,300,000","17,800,000","15,000,000","19,300,000","26,700,000","34,200,000","33,700,000","40,100,000","32,600,000","43,300,000","36,000,000","32,200,000","31,600,000","35,200,000","30,100,000","27,300,000","28,800,000","35,500,000","30,100,000","35,600,000","32,400,000","37,600,000","37,100,000","32,200,000","31,800,000","32,600,000","22,900,000","23,300,000","24,200,000","26,200,000","20,400,000","27,000,000","156,000,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,800,000","12,800,000",,,,,"0",,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,800,000","12,800,000",,,,,"0",,,
				DividendsPayable,,,,,,,,,,,,,,"0","0",,"0","783,000,000",,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000",,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0",
			CurrentAccruedExpenses,"96,400,000","119,500,000","99,600,000","109,100,000","95,700,000","116,500,000","102,200,000","93,400,000","102,900,000","95,500,000","107,700,000","97,200,000","92,300,000","41,500,000","46,300,000","43,000,000","27,300,000","34,000,000","32,400,000","34,200,000","30,200,000","38,000,000","40,100,000","38,600,000","37,100,000","46,800,000","36,300,000","38,200,000","31,900,000","41,500,000","36,300,000","36,100,000","29,900,000","39,400,000","27,700,000","32,300,000","24,500,000","27,900,000","27,700,000","28,300,000","42,000,000"
				InterestPayable,,,,,,,,,,,,,,,,,"5,400,000","6,500,000","3,800,000","5,100,000","3,700,000","6,300,000","3,900,000","5,300,000","3,700,000","5,500,000","3,100,000","5,500,000","3,300,000","5,700,000","3,300,000","5,800,000","3,300,000","5,900,000","2,300,000","4,800,000","1,700,000","5,200,000",,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000"
		CurrentDebtAndCapitalLeaseObligation,,,"142,000,000",,,,,,,,,,,"39,000,000","37,100,000","35,800,000","42,800,000","46,000,000","41,600,000","44,100,000","48,800,000","42,400,000","82,400,000","88,000,000","91,900,000","90,400,000","47,700,000","48,800,000","71,100,000","74,500,000","46,900,000","46,000,000","51,700,000","105,200,000","26,900,000","21,100,000","20,300,000","15,500,000","8,100,000","28,400,000","52,000,000"
			CurrentDebt,,,"142,000,000",,,,,,,,,,,"39,000,000","37,100,000","35,800,000","42,800,000","46,000,000","41,600,000","44,100,000","48,800,000","42,400,000","82,400,000","88,000,000","91,900,000","90,400,000","47,700,000","48,800,000","71,100,000","74,500,000","46,900,000","46,000,000","51,700,000","105,200,000","26,900,000","21,100,000","20,300,000","15,500,000","8,100,000","28,400,000","52,000,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,"35,800,000","42,800,000","46,000,000","41,600,000","44,100,000","48,800,000","42,400,000","82,400,000","88,000,000","91,900,000","90,400,000","47,700,000","48,800,000","71,100,000","74,500,000",,"46,000,000","51,700,000","105,200,000","26,900,000","21,100,000","20,300,000","15,500,000","8,100,000","28,400,000","52,000,000"
				LineOfCredit,,,"142,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0",
		CurrentDeferredLiabilities,,"68,500,000","69,800,000",,,,,,,"7,900,000",,,,"5,900,000","3,600,000","2,000,000","6,900,000","6,600,000","5,300,000","3,200,000","4,600,000","21,100,000","2,700,000","3,200,000","4,500,000","2,700,000","3,700,000","4,300,000","3,800,000","20,100,000","5,500,000","4,400,000","17,500,000","22,200,000",,,,,,,
			CurrentDeferredRevenue,,"68,500,000","69,800,000",,,,,,,"7,900,000",,,,"5,900,000","3,600,000","2,000,000","6,900,000","6,600,000","5,300,000","3,200,000","4,600,000","21,100,000","2,700,000","3,200,000","4,500,000","2,700,000","3,700,000","4,300,000","3,800,000","20,100,000","5,500,000","4,400,000","17,500,000","22,200,000",,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,"8,800,000",,,"13,700,000","13,900,000","14,300,000","14,500,000","15,700,000","28,400,000","26,200,000","26,900,000","23,900,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","23,500,000","23,500,000","18,800,000","18,800,000","0","0","0","0","0","0","8,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"674,600,000","683,800,000","547,400,000","732,300,000","783,200,000","813,600,000","892,100,000","895,800,000","948,600,000","834,400,000","870,600,000","875,400,000","925,100,000","887,500,000","806,900,000","820,900,000","862,200,000","653,300,000","855,600,000","831,200,000","815,200,000","778,000,000","827,900,000","838,200,000","912,900,000","831,700,000","872,600,000","884,400,000","900,700,000","932,100,000","916,300,000","916,700,000","924,200,000","892,200,000","823,300,000","513,800,000","499,900,000","453,300,000","476,700,000","459,900,000","1,143,000,000"
		LongTermDebtAndCapitalLeaseObligation,"541,100,000","552,100,000","507,100,000","619,700,000","673,100,000","705,500,000","783,300,000","788,400,000","840,700,000","726,200,000","755,400,000","756,200,000","805,400,000","739,100,000","741,300,000","755,000,000","795,800,000","585,200,000","584,200,000","530,800,000","511,200,000","472,700,000","523,900,000","532,000,000","591,800,000","497,800,000","546,700,000","568,600,000","589,700,000","631,500,000","637,900,000","630,100,000","634,900,000","605,500,000","587,300,000","285,500,000","270,000,000","220,000,000","244,000,000","223,800,000","507,000,000"
			LongTermDebt,"522,200,000","532,700,000","485,700,000","597,800,000","654,600,000","687,100,000","763,600,000","768,600,000","819,600,000","704,600,000","732,400,000","727,700,000","775,000,000","739,100,000","741,300,000","755,000,000","795,800,000","585,200,000","584,200,000","530,800,000","511,200,000","472,700,000","523,900,000","532,000,000","591,800,000","497,800,000","546,700,000","568,600,000","589,700,000","631,500,000","637,900,000","630,100,000","634,900,000","605,500,000","587,300,000","285,500,000","270,000,000","220,000,000","244,000,000","223,800,000","507,000,000"
			LongTermCapitalLeaseObligation,"18,900,000","19,400,000","21,400,000","21,900,000","18,500,000","18,400,000","19,700,000","19,800,000","21,100,000","21,600,000","23,000,000","28,500,000","30,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"70,000,000","68,500,000","69,800,000","70,700,000","68,700,000","66,900,000","68,000,000","66,800,000","67,400,000","67,600,000","68,400,000","65,900,000","65,400,000","63,100,000",,,,"0","202,500,000","182,800,000","182,500,000","182,000,000","184,200,000","183,400,000","197,700,000","202,100,000","210,900,000","210,900,000","205,800,000","194,000,000","194,600,000","200,900,000","194,000,000","188,700,000","149,300,000","146,100,000","148,100,000","152,900,000","156,300,000","156,500,000","418,000,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,"0","202,500,000","182,800,000","182,500,000","182,000,000","184,200,000","183,400,000","197,700,000","202,100,000","210,900,000","210,900,000","205,800,000","194,000,000","194,600,000","200,900,000","194,000,000","188,700,000","149,300,000","146,100,000","148,100,000","152,900,000","156,300,000","156,500,000","418,000,000"
			NonCurrentDeferredRevenue,"70,000,000","68,500,000","69,800,000","70,700,000","68,700,000","66,900,000","68,000,000","66,800,000","67,400,000","67,600,000","68,400,000","65,900,000","65,400,000","63,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"56,100,000","56,300,000","33,500,000","35,200,000","34,900,000","34,700,000","26,900,000","26,900,000","26,800,000","26,800,000","31,400,000","30,800,000","30,100,000","28,300,000","23,100,000","23,100,000","20,100,000","19,900,000","16,700,000","63,700,000","64,900,000","64,800,000","58,600,000","58,700,000","59,500,000","59,700,000","53,200,000","53,700,000","54,700,000","54,800,000","31,000,000","32,900,000","36,500,000","37,300,000","59,500,000","59,600,000","58,800,000","58,900,000","54,200,000","55,200,000","168,000,000"
