name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
			DeferredIncomeTax,"-3,000,000","900,000","-8,300,000","-20,200,000","24,600,000","4,500,000","-5,700,000","-22,400,000","-3,100,000","14,600,000","6,600,000","24,400,000","5,100,000","11,900,000","-500,000","100,000","5,200,000","3,000,000","-16,100,000","900,000","-600,000","6,600,000","-8,700,000","2,500,000","2,500,000","8,400,000","-11,800,000","4,200,000","11,800,000","-1,000,000","-1,000,000","-8,900,000","1,300,000","5,100,000","-120,000,000","4,900,000","1,600,000","800,000","-9,500,000","1,100,000","-500,000","-300,000","-11,600,000","-1,300,000","4,600,000","-3,300,000","17,500,000","38,000,000","1,600,000","1,700,000","-21,900,000","-9,200,000","-20,500,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,500,000","11,900,000","11,300,000","10,800,000",,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,"0",,,,"0","0",,,"0","0",,,"1,900,000","0","2,800,000","0","5,800,000","500,000","1,400,000","12,300,000","0","0","0","0","1,200,000","1,100,000","6,800,000","900,000","100,000","0",,,"4,600,000","2,200,000","2,500,000","0","200,000","200,000","500,000","500,000",,,
		ProvisionandWriteOffofAssets,"3,500,000","1,900,000","-600,000","1,500,000","700,000","1,600,000","400,000","-500,000","-2,000,000","1,400,000","1,000,000","900,000","300,000","1,300,000","2,200,000","100,000","200,000","1,200,000","1,000,000","100,000","100,000","300,000","1,000,000","800,000","400,000","900,000","400,000","-100,000","500,000","1,500,000","-500,000","-100,000","400,000","900,000","-300,000","-300,000","-1,000,000","900,000","1,100,000","0","500,000","100,000","-200,000","400,000",,,,,,,,,
		StockBasedCompensation,"5,200,000","1,300,000","1,200,000","1,200,000","1,500,000","1,600,000","500,000","400,000","400,000","600,000","700,000","800,000","800,000","800,000","700,000","900,000","1,000,000","700,000","700,000","400,000","800,000","300,000","400,000","300,000","500,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"-500,000",,,,,"200,000","200,000","2,100,000","-100,000","1,100,000","-800,000","1,200,000","600,000","3,700,000",,,"-100,000","0","0","-500,000","-200,000","-1,100,000","2,000,000","-15,200,000","-100,000","2,900,000","100,000","-500,000","-200,000","-300,000","300,000","200,000","-100,000","0","500,000",,,"1,700,000","38,600,000",,,"10,900,000","200,000","-10,500,000","11,700,000","21,400,000","8,000,000","5,500,000","7,700,000","-7,500,000","-3,200,000","-20,800,000"
		ChangeInWorkingCapital,"-358,200,000","-93,500,000","4,600,000","-168,300,000","-101,000,000","-83,200,000","-18,600,000","102,000,000","121,600,000","24,300,000","39,300,000","28,900,000","19,600,000","-74,300,000","93,000,000","-69,000,000","-82,800,000","4,000,000","91,200,000","-28,800,000","-61,300,000","-65,300,000","55,200,000","-50,000,000","-66,600,000","21,400,000","82,400,000","7,100,000","21,200,000","80,200,000","-52,600,000","-22,200,000","-31,600,000","7,000,000","-50,700,000","15,600,000","400,000","10,700,000","72,300,000","41,400,000","-73,300,000","-14,200,000","118,200,000","52,000,000","-84,500,000","-114,700,000","-25,400,000","-51,600,000","-108,100,000","-56,100,000","36,800,000","-46,600,000","299,100,000"
			ChangeInReceivables,"-244,400,000","-157,100,000","69,500,000","-46,100,000","-110,700,000","-165,200,000","18,300,000","-22,100,000","119,900,000","-69,400,000","80,100,000","44,200,000","38,000,000","-69,800,000","84,100,000","-21,900,000","-31,300,000","-95,700,000","47,500,000","9,900,000","-19,500,000","-81,900,000","32,400,000","-200,000","-18,700,000","-36,000,000","66,300,000","16,900,000","21,700,000","-16,900,000","68,800,000","-6,400,000","-28,100,000","-53,800,000","37,100,000","14,100,000","100,000","-41,400,000","88,500,000","52,000,000","23,000,000","-42,700,000","129,400,000","43,900,000","-42,900,000","-132,100,000","48,400,000","-5,700,000","-70,400,000","-109,800,000","51,300,000","-17,700,000","250,200,000"
				ChangesInAccountReceivables,,,,,,,,,,,"80,100,000","44,200,000","38,000,000","-69,800,000","84,100,000","-21,900,000","-31,300,000","-95,700,000","47,500,000","9,900,000","-19,500,000","-81,900,000","32,400,000","-200,000","-18,700,000","-36,000,000","66,300,000","16,900,000","21,700,000","-16,900,000","68,800,000","-6,400,000","-28,100,000","-53,800,000","37,100,000","14,100,000","100,000","-41,400,000","88,500,000",,,,,,,,,,,,,,
			ChangeInInventory,"-221,500,000","-5,900,000","24,100,000","-142,900,000","-96,800,000","-12,300,000","-30,100,000","27,600,000","145,500,000","-4,100,000","71,000,000","10,100,000","54,300,000","-69,500,000","95,000,000","-22,100,000","-32,300,000","-62,000,000","74,600,000","-41,700,000","-23,000,000","-52,800,000","60,800,000","-25,700,000","-29,000,000","-12,600,000","86,300,000","11,800,000","9,200,000","70,800,000","-600,000","-15,900,000","-15,000,000","25,100,000","-32,100,000","-8,100,000","50,600,000","-6,000,000","37,400,000","32,300,000","-26,000,000","-49,500,000","92,600,000","900,000","54,500,000","-55,100,000","-70,800,000","-26,200,000","1,000,000","-74,900,000","39,100,000","-59,200,000","192,900,000"
			ChangeInPayablesAndAccruedExpense,"83,200,000","59,100,000","-109,300,000","34,800,000","98,600,000","131,500,000","-4,800,000","85,900,000","-153,200,000","114,600,000","-107,400,000","-11,500,000","-67,600,000","73,700,000","-75,800,000","-8,100,000","-4,600,000","163,700,000","-26,000,000","19,400,000","-7,000,000","76,500,000","-40,300,000","-11,200,000","-4,200,000","71,500,000","-67,500,000","-9,400,000","5,800,000","38,700,000","-108,100,000","24,100,000","20,000,000","51,900,000","-45,900,000","25,500,000","-39,500,000","71,800,000","-45,400,000","-31,700,000","-66,700,000","97,100,000","-96,200,000","18,800,000","-95,400,000","86,400,000","-2,900,000","-1,500,000","-35,200,000","139,600,000","-52,900,000","28,700,000","-150,400,000"
				ChangeInPayable,"92,500,000","87,400,000","-110,000,000","33,600,000","81,500,000","118,500,000","-30,000,000","82,500,000","-125,200,000","98,500,000","-76,600,000","-32,400,000","-50,200,000","81,000,000","-59,500,000","-27,600,000","100,000","145,400,000","-8,000,000","-2,400,000","8,600,000","60,100,000","-17,700,000","-26,700,000","10,300,000","54,600,000","-42,400,000","-23,000,000","21,100,000","31,900,000","-90,000,000","2,900,000","34,700,000","30,000,000","-20,700,000","2,600,000","-20,700,000","54,500,000","-40,200,000","-37,400,000","-59,400,000","98,700,000","-81,500,000","11,800,000","-73,700,000","71,700,000","-20,000,000","21,600,000","-24,900,000","125,600,000","-39,700,000","-1,100,000","-148,700,000"
					ChangeInAccountPayable,"92,500,000","87,400,000","-110,000,000","33,600,000","81,500,000","118,500,000","-30,000,000","82,500,000","-125,200,000","98,500,000","-76,600,000","-32,400,000","-50,200,000","81,000,000","-59,500,000","-27,600,000","100,000","145,400,000","-8,000,000","-2,400,000","8,600,000","60,100,000","-17,700,000","-26,700,000","10,300,000","54,600,000","-42,400,000","-23,000,000","21,100,000","31,900,000","-90,000,000","2,900,000","34,700,000","30,000,000","-20,700,000","2,600,000","-20,700,000","54,500,000","-40,200,000","-37,400,000","-59,400,000","98,700,000","-81,500,000","11,800,000","-73,700,000","71,700,000","-20,000,000","21,600,000","-24,900,000","125,600,000","-39,700,000","-1,100,000","-148,700,000"
				ChangeInAccruedExpense,"-9,300,000","-28,300,000","700,000","1,200,000","17,100,000","13,000,000","25,200,000","3,400,000","-28,000,000","16,100,000","-30,800,000","20,900,000","-17,400,000","-7,300,000","-16,300,000","19,500,000","-4,700,000","18,300,000","-18,000,000","21,800,000","-15,600,000","16,400,000","-22,600,000","15,500,000","-14,500,000","16,900,000","-25,100,000","13,600,000","-15,300,000","6,800,000","-18,100,000","21,200,000","-14,700,000","21,900,000","-25,200,000","22,900,000","-18,800,000","17,300,000","-5,200,000","5,700,000","-7,300,000","-1,600,000","-14,700,000","7,000,000","-21,700,000","14,700,000","17,100,000","-23,100,000","-10,300,000","14,000,000","-13,200,000","29,800,000","-1,700,000"
			ChangeInOtherCurrentAssets,,,,,,,"-500,000","-2,300,000","10,700,000","5,100,000","600,000","3,200,000","100,000","1,000,000","-6,300,000","-100,000","-7,200,000","6,300,000","-3,900,000","-2,400,000","-2,800,000","1,000,000","7,000,000","4,200,000","-4,500,000","6,000,000","-700,000","6,700,000","600,000","2,500,000","-3,400,000","-600,000","6,600,000","200,000","2,100,000","4,000,000","300,000","-100,000","6,400,000",,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"24,500,000","10,400,000","20,300,000","-14,100,000","7,900,000","-37,200,000","-1,500,000","12,900,000","-1,300,000","-21,900,000","-5,000,000","-17,100,000","-5,200,000","-9,700,000","-4,000,000","-16,800,000","-7,400,000","-8,300,000","-1,000,000","-14,000,000","-9,000,000","-8,100,000","-4,700,000","-17,100,000","-10,200,000","-7,500,000","-2,000,000","-18,900,000","-16,100,000","-14,900,000","-9,300,000","-23,400,000","-15,100,000","-16,400,000","-11,900,000","-19,900,000","-11,100,000","-13,600,000","-14,600,000","-14,600,000","-3,600,000","-19,100,000","-7,600,000","-11,600,000","-700,000","-13,900,000","-100,000","-18,200,000","-3,500,000","-11,000,000","-700,000","1,600,000","6,400,000"
InvestingCashFlow,"51,600,000","-20,800,000","-32,100,000","-25,600,000","130,100,000","22,000,000","-8,100,000","-6,100,000","-4,800,000","-6,900,000","48,300,000","-7,100,000","-12,000,000","-2,800,000","300,000","-163,300,000","-29,700,000","-7,500,000","-10,100,000","-5,600,000","-4,100,000","-51,900,000","-4,400,000","-4,700,000","-6,500,000","-5,100,000","9,000,000","-17,000,000","-4,400,000","-5,600,000","-24,100,000","-2,800,000","-3,800,000","-3,300,000","-600,000","-5,500,000","-3,500,000","-3,900,000","-5,800,000","-11,700,000","-3,200,000","-14,600,000","-88,700,000","-10,900,000","300,000","-15,700,000","-2,600,000","-24,100,000","-19,700,000","2,000,000","-15,000,000","45,200,000","0"
	CashFlowFromContinuingInvestingActivities,"51,600,000","-20,800,000","-32,100,000","-25,600,000","130,100,000","22,000,000","-8,100,000","-6,100,000","-4,800,000","-6,900,000","48,300,000","-7,100,000","-12,000,000","-2,800,000","300,000","-163,300,000","-29,700,000","-7,500,000","-10,100,000","-5,600,000","-4,100,000","-51,900,000","-4,400,000","-4,700,000","-6,500,000","-5,100,000","9,000,000","-17,000,000","-4,400,000","-5,600,000","-24,100,000","-2,800,000","-3,800,000","-3,300,000","-600,000","-5,500,000","-3,500,000","-3,900,000","-5,800,000","-11,700,000","-3,200,000","-14,600,000","-88,700,000","-10,900,000","300,000","-15,700,000","-2,600,000","-24,100,000","-19,700,000","2,000,000","-15,000,000","45,200,000","0"
		CapitalExpenditureReported,"-71,600,000","-18,800,000","-34,300,000","-11,700,000","-6,800,000","-6,500,000","-8,100,000","-6,100,000","-4,900,000","-6,900,000","-13,300,000","-9,100,000","-12,100,000","-11,300,000","-8,700,000","-8,300,000","-13,800,000","-7,600,000","-9,300,000","-5,600,000","-6,200,000","-4,000,000","-3,300,000","-6,400,000","-7,900,000","-5,400,000","0","-9,600,000","-7,000,000","-5,700,000","-7,900,000","-5,500,000","-4,800,000","-3,400,000","-3,700,000","-6,000,000","-6,500,000","-4,000,000","-8,800,000","-6,100,000","-11,400,000","-14,500,000","-16,700,000","-11,200,000","-12,700,000","-6,400,000","-7,100,000","-4,900,000","-9,700,000","-5,300,000","-6,000,000","-3,800,000","-9,800,000"
		NetPPEPurchaseAndSale,"138,300,000","1,000,000","300,000","100,000","136,900,000","29,000,000","0","0","100,000","0","61,600,000","200,000","100,000","8,500,000","5,200,000","300,000","300,000","100,000","100,000","0","2,000,000","1,700,000","0","1,600,000","400,000","1,200,000","7,600,000","400,000","2,300,000","100,000","3,400,000","2,700,000","1,100,000","100,000","300,000","1,300,000","2,800,000","200,000","3,100,000","0","5,600,000","2,900,000","3,700,000","1,000,000","3,200,000","3,400,000","1,100,000","2,900,000","900,000","600,000","3,600,000","100,000","1,200,000"
			SaleOfPPE,"138,300,000","1,000,000","300,000","100,000","136,900,000","29,000,000","0","0","100,000","0","61,600,000","200,000","100,000","8,500,000","5,200,000","300,000","300,000","100,000","100,000","0","2,000,000","1,700,000","0","1,600,000","400,000","1,200,000","7,600,000","400,000","2,300,000","100,000","3,400,000","2,700,000","1,100,000","100,000","300,000","1,300,000","2,800,000","200,000","3,100,000","0","5,600,000","2,900,000","3,700,000","1,000,000","3,200,000","3,400,000","1,100,000","2,900,000","900,000","600,000","3,600,000","100,000","1,200,000"
		NetBusinessPurchaseAndSale,"-17,500,000","-3,000,000","0",,,,,,,,"0","0",,,"3,800,000","-157,300,000","-16,200,000","0","-1,100,000","0","200,000","-49,400,000","-1,100,000",,,,"-1,100,000",,,,,,,,"0",,,"0","-500,000","-3,100,000","1,500,000","-2,900,000","-75,500,000","0","0","-19,700,000","0",,,"0","0",,"31,500,000"
			PurchaseOfBusiness,"-17,500,000","-3,000,000","0",,,,,,,,"0","0",,,"3,800,000","-157,300,000","-16,200,000","0","-1,100,000","0","200,000","-49,400,000","-1,100,000",,,,"-1,100,000",,,,,,,,"0",,,"0","-500,000","-3,100,000","-1,500,000","-2,900,000","-75,500,000","0","0","-19,700,000","0",,,"0",,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0","0",,,,,,,,,,,"0",,"31,500,000"
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0",,"-18,500,000"
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0",,"-18,500,000"
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0"
		NetOtherInvestingChanges,,,,,"0","-500,000",,,,,"0",,,,"0",,,,"200,000","0","-100,000","-200,000","0","100,000","1,000,000","-900,000","2,500,000","-100,000","300,000","0","500,000","0","-100,000","0","2,800,000","-800,000","200,000","-100,000","-2,100,000","0","1,100,000","-100,000","-200,000","-700,000","9,800,000","7,000,000","3,400,000","-10,100,000","-10,900,000","6,700,000","-12,600,000","-100,000","-4,400,000"
FinancingCashFlow,"-213,600,000","-68,100,000","-62,500,000","48,600,000","-131,600,000","7,600,000","-37,000,000","-102,900,000","-189,700,000","79,400,000","-73,900,000","-76,300,000","-52,300,000","18,700,000","-125,200,000","210,600,000","40,500,000","-33,000,000","-77,400,000","12,100,000","56,600,000","75,300,000","-35,100,000","29,200,000","55,100,000","-37,300,000","-58,000,000","-29,200,000","-62,300,000","-82,700,000","45,200,000","48,300,000","2,000,000","5,000,000","35,900,000","-27,500,000","-13,600,000","-21,400,000","-77,900,000","-54,200,000","28,200,000","-39,500,000","-44,500,000","-71,500,000","75,500,000","98,400,000","33,600,000","-2,200,000","99,700,000","54,000,000","102,100,000","-14,800,000","-237,600,000"
	CashFlowFromContinuingFinancingActivities,"-213,600,000","-68,100,000","-62,500,000","48,600,000","-131,600,000","7,600,000","-37,000,000","-102,900,000","-189,700,000","79,400,000","-73,900,000","-76,300,000","-52,300,000","18,700,000","-125,200,000","210,600,000","40,500,000","-33,000,000","-77,400,000","12,100,000","56,600,000","75,300,000","-35,100,000","29,200,000","55,100,000","-37,300,000","-58,000,000","-29,200,000","-62,300,000","-82,700,000","45,200,000","48,300,000","2,000,000","5,000,000","35,900,000","-27,500,000","-13,600,000","-21,400,000","-77,900,000","-54,200,000","28,200,000","-39,500,000","-44,500,000","-71,500,000","75,500,000","98,400,000","33,600,000","-2,200,000","99,700,000","54,000,000","102,100,000","-14,800,000","-237,600,000"
		NetIssuancePaymentsOfDebt,"-201,200,000","-63,800,000","-44,600,000","38,900,000","-131,700,000","7,700,000","-31,800,000","-92,300,000","-189,500,000","79,400,000","-73,900,000","-75,900,000","-51,800,000","19,100,000","-124,500,000","210,900,000","41,200,000","-33,000,000","-77,400,000","12,100,000","56,600,000","75,300,000","-33,900,000","-42,200,000","59,900,000","-37,300,000","-57,900,000","-25,300,000","-62,300,000","-82,700,000","45,200,000","-64,100,000","2,000,000","5,000,000","42,500,000","-27,200,000","-9,500,000","-21,200,000","-24,800,000","-54,200,000","28,200,000","-39,500,000","-44,500,000","-71,500,000","162,300,000","27,400,000","188,700,000","49,900,000","-43,300,000","226,900,000","102,100,000","-357,200,000","-236,700,000"
			NetLongTermDebtIssuance,"-236,200,000","-71,300,000","-3,400,000","-158,400,000","-3,100,000","-2,900,000","-55,100,000","-48,500,000","-6,600,000","-57,600,000","-4,200,000","-3,800,000","4,800,000","-14,800,000","-55,500,000","-4,600,000","1,700,000","-3,200,000","0","-6,900,000","10,500,000","6,700,000","-51,200,000","-1,300,000","-23,400,000","-18,200,000","800,000","-14,600,000","-15,800,000","-30,700,000","-300,000","-110,900,000","-300,000","-200,000","65,200,000","-65,600,000","41,100,000","-41,100,000","166,600,000",,,,"-4,100,000","-7,700,000","0","0","0","220,200,000","-220,200,000","209,600,000","0","0","-607,300,000"
				LongTermDebtIssuance,,,"0",,,,"0","500,000,000",,,"0","0","-4,200,000","12,500,000","0","0","4,500,000","0","2,500,000","0","12,700,000","9,700,000","0","0",,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,,"220,200,000",,,
				LongTermDebtPayments,"-236,200,000","-71,300,000","-3,400,000","-158,400,000","-3,100,000","-2,900,000","-55,100,000","-548,500,000","-6,600,000","-57,600,000","-4,200,000","-3,800,000","-3,500,000","-14,800,000","-55,500,000","-4,600,000","-2,800,000","-3,200,000","-2,500,000","-6,900,000","-2,200,000","-3,000,000","-51,200,000","-1,300,000","-673,400,000","-18,200,000","-900,000","-14,600,000","-15,800,000","-30,700,000","-300,000","-110,900,000","-300,000","-200,000","65,200,000","-65,600,000","41,100,000","-41,100,000","-733,400,000",,,,"-4,100,000","-7,700,000","0","0","0","0","0","-10,600,000","0","0","-1,817,300,000"
			NetShortTermDebtIssuance,"35,000,000","7,500,000","-41,200,000","197,300,000","-128,600,000","10,600,000","23,300,000","-43,800,000","-182,900,000","137,000,000","-69,700,000","-72,100,000","-56,600,000","33,900,000","-69,000,000","215,500,000","39,500,000","-29,800,000","-77,400,000","19,000,000","46,100,000","68,600,000","17,300,000","-40,900,000","83,300,000","-19,100,000","-58,700,000","-10,700,000","-46,500,000","-52,000,000","45,500,000","46,800,000","2,300,000","5,200,000","-22,700,000","38,400,000","-50,600,000","19,900,000","-191,400,000","41,900,000","28,200,000","-39,500,000","-40,400,000","-63,800,000","162,300,000","27,400,000","188,700,000","-170,300,000","176,900,000","17,300,000","102,100,000","-357,200,000","370,600,000"
				ShortTermDebtIssuance,"68,800,000","33,600,000","-33,500,000","57,700,000","11,000,000","10,600,000",,,,"168,200,000",,,,,"-53,400,000",,,,,,,"68,600,000",,,,,,,,,,,"22,500,000","25,000,000",,"1,600,000","-13,800,000","19,900,000","-30,600,000","33,400,000","12,600,000","-15,400,000","-40,400,000","-63,800,000","162,300,000","27,400,000","188,700,000","9,700,000","176,900,000","17,300,000",,"1,800,000","-798,200,000"
				ShortTermDebtPayments,,"-26,100,000",,,,,,,,"-31,200,000",,,,,,,,,,,,,,,,,,,,"-26,900,000",,,"-20,200,000","-19,800,000",,"-28,500,000","4,300,000","-41,100,000","-64,700,000","-87,600,000","15,600,000","-24,100,000","0",,,,"0",,,,"103,900,000","-359,000,000",
		NetCommonStockIssuance,"-2,300,000","-500,000","-900,000",,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,
			CommonStockPayments,"-2,300,000","-500,000","-900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-10,200,000","-3,800,000","-3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-213,800,000","0","-56,500,000","0"
		NetOtherFinancingCharges,,,,,,"-100,000","-5,200,000","-10,600,000",,,"0","-400,000","-500,000","-400,000","-700,000","-300,000",,,"-15,500,000","0","12,700,000","9,700,000","-1,200,000","-100,000","-6,100,000","-1,300,000","-100,000","21,100,000","-4,400,000","-25,100,000","-300,000",,"-300,000","-200,000","0","-300,000","-4,100,000","-200,000","-53,100,000","0","0","0","0","0","-86,800,000","71,000,000","-155,100,000","-52,100,000","143,000,000","40,900,000","0","398,900,000","-900,000"
