name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
			OtherReceivables,,"22,700,000",,,,"14,700,000",,,,"24,900,000",,,,"21,400,000",,,,"25,900,000",,,,"14,600,000",,,,"18,400,000",,,,"20,200,000",,,,"24,600,000",,,,"19,800,000",,,,"21,400,000",,,,"15,600,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000","2,100,000","1,000,000",,,"2,200,000",,,"200,000",,,,,"3,200,000","3,500,000",,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-1,400,000",,,,"-1,100,000",,,,"-1,500,000",,,,"-1,700,000",,,,"-1,000,000",,,,"-800,000",,,,"-400,000",,,,"-300,000",,,,"-400,000",,,,"-600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"272,400,000","259,500,000","261,300,000","247,000,000","173,300,000","179,700,000","172,800,000","172,100,000","159,500,000","161,400,000","149,400,000","154,200,000","154,500,000","151,500,000","150,900,000","153,700,000","152,900,000","155,200,000","143,900,000","141,700,000","136,800,000","119,400,000","110,900,000","108,100,000","111,000,000","112,400,000","102,400,000","106,100,000","100,200,000","108,400,000","112,300,000","130,400,000","131,200,000","132,800,000","111,000,000","112,300,000","112,200,000","111,600,000","119,100,000","120,600,000","122,100,000","113,800,000","111,800,000","125,800,000","124,200,000","113,800,000","107,200,000","106,700,000","117,000,000","127,300,000","131,200,000","122,700,000","115,600,000","118,400,000","113,500,000","126,700,000","140,600,000","131,200,000","126,100,000","128,100,000","125,200,000","119,200,000","124,300,000","127,300,000","125,500,000","123,000,000","137,100,000","139,900,000","134,700,000","119,600,000","107,500,000","101,300,000","98,700,000","97,500,000","78,000,000","75,300,000","74,000,000","74,100,000","67,600,000","72,000,000","65,900,000","62,700,000","65,100,000","67,200,000","66,600,000","64,500,000","61,300,000","63,000,000","64,200,000","62,900,000","62,800,000","64,800,000","65,600,000","69,400,000","74,700,000","68,900,000","69,100,000","56,300,000","59,100,000","54,400,000","49,600,000","49,200,000","47,600,000","51,200,000","50,900,000","56,000,000"
			RawMaterials,"128,800,000","121,900,000","122,200,000","114,900,000","73,200,000","73,000,000","76,900,000","83,000,000","76,600,000","75,400,000","62,300,000","62,400,000","63,300,000","59,200,000","58,400,000","57,400,000","58,500,000","59,700,000","62,800,000","62,900,000","60,600,000","50,600,000","49,500,000","48,200,000","53,000,000","59,000,000","46,100,000","46,900,000","47,200,000","50,600,000","46,600,000","48,700,000","55,000,000","57,500,000","43,300,000","46,100,000","48,100,000","51,400,000","47,300,000","47,600,000","51,000,000","48,400,000","49,800,000","54,600,000","53,300,000","52,900,000","48,500,000","48,000,000","56,300,000","57,400,000","55,700,000","54,500,000","54,500,000","34,700,000","31,200,000","34,200,000","40,900,000","39,500,000","36,300,000","37,700,000","39,000,000","38,400,000","35,300,000","37,400,000","38,600,000","40,900,000","41,200,000","43,400,000","45,500,000","47,800,000","38,000,000","36,800,000","34,000,000","34,200,000","29,400,000","28,400,000","28,900,000","28,300,000","26,400,000","26,000,000","24,400,000","26,900,000",,"25,100,000","27,000,000",,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"44,600,000","41,900,000","43,400,000","38,500,000","24,600,000","23,200,000","24,800,000","23,700,000","23,100,000","20,700,000","24,800,000","27,300,000","23,800,000","22,400,000","25,100,000","25,900,000","23,100,000","21,300,000","23,000,000","22,700,000","21,500,000","23,900,000","21,000,000","19,400,000","18,800,000","17,300,000","19,700,000","19,800,000","16,700,000","17,400,000","25,300,000","31,200,000","30,300,000","24,400,000","25,100,000","28,200,000","29,100,000","23,400,000","26,800,000","29,200,000","32,900,000","29,400,000","25,700,000","27,900,000","27,000,000","23,800,000","27,400,000","29,200,000","31,600,000","30,500,000","25,400,000","27,000,000","23,800,000","25,700,000","25,200,000","28,000,000","24,700,000","25,400,000","24,400,000","21,200,000","19,300,000","19,100,000","18,200,000","14,700,000","20,700,000","17,000,000","18,000,000","14,500,000","14,700,000","12,900,000","12,700,000","10,900,000","9,500,000","9,600,000","9,200,000","10,300,000","9,400,000","9,100,000","8,200,000","8,000,000","6,600,000","7,200,000",,"7,200,000","6,800,000",,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"99,000,000","95,700,000","95,700,000","93,600,000","75,500,000","83,500,000","71,100,000","65,400,000","59,800,000","65,300,000","62,300,000","64,500,000","67,400,000","69,900,000","67,400,000","70,400,000","71,300,000","74,200,000","58,100,000","56,100,000","54,700,000","44,900,000","40,400,000","40,500,000","39,200,000","36,100,000","36,600,000","39,400,000","36,300,000","40,400,000","40,400,000","50,500,000","45,900,000","50,900,000","42,600,000","38,000,000","35,000,000","36,800,000","45,000,000","43,800,000","38,200,000","36,000,000","36,300,000","43,300,000","43,900,000","37,100,000","31,300,000","29,500,000","29,100,000","39,400,000","50,100,000","41,200,000","37,300,000","35,300,000","33,000,000","37,800,000","49,400,000","44,800,000","45,200,000","49,300,000","47,600,000","42,300,000","50,300,000","53,900,000","45,700,000","45,100,000","57,100,000","61,000,000","54,200,000","40,100,000","38,400,000","36,300,000","37,500,000","36,800,000","32,400,000","29,300,000","28,800,000","30,000,000","27,200,000","32,000,000","28,800,000","22,600,000",,"28,400,000","26,400,000",,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,700,000","24,100,000","26,700,000","25,600,000","21,500,000","20,200,000","19,900,000","19,300,000","19,400,000","20,500,000","21,300,000","20,500,000","20,000,000","20,800,000","21,000,000","20,300,000","18,800,000","18,400,000","17,300,000","17,700,000","16,900,000","15,400,000","15,400,000","14,000,000","13,300,000","12,300,000","12,000,000","11,800,000","11,700,000",,"11,900,000","12,200,000",,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,400,000","-8,100,000","-7,100,000","-6,600,000","-6,500,000","-6,000,000","-5,700,000","-5,700,000",,"-5,400,000","-5,800,000",,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,200,000","5,500,000","5,200,000","2,900,000","4,500,000","5,900,000","5,300,000","3,800,000","2,600,000","4,000,000","3,900,000","2,300,000","2,400,000","3,500,000","2,800,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,500,000","8,100,000","7,900,000","9,200,000","9,200,000","8,900,000","9,900,000","10,100,000","9,300,000","11,000,000","11,200,000","13,500,000","15,700,000","16,900,000","17,900,000","18,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900,000","4,200,000","4,900,000","5,500,000","4,800,000","4,300,000","4,400,000","3,700,000","3,700,000","4,000,000","3,800,000","3,000,000","4,500,000","4,100,000","4,300,000",,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,500,000","8,100,000","7,900,000","9,200,000","9,200,000","8,900,000","9,900,000","10,100,000","9,300,000","11,000,000","11,200,000","13,500,000","15,700,000","16,900,000","17,900,000","18,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900,000","4,200,000","4,900,000","5,500,000","4,800,000","4,300,000","4,400,000","3,700,000","3,700,000","4,000,000","3,800,000","3,000,000","4,500,000","4,100,000","4,300,000",,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"6,700,000",,,,,,,,,"0","12,000,000","12,000,000","11,900,000","12,000,000","11,600,000","11,900,000","12,000,000","12,800,000","16,000,000","16,300,000","17,000,000","17,300,000","20,100,000","20,700,000","22,300,000","21,900,000","5,800,000","9,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"20,600,000","12,400,000","15,600,000","17,700,000","14,900,000","7,300,000","7,200,000","8,900,000","11,200,000","7,400,000","5,500,000","6,900,000","7,800,000","5,100,000","5,300,000","7,200,000","8,100,000","5,400,000","6,900,000","8,000,000","8,200,000","5,100,000","5,600,000","6,000,000","6,200,000","4,600,000","5,600,000","6,500,000","9,100,000","6,100,000","5,800,000","5,700,000","6,200,000","4,700,000","8,100,000","10,000,000","16,800,000","10,300,000","3,800,000","4,100,000","4,500,000","3,300,000","11,600,000","13,900,000","12,900,000","11,900,000","13,200,000","11,100,000","10,500,000","6,300,000","8,600,000","22,200,000","12,900,000","11,100,000","10,200,000","11,800,000","12,700,000","11,400,000","12,900,000","12,800,000","14,100,000","13,800,000","18,600,000","15,200,000","17,600,000","14,800,000","13,600,000","13,800,000","11,400,000","9,900,000",,,,"800,000","500,000",,,,,"1,000,000",,,"1,800,000",,,"9,400,000","9,900,000","11,700,000","7,600,000","6,900,000","8,200,000","9,300,000","8,400,000","7,900,000","7,100,000","9,000,000","8,100,000","7,100,000","6,800,000","7,100,000","6,000,000","5,400,000","6,400,000","7,200,000","6,600,000","6,100,000"
	TotalNonCurrentAssets,"1,803,900,000","1,825,700,000","1,810,000,000","1,844,600,000","1,157,600,000","1,182,900,000","1,168,200,000","1,173,700,000","1,181,500,000","1,044,300,000","1,031,300,000","1,047,700,000","1,055,300,000","1,037,300,000","1,065,600,000","1,078,700,000","1,111,900,000","1,109,400,000","1,098,700,000","1,091,300,000","1,084,000,000","809,400,000","841,800,000","838,300,000","852,900,000","845,200,000","609,500,000","620,600,000","627,400,000","667,200,000","666,300,000","688,700,000","687,700,000","687,300,000","484,700,000","472,900,000","482,100,000","504,700,000","509,800,000","505,400,000","520,300,000","518,200,000","524,000,000","579,400,000","558,300,000","537,600,000","507,400,000","461,100,000","475,500,000","492,200,000","494,900,000","492,800,000","473,000,000","500,300,000","533,300,000","589,500,000","591,500,000","527,800,000","501,900,000","483,700,000","468,100,000","461,000,000","448,300,000","455,700,000","447,600,000","448,100,000","456,300,000","458,400,000","467,500,000","485,400,000","451,400,000","440,400,000","437,700,000","433,600,000","393,200,000","359,700,000","337,500,000","324,900,000","306,600,000","309,000,000","298,700,000","304,200,000","295,600,000","283,100,000","270,600,000","266,500,000","251,500,000","262,300,000","265,900,000","277,400,000","285,000,000","285,100,000","288,900,000","318,400,000","316,000,000","302,700,000","296,700,000","233,400,000","220,000,000","218,100,000","221,500,000","230,000,000","211,800,000","208,800,000","210,700,000","209,500,000"
		NetPPE,"450,400,000","489,000,000","467,500,000","476,300,000","324,100,000","358,800,000","327,700,000","325,500,000","324,900,000","351,200,000","320,000,000","333,400,000","333,400,000","340,300,000","343,700,000","346,700,000","363,700,000","361,900,000","359,800,000","354,100,000","342,900,000","307,400,000","308,900,000","307,100,000","312,700,000","308,100,000","313,400,000","318,700,000","325,000,000","362,000,000","369,600,000","389,700,000","391,800,000","393,200,000","384,600,000","374,500,000","381,100,000","401,400,000","393,300,000","396,600,000","420,400,000","428,800,000","439,900,000","474,700,000","464,700,000","440,800,000","407,700,000","371,400,000","386,300,000","401,100,000","402,900,000","407,400,000","388,400,000","407,800,000","445,000,000","493,900,000","498,700,000","456,000,000","434,600,000","426,800,000","418,400,000","416,800,000","409,400,000","418,600,000","415,800,000","414,000,000","423,000,000","426,400,000","435,400,000","453,200,000","424,200,000","413,500,000","411,600,000","411,500,000","369,300,000","339,300,000","319,100,000","307,300,000","290,700,000","293,000,000","282,200,000","287,600,000","279,300,000","265,800,000","253,300,000","249,500,000","233,300,000","241,400,000","243,600,000","252,100,000","257,800,000","255,600,000","256,900,000","283,200,000","278,800,000","265,000,000","261,900,000","201,100,000","190,100,000","186,300,000","188,600,000","194,200,000","176,300,000","170,800,000","170,400,000","166,500,000"
			GrossPPE,,"1,023,600,000",,,,"724,900,000",,,,"824,600,000",,,,"792,500,000",,,,"810,400,000",,,,"684,100,000",,,,"662,800,000",,,,"733,300,000",,,,"774,900,000",,,,"914,900,000","402,700,000",,,"925,600,000",,,,"921,600,000",,,,"876,300,000",,,,"804,600,000","857,000,000","905,900,000","910,700,000","868,000,000","840,900,000","833,100,000","824,700,000","823,100,000","758,100,000","767,300,000","764,500,000","762,700,000","764,200,000","767,600,000","776,600,000","794,400,000","743,700,000","723,300,000","716,100,000","712,900,000","654,200,000","616,900,000","585,800,000","562,900,000","534,700,000","534,000,000","507,700,000","509,500,000","499,300,000","477,000,000","463,200,000","462,000,000","435,600,000","445,900,000","443,700,000","451,900,000","458,500,000","448,400,000","448,800,000","479,300,000","468,000,000","442,200,000","432,700,000","370,000,000","357,000,000","350,500,000","352,400,000","361,000,000","341,600,000","333,300,000","327,400,000","322,000,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"31,600,000",,,,"13,600,000",,,,"14,800,000",,,,"15,000,000",,,,"15,300,000",,,,"11,200,000",,,,"11,500,000",,,,"19,300,000",,,,"21,200,000",,,,"27,500,000",,,,"26,300,000",,,,"24,900,000",,,,"22,200,000",,,,"18,100,000",,,,"20,000,000",,,,"18,000,000",,,,"16,700,000",,,,"14,500,000",,,,"10,800,000",,,,"7,400,000",,,,"6,900,000",,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"194,500,000",,,,"144,000,000",,,,"142,300,000",,,,"142,000,000",,,,"145,100,000",,,,"118,500,000",,,,"117,500,000",,,,"131,300,000",,,,"135,100,000",,,,"131,300,000",,,,"154,400,000",,,,"137,000,000",,,,"140,400,000",,,,"128,700,000",,,,"142,900,000",,,,"135,200,000",,,,"121,200,000",,,,"129,900,000",,,,"113,900,000",,,,"68,800,000",,,,"62,300,000",,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"739,800,000",,,,"524,400,000",,,,"622,600,000",,,,"620,900,000",,,,"621,900,000",,,,"526,100,000",,,,"513,000,000",,,,"540,600,000",,,,"564,900,000",,,,"674,600,000",,,,"669,500,000",,,,"680,800,000",,,,"706,000,000",,,,"650,400,000",,,,"672,900,000",,,,"661,400,000",,,,"618,700,000",,,,"625,800,000",,,,"571,300,000",,,,"463,900,000",,,,"428,800,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,,"25,100,000",,,,"19,800,000",,,,"20,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"32,600,000",,,,"23,100,000",,,,"24,000,000",,,,"14,600,000",,,,"28,100,000",,,,"28,300,000",,,,"20,800,000",,,,"42,100,000",,,,"53,700,000",,,,"81,500,000",,,,"75,400,000",,,,"78,900,000",,,,"7,700,000",,,,"7,400,000",,,,"32,200,000",,,,"8,500,000",,,,"6,100,000",,,,"24,200,000",,,,"16,900,000",,,,"22,800,000",,,,"11,500,000",,,,,,,,,,,,,,,,,,,,,,,,
