name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
		StockBasedCompensation,"58,000,000","31,000,000","10,000,000","8,000,000","9,000,000","32,000,000","4,000,000","4,000,000","3,000,000","17,000,000","3,000,000","5,000,000","6,000,000","21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"2,000,000","9,000,000","-25,000,000","9,000,000","9,000,000","8,000,000","-18,000,000","7,000,000","7,000,000","6,000,000","-50,000,000","3,000,000","4,000,000","-20,000,000","28,000,000","5,000,000","11,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,000",,,,"17,000,000","17,000,000",,,"-58,000,000","2,000,000"
		ChangeInWorkingCapital,"501,000,000","66,000,000","72,000,000","348,000,000","15,000,000","-47,000,000","-75,000,000","-76,000,000","-115,000,000","-138,000,000","113,000,000","23,000,000","-10,000,000","-134,000,000","68,000,000","-46,000,000","-186,000,000","85,000,000","157,000,000","-5,000,000","9,000,000","-35,000,000","18,000,000","-12,000,000","24,000,000","-62,000,000","-21,000,000","111,000,000","29,000,000","-94,000,000","63,000,000","-12,000,000","33,000,000","-60,000,000","-9,000,000","82,000,000","-20,000,000","-84,000,000","-109,000,000","34,000,000","44,000,000","-36,000,000","1,000,000","24,000,000","50,000,000","-40,000,000","57,000,000","20,000,000","21,000,000","-28,000,000","-37,000,000","-7,000,000","-20,000,000","-20,000,000","-42,000,000","-10,000,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000,000",,,,"11,000,000","20,000,000",,,"21,000,000","6,000,000"
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","0",,,"-6,000,000","-5,000,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,000,000",,,,,,,,,
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,000,000",,,,"0","-11,000,000",,,"-72,000,000","34,000,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-27,000,000",,,"-72,000,000","-56,000,000"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000,000","-23,000,000",,,"15,000,000","-17,000,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-68,000,000",,,,"18,000,000","-16,000,000",,,"15,000,000","-45,000,000"
		DividendReceivedCFO,,,,,,,,,,"2,000,000","3,000,000",,,,"7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,000,000","0","0","0","0","1,000,000","-8,000,000"
InvestingCashFlow,"-1,851,000,000","-110,000,000","-2,510,000,000","691,000,000","78,000,000","-31,000,000","-418,000,000","-274,000,000","-57,000,000","13,000,000","287,000,000","393,000,000","-56,000,000","-39,000,000","-338,000,000","-62,000,000","-161,000,000","935,000,000","494,000,000","-46,000,000","-88,000,000","-94,000,000","-286,000,000","-71,000,000","-11,000,000","-12,000,000","-71,000,000","-87,000,000","70,000,000","41,000,000","623,000,000","-451,000,000","-128,000,000","329,000,000","-325,000,000","-134,000,000","415,000,000","-103,000,000","-70,000,000","-66,000,000","-304,000,000","-49,000,000","-210,000,000","-735,000,000","-31,000,000","-39,000,000","-25,000,000","-263,000,000","-259,000,000","-89,000,000","-148,000,000","-65,000,000","-33,000,000","-181,000,000","-87,000,000","-188,000,000"
	CashFlowFromContinuingInvestingActivities,"-1,851,000,000","-110,000,000","-2,510,000,000","691,000,000","78,000,000","-31,000,000","-418,000,000","-274,000,000","-57,000,000","13,000,000","287,000,000","393,000,000","-56,000,000","-39,000,000","-338,000,000","-62,000,000","-161,000,000","935,000,000","494,000,000","-46,000,000","-88,000,000","-94,000,000","-286,000,000","-71,000,000","-11,000,000","-12,000,000","-71,000,000","-87,000,000","70,000,000","41,000,000","623,000,000","-451,000,000","-128,000,000","329,000,000","-325,000,000","-134,000,000","415,000,000","-103,000,000","-70,000,000","-66,000,000","-304,000,000","-49,000,000","-210,000,000","-735,000,000","-31,000,000","-39,000,000","-47,000,000","-268,000,000","-259,000,000","-89,000,000","-148,000,000","-65,000,000","-33,000,000","-181,000,000","-87,000,000","-327,000,000"
		CapitalExpenditureReported,"-135,000,000","-43,000,000","-46,000,000","-28,000,000","-18,000,000","-19,000,000","-18,000,000","-16,000,000","-33,000,000","-55,000,000","-125,000,000","-98,000,000","-80,000,000","-66,000,000","-102,000,000","-74,000,000","-61,000,000","-60,000,000","-86,000,000","-79,000,000","-83,000,000","-50,000,000","-71,000,000","-55,000,000","-47,000,000","-38,000,000","-84,000,000","-63,000,000","-61,000,000","-61,000,000","-85,000,000","-57,000,000","-70,000,000","-41,000,000","-82,000,000","-58,000,000","-49,000,000","-43,000,000","-91,000,000","-53,000,000","-62,000,000","-95,000,000","-115,000,000","-98,000,000","-72,000,000","-46,000,000","-160,000,000","-60,000,000","-53,000,000","-37,000,000",,,,"-58,000,000",,
		NetPPEPurchaseAndSale,,,"-1,000,000","491,000,000","268,000,000","0","7,000,000",,,,,,"0","0","48,000,000","342,000,000","0","992,000,000","362,000,000","98,000,000","29,000,000","0","0","49,000,000","240,000,000","29,000,000","2,000,000","0","160,000,000","69,000,000","913,000,000","8,000,000","0","390,000,000","425,000,000","27,000,000","140,000,000","-23,000,000","43,000,000","0",,,"0","0","90,000,000","0","8,000,000","15,000,000","0","113,000,000","154,000,000","-50,000,000","-104,000,000","-109,000,000","-94,000,000","-49,000,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-23,000,000",,,,,,,,,"-210,000,000","0","0","0","154,000,000","-50,000,000","-104,000,000","-109,000,000","-94,000,000","-49,000,000"
			SaleOfPPE,,,"-1,000,000","491,000,000","268,000,000","0","7,000,000",,,,,,"0","0","48,000,000","342,000,000","0","992,000,000","362,000,000","98,000,000","29,000,000","0","0","49,000,000","240,000,000","29,000,000","2,000,000","0","160,000,000","69,000,000","913,000,000","8,000,000","0","390,000,000","425,000,000","27,000,000",,,"43,000,000","0",,,"0","0","90,000,000","0","218,000,000","15,000,000","0","113,000,000",,,,"0",,
		NetBusinessPurchaseAndSale,"-2,789,000,000","-42,000,000","-2,607,000,000","-11,000,000","-129,000,000","-100,000,000","-8,000,000","-7,000,000","-26,000,000","-19,000,000","-7,000,000","-21,000,000","12,000,000","-22,000,000","-396,000,000","-275,000,000","-18,000,000","2,000,000","0","-16,000,000","2,000,000","-245,000,000","-161,000,000","-93,000,000",,,"-3,000,000",,,,"-157,000,000","-391,000,000","0","0","-729,000,000","0","0","-85,000,000","-53,000,000","-1,000,000",,,"-28,000,000","-605,000,000",,,,,,,,,,,,
			PurchaseOfBusiness,"-2,887,000,000","-42,000,000","-2,680,000,000","-11,000,000","-154,000,000","-100,000,000","-8,000,000","-10,000,000","-26,000,000","-21,000,000","-9,000,000","-23,000,000","-12,000,000","-22,000,000","-423,000,000","-286,000,000","-19,000,000","-10,000,000","0","-16,000,000","2,000,000","-245,000,000","-161,000,000","-93,000,000",,,"-3,000,000",,,,"-157,000,000","-391,000,000","0","0","-729,000,000","0","0","-85,000,000","-53,000,000","-1,000,000",,,"-28,000,000","-605,000,000",,,,,,,,,,,,
			SaleOfBusiness,,,"73,000,000","0",,,"0","3,000,000","0","2,000,000","2,000,000","2,000,000","24,000,000","0","27,000,000","11,000,000","1,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"315,000,000","-32,000,000","138,000,000","249,000,000","-40,000,000","100,000,000","-378,000,000","-230,000,000","8,000,000","-1,000,000","-60,000,000","4,000,000","-1,000,000","56,000,000","105,000,000","-54,000,000","-99,000,000","7,000,000","215,000,000","-46,000,000","-22,000,000","200,000,000","-37,000,000","14,000,000","58,000,000","-17,000,000","26,000,000","-46,000,000","-10,000,000","6,000,000","-87,000,000","9,000,000","-56,000,000","-24,000,000","77,000,000","-354,000,000","365,000,000","10,000,000","-9,000,000","1,000,000","-2,000,000","69,000,000","-89,000,000","-13,000,000","-12,000,000","2,000,000","89,000,000","-220,000,000","-297,000,000","-54,000,000","-92,000,000","6,000,000","-3,000,000","-12,000,000","6,000,000","-265,000,000"
			PurchaseOfInvestment,"-565,000,000","-195,000,000","-100,000,000","-90,000,000","-180,000,000","-423,000,000","-521,000,000","-322,000,000","-190,000,000","-110,000,000","-154,000,000","-86,000,000","-43,000,000","-67,000,000","-93,000,000","-133,000,000","-342,000,000","-97,000,000","-126,000,000","-158,000,000","-155,000,000","-119,000,000","-175,000,000","-153,000,000","-143,000,000","-100,000,000","-88,000,000","-155,000,000","-155,000,000","-169,000,000","-168,000,000","-92,000,000","-149,000,000","-126,000,000","-67,000,000","-553,000,000","-42,000,000","-67,000,000","-125,000,000","-171,000,000","-123,000,000","-41,000,000","-275,000,000","-93,000,000","-81,000,000","-98,000,000","-70,000,000","-1,319,000,000","-380,000,000","-56,000,000","-92,000,000","-8,000,000","-5,000,000","-34,000,000","-8,000,000","-292,000,000"
			SaleOfInvestment,"880,000,000","163,000,000","238,000,000","339,000,000","140,000,000","523,000,000","143,000,000","92,000,000","198,000,000","109,000,000","94,000,000","90,000,000","42,000,000","123,000,000","198,000,000","79,000,000","243,000,000","104,000,000","341,000,000","112,000,000","133,000,000","319,000,000","138,000,000","167,000,000","201,000,000","83,000,000","114,000,000","109,000,000","145,000,000","175,000,000","81,000,000","101,000,000","93,000,000","102,000,000","144,000,000","199,000,000","407,000,000","77,000,000","116,000,000","172,000,000","121,000,000","110,000,000","186,000,000","80,000,000","69,000,000","100,000,000","159,000,000","1,099,000,000","83,000,000","2,000,000","0","14,000,000","2,000,000","22,000,000","14,000,000","27,000,000"
		NetOtherInvestingChanges,"0","7,000,000","6,000,000","-10,000,000","-3,000,000","-12,000,000","-21,000,000","-99,000,000","-6,000,000","88,000,000","-482,000,000","508,000,000","13,000,000","-7,000,000","7,000,000","-1,000,000","17,000,000","-6,000,000","3,000,000","-3,000,000","-14,000,000","1,000,000","-17,000,000","14,000,000","-24,000,000","14,000,000","-12,000,000","22,000,000","-19,000,000","27,000,000","39,000,000","-20,000,000","-2,000,000","4,000,000","-16,000,000","251,000,000","-41,000,000","38,000,000","40,000,000","-13,000,000","-61,000,000","-23,000,000","22,000,000","-19,000,000","46,000,000","5,000,000","16,000,000","-3,000,000","91,000,000","-111,000,000","6,000,000","-24,000,000","19,000,000","-2,000,000","1,000,000","-18,000,000"
	CashFromDiscontinuedInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"22,000,000",,,,"0","0",,,"0","139,000,000"
FinancingCashFlow,"1,288,000,000","-14,000,000","988,000,000","316,000,000","-2,000,000","-14,000,000","-2,000,000","741,000,000","533,000,000","253,000,000","-161,000,000","-237,000,000","-138,000,000","-5,000,000","-307,000,000","104,000,000","-538,000,000","-109,000,000","-537,000,000","-100,000,000","-56,000,000","-165,000,000","89,000,000","-138,000,000","-311,000,000","264,000,000","-181,000,000","-190,000,000","-151,000,000","-193,000,000","-320,000,000","50,000,000","-271,000,000","-66,000,000","-91,000,000","2,000,000","-157,000,000","-18,000,000","-94,000,000","-27,000,000","-3,000,000","0","0","430,000,000","-398,000,000","24,000,000","-31,000,000","-3,000,000","-2,000,000","-3,000,000","123,000,000","234,000,000","627,000,000","72,000,000","5,000,000","0"
	CashFlowFromContinuingFinancingActivities,"1,288,000,000","-14,000,000","988,000,000","316,000,000","-2,000,000","-14,000,000","-2,000,000","741,000,000","533,000,000","253,000,000","-161,000,000","-237,000,000","-138,000,000","-5,000,000","-307,000,000","104,000,000","-538,000,000","-109,000,000","-537,000,000","-100,000,000","-56,000,000","-165,000,000","89,000,000","-138,000,000","-311,000,000","264,000,000","-181,000,000","-190,000,000","-151,000,000","-193,000,000","-320,000,000","50,000,000","-271,000,000","-66,000,000","-91,000,000","2,000,000","-157,000,000","-18,000,000","-94,000,000","-27,000,000","-3,000,000","0","0","430,000,000","-398,000,000","24,000,000","-31,000,000","-3,000,000","-2,000,000","-3,000,000","123,000,000","234,000,000","627,000,000","72,000,000","5,000,000","0"
		NetIssuancePaymentsOfDebt,,,"989,000,000","-256,000,000","-1,000,000","-1,000,000","-1,000,000","741,000,000","540,000,000","349,000,000","-2,000,000","-85,000,000","-41,000,000","119,000,000","-1,000,000","188,000,000","-1,000,000","-1,000,000","-341,000,000","104,000,000","-52,000,000","177,000,000","97,000,000","-6,000,000","-240,000,000","331,000,000","0","-3,000,000",,,"-100,000,000","127,000,000","-177,000,000","0","-67,000,000","32,000,000","41,000,000","11,000,000","10,000,000","0","0","0","0","443,000,000","-2,000,000","24,000,000","-31,000,000","-3,000,000","-2,000,000","-3,000,000","-4,000,000","247,000,000","-728,000,000","72,000,000","6,000,000","-1,000,000"
			NetLongTermDebtIssuance,,,"989,000,000","-256,000,000","-1,000,000","-1,000,000","-1,000,000","741,000,000","540,000,000","349,000,000","-2,000,000","-85,000,000","-41,000,000","119,000,000","-1,000,000","188,000,000","-1,000,000","-1,000,000","-341,000,000","104,000,000","-52,000,000","177,000,000","97,000,000","-6,000,000","-240,000,000","331,000,000","0","-3,000,000",,,"-100,000,000","127,000,000","-177,000,000","0","-67,000,000","32,000,000","41,000,000","11,000,000","10,000,000","0","0","0","0","443,000,000","-2,000,000","24,000,000","-31,000,000","-3,000,000","-2,000,000","-3,000,000","-4,000,000","-349,000,000","-17,000,000","-13,000,000","6,000,000","-17,000,000"
				LongTermDebtIssuance,,,"1,949,000,000","0","0","0","0","745,000,000","890,000,000","400,000,000","220,000,000","60,000,000","0","120,000,000","0","396,000,000","0","20,000,000","50,000,000","200,000,000","240,000,000","180,000,000","100,000,000","1,000,000","93,000,000","426,000,000","0","1,000,000",,,"65,000,000","170,000,000","14,000,000","0","-3,000,000","32,000,000","345,000,000","11,000,000","10,000,000","0","0","0","0","494,000,000","0","25,000,000","0",,,,"0",,,,"175,000,000",
				LongTermDebtPayments,,,"-960,000,000","-256,000,000","-1,000,000","-1,000,000","-1,000,000","-4,000,000","-350,000,000","-51,000,000","-222,000,000","-145,000,000","-41,000,000","-1,000,000","-1,000,000","-208,000,000","-1,000,000","-21,000,000","-391,000,000","-96,000,000","-292,000,000","-3,000,000","-3,000,000","-7,000,000","-333,000,000","-95,000,000","0","-4,000,000",,,"-165,000,000","-43,000,000",,,"-64,000,000","0",,,"0",,,"0","0","-51,000,000","-2,000,000","-1,000,000","-31,000,000","-3,000,000","-2,000,000","-3,000,000","-4,000,000","-847,000,000","-17,000,000","-13,000,000","-169,000,000","-17,000,000"
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,,"85,000,000",,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,"115,000,000",,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-675,000,000",,,"-30,000,000",,
		NetCommonStockIssuance,,,"0","575,000,000","0","0","0","0","0","-69,000,000","-141,000,000","-133,000,000","-45,000,000","-102,000,000","-292,000,000","-66,000,000","-513,000,000","-75,000,000","-188,000,000","-207,000,000","0","-348,000,000","-4,000,000","-137,000,000","-68,000,000","-63,000,000","-176,000,000","-195,000,000","-157,000,000","-187,000,000","-215,000,000","-79,000,000","-90,000,000","-59,000,000","-23,000,000","-29,000,000","-196,000,000","-27,000,000","-103,000,000",,,,"0","0",,,,,,,"127,000,000","0",,,,
			CommonStockIssuance,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"127,000,000","0",,,,"0"
			CommonStockPayments,,,"0","0","0","0","0","0","0","-69,000,000","-141,000,000","-133,000,000","-45,000,000","-102,000,000","-292,000,000","-66,000,000","-513,000,000","-75,000,000","-188,000,000","-207,000,000","0","-348,000,000","-4,000,000","-137,000,000","-68,000,000","-63,000,000","-176,000,000","-195,000,000","-157,000,000","-187,000,000","-215,000,000","-79,000,000","-90,000,000","-59,000,000","-23,000,000","-29,000,000","-196,000,000","-27,000,000","-103,000,000","-33,000,000",,,"0","0",,,,,,,,,,,,
		CashDividendsPaid,,,"0","0","0","0","0","0","0","-20,000,000","-20,000,000","-20,000,000","-20,000,000","-20,000,000","-16,000,000","-17,000,000","-17,000,000","-18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-1,000,000",
			CommonStockDividendPaid,,,,,,,"0","0","0","-20,000,000","-20,000,000","-20,000,000","-20,000,000","-20,000,000","-16,000,000","-17,000,000","-17,000,000","-18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
