name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
		Inventory,"46,680,000","42,839,000","43,270,000","41,868,000","38,955,000","39,288,000","37,727,000","40,511,000","47,822,000","47,225,000","47,778,000","46,011,000","42,028,000","38,886,000","39,769,000","34,691,000","40,959,000","42,560,000","44,195,000","40,246,000","38,541,000","34,926,000","35,541,000","34,571,000","35,543,000","34,010,000","36,742,000","36,466,000","32,525,000","33,255,000","37,166,000","36,379,000","34,655,000","35,478,000","37,046,000","35,690,000","33,837,000","28,836,000","30,953,000","31,476,000","33,252,000","28,210,000","33,993,000","32,248,000","26,998,000","23,036,000","29,924,000","26,788,000","24,399,000","22,202,000","28,690,000","28,513,000","26,388,000","23,132,000","28,871,000","29,848,000","27,220,000","24,058,000","28,099,000","26,730,000","23,257,000","20,775,000","26,312,000","23,649,000","21,461,000","19,119,000","32,485,000","29,287,000","26,271,000","22,527,000","24,141,000","22,048,000","22,066,000","20,434,000","24,007,000","24,464,000","22,677,000","17,985,000","15,669,000","13,059,000","12,392,000","10,771,000","11,813,000","11,442,000","10,771,000","9,328,000","9,221,000","7,967,000","8,308,000","8,100,000","8,900,000","6,600,000","6,600,000","5,854,000","6,500,000","5,400,000","5,100,000","5,069,000","4,600,000","4,300,000","3,800,000","4,206,251","4,200,000","3,600,000","3,000,000","2,700,000","1,500,000","1,300,000","1,300,000","1,200,000","1,200,000","1,100,000","900,000","1,000,000","700,000","800,000","700,000","600,000","700,000"
			RawMaterials,"34,775,000","34,888,000","32,786,000","32,564,000","31,313,000","31,427,000","30,544,000","30,555,000","29,575,000","31,225,000","26,099,000","25,886,000","25,701,000","25,041,000","25,118,000","24,583,000","23,801,000","24,137,000","23,131,000","22,916,000","22,473,000","22,805,000","22,236,000","21,091,000","22,135,000","21,906,000","21,579,000","20,854,000","19,722,000","20,019,000","19,902,000","18,721,000","18,514,000","20,806,000","18,538,000","18,110,000","19,062,000","18,766,000","18,079,000","17,930,000","17,732,000","18,349,000","17,331,000","16,309,000","17,683,000","18,327,000","17,283,000","16,665,000","17,071,000","16,672,000","16,777,000","16,072,000","15,918,000","15,709,000","15,485,000","15,138,000","14,372,000","14,372,000","13,706,000","14,472,000","13,471,000","13,828,000","13,682,000","12,844,000","3,009,000","11,283,000","22,874,000","2,774,000","2,467,000","2,132,000",,,,"1,200,000",,,,"1,663,000",,,,"1,365,000",,,,,,,,,,,,"5,119,000",,,,"4,403,000",,,,"3,122,306",,,,,,,,,,,,,,,,,
			FinishedGoods,"11,905,000","7,951,000","10,484,000","9,304,000","7,642,000","7,861,000","7,183,000","9,956,000","18,247,000","16,000,000","21,679,000","20,125,000","16,327,000","13,845,000","14,651,000","10,108,000","17,158,000","18,423,000","21,064,000","17,330,000","16,068,000","12,121,000","13,305,000","13,480,000","13,408,000","12,104,000","15,163,000","15,612,000","12,803,000","13,236,000","17,264,000","17,658,000","16,141,000","14,672,000","18,508,000","17,580,000","14,775,000","10,070,000","12,874,000","13,546,000","15,520,000","9,861,000","16,662,000","15,939,000","9,315,000","4,709,000","12,641,000","10,123,000","7,328,000","5,530,000","11,913,000","12,441,000","10,470,000","7,423,000","13,386,000","14,710,000","12,848,000","9,686,000","14,393,000","12,258,000","9,786,000","6,947,000","12,630,000","10,805,000","9,800,000","7,836,000","9,611,000","6,319,000","3,667,000","1,225,000",,,,"3,641,000",,,,"3,960,000",,,,"584,000",,,,,,,,,,,,"735,000",,,,"666,000",,,,"1,083,945",,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,652,000",,,"20,194,000","20,137,000","19,170,000",,,,"15,593,000",,,,"12,362,000",,,,"8,822,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"33,741,000","36,446,000","29,714,000","32,039,000","30,727,000","35,310,000","32,188,000","36,342,000","42,489,000","43,946,000","38,895,000","39,524,000","46,771,000","40,645,000","48,327,000","52,946,000","54,036,000","57,666,000","48,521,000","50,919,000","52,585,000","52,438,000","36,337,000","37,824,000","40,637,000","41,976,000","44,080,000","46,622,000","46,579,000","38,233,000","40,343,000","42,021,000","42,894,000","42,595,000","35,926,000","38,122,000","38,756,000","39,887,000","34,307,000","35,580,000","36,372,000","36,498,000","25,878,000","25,224,000","27,481,000","28,345,000","23,232,000","25,857,000","27,121,000","27,871,000","24,425,000","26,430,000","27,249,000","24,654,000","22,056,000","28,388,000","27,761,000","27,879,000","22,618,000","21,972,000","21,858,000","21,261,000","15,317,000","14,827,000","15,542,000","14,583,000","9,256,000","9,127,000","10,282,000","9,646,000","5,851,000","6,375,000","7,402,000","10,403,000","4,636,000","3,299,000","4,558,000","7,050,000","2,615,000","2,357,000","2,942,000","3,074,000","2,170,000","1,071,000","1,306,000",,"749,000","972,000","882,000",,,,,"826,000",,,,"963,000",,,,"1,966,057",,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,076,000","15,076,000","15,076,000","15,076,000","16,095,000","16,008,000","16,008,000","16,008,000","16,577,000","16,577,000","16,577,000","15,257,000","16,070,000","10,312,000","11,450,000","14,574,000","11,276,000","12,371,000","13,501,000","5,732,000","8,257,000","7,160,000","9,118,000","7,737,000","3,933,000","3,823,000","3,535,000","3,001,000","535,000","1,062,000","17,567,000","15,003,000","13,428,000","12,986,000","11,479,000","0","10,083,000","10,473,000","9,939,000","9,780,000","5,541,000","5,404,000","5,727,000","5,368,000","4,619,000","4,619,000","4,619,000","4,725,000","3,544,000","2,411,000","2,338,000","2,160,000","1,567,000","2,148,000","2,697,000","2,212,000","520,000","915,000","708,000",,"125,000","240,000","260,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,076,000","15,076,000","15,076,000","15,076,000","16,095,000","16,008,000","16,008,000","16,008,000","16,577,000","16,577,000","16,577,000","15,257,000","16,070,000","10,312,000","11,450,000","14,574,000","11,276,000","12,371,000","13,501,000","5,732,000","8,257,000","7,160,000","9,118,000","7,737,000","3,933,000","3,823,000","3,535,000","3,001,000","535,000","1,062,000","17,567,000","15,003,000","13,428,000","12,986,000","11,479,000","0","10,083,000","10,473,000","9,939,000","9,780,000","5,541,000","5,404,000","5,727,000","5,368,000","4,619,000","4,619,000","4,619,000","4,725,000","3,544,000","2,411,000","2,338,000","2,160,000","1,567,000","2,148,000","2,697,000","2,212,000","520,000","915,000","708,000",,"125,000","240,000","260,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,184,000",,,,"24,300,000","1,000,000","16,800,000","17,800,000",,"27,300,000","28,800,000","26,800,000","9,690,000","12,500,000","10,200,000","12,600,000","6,228,938","12,500,000","11,900,000","10,700,000","11,900,000","12,100,000","13,100,000","12,400,000","14,700,000","14,700,000","12,500,000","9,600,000","7,500,000","7,300,000","7,400,000","4,900,000","1,400,000","13,900,000"
	TotalNonCurrentAssets,"2,386,420,000","2,392,536,000","2,407,531,000","2,394,026,000","2,391,624,000","2,405,695,000","2,417,044,000","2,412,676,000","2,405,124,000","2,596,078,000","1,932,629,000","1,915,598,000","1,918,564,000","1,118,903,000","1,153,242,000","1,137,579,000","1,123,475,000","1,124,427,000","1,110,687,000","1,088,823,000","1,075,248,000","1,071,892,000","1,021,482,000","1,006,346,000","1,002,861,000","1,007,950,000","988,450,000","966,937,000","939,950,000","936,990,000","931,662,000","917,106,000","907,241,000","898,211,000","885,047,000","863,185,000","859,996,000","861,960,000","863,420,000","847,556,000","847,759,000","846,175,000","839,942,000","839,424,000","836,226,000","842,345,000","847,516,000","855,256,000","863,906,000","874,524,000","912,184,000","922,591,000","937,573,000","952,411,000","956,522,000","959,683,000","956,793,000","964,540,000","927,984,000","907,313,000","855,303,000","837,254,000","807,554,000","755,503,000","737,984,000","753,668,000","708,832,000","671,119,000","652,660,000","644,171,000","553,817,000","539,058,000","461,788,000","469,315,000","445,126,000","427,588,000","409,065,000","390,554,000","365,001,000","340,793,000","321,203,000","298,874,000","272,207,000","250,125,000","216,809,000","205,785,000","190,073,000","187,629,000","167,563,000","153,300,000","147,200,000","141,500,000","140,400,000","130,726,000","128,100,000","115,900,000","107,900,000","101,919,000","96,800,000","86,900,000","83,300,000","80,754,808","77,400,000","70,900,000","66,900,000","62,200,000","62,500,000","63,700,000","57,000,000","52,200,000","49,800,000","51,400,000","48,900,000","22,000,000","21,700,000","20,800,000","20,500,000","21,700,000","9,900,000"
		NetPPE,"1,985,303,000","1,982,983,000","2,014,491,000","2,002,786,000","2,006,614,000","2,025,164,000","2,056,874,000","2,074,026,000","2,075,711,000","2,072,575,000","1,744,081,000","1,722,220,000","1,732,625,000","913,275,000","940,077,000","936,469,000","935,279,000","935,045,000","933,484,000","913,375,000","910,581,000","910,134,000","902,581,000","888,849,000","885,964,000","892,191,000","874,340,000","851,477,000","828,966,000","828,305,000","824,410,000","810,855,000","803,334,000","795,379,000","784,319,000","765,620,000","762,884,000","764,418,000","767,227,000","756,065,000","756,533,000","758,503,000","752,886,000","750,634,000","748,518,000","755,468,000","761,422,000","770,254,000","777,286,000","788,402,000","825,097,000","836,244,000","852,369,000","860,489,000","859,570,000","860,783,000","861,205,000","862,331,000","813,440,000","795,955,000","748,849,000","732,204,000","698,598,000","645,498,000","628,945,000","609,918,000","555,288,000","518,855,000","491,475,000","485,972,000","440,205,000","414,431,000","367,616,000","359,969,000","328,816,000","307,813,000","288,186,000","282,213,000","264,166,000","245,049,000","234,789,000","218,284,000","201,109,000","195,085,000","169,040,000","161,223,000","149,129,000","151,518,000","141,570,000","135,500,000","128,900,000","123,400,000","117,000,000","107,660,000","103,300,000","98,900,000","92,500,000","88,064,000","86,400,000","77,700,000","73,600,000","73,036,678","66,700,000","60,400,000","58,400,000","54,400,000","49,900,000","41,600,000","32,700,000","27,600,000","22,800,000","21,300,000","18,300,000","16,300,000","15,300,000","12,700,000","11,400,000","9,800,000","9,600,000"
			GrossPPE,"1,985,303,000","3,165,611,000","2,014,491,000","2,002,786,000","2,006,614,000","3,128,115,000","2,056,874,000","2,074,026,000","2,075,711,000","3,121,418,000","1,744,081,000","1,722,220,000","1,732,625,000","1,923,849,000","940,077,000","936,469,000","935,279,000","1,872,870,000","933,484,000","913,375,000","910,581,000","1,768,890,000","902,581,000","888,849,000","885,964,000","1,676,782,000","874,340,000","851,477,000","828,966,000","1,535,214,000","824,410,000","810,855,000","803,334,000","1,449,827,000","784,319,000","765,620,000","762,884,000","1,392,403,000",,,,"1,323,730,000",,,,"1,237,324,000",,,,"1,209,962,000",,,,"1,222,912,000",,,,"1,169,420,000",,,,"981,006,000",,,"826,893,000","807,866,000",,"674,495,000","647,115,000","641,612,000","558,659,000","532,885,000",,"478,423,000","422,363,000","401,360,000","381,733,000","375,760,000","335,024,000",,,"289,142,000","255,519,000",,,"215,633,000",,,,"176,700,000","167,200,000","158,900,000","149,800,000","138,073,000","131,400,000","124,900,000","116,500,000","110,107,000","106,300,000","97,600,000","92,000,000","89,970,818","79,000,000","72,700,000","70,700,000","66,700,000","59,700,000","51,400,000","42,500,000","37,400,000","30,700,000","29,200,000","26,200,000","24,200,000","21,700,000","19,100,000","17,800,000","16,200,000","14,500,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,
				LandAndImprovements,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,852,000",,,,"15,632,000",,,,"13,410,000",,,,"13,410,000",,,,"13,410,000",,,,"13,410,000",,,,"13,410,000",,,,"13,410,000",,,,"11,910,000",,,,"11,910,000",,,,"1,783,000",,,,"1,783,000",,,,"142,594,000",,,,,,,,,,,,"1,227,000",,,,"1,226,000",,,,"1,249,378",,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"44,049,000",,,,"44,049,000",,,,"44,049,000",,,,"44,036,000",,,,"37,633,000",,,,"37,607,000",,,,"20,610,000",,,,"20,610,000",,,,"20,835,000",,,,"20,143,000",,,,"17,692,000",,,,"17,692,000",,,,"17,692,000",,,,"17,692,000",,,,"17,692,000",,,,"17,692,000",,,,"17,687,000",,,,"399,968,000",,,,"278,114,000",,,,"6,464,000",,,,"6,464,000",,,,,,,,,,,,"6,464,000",,,,"6,463,000",,,,"6,357,472",,,,,,,,,,,,,,,,,
