name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,09/30/2010,06/30/2010,03/31/2010
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000","6,301,000","327,000","0"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000","6,301,000","327,000","0"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000","6,301,000",,
OperatingIncome,"689,919,000","213,837,000","201,891,000","147,116,000","127,075,000","115,554,000","149,186,000","164,154,000","194,163,000","182,200,000","216,779,000","202,865,000","169,248,000","183,484,000","180,503,000","187,581,000","155,419,000","149,341,000","172,730,000","161,078,000","162,306,000","142,870,000","157,715,000","152,654,000","149,659,000","151,152,000","132,953,000","127,006,000","125,845,000","109,656,000","114,980,000","103,700,000","102,669,000","101,199,000","103,164,000","78,830,000","70,087,000","64,988,000","-28,466,000","94,967,000","78,998,000","65,575,000","9,623,000","39,993,000","26,323,000","16,312,000","-6,073,000","-6,629,000","-477,000"
NetNonOperatingInterestIncomeExpense,"-51,793,000","-13,198,000","-13,511,000","-12,571,000","-12,513,000","-12,025,000","-11,365,000","-10,899,000","-10,233,000","-10,528,000","-10,361,000","-9,078,000","-8,712,000","-8,540,000","-8,475,000","-8,199,000","-8,010,000","-8,022,000","-7,066,000","-6,959,000","-6,437,000","-8,992,000","-8,312,000","-8,081,000","-7,388,000","-7,161,000","-7,725,000","-7,419,000","-7,681,000","-7,682,000","-6,870,000","-7,423,000","-6,989,000","-6,490,000","-12,593,000","-3,942,000","-3,776,000","-3,316,000","89,752,000","-37,774,000","-35,114,000","-23,965,000","32,413,000","-11,652,000","-15,435,000","-10,785,000","-5,164,000","-38,037,000","0"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,070,000","1,573,000","1,894,000","3,885,000","2,069,000","3,123,000","816,000","1,430,000","1,649,000","340,000","603,000","642,000","474,000","0"
	InterestExpenseNonOperating,"51,793,000","13,198,000","13,511,000","12,571,000","12,513,000","12,025,000","11,365,000","10,899,000","10,233,000","10,528,000","10,361,000","9,078,000","8,712,000","8,540,000","8,475,000","8,199,000","8,010,000","8,022,000","7,066,000","6,959,000","6,437,000","8,992,000","8,312,000","8,081,000","7,388,000","7,161,000","7,725,000","7,419,000","7,681,000","7,682,000","6,870,000","7,423,000","6,989,000","6,490,000","7,056,000","6,012,000","5,349,000","5,210,000","-74,314,000","35,248,000","38,237,000","21,914,000","-30,983,000","13,301,000","15,775,000","11,388,000","5,806,000","38,511,000","0"
	TotalOtherFinanceCost,,,,,,,"11,365,000",,,,"10,361,000","9,078,000","8,712,000","8,540,000","8,475,000","8,199,000","8,010,000","8,022,000","7,066,000","6,959,000","6,437,000","8,992,000","8,312,000","8,081,000","7,388,000","7,161,000","7,725,000","7,419,000","7,681,000","7,682,000","6,870,000","7,423,000","6,989,000","6,490,000","7,056,000","6,012,000","5,349,000","5,210,000","5,441,000","4,595,000",,"2,867,000",,,,,,,
OtherIncomeExpense,,"-802,352,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-72,000,000",,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,"-802,352,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-72,000,000",,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"802,352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"72,000,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"-164,226,000","-601,713,000","188,380,000","134,545,000","114,562,000","103,529,000","137,821,000","153,255,000","183,930,000","171,672,000","206,418,000","193,787,000","160,536,000","174,944,000","172,028,000","179,382,000","147,409,000","141,319,000","165,664,000","154,119,000","155,869,000","133,878,000","149,403,000","144,573,000","142,271,000","143,991,000","125,228,000","119,587,000","118,164,000","29,974,000","108,110,000","96,277,000","95,680,000","94,709,000","90,571,000","74,888,000","66,311,000","61,672,000","61,286,000","57,193,000","43,884,000","41,610,000","38,687,000","28,341,000","10,888,000","4,924,000","-11,237,000","-44,666,000","-477,000"
TaxProvision,"-47,773,000","-132,720,000","36,599,000","27,208,000","21,140,000","19,437,000","26,728,000","32,860,000","36,305,000","34,521,000","41,483,000","38,000,000","32,231,000","36,850,000","33,629,000","32,808,000","32,198,000","30,668,000","-305,438,000","54,931,000","54,944,000","48,941,000","52,415,000","51,297,000","50,468,000","51,133,000","44,329,000","42,545,000","42,046,000","10,642,000","37,979,000","33,844,000","33,643,000","33,312,000","31,724,000","26,310,000","23,321,000","21,676,000","21,477,000","20,182,000","15,712,000","14,683,000","13,925,000","10,070,000","3,865,000","1,748,000","-3,490,000","-4,002,000","0"
NetIncomeCommonStockholders,"-151,507,000","-479,418,000","142,318,000","100,006,000","85,587,000","80,248,000","107,249,000","116,552,000","143,781,000","133,307,000","161,092,000","151,943,000","124,034,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
	NetIncome,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
		NetIncomeIncludingNoncontrollingInterests,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
			NetIncomeContinuousOperations,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
	PreferredStockDividends,"35,054,000","10,425,000","9,463,000","7,331,000","7,835,000","3,844,000","3,844,000","3,843,000","3,844,000","3,844,000","3,843,000","3,844,000","4,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-151,507,000","-479,418,000","142,318,000","100,006,000","85,587,000","80,248,000","107,249,000","116,552,000","143,781,000","133,307,000","161,092,000","151,943,000","124,034,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
BasicEPS,,"-4.21","1.25","0.88","0.75","0.7","0.94","1.02","1.26","1.17","1.43","1.36","1.11","1.24","1.29","1.41","1.11","1.07","4.56","0.96","0.98","0.83","0.94","0.91","0.89","0.9","0.79","0.75","0.74","0.19",,"0.61","0.61","0.6","0.58","0.48","0.42","0.39",,"0.37","0.28","0.27",,"0.18","0.08","0.05","-0.12",,"-1.06"
DilutedEPS,,"-4.21","1.24","0.87","0.75","0.7","0.94","1.02","1.26","1.17","1.42","1.34","1.1","1.23","1.24","1.32","1.04","1","4.22","0.9","0.92","0.78","0.89","0.86","0.84","0.85","0.74","0.71","0.7","0.19",,"0.58","0.58","0.57","0.55","0.46","0.41","0.38",,"0.36","0.28","0.26",,"0.18","0.08","0.05","-0.12",,"-1.06"
BasicAverageShares,,"113,894,867","113,987,154","114,122,512","114,133,135","113,958,403","113,795,564","113,778,533","113,690,839","113,471,945","113,033,348","112,133,556","111,371,790","111,018,279","107,017,743","104,066,785","104,003,960","103,747,920","103,401,287","103,221,692","103,180,769","102,947,611","102,843,867","102,842,996","102,837,443","102,679,411","102,403,797","102,580,955","102,571,600","102,455,040",,"102,383,319","101,934,815","101,857,176","101,792,573","101,753,783","101,301,263","101,260,614",,"101,247,337","100,749,892","100,717,302",,"100,714,470","91,039,329","65,393,149","64,984,887",,"449,565"
DilutedAverageShares,,"113,894,867","114,332,498","114,381,621","114,377,965","114,237,109","114,105,700","113,951,102","113,773,127","113,785,028","113,728,058","113,263,396","112,807,023","112,380,856","112,325,696","112,509,612","112,424,582","112,230,410","111,954,824","111,709,545","111,564,483","111,429,926","111,000,951","110,788,913","110,839,180","110,563,526","110,629,779","110,623,960","110,737,844","110,558,709",,"110,457,170","110,056,625","110,037,382","109,632,661","109,227,709","108,815,938","108,346,885",,"107,875,105","107,410,967","107,426,789",,"100,767,839","91,163,657","65,511,529","64,984,887",,"449,565"
TotalExpenses,"1,520,304,000","382,824,000","395,285,000","377,393,000","364,802,000","359,273,000","339,916,000","329,447,000","327,186,000","329,187,000","331,777,000","328,037,000","302,147,000","282,567,000","269,478,000","263,117,000","242,395,000","231,868,000","225,741,000","215,687,000","218,651,000","217,317,000","212,772,000","202,447,000","200,480,000","192,176,000","193,744,000","186,120,000","178,857,000","168,659,000","170,964,000","158,239,000","153,656,000","145,086,000","145,274,000","135,005,000","136,212,000","125,115,000","214,676,000","77,889,000","76,052,000","66,162,000","104,004,000","50,483,000","47,681,000","38,903,000","25,183,000","7,864,000","477,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
NormalizedIncome,"452,496,480.935","156,039,208","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","65,772,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,070,000","1,573,000","1,894,000","3,885,000","2,069,000","3,123,000","816,000","1,430,000","1,649,000","340,000","603,000","642,000","474,000","0"
InterestExpense,"51,793,000","13,198,000","13,511,000","12,571,000","12,513,000","12,025,000","11,365,000","10,899,000","10,233,000","10,528,000","10,361,000","9,078,000","8,712,000","8,540,000","8,475,000","8,199,000","8,010,000","8,022,000","7,066,000","6,959,000","6,437,000","8,992,000","8,312,000","8,081,000","7,388,000","7,161,000","7,725,000","7,419,000","7,681,000","7,682,000","6,870,000","7,423,000","6,989,000","6,490,000","7,056,000","6,012,000","5,349,000","5,210,000","-74,314,000","35,248,000","38,237,000","21,914,000","-30,983,000","13,301,000","15,775,000","11,388,000","5,806,000","38,511,000","0"
NetInterestIncome,"-51,793,000","-13,198,000","-13,511,000","-12,571,000","-12,513,000","-12,025,000","-11,365,000","-10,899,000","-10,233,000","-10,528,000","-10,361,000","-9,078,000","-8,712,000","-8,540,000","-8,475,000","-8,199,000","-8,010,000","-8,022,000","-7,066,000","-6,959,000","-6,437,000","-8,992,000","-8,312,000","-8,081,000","-7,388,000","-7,161,000","-7,725,000","-7,419,000","-7,681,000","-7,682,000","-6,870,000","-7,423,000","-6,989,000","-6,490,000","-12,593,000","-3,942,000","-3,776,000","-3,316,000","89,752,000","-37,774,000","-35,114,000","-23,965,000","32,413,000","-11,652,000","-15,435,000","-10,785,000","-5,164,000","-38,037,000","0"
EBIT,"-112,433,000","-588,515,000","201,891,000","147,116,000","127,075,000","115,554,000","149,186,000","164,154,000","194,163,000","182,200,000","216,779,000","202,865,000","169,248,000","183,484,000","180,503,000","187,581,000","155,419,000","149,341,000","172,730,000","161,078,000","162,306,000","142,870,000","157,715,000","152,654,000","149,659,000","151,152,000","132,953,000","127,006,000","125,845,000","37,656,000","114,980,000","103,700,000","102,669,000","101,199,000","97,627,000","80,900,000","71,660,000","66,882,000","-13,028,000","92,441,000","82,121,000","63,524,000","7,704,000","41,642,000","26,663,000","16,312,000","-5,431,000","-6,155,000","-477,000"
EBITDA,"796,472,000"
ReconciledCostOfRevenue,"1,370,592,000","352,585,000","346,972,000","339,619,000","331,415,000","326,951,000","316,702,000","302,573,000","296,713,000","296,436,000","294,501,000","288,425,000","268,513,000","248,691,000","238,990,000","231,892,000","216,052,000","205,077,000","194,726,000","191,067,000","189,504,000","190,972,000","185,109,000","177,971,000","175,326,000","169,535,000","168,283,000","162,149,000","156,550,000","146,415,000","143,464,000","134,701,000","128,810,000","122,500,000","118,679,000","113,757,000","112,251,000","104,093,000","346,638,000","0","0","0","157,169,000","0","0","0","0","0","0"
ReconciledDepreciation,"908,905,000","235,308,000","230,820,000","224,960,000","217,817,000","208,965,000","202,722,000","195,054,000","194,020,000","188,895,000","187,862,000","183,788,000","171,689,000","159,471,000","153,548,000","149,703,000","142,600,000","136,134,000","130,400,000","127,553,000","126,490,000","123,909,000","118,720,000","113,251,000","112,136,000","108,575,000","106,300,000","102,046,000","98,402,000","91,012,000","90,921,000","86,119,000","81,475,000","78,142,000","75,580,000","71,811,000","68,783,000","63,863,000","61,414,000","57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000","6,301,000","327,000","0"
NetIncomeFromContinuingOperationNetMinorityInterest,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000","24,762,000","18,271,000","7,023,000","3,176,000","-7,747,000","-40,664,000","-477,000"
TotalUnusualItemsExcludingGoodwill,"-802,352,000","-802,352,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-72,000,000",,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-802,352,000","-802,352,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-72,000,000",,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"1,598,824,000","449,145,000","432,711,000","372,076,000","344,892,000","324,519,000","351,908,000","359,208,000","388,183,000","371,095,000","404,641,000","386,653,000","340,937,000","342,955,000","334,051,000","337,284,000","298,019,000","285,475,000","303,130,000","288,631,000","288,796,000","266,779,000","276,435,000","265,905,000","261,795,000","259,727,000","239,253,000","229,052,000","224,247,000","200,668,000","205,901,000","189,819,000","184,144,000","179,341,000","173,207,000","152,711,000","140,443,000","130,745,000","48,386,000","150,373,000","134,658,000","107,860,000","46,580,000","72,299,000","51,307,000","34,442,000","870,000","-5,828,000","-477,000"
TaxRateForCalcs,"0.291","0.221","0.194","0.202","0.185","0.188","0.194","0.214","0.197","0.201","0.201","0.196","0.201","0.211","0.195","0.183","0.218","0.217","0.4","0.356","0.353","0.366","0.351","0.355","0.355","0.355","0.354","0.356","0.356","0.355","0.351","0.352","0.352","0.352","0.35","0.351","0.352","0.351","0.35","0.353","0.358","0.353","0.36","0.355","0.355","0.355","0.311","0.09","0"
TaxEffectOfUnusualItems,"-233,402,519.065","-177,319,792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-25,560,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
