name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
	DepreciationAmortizationDepletionIncomeStatement,"260,300,000","66,200,000","65,800,000","64,900,000","63,400,000","62,500,000","62,300,000","61,200,000","60,700,000","58,800,000","58,400,000","55,100,000","52,700,000","52,500,000","52,900,000","51,200,000","49,700,000","45,900,000","46,600,000","46,200,000","45,800,000","45,200,000","43,800,000","43,500,000","42,900,000","42,400,000","41,400,000","33,700,000","32,700,000","31,900,000","27,500,000","27,400,000","26,400,000","26,400,000","25,200,000","24,300,000","23,100,000","22,100,000","21,700,000","21,300,000","20,000,000","19,500,000","20,200,000","19,500,000","19,600,000","20,300,000","20,100,000","19,300,000","18,700,000","18,300,000","17,500,000","18,100,000","17,700,000","17,600,000","18,000,000","18,100,000","18,300,000","30,100,000","19,700,000","19,900,000","20,000,000","18,200,000","34,474,000","38,473,000","38,917,000","37,109,000","38,418,000","40,249,000","40,199,000","49,109,000",,"79,505,000","79,807,000","77,582,000","95,039,000","95,790,000","93,223,000","91,219,000","91,747,000","89,160,000","90,286,000","89,655,000","89,248,000","94,700,000","95,900,000","94,400,000","101,991,000","88,900,000","80,300,000","73,400,000","68,710,000","63,700,000","60,100,000","57,400,000","51,666,000","49,300,000","45,400,000","42,600,000","34,395,000","31,100,000","29,500,000","22,900,000","27,688,000","16,000,000","16,000,000","13,900,000","10,100,000","9,200,000","8,800,000","8,400,000","7,300,000","6,600,000","5,900,000","5,700,000","4,500,000","3,500,000","3,400,000","3,300,000","3,200,000","3,000,000","2,500,000","2,300,000",,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"260,300,000","66,200,000","65,800,000","64,900,000","63,400,000","62,500,000","62,300,000","61,200,000","60,700,000","58,800,000","58,400,000","55,100,000","52,700,000","52,500,000","52,900,000","51,200,000","49,700,000","45,900,000","46,600,000","46,200,000","45,800,000","45,200,000","43,800,000","43,500,000","42,900,000","42,400,000","41,400,000","33,700,000","32,700,000","31,900,000","27,500,000","27,400,000","26,400,000","26,400,000","25,200,000","24,300,000","23,100,000","22,100,000","21,700,000","21,300,000","20,000,000","19,500,000","20,200,000","19,500,000","19,600,000","20,300,000","20,100,000","19,300,000","18,700,000","18,300,000","17,500,000","18,100,000","17,700,000","17,600,000","18,000,000","18,100,000","18,300,000","30,100,000","19,700,000","19,900,000","20,000,000","18,200,000","34,474,000","38,473,000","38,917,000","37,109,000","38,418,000","40,249,000","40,199,000","49,109,000",,"79,505,000","79,807,000","77,582,000","95,039,000","95,790,000","93,223,000","91,219,000","91,747,000","89,160,000","90,286,000","89,655,000","89,248,000","94,700,000","95,900,000","94,400,000","101,991,000","88,900,000","80,300,000","73,400,000","68,710,000","63,700,000","60,100,000","57,400,000","51,666,000","49,300,000","45,400,000","42,600,000","34,395,000","31,100,000","29,500,000","22,900,000","27,688,000","16,000,000","16,000,000","13,900,000","10,100,000","9,200,000","8,800,000","8,400,000","7,300,000","6,600,000","5,900,000","5,700,000","4,500,000","3,500,000","3,400,000","3,300,000","3,200,000","3,000,000","2,500,000","2,300,000",,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,700,000","95,900,000","94,400,000",,"88,900,000","80,300,000","73,400,000",,"63,700,000","60,100,000","57,400,000",,"49,300,000","45,400,000","42,600,000",,"31,100,000","29,500,000","22,900,000",,"16,000,000","16,000,000","13,900,000","10,100,000","9,200,000","8,800,000","8,400,000","7,300,000","6,600,000","5,900,000","5,700,000","4,500,000","3,500,000","3,400,000","3,300,000","3,200,000","3,000,000","2,500,000","2,300,000",,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000",,,"6,100,000","5,100,000","5,000,000","5,400,000","1,400,000","4,300,000","5,900,000","6,900,000","7,600,000","7,900,000","9,700,000","7,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"705,000,000","182,100,000","176,800,000","173,400,000","172,700,000","162,300,000","163,100,000","163,400,000","148,300,000","159,600,000","167,100,000","156,600,000","149,800,000","150,100,000","151,600,000","142,900,000","149,400,000","141,200,000","139,500,000","137,600,000","130,500,000","129,100,000","125,100,000","126,300,000","121,500,000","119,200,000","118,000,000","106,700,000","104,200,000","103,200,000","91,400,000","89,400,000","86,300,000","84,500,000","81,700,000","82,200,000","81,000,000","78,100,000","81,000,000","75,400,000","74,400,000","73,000,000",,"70,300,000","76,400,000","76,700,000","78,100,000","71,200,000","77,000,000","66,900,000","827,500,000","-183,800,000","68,900,000","68,200,000",,,,,,,,,,,,,,"619,010,000","719,769,000","925,957,000",,"652,317,000","624,314,000","618,853,000","592,125,000","580,002,000","578,268,000","612,172,000","577,397,000","585,309,000","574,470,000","570,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"782,700,000","183,900,000","180,300,000","199,500,000","219,000,000","207,700,000","193,000,000","172,500,000","99,300,000","183,000,000","162,600,000","171,900,000","170,500,000","187,500,000","162,700,000","173,100,000","176,700,000","169,100,000","168,800,000","162,300,000","155,700,000","162,600,000","159,800,000","162,100,000","166,400,000","160,500,000","151,400,000","135,900,000","138,400,000","128,500,000","109,100,000","113,500,000","126,800,000","116,300,000","119,000,000","109,800,000","109,600,000","120,400,000","98,300,000","105,500,000","103,400,000","106,200,000","385,800,000","90,200,000","99,000,000","103,700,000","94,100,000","78,700,000","81,100,000","87,900,000","77,100,000","66,300,000","37,200,000","92,800,000","40,700,000","57,500,000","63,600,000","56,000,000","61,900,000","53,100,000","46,700,000","26,000,000","61,050,000","27,343,000","56,901,000","116,234,000","418,732,000","107,048,000","58,309,000","-126,471,000","-203,279,000","306,838,000","416,271,000","393,374,000","383,610,000","361,124,000","376,284,000","354,417,000","366,963,000","348,585,000","335,860,000","327,342,000","825,458,000","59,400,000","251,700,000","246,500,000","792,860,000","261,400,000","235,300,000","224,600,000","608,934,000","182,000,000","174,600,000","163,300,000","389,627,000","139,100,000","144,500,000","136,300,000","252,519,000","70,800,000","49,700,000","48,200,000","154,014,000","37,100,000","34,700,000","28,900,000","19,700,000","17,200,000","17,100,000","16,100,000","19,200,000","13,600,000","14,500,000","9,300,000","11,500,000","9,700,000","10,000,000","8,700,000","5,400,000","8,100,000","8,100,000","6,900,000","-87,700,000","37,000,000","36,700,000","31,100,000","-51,300,000","23,900,000","21,300,000","17,800,000","-30,000,000","13,600,000","11,700,000","11,300,000","-10,200,000","5,700,000","3,000,000","3,000,000","-5,000,000","1,100,000"
NetNonOperatingInterestIncomeExpense,"-161,400,000","-39,600,000","-40,100,000","-39,900,000","-41,800,000","-42,800,000","-46,200,000","-49,000,000","-45,800,000","-43,200,000","-44,500,000","-40,300,000","-37,700,000","-37,200,000","-36,700,000","-37,300,000","-37,700,000","-35,600,000","-35,900,000","-36,800,000","-40,400,000","-41,300,000","-41,600,000","-42,500,000","-43,400,000","-44,600,000","-44,600,000","-35,600,000","-30,900,000","-31,800,000","-25,700,000","-27,800,000","-27,800,000","-27,900,000","-26,500,000","-25,300,000","-24,400,000","-24,200,000","-24,300,000","-23,500,000","-23,000,000","-23,300,000","-23,100,000","-26,300,000","-34,900,000","-35,100,000","-34,500,000","-30,800,000","-30,100,000","-30,500,000","-30,800,000","-29,500,000","-31,100,000","-34,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"161,400,000","39,600,000","40,100,000","39,900,000","41,800,000","42,800,000","46,200,000","49,000,000","45,800,000","43,200,000","44,500,000","40,300,000","37,700,000","37,200,000","36,700,000","37,300,000","37,700,000","35,600,000","35,900,000","36,800,000","40,400,000","41,300,000","41,600,000","42,500,000","43,400,000","44,600,000","44,600,000","35,600,000","30,900,000","31,800,000","25,700,000","27,800,000","27,800,000","27,900,000","26,500,000","25,300,000","24,400,000","24,200,000","24,300,000","23,500,000","23,000,000","23,300,000","23,100,000","26,300,000","34,900,000","35,100,000","34,500,000","30,800,000","30,100,000","30,500,000","30,800,000","29,500,000","31,100,000","34,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"9,900,000","-3,000,000","7,000,000","1,300,000","4,600,000","2,400,000","2,900,000","3,500,000","6,500,000","-3,900,000","-600,000","22,200,000","1,700,000","6,200,000","-50,400,000","3,800,000","3,300,000","2,200,000","3,000,000","2,800,000","-7,500,000","3,100,000","3,300,000","700,000","700,000","600,000","1,800,000","3,100,000","-13,500,000","-7,100,000","-9,300,000","2,100,000","31,600,000","6,000,000","2,100,000","23,900,000","7,200,000","3,600,000","7,900,000","6,500,000","2,900,000","3,400,000","-280,000,000","-12,200,000","-22,200,000","2,900,000","-9,600,000","-6,100,000","4,200,000","-700,000","-10,700,000","-8,300,000","-1,500,000","-900,000","120,300,000","-24,300,000","36,000,000","3,000,000","-60,600,000","-16,800,000","11,100,000","15,400,000","-24,584,000","6,750,000","13,892,000","-403,159,000","-356,138,000","-4,521,000","-1,250,000","-10,945,000",,,,,,,,,,,,,,,"2,500,000","2,600,000",,"-127,400,000","2,900,000","1,600,000",,"1,400,000","1,300,000","-14,900,000",,"-4,500,000","-11,300,000","-39,900,000",,"1,800,000","-28,000,000","1,100,000",,"1,600,000","700,000","700,000","-48,900,000","800,000","800,000","800,000","-2,700,000","900,000","1,400,000","1,200,000","1,700,000","1,700,000","1,300,000","900,000",,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-300,000","-9,000,000","300,000",,"-2,900,000","-7,900,000",,,,,,,,,,,,,,,,"149,000",,"-1,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
