name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
		FinancialAssets,"10,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,"35,339,000",,"25,057,000","25,020,000",,,,,,,,"0","129,000","574,000","429,000","1,832,000","767,011","371,000",,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,357,361","71,041","71,041","87,774","16,733","16,733","16,733","16,733",,,
		OtherNonCurrentAssets,"34,850,000","33,919,000","35,948,000","27,721,000","25,919,000","27,019,000","21,122,000","20,501,000","22,091,000","14,084,000","11,214,000","10,525,000","11,551,000","5,931,000","6,409,000","7,430,000","5,284,000","4,782,000","2,286,000","2,733,000","1,601,000","1,953,000","1,144,000","1,122,000","1,039,000","1,755,000","2,458,000","1,724,000",,"0","0","0","0","0","0","0","0",,
TotalLiabilitiesNetMinorityInterest,"937,743,000","767,295,000","656,928,000","561,343,000","590,122,000","581,054,000","465,554,000","517,736,000","548,436,000","442,056,000","359,249,000","320,960,000","352,264,000","346,243,000","304,300,000","294,118,000","270,763,000","269,811,000","179,348,000","152,434,000","176,905,000","183,322,000","222,872,000","211,090,000","208,049,000","203,933,000","196,829,000","181,902,000","3,240,857","538,578","193,723","240,191","402,896","262,812","437,616","430,932","0","0","0"
	CurrentLiabilities,"233,154,000","104,880,000","61,074,000","123,284,000","150,037,000","139,335,000","45,491,000","112,698,000","141,641,000","115,184,000","32,222,000","26,577,000","57,633,000","50,183,000","52,234,000","35,542,000","39,572,000","38,209,000","31,544,000","5,563,000","5,077,000","5,559,000","21,566,000","12,349,000","11,840,000","10,196,000","8,533,000","5,802,000","1,240,857","538,578","193,721","240,191","402,896","262,812","264,107","430,932",,"0",
		PayablesAndAccruedExpenses,"64,154,000","66,880,000","61,074,000","55,284,000","52,037,000","49,335,000","45,491,000","42,598,000","42,541,000","36,284,000","32,222,000","26,577,000","24,870,000","21,996,000","17,101,000","16,864,000","16,749,000","17,372,000","8,241,000","5,563,000","5,077,000","5,559,000","21,566,000","12,349,000","11,840,000","10,196,000","8,533,000","5,802,000","1,240,857","538,578","193,721","240,191","402,896","262,812","264,107","430,932",,,
			Payables,,,,,,,"45,491,000","42,598,000","42,541,000","36,284,000","32,222,000",,"24,870,000","21,996,000","17,101,000","16,864,000","15,174,000","16,015,000","7,476,000","5,363,000","4,870,000","5,352,000","5,870,000","4,268,000","3,844,000","3,895,000","3,982,000","4,149,000","1,038,057","107,978","100,021","158,221","241,007","126,660","62,448",,,,
				AccountsPayable,,,,,,,"45,491,000","42,598,000","42,541,000","36,284,000","32,222,000",,"24,870,000","21,996,000","17,101,000","16,864,000","15,174,000","16,015,000","7,476,000","5,363,000","4,870,000","5,352,000","5,870,000","4,268,000","3,844,000","3,895,000","3,982,000","4,149,000","1,038,057","107,978","100,021","158,221","241,007","126,660","62,448",,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,"0","0",,"1,575,000","1,357,000","765,000","200,000","207,000","207,000","15,696,000","8,081,000","7,996,000","6,301,000","4,551,000","1,653,000","202,800","430,600","93,700","81,970","161,889","136,152","201,659","430,932",,,
				InterestPayable,,,,,,,,,,,,,,"0","0",,"1,575,000","1,357,000","765,000","200,000","207,000","207,000","15,696,000","8,081,000","7,996,000","6,301,000","4,551,000","1,653,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"169,000,000","38,000,000",,"68,000,000","98,000,000","90,000,000",,"70,100,000","99,100,000","78,900,000",,,"32,763,000","28,187,000","35,133,000","18,678,000","22,823,000","20,837,000","23,303,000",,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"169,000,000","38,000,000",,"68,000,000","98,000,000","90,000,000",,"70,100,000","99,100,000","78,900,000",,,"32,763,000","28,187,000","35,133,000","18,678,000","22,823,000","20,837,000","23,303,000",,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"169,000,000","38,000,000",,"68,000,000","98,000,000","90,000,000","0","70,100,000","99,100,000","78,900,000","0",,"32,763,000","28,187,000","35,133,000","18,678,000","22,823,000","20,837,000","23,303,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,"1,575,000","1,357,000","765,000","200,000","207,000","207,000","15,696,000","8,081,000","7,996,000","6,301,000","4,551,000","1,653,000",,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","173,509","0",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"704,589,000","662,415,000","595,854,000","438,059,000","440,085,000","441,719,000","420,063,000","405,038,000","406,795,000","326,872,000","327,027,000","294,383,000","294,631,000","296,060,000","252,066,000","258,576,000","231,191,000","231,602,000","147,804,000","146,871,000","171,828,000","177,763,000","201,306,000","198,741,000","196,209,000","193,737,000","188,296,000","176,100,000","2,000,000","0","2","0","0","0","173,509","0",,"0",
		LongTermDebtAndCapitalLeaseObligation,"693,662,000","652,142,000","586,175,000","428,134,000","429,257,000","430,369,000","411,003,000","397,150,000","398,272,000","318,558,000","319,448,000","287,990,000","288,036,000","288,993,000","245,627,000","251,919,000","224,930,000","224,795,000","145,893,000","145,721,000","145,550,000","145,315,000","199,500,000","196,800,000","194,135,000","191,529,000","185,956,000","173,627,000","2,000,000",,,,,,,,,,
			LongTermDebt,"691,430,000","649,915,000","583,954,000","425,918,000","427,045,000","428,162,000","411,003,000","397,150,000","398,272,000","318,558,000","319,448,000","287,990,000","288,036,000","288,993,000","245,627,000","251,919,000","224,930,000","224,795,000","145,893,000","145,721,000","145,550,000","145,315,000","199,500,000","196,800,000","194,135,000","191,529,000","185,956,000","173,627,000","2,000,000",,,,,,,,,,
			LongTermCapitalLeaseObligation,"2,232,000","2,227,000","2,221,000","2,216,000","2,212,000","2,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"10,927,000","10,273,000","9,679,000","9,925,000","10,828,000","11,350,000","9,060,000","7,888,000","8,523,000","8,314,000","7,579,000","6,393,000","6,595,000","7,067,000","6,439,000","6,657,000","6,261,000","6,807,000","1,911,000","1,150,000","1,278,000","1,405,000","1,806,000","1,941,000","2,074,000","2,208,000","2,340,000","2,473,000",,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,"121,060,000",,,,"48,931,000","0","0","25,000,000","31,043,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,"48,878,000","48,931,000","0","0","0","0","0","0","0","0","0","0",,,,,,,"173,509",,,,
TotalEquityGrossMinorityInterest,"520,488,000","503,510,000","465,512,000","408,485,000","371,707,000","339,216,000","341,270,000","246,911,000","242,833,000","243,425,000","242,597,000","171,748,000","121,242,000","123,920,000","48,958,000","38,514,000","48,314,000","60,142,000","18,243,000","11,378,000","-39,462,000","-37,576,000","-75,355,000","-61,039,000","-53,944,000","-46,013,000","-33,558,000","-12,374,000","3,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
	StockholdersEquity,"515,568,000","498,679,000","460,778,000","404,688,000","367,126,000","334,449,000","339,291,000","242,196,000","236,637,000","236,658,000","230,650,000","159,100,000","107,821,000","109,453,000","44,026,000","33,007,000","41,820,000","53,027,000","10,481,000","11,378,000","-98,467,000","-98,026,000","-75,355,000","-61,039,000","-53,944,000","-46,013,000","-33,558,000","-12,374,000","3,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
		CapitalStock,"144,780,000","143,271,000","141,446,000","139,606,000","137,772,000","135,947,000","134,470,000","132,528,000","130,663,000","128,802,000","126,895,000","124,949,000","123,011,000","121,109,000","48,917,000","48,904,000","48,914,000","48,970,000","39,000","37,000","3,000","3,000","13,000","13,000","13,000","13,000","13,000","13,000","13,258","13,258","12,905","11,927","10,651","6,180","4,573","3,678","3,490","200","200"
			PreferredStock,"144,410,000","142,910,000","141,103,000","139,296,000","137,489,000","135,694,000","134,223,000","132,369,000","130,515,000","128,661,000","126,761,000","124,861,000","122,960,000","121,060,000","48,868,000","48,868,000","48,878,000","48,931,000",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"370,000","361,000","343,000","310,000","283,000","253,000","247,000","159,000","148,000","141,000","134,000","88,000","51,000","49,000","49,000","36,000","36,000","39,000","39,000","37,000","3,000","3,000","13,000","13,000","13,000","13,000","13,000","13,000","13,258","13,258","12,905","11,927","10,651","6,180","4,573","3,678","3,490","200","200"
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"542,523,000","532,666,000","492,003,000","434,161,000","394,523,000","360,752,000","364,560,000","265,774,000","258,404,000","256,259,000","249,827,000","177,557,000","125,739,000","126,327,000","129,392,000","114,085,000","116,183,000","123,270,000","125,231,000","123,448,000","12,477,000","12,477,000","12,467,000","12,467,000","12,467,000","12,467,000","12,467,000","12,467,000","12,466,806","12,466,806","12,131,908","11,181,512","9,991,918","5,735,094","4,514,388","3,620,709","3,432,490","199,800","199,800"
		RetainedEarnings,"-181,668,000","-177,258,000","-172,671,000","-169,079,000","-165,169,000","-162,250,000","-159,739,000","-156,106,000","-152,430,000","-148,403,000","-146,072,000","-143,406,000","-140,929,000","-137,983,000","-134,283,000","-129,982,000","-123,277,000","-119,213,000","-114,789,000","-112,107,000","-110,947,000","-110,506,000","-87,835,000","-73,519,000","-66,424,000","-58,493,000","-46,038,000","-24,854,000","-8,789,917","-7,549,260","-6,800,308","-6,235,036","-4,857,439","-3,941,901","-2,956,287","-2,212,686","-945,964","1,250","1,275"
		GainsLossesNotAffectingRetainedEarnings,"9,933,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,"-48,878,000","-48,931,000",,,,,,,,,,,,,"191","176","158","88","77",,,,
	MinorityInterest,"4,920,000","4,831,000","4,734,000","3,797,000","4,581,000","4,767,000","1,979,000","4,715,000","6,196,000","6,767,000","11,947,000","12,648,000","13,421,000","14,467,000","4,932,000","5,507,000","6,494,000","7,115,000","7,762,000","0","59,005,000","60,450,000",,,,,,,,,,,,,,,,,
TotalCapitalization,"1,206,998,000","1,148,594,000","1,044,732,000","830,606,000","794,171,000","762,611,000","750,294,000","639,346,000","634,909,000","555,216,000","550,098,000","447,090,000","395,857,000","398,446,000","289,653,000","284,926,000","266,750,000","277,822,000","156,374,000","157,099,000","47,083,000","47,289,000","124,145,000","135,761,000","140,191,000","145,516,000","152,398,000","161,253,000","5,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
PreferredStockEquity,"144,410,000","142,910,000","141,103,000","139,296,000","137,489,000","135,694,000","134,223,000","132,369,000","130,515,000","128,661,000","126,761,000","124,861,000","122,960,000","121,060,000","48,868,000","48,868,000","48,878,000","48,931,000",,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"371,158,000","355,769,000","319,675,000","265,392,000","229,637,000","198,755,000","205,068,000","109,827,000","106,122,000","107,997,000","103,889,000","34,239,000","-15,139,000","-11,607,000","-4,842,000","-15,861,000","-7,058,000","4,096,000","10,481,000","11,378,000","-98,467,000","-98,026,000","-75,355,000","-61,039,000","-53,944,000","-46,013,000","-33,558,000","-12,374,000","3,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
CapitalLeaseObligations,"2,232,000","2,227,000","2,221,000","2,216,000","2,212,000","2,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"430,590,000","422,815,000","392,075,000","340,178,000","298,204,000","268,333,000","280,598,000","184,868,000","174,384,000","179,570,000","184,882,000","124,169,000","72,482,000","71,513,000","18,969,000","7,987,000","16,523,000","25,408,000","-5,965,000","2,698,000","-108,077,000","-108,559,000","-88,915,000","-75,812,000","-69,782,000","-62,939,000","-51,705,000","-31,798,000","3,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
WorkingCapital,"-190,885,000","-61,506,000","17,869,000","-93,970,000","-121,874,000","-107,281,000","-15,848,000","-83,452,000","-99,903,000","-92,786,000","4,579,000","-2,383,000","-43,512,000","-35,222,000","-40,677,000","-23,414,000","-26,475,000","-19,046,000","-20,726,000","27,326,000","-52,000","4,642,000","-19,891,000","-10,894,000","-9,396,000","-8,499,000","-5,252,000","-84,000","-1,062,636","-164,079","559,876","39,691","3,772,315","369,166","98,338","-247,059",,"201,250",
InvestedCapital,"1,231,588,000","1,043,684,000","903,629,000","759,310,000","754,682,000","716,917,000","616,071,000","577,077,000","603,494,000","505,455,000","423,337,000","322,229,000","305,660,000","305,573,000","275,918,000","254,736,000","240,695,000","249,728,000","179,677,000","157,099,000","47,083,000","47,289,000","124,145,000","135,761,000","140,191,000","145,516,000","152,398,000","161,253,000","5,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
TangibleBookValue,"286,180,000","279,905,000","250,972,000","200,882,000","160,715,000","132,639,000","146,375,000","52,499,000","43,869,000","50,909,000","58,121,000","-692,000","-50,478,000","-49,547,000","-29,899,000","-40,881,000","-32,355,000","-23,523,000","-5,965,000","2,698,000","-108,077,000","-108,559,000","-88,915,000","-75,812,000","-69,782,000","-62,939,000","-51,705,000","-31,798,000","3,690,147","4,930,804","5,344,505","4,958,403","5,145,130","1,799,373","1,562,674","1,411,701","2,490,016","201,250","201,275"
TotalDebt,"862,662,000","690,142,000","586,175,000","496,134,000","527,257,000","520,369,000","411,003,000","467,250,000","497,372,000","397,458,000","319,448,000","287,990,000","320,799,000","317,180,000","280,760,000","270,597,000","247,753,000","245,632,000","169,196,000","145,721,000","145,550,000","145,315,000","199,500,000","196,800,000","194,135,000","191,529,000","185,956,000","173,627,000","2,000,000",,,,,,,,,,
NetDebt,"834,820,000","661,683,000","520,242,000","480,689,000","512,358,000","502,494,000","395,651,000","453,275,000","467,001,000","386,993,000","293,728,000","274,946,000","315,628,000","311,786,000","274,794,000","266,286,000","241,371,000","232,717,000","162,723,000","116,740,000","144,399,000","144,374,000","198,575,000","196,102,000","192,448,000","190,571,000","183,413,000","168,653,000","1,821,779",,,,,,,,,,
ShareIssued,"36,985,559","36,110,659","34,273,244","31,088,927","28,337,955","25,344,161","24,714,833","15,897,644","14,791,437","14,141,355","13,406,302","8,754,782","5,129,370","4,821,876","4,821,876","3,556,043","3,556,043","3,819,201","3,812,886","3,652,886","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965"
OrdinarySharesNumber,"36,985,559","36,110,659","34,273,244","31,088,927","28,337,955","25,344,161","24,714,833","15,897,644","14,791,437","14,141,355","13,406,302","8,754,782","5,129,370","4,821,876","4,821,876","3,556,043","3,556,043","3,819,201","3,812,886","3,652,886","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965","4,456,965"
PreferredSharesNumber,"2,023,551","2,023,551","2,023,999",,"2,023,551","2,023,999","2,040,000","2,040,000","2,040,000",,"2,040,000","2,040,000","2,040,000","2,040,000",,"2,040,000","2,040,000",,,,,,,,,,,,,,,,,,,,,,
