name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
		Inventory,"158,360,000","152,450,000","154,330,000","149,920,000","151,820,000","149,380,000","142,600,000","140,890,000","140,420,000","132,660,000","176,300,000","180,500,000","179,170,000","173,120,000","165,470,000","160,680,000","156,560,000","155,350,000","160,180,000","156,330,000","159,010,000","160,460,000","171,260,000","165,800,000","167,320,000","167,370,000","176,410,000","179,670,000","301,440,000","294,630,000","262,810,000","260,950,000","269,900,000","270,690,000","249,630,000","246,060,000","247,880,000","238,020,000","220,450,000","214,030,000","198,500,000","178,030,000","173,770,000","175,660,000","164,640,000","161,300,000","149,130,000","138,440,000","135,730,000","141,840,000","141,830,000","151,080,000","172,290,000","188,950,000","198,690,000","186,200,000","192,940,000","190,590,000","180,390,000","172,380,000","170,240,000","165,360,000","159,960,000","157,940,000","162,020,000","149,210,000","164,030,000","171,230,000","176,600,000","180,040,000","166,560,000","147,750,000","136,620,000","124,090,000","117,990,000","127,270,000","122,260,000","91,410,000"
			RawMaterials,"52,460,000","49,060,000","46,520,000","41,030,000","41,930,000","41,690,000","38,520,000","36,900,000","33,610,000","33,750,000","55,060,000","59,330,000","57,690,000","52,260,000","52,440,000","49,330,000","46,050,000","44,460,000","45,690,000","44,890,000","43,250,000","42,240,000","44,640,000","43,370,000","40,060,000","42,270,000","47,360,000","49,280,000","74,480,000","69,150,000","70,480,000","71,650,000","69,240,000","65,670,000","65,630,000","54,150,000","52,890,000","49,200,000","45,750,000","42,620,000","41,540,000","37,280,000","39,080,000","37,210,000","34,340,000","33,990,000","31,940,000","31,070,000","29,220,000","30,150,000","29,530,000","32,920,000","37,840,000","45,720,000","50,210,000","46,550,000","47,050,000","44,600,000","47,120,000","41,560,000","42,930,000","58,980,000","61,130,000","63,420,000","63,300,000","60,210,000",,,,,,,,,,,,
			WorkInProcess,"32,550,000","28,790,000","30,880,000","31,040,000","31,500,000","29,680,000","29,640,000","30,670,000","33,930,000","30,560,000","32,570,000","30,210,000","30,300,000","29,080,000","27,300,000","26,840,000","26,780,000","24,580,000","24,890,000","25,210,000","24,710,000","22,930,000","28,820,000","26,050,000","25,340,000","23,620,000","23,030,000","22,910,000","30,010,000","30,790,000","30,200,000","32,390,000","31,460,000","31,880,000","29,060,000","30,210,000","30,980,000","29,270,000","28,360,000","25,860,000","24,350,000","21,730,000","21,040,000","22,450,000","21,590,000","20,680,000","19,080,000","18,880,000","16,090,000","16,270,000","17,910,000","17,630,000","20,880,000","23,250,000","31,170,000","30,490,000","30,510,000","28,310,000","28,660,000","26,780,000","23,150,000","23,070,000","23,480,000","20,890,000","22,100,000","19,350,000",,,,,,,,,,,,
			FinishedGoods,"73,350,000","74,600,000","76,930,000","77,850,000","78,390,000","78,010,000","74,440,000","73,320,000","72,880,000","68,350,000","88,670,000","90,960,000","91,180,000","91,780,000","85,730,000","84,510,000","83,730,000","86,310,000","89,600,000","86,230,000","91,050,000","95,290,000","97,800,000","96,380,000","101,920,000","101,480,000","106,020,000","107,480,000","196,950,000","194,690,000","162,130,000","156,910,000","169,200,000","173,140,000","154,940,000","161,700,000","164,010,000","159,550,000","146,340,000","145,550,000","132,610,000","119,020,000","113,650,000","116,000,000","108,710,000","106,630,000","98,110,000","88,490,000","90,420,000","95,420,000","94,390,000","100,530,000","113,570,000","119,980,000","117,310,000","109,160,000","115,380,000","117,680,000","104,610,000","104,040,000","104,160,000","83,310,000","75,350,000","73,630,000","76,620,000","69,650,000",,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,,,,,,,,,,
		PrepaidAssets,"16,290,000","12,950,000","17,070,000","19,910,000","17,960,000","15,090,000","13,640,000","18,900,000","16,230,000","20,050,000","8,150,000","7,020,000","7,020,000","7,430,000","8,360,000","6,960,000","10,840,000","16,120,000","8,800,000","9,770,000","7,980,000","16,060,000","7,530,000","7,440,000","10,070,000","17,810,000","12,550,000","18,850,000","17,630,000","14,380,000","18,830,000","18,780,000","19,780,000","18,770,000","17,960,000","12,770,000","13,680,000","10,530,000","10,150,000","11,550,000","13,390,000","10,620,000","6,720,000","9,090,000","9,350,000","7,550,000","7,610,000","5,930,000","6,420,000","6,500,000","6,680,000","5,280,000","5,860,000","7,430,000","8,730,000","6,280,000","6,970,000","7,010,000","7,420,000","6,540,000","6,940,000","7,320,000","6,980,000","7,450,000","7,450,000","7,050,000","7,470,000","7,010,000","7,320,000","8,450,000","10,230,000","9,290,000","11,140,000","8,440,000","10,900,000","12,130,000","12,110,000","9,810,000"
		RestrictedCash,"5,130,000","10,950,000","11,160,000","11,160,000","11,160,000","11,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,030,000","24,030,000","28,720,000","28,870,000","18,340,000","18,340,000","18,340,000","18,340,000","17,690,000","17,990,000","18,270,000","18,270,000","18,510,000","18,510,000","18,510,000","18,510,000","23,590,000","25,090,000","28,240,000","34,500,000","32,920,000","28,120,000","24,320,000","24,320,000","16,970,000","16,970,000","16,970,000","16,970,000","18,860,000","18,860,000","18,860,000","18,860,000","24,310,000","24,310,000","24,300,000","24,310,000","20,120,000","20,120,000","20,120,000","20,120,000","17,530,000","17,530,000","17,530,000","17,530,000","10,900,000","10,980,000","11,010,000","10,900,000","18,740,000","18,770,000","18,740,000","18,290,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,030,000","24,030,000","28,720,000","28,870,000","18,340,000","18,340,000","18,340,000","18,340,000","17,690,000","17,990,000","18,270,000","18,270,000","18,510,000","18,510,000","18,510,000","18,510,000","23,590,000","25,090,000","28,240,000","34,500,000","32,920,000","28,120,000","24,320,000","24,320,000","16,970,000","16,970,000","16,970,000","16,970,000","18,860,000","18,860,000","18,860,000","18,860,000","24,310,000","24,310,000","24,300,000","24,310,000","20,120,000","20,120,000","20,120,000","20,120,000","17,530,000","17,530,000","17,530,000","17,530,000","10,900,000","10,980,000","11,010,000","10,900,000","18,740,000","18,770,000","18,740,000","18,290,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,"0","32,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"32,850,000","0","0","0","0","0","4,070,000","4,250,000","2,700,000","2,840,000","3,440,000","26,200,000","2,860,000","2,760,000","2,990,000","3,330,000","0","0",,"11,770,000","24,220,000","43,290,000","47,000,000","45,590,000",,"17,530,000","17,530,000","17,530,000",,"10,980,000","11,010,000","10,900,000","18,740,000",,,"18,290,000"
	TotalNonCurrentAssets,"925,080,000","871,870,000","814,890,000","822,490,000","824,380,000","842,050,000","700,790,000","836,540,000","835,080,000","758,660,000","790,600,000","793,570,000","747,120,000","688,710,000","690,480,000","700,320,000","712,210,000","721,930,000","734,180,000","740,560,000","744,020,000","742,850,000","826,620,000","828,680,000","837,140,000","843,680,000","932,910,000","946,140,000","1,081,840,000","1,103,130,000","789,060,000","781,850,000","782,730,000","785,770,000","736,580,000","735,810,000","726,370,000","693,170,000","685,050,000","641,480,000","642,080,000","554,850,000","558,420,000","558,900,000","558,330,000","557,390,000","534,850,000","530,400,000","536,130,000","546,010,000","551,700,000","555,400,000","569,520,000","582,000,000","795,720,000","816,680,000","815,780,000","814,030,000","995,130,000","980,360,000","972,070,000","974,460,000","1,099,300,000","1,109,530,000","1,107,470,000","1,112,850,000","1,191,160,000","1,193,900,000","1,207,190,000","1,219,700,000","1,237,340,000","1,235,010,000","1,236,120,000","1,230,850,000","1,253,210,000","1,254,600,000","1,253,520,000","1,095,240,000"
		NetPPE,"332,990,000","316,280,000","291,690,000","292,200,000","287,600,000","290,880,000","251,680,000","246,230,000","237,930,000","242,180,000","263,390,000","264,890,000","235,280,000","187,800,000","185,080,000","187,070,000","188,440,000","190,250,000","185,800,000","183,760,000","184,000,000","179,160,000","182,000,000","178,660,000","179,670,000","181,130,000","174,320,000","176,970,000","228,170,000","232,650,000","214,550,000","212,130,000","208,360,000","206,150,000","206,730,000","200,330,000","194,620,000","185,030,000","180,100,000","173,210,000","165,900,000","159,210,000","157,180,000","169,440,000","168,950,000","167,510,000","161,620,000","158,660,000","157,430,000","162,220,000","170,760,000","172,070,000","175,200,000","181,570,000","191,630,000","197,840,000","197,220,000","195,120,000","192,280,000","186,380,000","166,890,000","165,200,000","163,450,000","164,130,000","163,180,000","164,630,000","188,890,000","189,630,000","193,330,000","198,610,000","204,730,000","201,640,000","196,860,000","187,420,000","184,120,000","188,340,000","207,860,000","234,990,000"
			GrossPPE,"609,930,000","585,950,000","554,060,000","548,300,000","536,730,000","533,840,000","486,080,000","469,770,000","456,540,000","458,830,000","493,150,000","491,770,000","459,360,000","408,550,000","401,230,000","399,120,000","397,760,000","392,930,000","383,450,000","377,670,000","374,500,000","367,190,000","371,010,000","362,890,000","361,430,000","357,260,000","346,310,000","344,310,000","463,380,000","468,260,000","447,410,000","439,750,000","427,770,000","419,440,000","430,460,000","422,460,000","413,290,000","398,060,000","388,630,000","376,630,000","363,890,000","349,180,000","340,510,000","364,140,000","357,910,000","348,400,000","337,180,000","323,390,000","323,270,000","330,900,000","336,570,000","333,330,000","326,470,000","328,970,000","338,460,000","342,570,000","335,080,000","324,270,000","317,680,000","310,030,000","284,660,000","277,470,000","270,750,000","266,650,000","258,430,000","254,590,000","188,890,000","189,630,000","193,330,000","198,610,000","204,730,000","201,640,000","196,860,000","187,420,000","184,120,000","188,340,000","207,860,000","234,990,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,
				LandAndImprovements,"19,480,000","19,630,000","19,730,000","19,870,000","19,810,000","20,040,000","19,800,000","19,560,000","19,000,000","19,110,000","18,970,000","19,210,000","16,260,000","15,580,000","15,580,000","15,410,000","15,540,000","15,500,000","15,180,000","15,120,000","15,000,000","14,910,000","15,040,000","15,010,000","14,840,000","14,820,000","13,890,000","14,440,000","14,760,000","15,000,000","6,410,000","5,520,000","5,530,000","5,520,000","5,860,000","6,280,000","6,360,000","6,410,000","5,840,000","5,660,000","5,780,000","5,740,000","5,980,000","3,180,000","3,110,000","2,970,000","2,880,000","2,580,000","2,140,000","2,380,000","2,420,000","2,430,000","2,230,000","4,920,000","5,070,000","5,780,000","5,760,000","5,430,000","5,530,000","5,350,000","5,280,000","3,330,000","3,280,000","3,280,000","3,350,000","3,610,000",,,,,,,,,,,,
				BuildingsAndImprovements,"94,170,000","93,170,000","92,520,000","92,170,000","91,080,000","91,970,000","87,540,000","85,820,000","84,930,000","84,880,000","87,030,000","88,350,000","78,690,000","74,110,000","74,120,000","74,310,000","75,850,000","73,550,000","72,770,000","71,270,000","70,880,000","71,100,000","69,390,000","68,260,000","68,970,000","67,790,000","63,310,000","63,850,000","68,440,000","69,820,000","64,190,000","63,500,000","62,520,000","61,960,000","65,190,000","62,280,000","60,120,000","59,610,000","57,190,000","53,000,000","52,870,000","51,480,000","50,200,000","52,320,000","51,710,000","50,490,000","48,360,000","46,030,000","44,500,000","44,810,000","44,790,000","45,680,000","43,990,000","44,470,000","45,560,000","47,540,000","46,820,000","45,430,000","48,440,000","46,950,000","45,680,000","47,110,000","45,450,000","45,270,000","43,790,000","44,440,000",,,,,,,,,,,,
				MachineryFurnitureEquipment,"443,130,000","422,500,000","404,450,000","397,290,000","389,390,000","384,010,000","342,690,000","329,120,000","323,120,000","326,990,000","350,400,000","344,950,000","326,220,000","318,860,000","311,530,000","309,400,000","306,370,000","303,880,000","295,500,000","291,280,000","288,620,000","281,180,000","286,580,000","279,620,000","277,620,000","274,650,000","269,110,000","266,020,000","380,180,000","383,440,000","376,810,000","370,730,000","359,720,000","351,960,000","359,410,000","353,900,000","346,810,000","332,040,000","325,600,000","317,970,000","305,240,000","291,960,000","284,330,000","308,640,000","303,090,000","294,940,000","285,940,000","274,780,000","276,630,000","283,710,000","289,360,000","285,220,000","280,250,000","279,580,000","287,830,000","289,250,000","282,500,000","273,410,000","263,710,000","257,730,000","233,700,000","227,030,000","222,020,000","218,100,000","211,290,000","206,540,000",,,,,,,,,,,,
				OtherProperties,"53,150,000","50,650,000","37,360,000","38,970,000","36,450,000","37,820,000","36,050,000","35,270,000","29,490,000","27,850,000","36,750,000","39,260,000","38,190,000",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,,,,,,,,,,
			AccumulatedDepreciation,"-276,940,000","-269,670,000","-262,370,000","-256,100,000","-249,130,000","-242,960,000","-234,400,000","-223,540,000","-218,610,000","-216,650,000","-229,760,000","-226,880,000","-224,080,000","-220,750,000","-216,150,000","-212,050,000","-209,320,000","-202,680,000","-197,650,000","-193,910,000","-190,500,000","-188,030,000","-189,010,000","-184,230,000","-181,760,000","-176,130,000","-171,990,000","-167,340,000","-235,210,000","-235,610,000","-232,860,000","-227,620,000","-219,410,000","-213,290,000","-223,730,000","-222,130,000","-218,670,000","-213,030,000","-208,530,000","-203,420,000","-197,990,000","-189,970,000","-183,330,000","-194,700,000","-188,960,000","-180,890,000","-175,560,000","-164,730,000","-165,840,000","-168,680,000","-165,810,000","-161,260,000","-151,270,000","-147,400,000","-146,830,000","-144,730,000","-137,860,000","-129,150,000","-125,400,000","-123,650,000","-117,770,000","-112,270,000","-107,300,000","-102,520,000","-95,250,000","-89,960,000",,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"549,270,000","512,220,000","486,810,000","495,580,000","499,620,000","510,170,000","427,460,000","564,490,000","568,930,000","496,030,000","504,050,000","511,690,000","499,200,000","491,180,000","496,010,000","501,990,000","509,470,000","513,610,000","517,880,000","521,960,000","525,210,000","529,000,000","635,780,000","640,940,000","647,970,000","652,790,000","736,660,000","744,420,000","816,540,000","830,590,000","529,140,000","522,180,000","525,460,000","529,190,000","490,580,000","494,210,000","495,350,000","477,100,000","478,170,000","446,240,000","452,870,000","371,030,000","374,790,000","362,570,000","364,480,000","365,820,000","350,490,000","349,380,000","355,530,000","360,410,000","365,220,000","367,640,000","376,010,000","381,160,000","582,750,000","593,590,000","592,840,000","591,630,000","767,040,000","757,790,000","765,680,000","769,850,000","896,610,000","899,700,000","897,590,000","900,000,000","945,790,000","948,010,000","956,580,000","962,890,000","971,700,000","973,110,000","978,720,000","981,650,000","993,010,000","995,830,000",,"286,270,000"
			Goodwill,"345,010,000","315,490,000","299,040,000","301,430,000","300,610,000","303,970,000","251,870,000","376,320,000","375,670,000","334,640,000","332,670,000","334,780,000","325,520,000","316,650,000","316,730,000","317,700,000","320,210,000","319,390,000","318,730,000","317,850,000","316,110,000","315,080,000","377,380,000","377,430,000","379,250,000","378,920,000","455,430,000","457,720,000","461,700,000","466,660,000","321,550,000","312,270,000","310,700,000","309,660,000","290,270,000","285,360,000","284,380,000","270,940,000","269,260,000","249,670,000","251,330,000","215,360,000","215,920,000","208,500,000","207,910,000","205,890,000","194,850,000","191,460,000","194,120,000","196,330,000","196,520,000","195,610,000","200,690,000","202,280,000","377,450,000","384,270,000","379,910,000","377,340,000","538,320,000","527,500,000","529,130,000","529,730,000","650,690,000","650,650,000","645,530,000","644,780,000","652,210,000","651,160,000","655,650,000","657,980,000","658,880,000","656,890,000","658,040,000","658,900,000","638,940,000","637,370,000",,
			OtherIntangibleAssets,"204,260,000","196,730,000","187,770,000","194,150,000","199,010,000","206,200,000","175,590,000","188,170,000","193,260,000","161,390,000","171,380,000","176,910,000","173,680,000","174,530,000","179,280,000","184,290,000","189,260,000","194,220,000","199,150,000","204,110,000","209,100,000","213,920,000","258,400,000","263,510,000","268,720,000","273,870,000","281,230,000","286,700,000","354,840,000","363,930,000","207,590,000","209,910,000","214,760,000","219,530,000","200,310,000","208,850,000","210,970,000","206,160,000","208,910,000","196,570,000","201,540,000","155,670,000","158,870,000","154,070,000","156,570,000","159,930,000","155,640,000","157,920,000","161,410,000","164,080,000","168,700,000","172,030,000","175,320,000","178,880,000","205,300,000","209,320,000","212,930,000","214,290,000","228,720,000","230,290,000","236,550,000","240,120,000","245,920,000","249,050,000","252,060,000","255,220,000","293,580,000","296,850,000","300,930,000","304,910,000","312,820,000","316,220,000","320,680,000","322,750,000","354,070,000","358,460,000",,"286,270,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",
		NonCurrentDeferredAssets,"7,920,000","9,740,000","9,190,000","12,300,000","15,700,000","19,580,000","5,720,000","3,630,000","3,630,000","500,000","1,100,000","610,000","380,000","1,080,000","0","2,270,000","5,280,000","9,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"7,920,000","9,740,000","9,190,000","12,300,000","15,700,000","19,580,000","5,720,000","3,630,000","3,630,000","500,000","1,100,000","610,000","380,000","1,080,000","0","2,270,000","5,280,000","9,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
