name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
				AllowanceForDoubtfulAccountsReceivable,,"-9,000,000",,,,"-3,000,000",,,,"-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-848,000","-832,000","-706,000","-689,000","-806,000","-755,000","-1,056,000","-1,171,000","-1,155,000","-2,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,"0",,"501,000,000","500,000,000","498,000,000","497,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,"1,000,000","1,000,000","1,000,000","4,000,000","22,000,000","21,000,000","9,000,000","7,000,000","6,000,000","6,000,000","6,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","1,000,000","1,000,000","3,000,000","3,000,000","26,000,000","4,000,000","3,000,000","43,000,000","0","22,000,000","22,000,000","23,000,000","22,000,000","7,000,000","0","4,784,000","10,168,000","927,000","1,394,000","7,447,000","10,126,000","2,417,000","3,000","3,000","2,312,000","3,674,000","30,900,000","30,901,000","8,333,000","1,582,000","3,758,000","25,022,000","16,290,000","28,777,000","15,637,000","60,573,000",,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,"0","0",,"5,000,000","6,000,000","7,000,000","120,000,000","0","0","0","1,000,000","0","0","1,000,000","1,000,000",,"0",,"1,000,000","0","2,000,000","2,000,000","4,000,000","7,000,000","8,000,000","2,000,000","2,753,000","5,212,000","4,676,000","4,124,000","3,299,000","2,250,000","2,301,000","1,354,000","7,822,000","6,034,000","2,702,000","955,000","7,792,000","650,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,316,000","49,448,000","40,121,000","40,046,000","88,302,000","61,291,000","12,135,000","24,693,000",,,,"1,596,000","871,000","3,002,000","2,132,000","2,583,000","557,000","419,000","406,000","447,000","239,000","438,000","462,000","448,000"
		Inventory,"493,000,000","369,000,000","340,000,000","350,000,000","327,000,000","224,000,000","191,000,000","170,000,000","188,000,000","205,000,000","246,000,000","249,000,000","253,000,000","242,000,000","269,000,000","236,000,000","218,000,000","212,000,000","187,000,000","192,000,000","200,000,000","181,000,000","159,000,000","165,000,000","153,000,000","155,000,000","238,000,000","269,000,000","266,000,000","241,000,000","237,000,000","221,000,000","231,000,000","220,125,000","226,438,000","198,650,000","233,402,000","197,056,000","277,419,000","277,539,000","281,890,000","241,609,000","260,356,000","234,108,000","187,715,000","173,615,000","182,238,000","122,393,000","120,750,000","139,177,000","145,976,000","119,077,000","68,365,000","76,901,000","146,136,000","131,973,000","124,386,000","97,619,000","98,918,000","108,483,000","95,654,000","95,131,000","109,509,000","115,917,000","89,942,000","79,659,000","65,094,000","56,282,000","41,256,000","40,332,000","35,576,000","21,784,000","17,210,000","17,509,000","19,054,000","14,810,000","10,951,000","10,648,000"
			RawMaterials,,"99,000,000",,,,"75,000,000",,,,"75,000,000",,,,"128,000,000",,,,"134,000,000",,,,"144,000,000",,,,"132,000,000",,,,"223,000,000",,,,"210,792,000",,,,"258,962,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,"270,000,000",,,,"149,000,000",,,,"130,000,000",,,,"114,000,000",,,,"78,000,000",,,,"37,000,000",,,,"23,000,000",,,,"18,000,000",,,,"13,429,000",,,,"5,446,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-4,096,000",,,,"-67,352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,"21,000,000","18,000,000","20,000,000","17,000,000","19,000,000","16,000,000","20,000,000","15,000,000","23,000,000","11,000,000","13,000,000","15,852,000","19,984,000","23,634,000","13,337,000","13,438,000","21,657,000","28,213,000","13,152,000","14,263,000","18,910,000","21,342,000","10,010,000","11,441,000","17,868,000","19,097,000","8,551,000","9,011,000","12,553,000","19,870,000","10,504,000","12,464,000","16,710,000","8,477,000","8,567,000","9,378,000","11,004,000","5,999,000","10,353,000","11,509,000","16,497,000","8,563,000","28,550,000","18,091,000","18,504,000","5,015,000","8,355,000","10,822,000","13,117,000","6,236,000","10,166,000","11,083,000","13,889,000","14,991,000","13,707,000",
		RestrictedCash,"9,000,000","37,000,000","46,000,000","49,000,000","56,000,000","59,000,000","66,000,000","69,000,000","74,000,000","74,000,000","76,000,000","75,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,,,"118,074,000","87,362,000","77,005,000","92,140,000","163,000","22,802,000","156,650,000","0","0","0","26,857,000","3,417,000","9,239,000","19,300,000","6,510,000","63,042,000","238,446,000","163,098,000","108,073,000","89,077,000","90,549,000","93,202,000","82,927,000","82,638,000","115,963,000","111,644,000","158,878,000","233,562,000","151,316,000","188,124,000","33,980,000","18,143,000","29,241,000","35,780,000","40,514,000","39,500,000","15,800,000","14,400,000","13,900,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,,,"118,074,000","87,362,000","77,005,000","92,140,000","163,000","22,802,000","156,650,000","0","0","0","26,857,000","3,417,000","9,239,000","19,300,000","6,510,000","63,042,000","238,446,000","163,098,000","108,073,000","89,077,000","90,549,000","93,202,000","82,927,000","82,638,000","115,963,000","111,644,000","158,878,000","233,562,000","151,316,000","188,124,000","33,980,000","18,143,000","29,241,000","35,780,000","40,514,000","39,500,000","15,800,000","14,400,000","13,900,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,"155,000,000","20,000,000",,,,,,,,,,,,,,"0","193,000,000","554,000,000","583,750,000",,,,"0","400,392,000","70,177,000","78,643,000","73,349,000","0","0","0","281,741,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,"4,000,000","4,000,000","9,000,000","5,000,000","49,000,000","72,000,000","386,000,000","32,000,000","133,000,000","49,000,000","30,000,000","52,000,000","1,000,000","2,000,000","7,000,000","11,000,000","43,000,000","156,000,000","73,000,000","14,000,000","172,000,000","273,000,000","540,000,000","694,000,000","632,000,000","354,000,000","624,000,000","578,000,000","128,000,000","1,000,000","43,000,000","75,237,000","114,166,000","191,697,000","151,431,000","279,119,000","225,900,000","308,762,000","279,919,000","238,835,000","234,806,000","154,129,000","147,643,000","171,679,000","189,635,000",,,,,,"118,299,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"94,000,000","42,000,000","45,000,000","40,000,000","41,000,000","43,000,000","38,000,000","32,000,000","31,000,000","20,000,000","21,000,000","20,000,000","36,000,000","25,000,000","31,000,000","23,000,000","23,000,000","26,000,000","28,000,000","25,000,000","28,000,000","23,000,000","5,000,000","6,000,000","9,000,000","11,000,000","23,000,000","35,000,000","36,000,000","37,000,000","39,000,000","37,000,000","5,000,000","2,555,000","4,933,000","4,171,000","7,335,000","3,746,000","9,934,000","26,663,000","10,168,000","12,936,000","6,366,000","36,092,000","38,579,000","14,693,000","1,521,000","158,999,000","3,414,000","56,935,000","10,314,000","23,803,000","8,001,000","74,573,000","48,486,000","8,304,000","39,638,000","213,936,000","760,821,000","106,204,000","74,736,000","115,894,000","47,963,000","30,604,000","752,323,000","10,716,000","10,011,000","8,621,000","9,213,000","9,529,000","15,534,000","8,648,000","4,396,000","5,230,000","13,017,000","11,242,000","12,793,000","15,833,000"
	TotalNonCurrentAssets,"30,611,000,000","30,638,000,000","34,708,000,000","34,425,000,000","27,799,000,000","16,634,000,000","16,557,000,000","16,711,000,000","16,982,000,000","16,876,000,000","16,155,000,000","15,931,000,000","15,850,000,000","15,323,000,000","15,364,000,000","14,990,000,000","14,499,000,000","13,993,000,000","13,564,000,000","13,207,000,000","12,809,000,000","13,161,000,000","12,871,000,000","12,109,000,000","12,090,000,000","11,960,000,000","12,562,000,000","12,697,000,000","12,653,000,000","12,567,000,000","11,781,000,000","11,330,000,000","10,923,000,000","10,564,354,000","13,011,683,000","12,697,395,000","12,564,883,000","12,018,675,000","11,234,117,000","11,285,701,000","10,658,450,000","10,044,864,000","9,881,400,000","9,281,981,000","8,790,393,000","8,481,919,000","8,607,644,000","8,399,744,000","8,385,629,000","8,251,147,000","8,258,106,000","8,390,992,000","8,602,937,000","8,676,267,000","8,381,183,000","8,306,927,000","8,057,330,000","7,851,926,000","7,246,459,000","7,540,641,000","7,186,503,000","6,818,841,000","6,480,130,000","6,172,357,000","5,896,611,000","6,705,430,000","6,577,977,000","6,369,701,000","6,394,476,000","6,335,042,000","6,337,004,000","3,696,801,000","3,705,571,000","3,746,457,000","3,645,872,000","3,515,460,000","3,537,862,000","3,308,023,000"
		NetPPE,"30,237,000,000","30,224,000,000","34,289,000,000","34,006,000,000","27,381,000,000","16,220,000,000","16,152,000,000","16,283,000,000","16,504,000,000","16,357,000,000","15,647,000,000","15,369,000,000","15,473,000,000","14,839,000,000","14,795,000,000","14,295,000,000","14,029,000,000","13,525,000,000","13,030,000,000","12,618,000,000","12,259,000,000","12,370,000,000","12,183,000,000","11,717,000,000","11,665,000,000","11,545,000,000","12,042,000,000","11,961,000,000","11,846,000,000","11,781,000,000","11,130,000,000","10,704,000,000","10,215,000,000","9,850,548,000","12,246,677,000","11,877,641,000","11,821,133,000","11,296,044,000","10,532,233,000","10,381,880,000","9,768,042,000","9,173,942,000","9,053,860,000","8,547,940,000","8,154,310,000","7,847,328,000","7,923,912,000","7,781,394,000","7,786,758,000","7,721,686,000","7,718,472,000","7,790,634,000","7,909,480,000","8,021,268,000","7,855,391,000","7,794,428,000","7,574,123,000","7,375,631,000","6,799,652,000","7,141,304,000","6,789,730,000","6,414,484,000","6,062,935,000","5,752,569,000","5,529,736,000","6,325,198,000","6,211,127,000","6,002,850,000","6,024,877,000","5,959,763,000","5,949,957,000","3,438,847,000","3,466,315,000","3,515,327,000","3,419,734,000","3,376,096,000","3,417,264,000","3,191,213,000"
			GrossPPE,"43,208,000,000","42,559,000,000","46,125,000,000","45,160,000,000","37,901,000,000","26,291,000,000","25,871,000,000","25,632,000,000","25,491,000,000","24,940,000,000","23,928,000,000","23,244,000,000","24,073,000,000","23,057,000,000","22,623,000,000","22,365,000,000","23,259,000,000","22,721,000,000","21,871,000,000","21,123,000,000","20,805,000,000","20,581,000,000","20,049,000,000","19,208,000,000","18,783,000,000","18,323,000,000","18,449,000,000","18,005,000,000","17,573,000,000","17,212,000,000","16,313,000,000","15,983,000,000","15,250,000,000","14,753,670,000","17,332,935,000","16,737,357,000","16,454,492,000","15,708,957,000","14,639,665,000","14,395,650,000","13,589,125,000","12,822,407,000","12,842,546,000","12,185,545,000","11,650,148,000","11,213,768,000","11,236,621,000","10,950,208,000","10,845,845,000","10,667,734,000","10,538,115,000","10,462,142,000","10,606,135,000","10,532,669,000","10,213,776,000","10,032,678,000","9,704,928,000","9,404,103,000","8,740,247,000","9,241,026,000","8,772,911,000","8,309,892,000","7,879,810,000","7,481,035,000","7,162,623,000","8,903,144,000","8,689,170,000","8,402,392,000","8,420,849,000","8,203,312,000","8,033,692,000","5,385,019,000","5,274,783,000","5,191,463,000","4,975,443,000","4,831,053,000","4,763,360,000","4,494,754,000"
				LandAndImprovements,,,,,,,,,,"877,000,000",,,,"380,000,000",,,,"529,000,000",,,,"475,000,000",,,,"468,000,000",,,,"440,000,000",,,,"344,554,000",,,,"259,629,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"99,000,000",,,,"132,000,000",,,,"183,000,000",,,,"208,000,000",,,,"181,000,000",,,,"121,000,000",,,,"88,000,000",,,,"105,000,000",,,,"89,302,000",,,,"88,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"2,012,000,000","1,883,000,000","2,045,000,000","2,077,000,000","2,049,000,000","1,460,000,000","1,801,000,000","1,838,000,000","1,879,000,000","684,000,000","1,376,000,000","1,367,000,000","1,428,000,000","343,000,000","1,864,000,000","1,805,000,000","1,799,000,000","541,000,000","1,683,000,000","1,622,000,000","1,577,000,000","427,000,000","1,514,000,000","1,525,000,000","1,527,000,000","467,000,000","1,480,000,000","1,466,000,000","1,406,000,000","348,000,000","1,303,000,000","1,230,000,000","1,225,000,000","313,165,000","1,258,627,000","1,231,127,000","1,228,108,000","385,887,000","1,186,131,000","1,134,532,000","613,834,000","573,075,000","500,709,000","431,214,000","380,376,000","283,542,000","257,413,000",,,,,,"160,290,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"46,000,000",,,,"174,000,000",,,,"152,000,000",,,,"311,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,"0",,,,"13,000,000",,,,"20,000,000",,,,"22,000,000",,,,"27,000,000",,,,"29,000,000",,,,"25,748,000",,,,"26,603,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-12,971,000,000","-12,335,000,000","-11,836,000,000","-11,154,000,000","-10,520,000,000","-10,071,000,000","-9,719,000,000","-9,349,000,000","-8,987,000,000","-8,583,000,000","-8,281,000,000","-7,875,000,000","-8,600,000,000","-8,218,000,000","-7,828,000,000","-8,070,000,000","-9,230,000,000","-9,196,000,000","-8,841,000,000","-8,505,000,000","-8,546,000,000","-8,211,000,000","-7,866,000,000","-7,491,000,000","-7,118,000,000","-6,778,000,000","-6,407,000,000","-6,044,000,000","-5,727,000,000","-5,431,000,000","-5,183,000,000","-5,279,000,000","-5,035,000,000","-4,903,122,000","-5,086,258,000","-4,859,716,000","-4,633,359,000","-4,412,913,000","-4,107,432,000","-4,013,770,000","-3,821,083,000","-3,648,465,000","-3,788,686,000","-3,637,605,000","-3,495,838,000","-3,366,440,000","-3,312,709,000","-3,168,814,000","-3,059,087,000","-2,946,048,000","-2,819,643,000","-2,671,508,000","-2,696,655,000","-2,511,401,000","-2,358,385,000","-2,238,250,000","-2,130,805,000","-2,028,472,000","-1,940,595,000","-2,099,722,000","-1,983,181,000","-1,895,408,000","-1,816,875,000","-1,728,466,000","-1,632,887,000","-2,577,946,000","-2,478,043,000","-2,399,542,000","-2,395,972,000","-2,243,549,000","-2,083,735,000","-1,946,172,000","-1,808,468,000","-1,676,136,000","-1,555,709,000","-1,454,957,000","-1,346,096,000","-1,303,541,000"
		GoodwillAndOtherIntangibleAssets,"243,000,000","243,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","262,000,000","264,000,000","264,000,000","267,000,000","269,000,000","269,000,000","270,000,000","270,000,000","270,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","274,000,000","274,000,000","274,329,000","279,687,000","279,687,000","298,142,000","298,142,000","293,449,000","298,142,000","298,142,000","298,142,000","298,154,000","298,177,000","298,145,000","298,182,000","298,413,000","298,563,000","308,831,000","309,259,000","309,371,000","310,551,000","310,563,000","310,563,000","310,563,000","310,596,000","310,861,000","310,870,000","310,872,000","309,830,000","309,869,000","309,908,000","310,626,000","311,346,000","311,603,000","311,651,000","306,666,000","307,068,000","307,951,000","315,880,000","333,203,000",,,,,,,
			Goodwill,"243,000,000","243,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","261,000,000","262,000,000","264,000,000","264,000,000","267,000,000","269,000,000","269,000,000","270,000,000","270,000,000","270,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","272,000,000","274,000,000","274,000,000","274,329,000","279,687,000","279,687,000","298,142,000","298,142,000","293,449,000","298,142,000","298,142,000","298,142,000","298,154,000","298,177,000","298,145,000","298,182,000","298,413,000","298,563,000","308,831,000","309,259,000","309,371,000","310,551,000","310,563,000","310,563,000","310,563,000","310,596,000","310,861,000","310,870,000","310,872,000","309,830,000","309,869,000","309,908,000","310,626,000","311,346,000","311,603,000",,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,"143,000,000",,,,"143,000,000",,,,"84,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311,651,000","306,666,000","307,068,000","307,951,000","315,880,000","333,203,000",,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,"0","0","0","11,000,000","125,000,000","193,000,000","313,000,000","93,000,000","66,000,000","151,000,000","187,000,000","168,000,000","420,000,000","319,000,000","23,000,000","21,000,000","0","0","277,000,000","259,000,000","239,000,000","221,000,000","229,000,000","239,000,000","224,850,000","235,631,000","228,475,000","216,369,000","204,129,000","194,003,000","184,374,000","176,513,000","169,532,000","164,107,000","155,701,000","109,391,000","72,045,000","0","0","118,318,000","0","35,772,000","40,337,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,
