name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000","6,000","10,000","23,000","29,000","24,000","10,000","9,000","3,000",,,,,,,,,,"235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"258,000","116,000","285,000","254,000","0","117,000","532,000","387,000","326,000","322,000","0","400,000","0","24,000","43,000","43,000","43,000","0","0","34,000","33,000","85,000","706,000","2,507,000","2,534,000","2,550,000","1,786,000","1,883,000","5,561,000","5,333,000","0","84,000","170,000","49,000","292,000","308,000","151,000","659,000","492,000","324,000",,"0","297,000","487,000","265,000","376,000","1,339,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"0",,,,,,,,,,
		Inventory,"152,718,000","129,354,000","118,706,000","82,656,000","69,980,000","68,356,000","64,897,000","72,514,000","69,084,000","73,432,000","73,535,000","73,024,000","62,091,000","64,933,000","60,840,000","61,157,000","53,122,000","58,138,000","66,982,000","54,812,000","43,526,000","45,410,000","45,250,000","46,828,000","46,186,000","51,496,000","54,280,000","62,230,000","60,276,000","64,481,000","67,914,000","57,090,000","51,902,000","54,054,000","57,193,000","56,715,000","55,142,000","60,664,000","65,038,000","53,039,000","45,472,000","47,137,000","45,178,000","44,483,000","32,862,000","34,942,000","33,338,000","31,327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"35,756,000","32,371,000","30,937,000","19,586,000","15,443,000","11,795,000","8,228,000","7,764,000","6,819,000","6,506,000","7,474,000","7,472,000","7,926,000","7,086,000","7,962,000","8,176,000","6,755,000","6,215,000","7,523,000","7,547,000","7,998,000","6,765,000","6,854,000","7,196,000","8,488,000","6,649,000","8,082,000","8,296,000","9,469,000","10,030,000","11,054,000","9,856,000","8,406,000","7,429,000","7,751,000","8,490,000","7,334,000","6,543,000","6,064,000","6,024,000","5,285,000","4,924,000","5,691,000","6,783,000","5,725,000","4,949,000","4,814,000","4,810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"10,046,000","10,336,000","9,168,000","7,550,000","7,150,000","6,429,000","4,984,000","5,830,000","6,885,000","7,474,000","7,545,000","7,696,000","6,887,000","6,221,000","6,624,000","6,245,000","6,129,000","5,194,000","5,748,000","1,108,000","2,106,000","1,677,000","2,036,000","2,189,000","2,032,000","1,730,000","1,926,000","1,885,000","1,384,000","1,177,000","1,182,000","872,000","993,000","891,000","1,168,000","971,000","894,000","1,112,000","931,000","1,313,000","1,058,000","888,000","941,000","675,000","632,000","801,000","829,000","567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"106,916,000","86,647,000","78,601,000","55,520,000","47,387,000","50,132,000","51,685,000","58,920,000","55,380,000","59,452,000","58,516,000","57,856,000","47,278,000","51,626,000","46,254,000","46,736,000","40,238,000","46,729,000","53,711,000","46,157,000","33,422,000","36,968,000","36,360,000","37,443,000","35,666,000","43,117,000","44,272,000","52,049,000","49,423,000","53,274,000","55,678,000","46,362,000","42,503,000","45,734,000","48,274,000","47,254,000","46,914,000","53,009,000","58,043,000","45,702,000","39,129,000","41,325,000","38,546,000","37,025,000","26,505,000","29,192,000","27,695,000","25,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"12,838,000","11,831,000","13,478,000","13,123,000","12,526,000","5,385,000","4,544,000","4,363,000","5,881,000","3,787,000","5,171,000","4,475,000","5,245,000","5,115,000","4,362,000","4,676,000","4,397,000","3,633,000","2,416,000","2,021,000","3,013,000","3,480,000","1,603,000","2,487,000","3,225,000","3,337,000","4,956,000","7,704,000","10,364,000","6,111,000","4,978,000","5,519,000","4,893,000","4,797,000","3,636,000","4,493,000","4,329,000","4,846,000","2,246,000","2,301,000","1,197,000","2,472,000","2,827,000","2,166,000","1,581,000","2,527,000","2,649,000","3,965,000","80,000","667,000","178,000","179,000","151,000","109,000","174,000","187,000","83,000","175,000","211,000","312,000","615,000","207,000","200,000","254,000","135,000","135,000","146,000","234,000","261,000","182,000","372,000","698,000","381,000","132,000","980,000","1,010,000","868,000","1,262,000","1,488,000","1,596,000","1,888,000","2,472,000","2,880,000","3,546,000","3,494,000",,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,000","2,832,000","3,212,000","2,965,000","2,534,000","2,741,000","2,724,000","2,687,000","3,128,000","3,006,000","2,922,000","2,337,000","2,270,000","2,270,000","2,270,000","2,270,000","1,698,000","1,698,000","1,698,000","1,698,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,000","2,832,000","3,212,000","2,965,000","2,534,000","2,741,000","2,724,000","2,687,000","3,128,000","3,006,000","2,922,000","2,337,000","2,270,000","2,270,000","2,270,000","2,270,000","1,698,000","1,698,000","1,698,000","1,698,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,105,000",,,,,"44,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,"0",,,,"0",,"0",,,,,"0","0","0",,,"48,000",,"0","391,000","391,000","1,029,000","2,459,000","3,890,000","8,052,000","12,343,000","8,996,000","9,062,000","7,700,000","2,000,000","800,000","700,000","600,000","400,000","400,000"
	TotalNonCurrentAssets,"409,287,000","404,881,000","361,059,000","140,159,000","140,736,000","138,569,000","138,256,000","108,036,000","108,195,000","109,393,000","102,674,000","104,291,000","104,669,000","104,627,000","104,551,000","106,348,000","107,224,000","108,005,000","109,309,000","43,350,000","43,050,000","43,512,000","44,541,000","44,656,000","46,263,000","46,211,000","77,304,000","153,229,000","149,658,000","156,953,000","167,998,000","181,465,000","214,912,000","215,042,000","215,138,000","212,969,000","214,923,000","216,244,000","192,872,000","150,436,000","149,970,000","150,730,000","148,453,000","149,941,000","150,384,000","150,076,000","152,720,000","153,059,000","637,000","696,000","776,000","860,000","946,000","1,032,000","1,118,000","1,204,000","1,293,000","1,381,000","1,474,000","1,555,000","1,630,000","1,699,000","1,745,000","1,827,000","1,910,000","2,952,000","2,123,000","2,196,000","2,331,000","2,409,000","2,496,000","3,994,000","576,000","76,000","41,000","64,000","68,000","877,000","3,174,000","4,775,000","17,356,000","18,953,000","67,784,000","72,551,000","76,256,000","82,214,000","85,172,000","79,803,000","19,277,000","16,400,000","16,500,000","15,600,000","16,200,000","15,700,000","8,300,000","7,700,000"
		NetPPE,"43,168,000","42,826,000","32,444,000","27,495,000","27,027,000","26,956,000","22,691,000","22,720,000","22,781,000","22,919,000","22,640,000","23,007,000","23,163,000","23,401,000","22,971,000","23,703,000","24,383,000","24,345,000","24,319,000","11,081,000","10,898,000","11,055,000","11,218,000","11,070,000","10,842,000","10,790,000","11,626,000","13,558,000","13,647,000","13,760,000","13,810,000","16,590,000","17,211,000","17,401,000","17,410,000","17,937,000","17,534,000","17,508,000","16,159,000","15,182,000","14,882,000","14,019,000","14,731,000","15,410,000","15,393,000","14,740,000","14,164,000","14,250,000","637,000","696,000","776,000","860,000","946,000","1,032,000","1,118,000","1,204,000","1,293,000","1,381,000","1,474,000","1,555,000","1,630,000","1,699,000","1,745,000","1,827,000","1,910,000","1,996,000","2,080,000","2,155,000","2,290,000","2,367,000","2,456,000","2,458,000","538,000","38,000","4,000","4,000",,"809,000","3,129,000","4,183,000","6,214,000","7,352,000","8,211,000","8,623,000","8,497,000","7,619,000","6,985,000","6,467,000","4,540,000","4,100,000","4,500,000","4,400,000","4,400,000","3,500,000","2,200,000","2,100,000"
			GrossPPE,"74,739,000","72,645,000","61,357,000","54,882,000","53,080,000","51,796,000","46,067,000","46,018,000","44,888,000","43,945,000","43,400,000","42,758,000","41,907,000","42,034,000","40,534,000","40,685,000","40,316,000","39,164,000","38,066,000","24,093,000","23,305,000","26,278,000","25,942,000","26,195,000","25,911,000","25,259,000","25,837,000","30,000,000","28,884,000","29,022,000","29,043,000","34,320,000","34,578,000","34,388,000","33,311,000","32,110,000","30,747,000","29,890,000","25,046,000","23,700,000","22,791,000","21,104,000","20,893,000","20,632,000","19,737,000","18,480,000","15,386,000","14,533,000",,"2,611,000",,,,"2,646,000",,,,,,,,,,,"1,910,000","1,996,000",,"2,155,000","2,290,000","2,367,000","2,539,000","2,541,000","621,000","121,000","1,599,000","1,599,000",,"2,404,000","10,070,000","11,124,000","13,155,000","14,293,000","15,259,000","15,671,000","15,545,000","14,667,000","13,199,000","11,849,000","9,293,000","8,400,000","9,100,000","8,400,000","7,900,000","6,600,000","4,200,000","4,100,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,
				LandAndImprovements,"4,160,000","4,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","3,160,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,330,000",,,,,,,,,,,,,,
				BuildingsAndImprovements,"16,544,000","16,403,000","7,650,000","7,412,000","7,333,000","7,324,000","6,958,000","6,976,000","6,964,000","6,964,000","6,939,000","6,939,000","6,889,000","6,870,000","6,793,000","6,805,000","6,800,000","6,800,000","6,827,000","4,137,000","4,137,000","4,169,000","4,169,000","4,151,000","4,124,000","4,093,000","4,055,000","4,406,000","4,111,000","4,167,000","4,056,000","5,055,000","5,019,000","4,999,000","4,990,000","4,966,000","4,924,000","4,568,000","4,345,000","3,843,000","3,678,000","3,498,000","3,439,000","3,037,000","3,019,000","3,011,000","2,687,000","2,685,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"49,600,000","47,770,000","45,052,000","39,717,000","39,135,000","38,270,000","33,441,000","34,040,000","33,430,000","32,131,000","31,607,000","31,033,000","30,437,000","30,243,000","29,988,000","29,989,000","29,615,000","28,483,000","27,729,000","16,347,000","15,888,000","18,737,000","18,220,000","18,081,000","18,152,000","17,839,000","18,361,000","22,344,000","21,196,000","21,458,000","21,875,000","25,864,000","26,186,000","25,321,000","24,470,000","23,467,000","21,050,000","20,617,000","17,062,000","15,297,000","14,998,000","14,116,000","13,534,000","13,372,000","11,565,000","11,188,000","9,065,000","7,616,000",,"718,000",,,,"753,000",,,,,,,,,,,,,,,,,,,,"87,000",,,,"2,404,000",,,,"12,963,000",,,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000",,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"4,435,000","4,312,000","5,495,000","4,593,000","3,452,000","3,042,000","2,508,000","1,842,000","1,334,000","1,690,000","1,694,000","1,626,000","1,421,000","1,761,000","593,000","731,000","741,000","721,000","350,000","759,000","430,000","522,000","703,000","1,113,000","785,000","477,000","571,000","400,000","727,000","547,000","262,000","551,000","523,000","1,218,000","1,001,000","827,000","1,923,000","1,855,000","789,000","1,710,000","1,265,000","640,000","1,070,000","1,373,000","2,303,000","1,431,000","784,000","1,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,893,000",,,,"1,893,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-31,571,000","-29,819,000","-28,913,000","-27,387,000","-26,053,000","-24,840,000","-23,376,000","-23,298,000","-22,107,000","-21,026,000","-20,760,000","-19,751,000","-18,744,000","-18,633,000","-17,563,000","-16,982,000","-15,933,000","-14,819,000","-13,747,000","-13,012,000","-12,407,000","-15,223,000","-14,724,000","-15,125,000","-15,069,000","-14,469,000","-14,211,000","-16,442,000","-15,237,000","-15,262,000","-15,233,000","-17,730,000","-17,367,000","-16,987,000","-15,901,000","-14,173,000","-13,213,000","-12,382,000","-8,887,000","-8,518,000","-7,909,000","-7,085,000","-6,162,000","-5,222,000","-4,344,000","-3,740,000","-1,222,000","-283,000",,"-1,915,000",,,,"-1,614,000",,,,,,,,,,,,,,,,,"-83,000","-83,000","-83,000","-83,000","-1,595,000","-1,595,000",,"-1,595,000","-6,941,000","-6,941,000","-6,941,000","-6,941,000","-7,048,000","-7,048,000","-7,048,000","-7,048,000","-6,214,000","-5,382,000","-4,753,000","-4,300,000","-4,600,000","-4,000,000","-3,500,000","-3,100,000","-2,000,000","-2,000,000"
		GoodwillAndOtherIntangibleAssets,"323,506,000","320,044,000","287,843,000","91,093,000","92,225,000","93,654,000","73,472,000","74,003,000","74,666,000","75,536,000","76,286,000","77,387,000","78,206,000","79,200,000","80,091,000","81,073,000","82,029,000","82,826,000","84,640,000","32,237,000","32,120,000","32,310,000","32,937,000","33,148,000","33,556,000","33,578,000","63,361,000","97,933,000","97,218,000","102,495,000","106,545,000","111,977,000","143,848,000","144,912,000","145,930,000","144,219,000","146,411,000","147,043,000","135,321,000","86,319,000","86,652,000","86,984,000","87,317,000","90,025,000","90,358,000","90,690,000","84,608,000","86,655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,587,000","10,815,000","49,561,000","51,550,000","54,740,000","58,214,000","60,455,000","62,488,000","6,511,000","6,600,000","10,700,000","11,200,000","11,600,000","12,000,000","5,800,000","5,500,000"
			Goodwill,"121,064,000","118,090,000","108,174,000","26,715,000","26,715,000","26,715,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","18,090,000","17,745,000","17,745,000","18,156,000",,,,,,,,"29,327,000","40,885,000","40,419,000","41,983,000","43,112,000","45,119,000","57,649,000","57,703,000","57,744,000","56,907,000","57,332,000","57,481,000","54,214,000","38,226,000","38,226,000","38,226,000","38,226,000","40,601,000","40,601,000","40,601,000","34,186,000","35,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
