name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
		StockBasedCompensation,"241,000,000","50,000,000","59,000,000","63,000,000","69,000,000","64,000,000","69,000,000","80,000,000","67,000,000","67,000,000","68,000,000","86,000,000","70,000,000","70,000,000","91,000,000","56,900,000","35,900,000","42,200,000","38,900,000","43,600,000","44,400,000","42,700,000","40,300,000","41,900,000","44,800,000","37,600,000","37,200,000","42,400,000","41,500,000","27,100,000","43,200,000","36,800,000","50,100,000","38,800,000","42,300,000","40,600,000","41,600,000","21,500,000","22,800,000","52,200,000","39,000,000","32,500,000","36,700,000","37,200,000","38,300,000","22,600,000","39,400,000","39,500,000","43,000,000","14,100,000","37,900,000","39,000,000","51,900,000","24,800,000","26,700,000","39,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-4,800,000","-2,700,000","-6,200,000","-39,800,000","-3,300,000","-3,500,000","-20,200,000","-68,800,000","-6,500,000","-10,600,000","-6,900,000","-22,400,000","-6,600,000","-9,700,000","-9,600,000","-4,200,000","-5,600,000","-500,000","-3,400,000","-19,300,000","-3,800,000","-2,300,000","-13,500,000","-22,600,000","-3,000,000","-2,200,000","-1,300,000","-21,600,000","-4,300,000","-3,600,000","-1,000,000","-700,000","-1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,,,,,,,,"3,000,000","0","0","-1,000,000","-6,000,000","-1,200,000","-900,000","19,100,000",,,,,,,,,"-7,500,000","-2,300,000","-2,900,000","3,400,000","300,000","74,800,000","3,000,000","3,000,000","0",,,,,"0","1,300,000","300,000","800,000","700,000","1,200,000","600,000","600,000","-100,000","1,900,000","-500,000","7,400,000","-370,900,000","379,600,000","300,000","1,200,000","-54,300,000","153,100,000","-92,800,000","-92,100,000","-82,400,000","-132,900,000","-123,500,000","-110,200,000","-99,100,000","-62,400,000","-88,100,000","-210,800,000","-779,900,000","472,200,000","300,000","55,500,000","33,600,000","-107,700,000","122,200,000","5,500,000","57,500,000","26,900,000","183,800,000","100,700,000","-118,500,000","-41,700,000","156,600,000","54,900,000"
		ChangeInWorkingCapital,"1,060,000,000","432,000,000","616,000,000","405,000,000","-285,000,000","457,000,000","3,279,000,000","-1,546,000,000","2,896,000,000","574,000,000","-29,000,000","192,000,000","-89,000,000","-266,000,000","-489,000,000","-815,400,000","-886,500,000","588,900,000","-2,063,700,000","1,524,400,000","-663,400,000","1,570,600,000","-435,800,000","171,200,000","-423,000,000","112,700,000","561,700,000","-302,100,000","-102,700,000","570,300,000","-340,900,000","-388,600,000","171,700,000","397,100,000","-408,500,000","426,800,000","-596,700,000","-188,500,000","228,900,000","-806,500,000","-304,100,000","210,500,000","-431,900,000","591,100,000","-144,100,000","47,000,000","-206,000,000","-20,500,000","-654,200,000","-1,363,800,000","771,600,000","368,600,000","-595,900,000","109,500,000","-379,700,000","-474,500,000","-894,500,000","235,300,000","-34,800,000","-516,900,000","-115,600,000","1,161,900,000","227,500,000","-431,100,000","-629,900,000","791,800,000","186,600,000","616,700,000","-454,400,000","-100,100,000","385,100,000","90,000,000","-264,700,000","-147,400,000","189,100,000","1,900,000","-160,100,000","-244,900,000","43,000,000","275,300,000","-48,100,000","-115,200,000","-76,000,000"
			ChangeInReceivables,"-2,228,000,000","-1,348,000,000","-387,000,000","-119,000,000","-374,000,000","-1,258,000,000","589,000,000","-532,000,000","326,000,000","-639,000,000","-173,000,000","-291,000,000","164,000,000","-753,000,000","128,000,000","-252,900,000","-606,800,000","36,700,000","-633,800,000","746,300,000","-411,000,000","276,300,000","-1,204,300,000","156,600,000","-162,300,000","-170,500,000","-496,900,000","772,500,000","111,100,000","-429,600,000","-879,000,000","-181,700,000","-223,000,000","-616,000,000","-50,300,000","251,700,000","-222,000,000","-397,700,000","323,100,000","333,700,000","-164,600,000","-302,300,000","-44,600,000","-298,600,000","209,600,000","-268,200,000","132,500,000","282,500,000","-25,500,000","-279,800,000","-356,800,000","249,100,000","109,600,000","-486,100,000","180,800,000","-126,600,000","-158,900,000","-454,000,000","-7,200,000","-242,500,000","10,100,000","-209,000,000","26,800,000","-208,600,000","-231,100,000","-236,500,000","-12,900,000","-127,800,000","-7,800,000","-85,600,000","72,700,000","-39,400,000","-30,600,000","-4,000,000","-30,200,000","-84,900,000","-115,300,000","-21,400,000","-76,700,000","37,200,000","4,800,000","-72,600,000","-33,800,000"
				ChangesInAccountReceivables,,,,,,,,,,,"-173,000,000","-291,000,000","164,000,000","-753,000,000","128,000,000","-252,900,000","-606,800,000","36,700,000","-633,800,000","746,300,000","-411,000,000","276,300,000","-1,204,300,000","156,600,000","-162,300,000","-170,500,000","-496,900,000","772,500,000","111,100,000","-429,600,000","-879,000,000","-181,700,000","-223,000,000","-616,000,000","-50,300,000","251,700,000","-222,000,000","-397,700,000",,,,,,,,,,,,,,,,,,,"-122,800,000","-585,300,000","220,700,000","-240,000,000","-5,700,000","-222,300,000","227,200,000","-299,000,000","-181,800,000","-523,300,000","-75,800,000","-181,700,000","-33,100,000","-109,100,000","-400,000","-44,200,000","-37,300,000","-9,300,000","-20,600,000","-74,400,000","-137,800,000","-18,300,000","-97,900,000","71,700,000","-3,100,000","-78,800,000",
			ChangeInPayablesAndAccruedExpense,"789,000,000","428,000,000","-374,000,000","533,000,000","202,000,000","358,000,000","25,000,000","85,000,000","1,280,000,000","588,000,000","338,000,000","84,000,000","14,000,000","-1,029,000,000","-634,000,000","727,200,000","329,200,000","-300,400,000","358,100,000","616,700,000","170,800,000","-223,800,000","93,300,000","-256,700,000","269,200,000","10,800,000","84,300,000","-534,700,000","420,500,000","-189,400,000","-3,900,000","-223,500,000","350,300,000","-137,300,000","207,700,000","159,700,000","160,200,000","-224,000,000","119,700,000","-142,200,000","4,300,000","-388,300,000","189,400,000","-50,000,000","-4,000,000","-344,100,000","1,238,100,000","308,100,000","-485,300,000","-1,119,100,000","1,844,900,000","378,000,000","-346,100,000","467,400,000","-59,800,000","137,500,000","-183,000,000","-48,300,000","-36,200,000","120,900,000","-900,000","-319,000,000","-46,500,000","258,800,000","-200,800,000","-103,200,000","242,200,000","158,700,000","243,200,000","-334,300,000","240,000,000","90,500,000","-17,900,000","-121,000,000","57,100,000","64,100,000","16,900,000","-114,300,000","2,500,000","118,200,000","1,500,000","-85,200,000","18,400,000"
				ChangeInPayable,"789,000,000","428,000,000","-374,000,000","533,000,000","202,000,000","358,000,000","25,000,000","85,000,000","1,280,000,000","588,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-142,200,000",,"2,700,000",,"-50,000,000",,"99,700,000",,"308,100,000","-485,300,000","-1,119,100,000","1,844,900,000","378,000,000","-346,100,000","467,400,000","-59,800,000","137,500,000","-183,000,000","-48,300,000","-36,200,000","120,900,000","-900,000","-319,000,000","-46,500,000","258,800,000","-200,800,000","-103,200,000","242,200,000","158,700,000","243,200,000","-334,300,000","240,000,000","90,500,000","-17,900,000","-121,000,000","57,100,000","64,100,000","16,900,000","-114,300,000","2,500,000","118,200,000","1,500,000","-85,200,000","18,400,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-75,900,000",,"391,000,000",,"-94,000,000",,"443,800,000",,"163,700,000","-477,300,000","-830,300,000","1,135,700,000","162,700,000","-254,100,000","347,100,000","-91,200,000","79,000,000","-324,100,000","289,000,000","22,500,000","169,900,000","-245,300,000","500,200,000","38,000,000","-131,600,000","-221,800,000","203,400,000","44,500,000","125,500,000","19,700,000","269,900,000","-92,300,000","91,300,000","-154,700,000","30,200,000","49,400,000","33,000,000","-26,200,000","5,300,000","28,100,000","27,900,000","-32,800,000","2,100,000","-1,700,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-75,900,000",,"391,000,000",,"-94,000,000",,"443,800,000",,"163,700,000","-477,300,000","-830,300,000","1,135,700,000","162,700,000","-254,100,000","347,100,000","-91,200,000","79,000,000","-324,100,000","289,000,000","22,500,000","169,900,000","-245,300,000","500,200,000","38,000,000","-131,600,000","-221,800,000","203,400,000","44,500,000","125,500,000","19,700,000","269,900,000","-92,300,000","91,300,000","-154,700,000","30,200,000","49,400,000","33,000,000","-26,200,000","5,300,000","28,100,000","27,900,000","-32,800,000","2,100,000","-1,700,000"
					ChangeInAccountPayable,"789,000,000","428,000,000","-374,000,000","533,000,000","202,000,000","358,000,000","25,000,000","85,000,000","1,280,000,000","588,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-436,600,000","513,800,000","-248,100,000","-472,000,000","157,500,000","887,100,000","-37,700,000","17,900,000","-244,700,000","1,111,700,000","217,900,000","198,800,000","33,100,000","-260,900,000","388,600,000","83,100,000","-178,900,000","-13,100,000","182,800,000","97,100,000","76,100,000","-90,900,000","215,100,000","48,200,000","-51,300,000","121,400,000",
			ChangeInOtherCurrentAssets,"-71,000,000","-346,000,000","493,000,000","-235,000,000","17,000,000","-308,000,000","667,000,000","-520,000,000","0","-462,000,000","92,000,000","-24,000,000","-140,000,000","-146,000,000","724,000,000","-294,800,000","-57,600,000","-398,600,000","-121,300,000","-198,400,000","-124,800,000","-220,000,000","795,800,000","-645,200,000","-175,000,000","-122,700,000","644,800,000","-212,200,000","-191,800,000","-201,100,000","710,600,000","-200,300,000","-42,400,000","-84,100,000","-102,000,000","34,600,000","85,500,000","-66,800,000","100,200,000","31,800,000","3,900,000","-95,600,000","-152,400,000","40,800,000","15,700,000","-172,200,000","-234,000,000","4,200,000","-17,700,000","-67,500,000","-152,200,000","-43,900,000","8,000,000","6,300,000","-152,500,000",,,"-585,300,000","220,700,000","-240,000,000","-5,700,000","-222,300,000","227,200,000","-299,000,000","-181,800,000","-523,300,000","-75,800,000","-181,700,000","-33,100,000","-109,100,000","-400,000","-44,200,000","-37,300,000","-9,300,000","-20,600,000","-74,400,000","-137,800,000","-18,300,000","-97,900,000","71,700,000","-3,100,000","-78,800,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,"-527,000,000","43,000,000","-43,000,000","675,000,000","-215,000,000","119,900,000","-77,300,000","147,400,000","-371,200,000","169,500,000","41,200,000","40,300,000","224,100,000","398,700,000","-56,600,000","39,500,000","217,100,000","-18,800,000","87,000,000","401,100,000","-239,300,000","19,900,000","104,100,000","107,400,000","-76,600,000","-62,600,000","-50,500,000","35,100,000","44,300,000","-262,700,000","167,500,000","-81,900,000","321,600,000","302,400,000","98,300,000","242,100,000","60,400,000","-609,500,000","-104,600,000","114,600,000","-559,900,000","-218,200,000","-359,600,000","113,400,000","-389,100,000","-303,900,000","-449,600,000","513,800,000","-248,100,000","-472,000,000","157,500,000","887,100,000","-37,700,000","17,900,000","-244,700,000","1,111,700,000","217,900,000","198,800,000","33,100,000","-260,900,000","388,600,000","83,100,000","-178,900,000","-13,100,000","182,800,000","97,100,000","76,100,000","-90,900,000","215,100,000","48,200,000","-51,300,000","121,400,000",
			ChangeInOtherWorkingCapital,"353,000,000","623,000,000","615,000,000","-190,000,000","-587,000,000","210,000,000","94,000,000","-1,179,000,000","958,000,000","395,000,000","-191,000,000","237,000,000","-544,000,000","196,000,000","11,000,000","-1,168,700,000","-424,900,000","1,664,600,000","-1,752,500,000","169,700,000","-463,500,000","1,567,700,000","-915,900,000","821,400,000","-379,600,000","382,800,000","-108,000,000","-2,700,000","-425,400,000","606,400,000","-39,700,000","-80,000,000","-324,900,000","581,500,000","-171,800,000","35,000,000","-360,300,000","394,000,000","-304,700,000","14,200,000","-398,900,000","381,000,000","-745,900,000","743,200,000","-453,800,000","432,800,000","-1,244,400,000","-5,800,000","-21,100,000","-12,000,000","-4,400,000","3,600,000","-7,800,000","8,500,000","40,900,000","-97,100,000","-688,300,000","809,100,000","36,000,000","316,700,000","-276,600,000","1,025,100,000","57,700,000","-200,200,000","228,500,000","543,100,000","-184,800,000",,,"689,800,000",,,,,,,,,,,,,
InvestingCashFlow,"-8,909,000,000","-1,578,000,000","-966,000,000","-1,440,000,000","-4,925,000,000","-2,307,000,000","305,000,000","89,000,000","-4,934,000,000","-2,784,000,000","723,000,000","-1,698,000,000","-1,165,000,000","-652,000,000","773,000,000","-687,800,000","-778,300,000","-565,900,000","-3,620,700,000","807,100,000","-1,041,800,000","-1,227,000,000","670,900,000","523,000,000","-316,800,000","-1,391,000,000","630,700,000","244,500,000","684,900,000","-2,711,600,000","660,100,000","-107,700,000","-783,000,000","-744,300,000","-147,600,000","-23,400,000","-867,800,000","-1,195,600,000","-1,266,500,000","-1,317,900,000","-1,987,300,000","20,100,000","381,200,000","-853,000,000","-752,300,000","282,100,000","-102,600,000","-849,000,000","-511,800,000","191,900,000","4,163,300,000","-201,600,000","-168,000,000","-790,900,000","152,700,000","6,500,000","-600,000","457,600,000","319,700,000","-166,000,000","-260,400,000","-662,200,000","-295,600,000","-488,000,000","939,000,000","-612,700,000","-2,814,600,000","-585,200,000","-169,800,000","-850,600,000","-1,956,700,000","-727,300,000","426,000,000","-115,900,000","-569,400,000","-7,300,000","-135,300,000","-401,600,000","-451,100,000","-1,014,000,000","186,700,000","-133,500,000","-147,600,000"
	CashFlowFromContinuingInvestingActivities,"-8,909,000,000","-1,578,000,000","-966,000,000","-1,440,000,000","-4,925,000,000","-2,307,000,000","305,000,000","89,000,000","-4,934,000,000","-2,784,000,000","723,000,000","-1,698,000,000","-1,165,000,000","-652,000,000","773,000,000","-687,800,000","-778,300,000","-565,900,000","-3,620,700,000","807,100,000","-1,041,800,000","-1,227,000,000","670,900,000","523,000,000","-316,800,000","-1,391,000,000","630,700,000","244,500,000","684,900,000","-2,711,600,000","660,100,000","-107,700,000","-783,000,000","-744,300,000","-147,600,000","-23,400,000","-867,800,000","-1,195,600,000","-1,266,500,000","-1,317,900,000","-1,987,300,000","20,100,000","381,200,000","-853,000,000","-752,300,000","282,100,000","-102,600,000","-849,000,000","-511,800,000","191,900,000","4,163,300,000","-201,600,000","-168,000,000","-790,900,000","152,700,000","6,500,000","-600,000","457,600,000","319,700,000","-166,000,000","-260,400,000","-662,200,000","-295,600,000","-488,000,000","939,000,000","-612,700,000","-2,814,600,000","-585,200,000","-169,800,000","-850,600,000","-1,956,700,000","-727,300,000","426,000,000","-115,900,000","-569,400,000","-7,300,000","-135,300,000","-401,600,000","-451,100,000","-1,014,000,000","186,700,000","-133,500,000","-147,600,000"
		NetPPEPurchaseAndSale,"-1,137,000,000","-254,000,000","-340,000,000","-258,000,000","-285,000,000","-204,000,000","-278,000,000","-306,000,000","-233,000,000","-204,000,000","-351,000,000","-271,000,000","-221,000,000","-234,000,000","-320,000,000","-355,500,000","-314,300,000","-218,200,000","-277,300,000","-218,700,000","-166,300,000","-127,900,000","-168,000,000","-164,400,000","-133,700,000","-117,500,000","-229,900,000","-143,300,000","-140,900,000","-88,800,000","-216,000,000","-139,400,000","-135,500,000","-135,700,000","-199,200,000","-158,600,000","-142,000,000","-107,500,000","-169,800,000","-149,000,000","-101,900,000","-123,800,000","-182,700,000","-129,500,000","-101,700,000","-101,900,000","-123,000,000","-110,200,000","-100,300,000","-117,100,000","-106,100,000","-114,400,000","-88,800,000","-68,700,000","-108,300,000","-79,900,000","-70,200,000","-74,500,000","-105,800,000","-46,400,000","-55,900,000","-56,600,000","-68,300,000","-46,400,000","-37,800,000","-35,000,000","-40,800,000","-31,900,000","-43,300,000","-35,600,000","-43,600,000","-31,700,000","-27,800,000","-24,600,000","-23,400,000","-28,100,000","-36,000,000","-13,800,000","-33,500,000","-34,700,000","-14,400,000","-27,000,000","-15,000,000"
			PurchaseOfPPE,"-1,137,000,000","-254,000,000","-340,000,000","-258,000,000","-285,000,000","-204,000,000","-278,000,000","-306,000,000","-233,000,000","-204,000,000","-351,000,000","-271,000,000","-221,000,000","-234,000,000","-320,000,000","-355,500,000","-314,300,000","-218,200,000","-283,300,000","-218,700,000","-169,600,000","-127,900,000","-168,000,000","-164,400,000","-133,700,000","-117,500,000","-229,900,000","-178,600,000","-140,900,000","-88,800,000","-304,000,000","-139,400,000","-135,500,000","-135,700,000","-238,400,000","-158,600,000","-142,000,000","-107,500,000","-169,800,000","-149,100,000","-102,200,000","-123,800,000","-185,100,000","-127,800,000","-104,700,000","-101,900,000","-117,800,000","-110,800,000","-102,600,000","-120,200,000","-106,100,000","-114,400,000","-89,000,000","-68,900,000","-109,700,000","-79,900,000","-77,000,000","-79,000,000","-110,500,000","-91,400,000","-63,500,000","-56,600,000","-63,400,000","-57,700,000","-36,400,000","-36,400,000","-43,000,000","-33,200,000","-48,500,000","-37,100,000","-51,200,000","-33,000,000","-27,900,000","-24,700,000","-27,600,000","-29,100,000","-37,300,000","-16,700,000","-41,600,000","-38,800,000","-15,000,000","-27,900,000","-17,000,000"
