name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
				TotalTaxPayable,"5,072,000","5,072,000",,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,"65,000","155,000",,,,,,,,
				OtherPayable,,,,,,,,,,,"7,126,847","6,219,546","3,955,373"
			CurrentAccruedExpenses,"13,310,000","9,731,000","62,283,000","49,639,000","41,418,000","14,081,000","21,851,000","16,650,000","11,094,000","2,603,000","8,661,813","5,107,100","2,764,870"
				InterestPayable,,,,,,"1,049,000",,,,"71,000",,,
		CurrentProvisions,,,,,,"704,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"9,929,000","22,460,000",,,,"10,826,000",,,,"4,162,000",,,
		CurrentDebtAndCapitalLeaseObligation,"83,260,000","82,541,000","66,500,000","5,000,000","4,000,000","4,000,000",,,,,,,"527,005"
			CurrentDebt,"70,021,000","70,021,000","66,500,000","5,000,000","4,000,000","4,000,000",,,,,,,"527,005"
				CurrentNotesPayable,"61,500,000","61,500,000","61,500,000",,,,,,,,,,
				OtherCurrentBorrowings,"8,521,000","8,521,000","5,000,000",,,,,,,,,,
			CurrentCapitalLeaseObligation,"13,239,000","12,520,000",,,,,,,,,,,
		CurrentDeferredLiabilities,"32,000,000","30,533,000",,,,"19,761,000",,,,"5,349,000","4,349,299","4,791,536","1,449,848"
			CurrentDeferredRevenue,"22,059,000","18,178,000",,,,"11,606,000",,,,"5,349,000","4,349,299","4,791,536","1,449,848"
		OtherCurrentLiabilities,"26,142,000","38,474,000","43,975,000","90,160,000","27,467,000","8,212,000","7,065,000","4,212,000","2,788,000","2,700,000","2,851,433","1,792,748","1,334,310"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,171,703,000","1,148,062,000","737,630,000","589,144,000","521,050,000","542,526,000","181,517,000","302,437,000","113,453,000","88,669,000","401,607,870","313,049,949","123,148,275"
		LongTermDebtAndCapitalLeaseObligation,"960,794,000","920,971,000","597,341,000","497,985,000","380,826,000","381,382,000","101,000,000","226,000,000","60,363,000","40,363,000","193,425,293","169,830,293","72,238,800"
			LongTermDebt,"888,172,000","849,614,000","597,341,000","497,985,000","380,826,000","381,382,000","101,000,000","226,000,000","60,363,000","40,363,000","193,425,293","169,830,293","72,238,800"
			LongTermCapitalLeaseObligation,"72,622,000","71,357,000",,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,"223,000","173,000","125,000","98,000","101,000","71,000","39,000","0","172,238,469","110,596,275","39,353,918"
		OtherNonCurrentLiabilities,"210,909,000","227,091,000","140,289,000","91,159,000","140,224,000","161,144,000","80,517,000","76,437,000","53,090,000","48,306,000","35,944,108","32,623,381","11,555,557"
TotalEquityGrossMinorityInterest,"1,239,035,000","1,187,556,000","1,111,715,000","792,347,000","805,646,000","769,968,000","416,695,000","422,634,000","254,844,000","237,274,000","-121,287,462","-60,794,824","-16,550,677"
	StockholdersEquity,"639,439,000","608,383,000","576,275,000","384,701,000","389,268,000","367,783,000","223,430,000","224,514,000","82,817,000","73,285,000","-206,282,636","-129,125,032","-63,695,472"
		CapitalStock,"594,000","592,000","569,000","471,000","465,000","455,000","343,000","337,000","203,000","198,000","0","0","0"
			CommonStock,"594,000","592,000","569,000","471,000","465,000","455,000","343,000","337,000","203,000","198,000","0","0","0"
		AdditionalPaidInCapital,"671,143,000","663,002,000","608,291,000","404,025,000","398,885,000","392,139,000","237,644,000","235,520,000","90,443,000","82,425,000",,,
		RetainedEarnings,"-32,123,000","-54,992,000","-32,322,000","-19,489,000","-9,733,000","-24,346,000","-14,038,000","-10,770,000","-7,182,000","-8,650,000","-206,042,198","-128,869,332","-63,605,576"
		OtherEquityInterest,"-175,000","-219,000","-263,000","-306,000","-349,000","-465,000","-519,000","-573,000","-647,000","-688,000","-240,438","-255,700","-89,896"
	MinorityInterest,"599,596,000","579,173,000","535,440,000","407,646,000","416,378,000","402,185,000","193,265,000","198,120,000","172,027,000","163,989,000","84,995,174","68,330,208","47,144,795"
TotalCapitalization,"1,527,611,000","1,457,997,000","1,173,616,000","882,686,000","770,094,000","749,165,000","324,430,000","450,514,000","143,180,000","113,648,000","-12,857,343","40,705,261","8,543,328"
CommonStockEquity,"639,439,000","608,383,000","576,275,000","384,701,000","389,268,000","367,783,000","223,430,000","224,514,000","82,817,000","73,285,000","-206,282,636","-129,125,032","-63,695,472"
CapitalLeaseObligations,"85,861,000","83,877,000",,,,,,,,,,,
NetTangibleAssets,"-1,520,565,000","-1,564,825,000","-961,769,000","-834,352,000","-827,609,000","-838,039,000","-324,521,000","-320,465,000","-225,978,000","-183,635,000","-469,490,876","-361,775,343","-159,203,555"
WorkingCapital,"103,897,000","37,704,000","276,678,000","135,995,000","83,447,000","84,569,000","34,521,000","165,740,000","48,970,000","60,101,000","2,573,482","5,626,050","5,366,583"
InvestedCapital,"1,597,632,000","1,528,018,000","1,240,116,000","887,686,000","774,094,000","753,165,000","324,430,000","450,514,000","143,180,000","113,648,000","-12,857,343","40,705,261","9,070,333"
TangibleBookValue,"-1,520,565,000","-1,564,825,000","-961,769,000","-834,352,000","-827,609,000","-838,039,000","-324,521,000","-320,465,000","-225,978,000","-183,635,000","-469,490,876","-361,775,343","-159,203,555"
TotalDebt,"1,044,054,000","1,003,512,000","663,841,000","502,985,000","384,826,000","385,382,000","101,000,000","226,000,000","60,363,000","40,363,000","193,425,293","169,830,293","72,765,805"
NetDebt,"801,382,000","781,343,000","289,391,000","278,506,000","294,282,000","276,920,000","50,780,000","31,622,000","8,238,000",,"182,319,154","157,009,990","64,770,687"
ShareIssued,"58,790,758","58,602,859","56,386,926","46,583,582","45,925,711","44,953,166","33,932,868","33,302,477","19,847,354","19,362,984","16,400,000","16,400,000","16,400,000"
OrdinarySharesNumber,"58,790,758","58,602,859","56,386,926","46,583,582","45,925,711","44,953,166","33,932,868","33,302,477","19,847,354","19,362,984","16,400,000","16,400,000","16,400,000"
