name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
		RestrictedCash,"8,296,000","10,681,000","10,986,000","10,928,000","8,724,000","10,329,000","10,845,000","8,863,000","11,599,000","13,562,000","16,137,000","18,065,000","21,342,000","25,145,000","28,383,000","27,881,000","25,398,000","27,166,000","27,693,000","25,025,000","24,116,000","25,083,000","24,933,000","22,508,000","21,420,000","19,273,000","16,519,000","18,545,000","14,684,000","12,030,000","15,301,000","8,060,000","5,286,000","4,605,000","5,062,000","2,686,000","2,268,000","2,949,000","2,598,000","2,872,000","3,669,000","5,299,000","7,841,000","15,637,000","3,411,000","3,018,000","5,689,000","2,500,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,"5,172,000",,"7,166,000","7,547,000","7,461,000",,,"6,840,000","6,763,000","7,113,000","5,647,000","5,463,000","5,299,000","6,312,000","5,186,000","5,709,000","6,085,000","6,350,000",,,,"4,710,000","1,047,000",
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","5,172,000","0","0","0","0","0",,"0","0","1,879,000","8,034,000","7,948,000","7,733,000","8,118,000","0","0","0",,"0","0","0","0","0","567,000"
	TotalNonCurrentAssets,"1,398,105,000","1,375,036,000","1,388,028,000","1,324,746,000","1,329,996,000","1,334,850,000","1,380,850,000","1,384,746,000","1,391,709,000","1,411,151,000","1,413,531,000","1,405,888,000","1,420,845,000","1,400,446,000","1,356,258,000","1,336,728,000","1,343,511,000","1,349,147,000","1,293,513,000","1,245,285,000","1,250,839,000","1,258,586,000","1,265,956,000","1,274,230,000","1,279,428,000","1,290,104,000","1,297,140,000","1,205,947,000","1,214,096,000","1,132,091,000","1,005,742,000","981,115,000","657,955,000","660,764,000","549,871,000","519,884,000","478,575,000","445,748,000","411,718,000","416,663,000","424,976,000","438,818,000","409,475,000","215,089,000","215,781,000","208,080,000","154,040,000","73,132,000"
		NetPPE,"19,816,000","19,985,000","20,151,000","20,317,000","20,480,000","20,641,000","20,801,000","20,959,000","21,115,000","21,270,000","21,424,000","21,576,000","22,936,000","1,373,773,000","1,328,560,000",,"1,314,504,000","1,320,082,000","1,263,183,000","1,215,677,000","1,226,264,000","1,233,094,000","1,240,155,000","1,247,305,000","1,251,143,000","1,258,452,000","1,265,038,000","1,172,798,000","1,180,031,000","1,096,425,000",,"970,954,000","650,428,000","652,877,000","543,709,000","501,038,000","460,545,000","426,074,000","396,666,000","399,732,000","402,633,000","402,815,000","402,631,000","210,543,000","211,709,000",,"154,040,000","73,117,000"
			GrossPPE,"19,816,000","19,985,000","20,151,000","20,317,000","20,480,000","21,270,000","20,801,000","20,959,000","21,115,000","21,270,000","21,884,000","21,883,000","22,936,000","1,609,814,000","1,552,425,000",,"1,514,627,000","1,508,236,000","1,445,548,000","1,387,163,000","1,386,103,000","1,380,996,000","1,377,258,000","1,377,501,000","1,383,661,000","1,378,563,000","1,372,383,000","1,267,650,000","1,264,176,000","1,173,264,000",,"1,026,868,000","699,023,000","695,194,000","580,336,000","532,946,000","488,456,000","450,255,000","417,461,000","417,154,000","416,961,000","413,829,000","410,845,000","215,378,000","215,675,000",,"155,222,000","73,514,000"
				Properties,,,,,,,,,,,,,,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0"
				LandAndImprovements,,,,,,,,,,,,,,"296,253,000","293,353,000",,"291,053,000","291,054,000","284,655,000","274,554,000","274,554,000","274,554,000","274,543,000","274,543,000","274,543,000","274,543,000","274,543,000","261,113,000","261,108,000","261,108,000",,"244,236,000","94,847,000","94,847,000","78,619,000","72,607,000","69,546,000","63,428,000","59,113,000","60,064,000","60,064,000","60,064,000","59,957,000","24,695,000","24,620,000",,"20,720,000","12,120,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,"1,214,780,000","1,167,482,000",,"1,142,375,000","1,140,477,000","1,087,046,000","1,045,697,000","1,048,398,000","1,045,880,000","1,037,645,000","1,034,807,000","1,033,522,000","1,031,649,000","1,028,915,000","937,048,000","935,969,000","844,396,000",,"720,061,000","560,424,000","559,713,000","462,114,000","424,960,000","387,942,000","360,301,000","337,130,000","335,475,000","332,507,000","332,399,000","331,511,000","180,491,000","176,670,000",,"128,546,000","57,973,000"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,"73,411,000","67,583,000",,"64,051,000","63,443,000","59,040,000","53,603,000","50,803,000","50,495,000","50,586,000","53,497,000","65,019,000","63,542,000","61,668,000","57,766,000","58,539,000","61,186,000",,"56,179,000","37,051,000","36,628,000","32,382,000","29,041,000","23,779,000","21,381,000","20,240,000","20,144,000","17,793,000","17,469,000","16,969,000","9,176,000","6,301,000",,"5,956,000","3,421,000"
				OtherProperties,"19,816,000","19,985,000","20,151,000","20,317,000","20,480,000","21,270,000","20,801,000","20,959,000","21,115,000","21,270,000","21,884,000","21,883,000","22,936,000",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0"
				ConstructionInProgress,,,,,,,,,,,,,,"25,370,000","24,007,000",,"17,148,000","13,262,000","14,807,000","13,309,000","12,348,000","10,067,000","14,484,000","14,654,000","10,577,000","8,829,000","7,257,000","11,723,000","8,560,000","6,574,000",,"6,392,000","6,701,000","4,006,000","7,221,000","6,338,000","7,189,000","5,145,000","978,000","1,471,000","6,597,000","3,897,000","2,408,000","1,016,000","8,084,000",,,
			AccumulatedDepreciation,,,,,,"-629,000",,,,,"-460,000","-307,000",,"-236,041,000","-223,865,000",,"-200,123,000","-188,154,000","-182,365,000","-171,486,000","-159,839,000","-147,902,000","-137,103,000","-130,196,000","-132,518,000","-120,111,000","-107,345,000","-94,852,000","-84,145,000","-76,839,000",,"-55,914,000","-48,595,000","-42,317,000","-36,627,000","-31,908,000","-27,911,000","-24,181,000","-20,795,000","-17,422,000","-14,328,000","-11,014,000","-8,214,000","-4,835,000","-3,966,000",,"-1,182,000","-397,000"
		InvestmentProperties,"1,373,643,000","1,350,424,000","1,363,464,000","1,299,865,000","1,304,526,000","1,308,825,000","1,354,484,000","1,359,263,000","1,366,471,000","1,367,612,000","1,368,065,000","1,358,667,000","1,372,077,000","1,373,773,000","1,328,560,000","1,308,571,000","1,314,504,000","1,320,082,000","1,263,183,000","1,215,677,000","1,226,264,000","1,233,094,000","1,240,155,000","1,247,305,000","1,251,143,000","1,258,452,000","1,265,038,000","1,172,798,000","1,180,031,000","1,096,425,000","994,848,000","970,954,000","650,428,000","652,877,000","543,709,000","501,038,000","460,545,000","426,074,000",,,,,,,,,,
		InvestmentsAndAdvances,,,,,,"0","0","0",,"17,969,000","19,506,000","20,915,000","20,857,000","21,545,000","22,542,000","22,776,000","23,491,000","24,389,000","25,448,000","25,345,000","20,120,000","20,424,000","20,944,000","21,853,000","23,113,000","23,618,000","24,936,000","25,602,000","26,604,000","28,152,000","3,692,000","3,321,000","764,000","774,000","515,000","13,383,000","12,731,000","13,362,000","15,052,000","16,931,000","22,343,000","36,003,000",,,,"208,080,000",,
			LongTermEquityInvestment,,,,,,"0","0","0",,"17,969,000","19,506,000","20,915,000","20,857,000","21,545,000","22,542,000","22,776,000","23,491,000","24,389,000","25,448,000","25,345,000","20,120,000","20,424,000","20,944,000","21,853,000","23,113,000","23,618,000","24,936,000","25,602,000","26,604,000","28,152,000","3,692,000","3,321,000","764,000","774,000","515,000","13,383,000","12,731,000","13,362,000",,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,"0","0","0",,"17,969,000","19,506,000","20,915,000","20,857,000","21,545,000","22,542,000","22,776,000","23,491,000","24,389,000","25,448,000","25,345,000","20,120,000","20,424,000","20,944,000","21,853,000","23,113,000","23,618,000","24,936,000","25,602,000","26,604,000","28,152,000","3,692,000","3,321,000","764,000","774,000","515,000","13,383,000","12,731,000","13,362,000",,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,383,000","12,731,000","13,362,000","15,052,000",,,,,,,,,
		NonCurrentDeferredAssets,"4,646,000","4,627,000","4,413,000","4,564,000","4,990,000","5,384,000","5,565,000","4,524,000","4,123,000","4,300,000","4,536,000","4,730,000","4,975,000","5,128,000","5,156,000","5,381,000","5,516,000","4,676,000","4,882,000","4,263,000","4,455,000","5,068,000","4,857,000","5,072,000","5,172,000","8,034,000","7,166,000","7,547,000","7,461,000","7,514,000","7,202,000","6,840,000","6,763,000","7,113,000","5,647,000","5,463,000","5,299,000","6,312,000",,"5,709,000",,,"6,844,000","4,546,000","4,072,000",,,
			NonCurrentDeferredTaxesAssets,,,,,,"0","29,000","29,000","29,000","29,000","58,000","58,000","58,000","58,000","30,000","30,000","30,000","30,000","0","0","0","426,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,"2,431,000","3,757,000",,"5,555,000","2,523,000","4,350,000","5,103,000","5,200,000","2,778,000","4,248,000","5,437,000",,"3,967,000","4,998,000","3,665,000","3,852,000","2,300,000",,"2,760,000",,"1,879,000","2,387,000","2,485,000","2,434,000","1,930,000",,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000"
TotalLiabilitiesNetMinorityInterest,"633,569,000","596,506,000","599,439,000","647,659,000","645,281,000","677,797,000","734,607,000","725,211,000","731,822,000","663,550,000","661,465,000","648,160,000","669,194,000","632,291,000","582,908,000","575,423,000","584,362,000","582,436,000","646,099,000","611,715,000","625,178,000","621,364,000","624,871,000","634,144,000","637,668,000","642,896,000","635,270,000","547,985,000","553,029,000","573,147,000","494,572,000","558,787,000","295,367,000","288,388,000","237,493,000","218,088,000","238,599,000","250,609,000","219,011,000","225,136,000","233,825,000","241,588,000","204,303,000","20,283,000","19,835,000","57,038,000","22,281,000","7,320,000"
	CurrentLiabilities,"25,498,000","29,521,000","32,906,000","25,651,000","22,497,000","45,794,000","45,299,000","37,553,000","41,954,000","54,368,000","54,003,000","45,835,000","46,003,000","49,009,000","49,958,000","44,351,000","45,183,000","44,120,000","43,955,000","38,638,000","39,311,000","38,541,000","40,636,000","35,759,000","34,165,000","35,024,000","32,103,000","26,606,000","25,878,000","22,926,000","20,668,000","16,252,000","17,209,000","16,325,000","13,785,000","11,746,000","9,979,000","11,363,000","10,298,000","64,548,000","10,835,000","12,648,000","11,357,000","8,109,000","7,583,000","6,905,000","9,871,000","7,320,000"
		PayablesAndAccruedExpenses,"25,498,000","29,521,000","32,906,000","25,651,000","22,497,000","45,794,000","45,299,000","37,553,000","41,954,000","54,368,000","54,003,000","45,835,000","46,003,000","49,009,000","49,958,000","44,351,000","45,183,000","44,120,000","43,955,000","38,638,000","39,311,000","38,541,000","40,636,000","35,759,000","34,165,000","35,024,000","32,103,000","26,606,000","25,878,000","22,926,000","20,668,000","16,252,000","17,209,000","16,325,000","13,785,000","11,746,000","9,979,000","11,363,000","10,298,000","11,048,000","10,835,000","12,648,000","11,357,000","8,109,000","7,583,000","6,905,000",,"7,320,000"
			Payables,"25,498,000","29,521,000","32,906,000","25,651,000","22,497,000","45,794,000","45,299,000","37,553,000","41,954,000","54,368,000","54,003,000","45,835,000","46,003,000","49,009,000","49,958,000","44,351,000","45,183,000","44,120,000","43,955,000","38,638,000","39,311,000","38,541,000","40,636,000","35,759,000","34,165,000","35,024,000","32,103,000","26,606,000","25,878,000","22,926,000","20,668,000","16,252,000","17,209,000","16,325,000","13,785,000","11,746,000","9,979,000","11,363,000","10,298,000","11,048,000","10,835,000","12,648,000","11,357,000","8,109,000","7,583,000","6,905,000","1,657,000","2,086,000"
				AccountsPayable,"23,842,000","27,718,000","30,772,000","25,504,000","22,350,000","25,374,000","26,205,000","19,306,000","25,285,000","33,012,000","36,263,000","29,843,000","30,184,000","33,692,000","36,358,000","31,358,000","31,775,000","31,692,000","32,763,000","27,823,000","28,680,000","27,782,000","30,597,000","26,389,000","25,927,000","25,100,000","26,642,000","22,332,000","21,952,000","20,042,000","17,818,000","13,992,000","12,944,000","12,799,000","11,885,000","10,089,000","8,695,000","8,488,000","7,434,000","8,195,000","8,347,000","10,184,000","8,893,000","5,645,000","5,119,000","5,248,000",,
				DividendsPayable,"1,656,000","1,803,000","2,134,000","147,000","147,000","20,420,000","19,094,000","18,247,000","16,669,000","21,356,000","17,740,000","15,992,000","15,819,000","15,317,000","13,600,000","12,993,000","13,408,000","12,428,000","11,192,000","10,815,000","10,631,000","10,759,000","10,039,000","9,370,000","8,238,000","9,924,000","5,461,000","4,274,000","3,926,000","2,884,000","2,850,000","2,260,000","4,265,000","3,526,000","1,900,000","1,657,000","1,284,000","2,875,000","2,864,000","2,853,000","2,488,000","2,464,000","2,464,000","2,464,000","2,464,000","1,657,000","1,657,000",
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,175,000","5,234,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,"120,000,000","135,300,000","173,000,000","173,000,000","173,000,000","90,000,000","86,000,000","79,000,000","97,000,000","81,500,000","30,000,000","27,000,000","34,000,000","32,000,000","75,000,000","45,000,000","56,500,000","52,500,000","53,000,000","66,280,000","70,580,000","65,580,000","60,000,000",,"5,000,000","22,500,000",,"98,000,000","55,000,000","50,000,000","48,500,000","30,500,000","96,500,000","79,500,000",,"53,500,000",,,,,,,,
			CurrentDebt,,,,,"120,000,000","135,300,000","173,000,000","173,000,000","173,000,000","90,000,000","86,000,000","79,000,000","97,000,000","81,500,000","30,000,000","27,000,000","34,000,000","32,000,000","75,000,000","45,000,000","56,500,000","52,500,000","53,000,000","66,280,000","70,580,000","65,580,000","60,000,000",,"5,000,000","22,500,000",,"98,000,000","55,000,000","50,000,000","48,500,000","30,500,000","96,500,000","79,500,000",,"53,500,000",,,,,,,,
				LineOfCredit,,,,,"120,000,000","135,300,000","173,000,000","173,000,000","173,000,000","90,000,000","86,000,000","79,000,000","97,000,000","81,500,000","30,000,000","27,000,000","34,000,000","32,000,000","75,000,000","45,000,000","56,500,000","52,500,000","53,000,000","66,280,000","70,580,000","65,580,000","60,000,000","0","5,000,000","22,500,000","0","98,000,000","55,000,000","50,000,000","48,500,000","30,500,000","96,500,000","79,500,000",,"53,500,000",,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"0",,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,"7,458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,"7,458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","3,667,000","2,703,000","1,420,000","306,000","0","0",,"0","2,331,000","1,576,000","0","0","0","0","0","0","0",,"0","0","0","0","0","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"608,071,000","566,985,000","566,533,000","622,008,000","622,784,000","632,003,000","689,308,000","687,658,000","689,868,000","609,182,000","607,462,000","602,325,000","623,191,000","583,282,000","532,950,000","531,072,000","539,179,000","538,316,000","602,144,000","573,077,000","585,867,000","582,823,000","584,235,000","598,385,000","603,503,000","607,872,000","603,167,000","521,379,000","527,151,000","550,221,000","473,904,000","542,535,000","278,158,000","272,063,000","223,708,000","206,342,000","228,620,000","239,246,000","208,713,000","160,588,000","222,990,000","228,940,000","192,946,000","12,174,000","12,252,000","50,133,000","12,410,000","0"
		LongTermDebtAndCapitalLeaseObligation,"608,071,000","566,985,000","566,533,000","622,008,000","622,784,000","632,003,000","689,308,000","687,658,000","689,868,000","609,182,000","607,462,000","602,325,000","623,191,000","583,282,000","532,950,000","531,072,000","539,179,000","538,316,000","602,144,000","573,077,000","585,867,000","582,823,000","584,235,000","598,385,000","603,503,000","607,872,000","603,167,000","521,379,000","527,151,000","550,221,000","473,904,000","542,535,000","278,158,000","272,063,000","223,708,000","206,342,000","228,620,000","239,246,000","208,713,000","160,588,000","222,990,000","228,940,000","192,946,000","12,174,000","12,252,000","50,133,000","12,410,000",
			LongTermDebt,"585,517,000","544,289,000","543,697,000","599,037,000","599,681,000","608,770,000","665,947,000","664,175,000","666,265,000","585,465,000","583,640,000","578,403,000","597,568,000","583,282,000","532,950,000","531,072,000","539,179,000","538,316,000","602,144,000","573,077,000","585,867,000","582,823,000","584,235,000","598,385,000","603,503,000","607,872,000","603,167,000","521,379,000","527,151,000","550,221,000","473,904,000","542,535,000","278,158,000","272,063,000","223,708,000","206,342,000","228,620,000","239,246,000","208,713,000","160,588,000","222,990,000","228,940,000","192,946,000","12,174,000","12,252,000","50,133,000","12,410,000",
			LongTermCapitalLeaseObligation,"22,554,000","22,696,000","22,836,000","22,971,000","23,103,000","23,233,000","23,361,000","23,483,000","23,603,000","23,717,000","23,822,000","23,922,000","25,623,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,"11,722,000","10,097,000","10,086,000","9,650,000","8,022,000","7,562,000","7,458,000","6,582,000","5,975,000","5,780,000","5,800,000","6,017,000","5,293,000","4,712,000","3,667,000","2,703,000","1,420,000","306,000","0","0",,"2,260,000","2,331,000","1,576,000","0","0","0","0","0","0","0",,"0","0","0","0","0","0"
TotalEquityGrossMinorityInterest,"804,139,000","814,193,000","826,528,000","829,059,000","717,466,000","692,460,000","694,881,000","712,144,000","738,270,000","775,024,000","792,035,000","796,597,000","794,917,000","807,418,000","822,178,000","808,678,000","808,798,000","809,780,000","698,430,000","683,769,000","674,440,000","681,590,000","690,983,000","689,620,000","689,494,000","697,002,000","706,603,000","703,277,000","701,587,000","591,952,000","600,600,000","448,886,000","378,991,000","385,536,000","382,477,000","327,959,000","251,806,000","206,612,000","211,399,000","212,311,000","213,564,000","217,118,000","225,459,000","228,559,000","232,657,000","165,164,000","166,791,000","168,435,000"
	StockholdersEquity,"785,031,000","797,502,000","810,667,000","814,221,000","704,148,000","677,752,000","681,128,000","699,141,000","725,926,000","762,377,000","780,098,000","785,489,000","784,588,000","797,466,000","812,863,000","800,132,000","801,734,000","803,162,000","692,446,000","678,390,000","669,494,000","676,742,000","686,289,000","685,152,000","685,244,000","692,871,000","702,518,000","699,314,000","697,854,000","588,537,000","597,254,000","446,422,000","376,682,000","383,369,000","380,449,000","326,065,000","250,054,000","205,001,000","209,932,000","210,988,000","212,386,000","216,090,000","224,582,000","227,833,000","232,081,000","164,739,000","166,516,000","168,286,000"
		CapitalStock,"536,000","535,000","535,000","535,000","485,000","470,000","470,000","470,000","469,000","469,000","469,000","469,000","466,000","465,000","465,000","459,000","459,000","450,000","395,000","388,000","380,000","380,000","380,000","380,000","380,000","379,000","379,000","379,000","379,000","339,000","337,000","266,000","261,000","261,000","256,000","223,000","174,000","137,000","137,000","137,000","137,000","137,000","137,000","138,000","138,000","92,000","92,000","92,000"
			PreferredStock,"48,000","48,000","48,000","48,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"488,000","487,000","487,000","487,000","485,000","470,000","470,000","470,000","469,000","469,000","469,000","469,000","466,000","465,000","465,000","459,000","459,000","450,000","395,000","388,000","380,000","380,000","380,000","380,000","380,000","379,000","379,000","379,000","379,000","339,000","337,000","266,000","261,000","261,000","256,000","223,000","174,000","137,000","137,000","137,000","137,000","137,000","137,000","138,000","138,000","92,000","92,000","92,000"
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0"
		AdditionalPaidInCapital,"1,047,031,000","1,048,070,000","1,048,059,000","1,048,306,000","929,725,000","906,000,000","906,021,000","905,977,000","905,936,000","904,273,000","904,160,000","904,069,000","897,161,000","896,286,000","896,156,000","882,752,000","882,586,000","871,730,000","752,148,000","739,476,000","722,844,000","722,019,000","721,633,000","721,171,000","720,753,000","719,773,000","719,322,000","718,905,000","718,696,000","599,318,000","594,528,000","445,427,000","434,505,000","433,900,000","425,331,000","368,540,000","290,689,000","240,355,000","240,118,000","239,880,000","239,643,000","239,173,000","239,051,000","238,928,000","239,861,000","170,250,000","170,250,000","170,240,000"
