name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,03/31/1995
		GainsLossesNotAffectingRetainedEarnings,"-8,269,000","-1,404,000","-973,000","-190,000","-689,000","2,797,000","1,301,000","309,000","1,464,000","-1,147,000","-1,128,000","-2,881,000","-5,280,000","-8,789,000","-10,684,000","-8,647,000","-7,507,000","-4,019,000","-2,829,000","-3,211,000","-3,287,000","-2,846,000","724,000","-4,321,000","-4,830,000","-4,609,000","-3,310,000","-1,730,000","-236,000","-1,014,000","578,000","1,201,000","-470,000","-2,544,000","-2,233,000","-2,224,000","5,167,000","5,063,000","5,173,000","-494,000","-2,886,000","-5,446,000","-4,565,000","-3,925,000","-6,466,000","-7,675,000","-4,573,000","-6,335,000","-7,689,000","-10,776,000","-9,671,000","-11,402,000","-10,676,000","-8,912,000","-9,506,000","-9,619,000","-5,280,000","-5,824,000","-4,107,000","-5,137,000","-2,993,000","-3,410,000","-2,862,000","-5,380,000","-3,596,000","-4,642,000","-3,335,000","-1,043,000","-2,493,000","527,000","746,000","-4,682,000","3,332,000","808,000","-796,000","4,701,000","2,054,000","1,899,000","2,088,000","2,118,000","498,000","985,000","2,307,000","1,285,000","1,188,000","284,000","-1,451,000","-2,112,000","-2,103,000","-1,948,000","-900,000","-300,000","600,000","1,100,000","1,800,000",,,"600,000","600,000","300,000","-100,000","300,000",,"-200,000","300,000","400,000",,"-200,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,900,000","9,600,000","9,500,000","9,400,000","10,000,000","9,900,000","9,000,000","6,300,000","6,300,000","6,300,000","6,200,000","6,100,000","6,000,000","5,900,000","5,900,000","6,000,000","5,700,000"
TotalCapitalization,"1,703,716,000","1,745,356,000","1,504,533,000","1,471,222,000","1,448,071,000","1,543,912,000","1,599,513,000","1,737,279,000","1,709,533,000","1,360,368,000","1,361,418,000","1,425,261,000","1,414,445,000","1,342,484,000","1,353,324,000","1,335,944,000","1,387,608,000","1,290,213,000","1,197,472,000","1,226,962,000","1,086,078,000","1,061,846,000","1,035,415,000","1,035,269,000","1,175,620,000","1,204,086,000","1,147,975,000","1,067,895,000","986,497,000","915,927,000","867,954,000","379,433,000","324,968,000","319,739,000","316,293,000","312,440,000","315,908,000","311,846,000","308,340,000","314,138,000","308,236,000","302,071,000","299,963,000","296,259,000","290,739,000","297,112,000","318,339,000","313,640,000","322,863,000","330,850,000","320,565,000","317,834,000","317,843,000","310,165,000","309,113,000","298,919,000","303,964,000","258,878,000","233,366,000","240,489,000","277,984,000","277,759,000","112,142,000","267,365,000","284,572,000","286,824,000","283,492,000","285,704,000","187,347,000","199,108,000","182,713,000","166,137,000","212,816,000","184,180,000","186,385,000","190,992,000","197,416,000","61,054,000","60,036,000","58,823,000","55,626,000","54,296,000",,,,,,,,,"91,800,000","76,800,000","76,800,000","76,600,000",,,,,,,,,,,,,,
PreferredStockEquity,"110,927,000","110,927,000","110,927,000",,,,,,,,,,,,,,,,,,,,,,,"11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,250,000","11,012,000","9,741,000","9,721,000","9,700,000","9,680,000","9,660,000","9,639,000","9,619,000","9,599,000","9,578,000","9,557,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,027,592,000","1,013,285,000","987,506,000","964,960,000","935,637,000","915,310,000","890,736,000","867,741,000","853,710,000","731,190,000","720,160,000","699,224,000","682,395,000","613,927,000","594,871,000","578,557,000","564,266,000","565,437,000","557,691,000","546,173,000","540,277,000","531,032,000","499,588,000","484,414,000","474,727,000","466,094,000","459,896,000","452,732,000","444,944,000","434,969,000","430,589,000","167,028,000","162,563,000","157,334,000","153,888,000","150,035,000","153,503,000","149,441,000","145,935,000","136,733,000","130,831,000","124,666,000","122,796,000","120,363,000","114,863,000","111,257,000","112,477,000","97,759,000","94,964,000","92,932,000","82,628,000","79,880,000","79,872,000","81,713,000","80,624,000","80,393,000","85,401,000","85,278,000","93,730,000","95,813,000","98,163,000","97,613,000","96,677,000","94,218,000","98,331,000","99,489,000","100,068,000","101,684,000","66,882,000","68,643,000","67,713,000","51,137,000","57,816,000","54,180,000","51,385,000","55,992,000","52,416,000","51,054,000","50,036,000","48,823,000","45,626,000","44,296,000","44,189,000","42,146,000","41,120,000","39,182,000","36,611,000","38,048,000","37,240,000","36,513,000","36,800,000","36,800,000","36,800,000","36,600,000","36,600,000","35,000,000","34,400,000","33,400,000","32,400,000","31,600,000","30,700,000","30,200,000","29,400,000","28,500,000","28,400,000","27,700,000","26,800,000","25,200,000"
CapitalLeaseObligations,"11,773,000","12,417,000","12,437,000","14,235,000","15,260,000","18,026,000","26,726,000","27,648,000","28,731,000","16,449,000","17,148,000","17,787,000","16,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"921,583,000","906,843,000","880,581,000","746,625,000","716,795,000","695,961,000","670,759,000","647,136,000","632,447,000","563,156,000","551,786,000","530,510,000","519,648,000","466,281,000","447,081,000","430,621,000","416,162,000","417,164,000","409,249,000","397,562,000","391,473,000","382,035,000","350,398,000","335,031,000","325,127,000","327,527,000","321,112,000","313,730,000","305,701,000","295,485,000","290,860,000","161,463,000","156,992,000","151,756,000","148,305,000","144,445,000","147,904,000","143,833,000","140,317,000","131,179,000","125,192,000","119,014,000","116,893,000","113,177,000","107,642,000","103,998,000","105,353,000","90,615,000","87,799,000","85,523,000","75,180,000","72,392,000","72,342,000","64,603,000","63,492,000","63,239,000","68,222,000","68,074,000","76,500,000","78,557,000","80,880,000","80,301,000","79,331,000","76,843,000","80,925,000","82,052,000","82,620,000","84,205,000","64,791,000","66,552,000","65,622,000","49,046,000","55,725,000","52,089,000","49,294,000","53,901,000","50,325,000","48,963,000","47,945,000","46,732,000","43,535,000","42,205,000","42,017,000","39,894,000","38,787,000","36,768,000","34,117,000","35,473,000","34,584,000","33,777,000","34,000,000","33,900,000","33,800,000","33,500,000","33,500,000","31,800,000","31,100,000","30,000,000","28,900,000","28,100,000","27,100,000","26,500,000","29,400,000","28,500,000","28,400,000","27,700,000","26,800,000","25,200,000"
InvestedCapital,"1,592,789,000","1,634,429,000","1,393,606,000","1,471,222,000","1,448,071,000","1,543,912,000","1,599,513,000","1,737,279,000","1,709,533,000","1,360,368,000","1,361,418,000","1,425,261,000","1,414,445,000","1,342,484,000","1,353,324,000","1,335,944,000","1,387,608,000","1,290,213,000","1,197,472,000","1,226,962,000","1,086,078,000","1,061,846,000","1,035,415,000","1,035,269,000","1,175,620,000","1,192,836,000","1,136,725,000","1,056,645,000","975,247,000","904,677,000","856,704,000","368,183,000","313,718,000","308,489,000","305,043,000","301,190,000","304,658,000","300,596,000","297,140,000","302,995,000","296,986,000","290,821,000","288,951,000","318,892,000","316,935,000","329,267,000","345,045,000","346,642,000","353,441,000","367,340,000","363,137,000","332,378,000","335,237,000","325,165,000","317,113,000","309,819,000","304,990,000","260,001,000","243,568,000","266,815,000","279,212,000","279,759,000","201,777,000","296,738,000","289,472,000","310,724,000","283,492,000","450,638,000","323,829,000","199,108,000","182,713,000","166,137,000","212,816,000","184,180,000","186,385,000","190,992,000","197,416,000","126,054,000","125,036,000","118,823,000","115,626,000","114,296,000","104,189,000","102,146,000","101,120,000","89,182,000","71,611,000","58,048,000","77,240,000","86,513,000","91,800,000","76,800,000","76,800,000","76,600,000",,,,,,,,,,,,,,
TangibleBookValue,"810,656,000","795,916,000","769,654,000","746,625,000","716,795,000","695,961,000","670,759,000","647,136,000","632,447,000","563,156,000","551,786,000","530,510,000","519,648,000","466,281,000","447,081,000","430,621,000","416,162,000","417,164,000","409,249,000","397,562,000","391,473,000","382,035,000","350,398,000","335,031,000","325,127,000","316,277,000","309,862,000","302,480,000","294,451,000","284,235,000","279,610,000","150,213,000","145,742,000","140,506,000","137,055,000","133,195,000","136,654,000","132,583,000","129,067,000","119,929,000","113,942,000","107,764,000","105,881,000","103,436,000","97,921,000","94,298,000","95,673,000","80,955,000","78,160,000","75,904,000","65,581,000","62,814,000","62,785,000","64,603,000","63,492,000","63,239,000","68,222,000","68,074,000","76,500,000","78,557,000","80,880,000","80,301,000","79,331,000","76,843,000","80,925,000","82,052,000","82,620,000","84,205,000","64,791,000","66,552,000","65,622,000","49,046,000","55,725,000","52,089,000","49,294,000","53,901,000","50,325,000","48,963,000","47,945,000","46,732,000","43,535,000","42,205,000","42,017,000","39,894,000","38,787,000","36,768,000","34,117,000","35,473,000","34,584,000","33,777,000","34,000,000","33,900,000","33,800,000","33,500,000","33,500,000","31,800,000","31,100,000","30,000,000","28,900,000","28,100,000","27,100,000","26,500,000","29,400,000","28,500,000","28,400,000","27,700,000","26,800,000","25,200,000"
TotalDebt,"576,970,000","633,561,000","418,537,000","520,497,000","527,694,000","646,628,000","735,503,000","897,186,000","884,554,000","645,627,000","658,406,000","743,824,000","748,769,000","728,557,000","758,453,000","757,387,000","823,342,000","724,776,000","639,781,000","680,789,000","545,801,000","530,814,000","535,827,000","550,855,000","700,893,000","726,742,000","676,829,000","603,913,000","530,303,000","469,708,000","426,115,000","201,155,000","151,155,000","151,155,000","151,155,000","151,155,000","151,155,000","151,155,000","151,205,000","166,262,000","166,155,000","166,155,000","166,155,000","198,529,000","202,072,000","218,010,000","232,568,000","248,883,000","258,477,000","274,408,000","280,509,000","252,498,000","255,365,000","243,452,000","236,489,000","229,426,000","219,589,000","174,723,000","149,838,000","171,002,000","181,049,000","182,146,000","105,100,000","202,520,000","191,141,000","211,235,000","183,424,000","348,954,000","256,947,000","130,465,000","115,000,000","115,000,000","155,000,000","130,000,000","135,000,000","135,000,000","145,000,000","75,000,000","75,000,000","70,000,000","70,000,000","70,000,000","60,000,000","60,000,000","60,000,000","50,000,000","35,000,000","20,000,000","40,000,000","50,000,000","55,000,000","40,000,000","40,000,000","40,000,000",,,,,,,,,,,,,,
NetDebt,"253,653,000","355,608,000",,"156,845,000","252,342,000","324,846,000","452,658,000","520,177,000","573,014,000","427,695,000","447,249,000","540,387,000","559,502,000","556,191,000","602,605,000","581,218,000","680,555,000","575,194,000","498,519,000","534,281,000","383,932,000","330,415,000","302,033,000","375,742,000","582,634,000","525,847,000","518,308,000","478,430,000","441,760,000","342,861,000","288,102,000","108,538,000","44,873,000","68,463,000","117,598,000","89,196,000","34,400,000","45,017,000","49,097,000","80,594,000","87,948,000","55,054,000","53,075,000","89,062,000","121,943,000","180,513,000","157,090,000","151,232,000","191,614,000","185,240,000","108,108,000","75,714,000","164,731,000","228,421,000","220,537,000","213,254,000","204,434,000","154,182,000","134,561,000","146,639,000","161,804,000","148,058,000","86,669,000","185,513,000","169,184,000","191,892,000","157,416,000","316,953,000","242,123,000","118,432,000","97,743,000","96,840,000","134,135,000","113,491,000","109,656,000","110,918,000","118,275,000","51,780,000","55,649,000","50,272,000","53,101,000","40,332,000","42,487,000","44,113,000","38,157,000","27,726,000","18,524,000","4,947,000","23,527,000","31,325,000","42,600,000","28,400,000","5,700,000","24,000,000",,,,,,,,,,,,,,
ShareIssued,"42,652,378","42,557,264","42,550,530","42,547,077","42,525,864","42,444,031","42,412,684","42,411,666","42,363,554","37,676,006","37,668,785","37,656,806","37,520,855","34,392,464","34,303,850","34,247,969","34,239,155","34,135,782","34,079,239","34,079,239","34,068,393","34,012,229","32,261,240","32,261,240","32,227,000","32,149,585","32,261,541","32,260,653","31,928,524","31,758,558","31,728,997","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","18,477,412","16,762,412","16,762,412","16,762,412","15,190,984","15,190,984","15,190,984","15,190,984","15,190,984","15,190,984","13,113,760","13,155,784","13,470,947","13,912,972","14,606,367","13,910,826","13,885,936","13,893,034","14,108,666","14,103,209","14,100,060","14,097,344","11,509,075","10,881,519","10,926,175","9,927,891","9,870,525","9,861,247","9,822,621","9,809,303","9,786,251","9,748,024","9,735,776","9,742,317","9,706,133","9,638,118","9,596,820","9,577,943","9,557,707","9,509,647","9,500,348","9,770,591","9,738,740","9,685,639","9,671,659","9,646,138","9,604,004","9,591,244","9,575,940","9,537,664","9,529,668","9,491,374","9,478,614","9,470,955","9,456,960","9,444,199","9,431,442","9,393,165","9,393,165","6,276,533","6,258,629","6,235,608"
