name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,03/31/2011
			WorkInProcess,"12,625,000","7,873,000","7,223,000","7,648,000","8,296,000","9,815,000","9,281,000","13,240,000","9,723,000","7,485,000","7,190,000","8,366,000","12,123,000","13,671,000","14,432,000","20,556,000","21,557,000","15,647,000","20,693,000","19,850,000","14,339,000","5,556,000","5,543,000","3,743,000","2,579,000","3,269,000","5,757,000"
			FinishedGoods,"9,628,000","7,780,000","6,164,000","11,777,000","14,742,000","21,239,000","24,534,000","19,485,000","14,431,000","21,089,000","23,403,000","25,015,000","25,309,000","27,196,000","32,244,000","29,377,000","30,297,000","30,085,000","23,016,000","20,299,000","15,482,000","16,696,000","13,104,000","11,251,000","8,670,000","7,716,000","2,758,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
		PrepaidAssets,"7,195,000","5,049,000","4,238,000","3,670,000","2,810,000","3,943,000","3,339,000","1,785,000","1,892,000","2,386,000","2,259,000","1,524,000","1,489,000","1,954,000","2,020,000","1,533,000","1,846,000","2,359,000","2,585,000","2,294,000","2,475,000","3,004,000","1,628,000","1,142,000","2,055,000","1,095,000","867,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
	TotalNonCurrentAssets,"74,386,000","59,735,000","47,333,000","45,749,000","40,763,000","36,252,000","35,911,000","36,046,000","37,227,000","38,277,000","37,990,000","39,663,000","41,164,000","23,855,000","24,635,000","21,013,000","21,596,000","22,232,000","21,767,000","21,769,000","20,868,000","18,810,000","17,184,000","18,030,000","17,544,000","16,906,000","6,309,000"
		NetPPE,"39,996,000","39,167,000","40,879,000","39,307,000","34,533,000","30,292,000","30,837,000","31,464,000","32,767,000","33,943,000","33,853,000","35,545,000","36,997,000","19,778,000","20,552,000","16,918,000","17,507,000","18,110,000","17,715,000","17,888,000","16,987,000","14,929,000","13,303,000","12,621,000","12,660,000","12,351,000","1,202,000"
			GrossPPE,"39,996,000","61,428,000","40,879,000","39,307,000","34,533,000","52,451,000","30,837,000","31,464,000","32,767,000","51,907,000","33,853,000","35,545,000","36,997,000","34,792,000",,,,"31,697,000",,,,"25,156,000",,,"21,057,000","21,319,000","7,669,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				MachineryFurnitureEquipment,,"4,129,000",,,,"6,430,000",,,,"6,065,000",,,,"5,764,000",,,,"5,330,000",,,,"2,757,000",,,,"2,896,000",
				OtherProperties,"39,996,000","46,786,000","40,879,000","39,307,000","34,533,000","35,462,000","30,837,000","31,464,000","32,767,000","35,288,000","33,853,000","35,545,000","36,997,000","18,477,000",,,,"15,691,000",,,,"12,859,000",,,"21,057,000","10,835,000",
				Leases,,"10,513,000",,,,"10,559,000",,,,"10,554,000",,,,"10,551,000",,,,"10,676,000",,,,"9,540,000",,,,"7,588,000",
			AccumulatedDepreciation,,"-22,261,000",,,,"-22,159,000",,,,"-17,964,000",,,,"-15,014,000",,,,"-13,587,000",,,,"-10,227,000",,,"-8,397,000","-8,968,000","-6,467,000"
		GoodwillAndOtherIntangibleAssets,"3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,896,000","3,918,000","4,695,000"
			Goodwill,"3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000",,,,,,,,"3,881,000","3,881,000","3,881,000","3,881,000","3,881,000","3,881,000"
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,"3,881,000",,,,,,"15,000","37,000","814,000"
		InvestmentsAndAdvances,"28,144,000","14,225,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,365,000","2,462,000","2,573,000","2,561,000","2,349,000","2,079,000","1,193,000","701,000","579,000","453,000","256,000","237,000","286,000","196,000","202,000","214,000","208,000","241,000","171,000",,,,,"1,528,000","988,000","637,000","412,000"
TotalLiabilitiesNetMinorityInterest,"323,231,000","326,613,000","121,115,000","122,651,000","128,117,000","98,497,000","90,654,000","95,033,000","89,988,000","89,807,000","61,872,000","63,523,000","62,306,000","47,186,000","49,637,000","44,920,000","44,484,000","33,092,000","32,810,000","41,027,000","41,900,000","43,513,000","35,041,000","57,176,000","49,512,000","39,920,000","198,931,000"
	CurrentLiabilities,"32,642,000","35,503,000","107,215,000","107,706,000","112,185,000","27,593,000","19,583,000","24,449,000","19,664,000","19,497,000","21,437,000","20,252,000","24,502,000","23,025,000","22,854,000","19,200,000","16,432,000","19,923,000","18,232,000","24,579,000","24,097,000","25,381,000","16,413,000","30,519,000","27,565,000","17,474,000","18,033,000"
		PayablesAndAccruedExpenses,"12,981,000","14,213,000","12,073,000","12,916,000","11,103,000","11,612,000","10,931,000","15,086,000","11,447,000","9,355,000","8,796,000","8,389,000","8,249,000","7,530,000","11,993,000","10,029,000","10,225,000","7,828,000","8,070,000","12,847,000","14,433,000","13,264,000","7,877,000","11,698,000","9,474,000","6,077,000","8,243,000"
			Payables,"9,103,000","11,732,000","8,439,000","10,671,000","8,799,000","10,144,000","8,597,000","4,473,000","6,748,000","5,600,000","6,074,000","5,407,000","5,483,000","4,643,000","3,441,000","5,299,000","4,499,000","4,666,000","2,843,000","5,920,000","7,372,000","7,166,000","3,540,000","7,473,000","4,075,000","3,182,000","4,607,000"
				AccountsPayable,"9,103,000","11,732,000","8,439,000","10,671,000","8,799,000","10,144,000","8,597,000","4,473,000","6,748,000","5,600,000","6,074,000","5,407,000","5,483,000","4,643,000","3,441,000","5,299,000","4,499,000","4,666,000","2,843,000","5,920,000","7,372,000","7,166,000","3,540,000","7,473,000","4,075,000","3,182,000","4,607,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
			CurrentAccruedExpenses,"3,878,000","2,481,000","3,634,000","2,245,000","2,304,000","1,468,000","2,334,000","10,613,000","4,699,000","3,755,000","2,722,000","2,982,000","2,766,000","2,887,000","8,552,000","4,730,000","5,726,000","3,162,000","5,227,000","6,927,000","7,061,000","6,098,000","4,337,000","4,225,000","5,399,000","2,895,000","3,636,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,590,000","6,365,000","6,283,000","5,951,000","5,874,000","5,529,000","4,062,000","4,922,000","3,926,000","5,859,000","4,908,000","5,938,000","4,109,000","7,409,000","4,903,000","5,992,000","4,444,000","5,729,000","3,770,000","5,678,000","4,195,000","7,647,000","5,374,000","4,006,000","2,663,000","4,038,000",
		CurrentDebtAndCapitalLeaseObligation,"13,610,000","13,776,000","88,130,000","87,946,000","88,999,000","3,641,000","3,618,000","3,546,000","3,469,000","3,732,000","6,939,000","4,961,000","11,295,000","7,035,000","4,854,000","2,296,000","814,000","5,024,000","5,100,000","5,151,000","4,584,000","3,719,000","2,522,000","14,262,000","14,888,000","6,417,000","1,113,000"
			CurrentDebt,"9,643,000","9,633,000","84,140,000","84,045,000","85,186,000",,,,,"94,000","3,294,000","1,335,000","7,697,000","6,512,000","4,261,000","1,593,000",,"4,088,000","4,083,000","4,078,000","3,479,000","2,589,000","1,419,000","13,162,000","13,750,000","5,227,000","941,000"
				OtherCurrentBorrowings,"9,643,000","9,633,000","84,140,000","84,045,000","85,186,000",,,,,"94,000","3,294,000","1,335,000","7,697,000","6,512,000","4,261,000","1,593,000",,"4,088,000","4,083,000","4,078,000","3,479,000","2,589,000","1,419,000","13,162,000","13,750,000","5,227,000","941,000"
			CurrentCapitalLeaseObligation,"3,967,000","4,143,000","3,990,000","3,901,000","3,813,000","3,641,000","3,618,000","3,546,000","3,469,000","3,638,000","3,645,000","3,626,000","3,598,000","523,000","593,000","703,000","814,000","936,000","1,017,000","1,073,000","1,105,000","1,130,000","1,103,000","1,100,000","1,138,000","1,190,000","172,000"
		CurrentDeferredLiabilities,"907,000","558,000","729,000","263,000","6,209,000","6,811,000","953,000","819,000","661,000","551,000","794,000","964,000","849,000","1,051,000","1,104,000","883,000","949,000","1,342,000","1,292,000","903,000","885,000","751,000","640,000","553,000","540,000","942,000","2,398,000"
			CurrentDeferredRevenue,"907,000","558,000","729,000","263,000","6,209,000","6,811,000","953,000","819,000","661,000","551,000","794,000","964,000","849,000","649,000","719,000","509,000","586,000","714,000","756,000","587,000","590,000","445,000","413,000","371,000","450,000","684,000","2,398,000"
		OtherCurrentLiabilities,"554,000","591,000",,"630,000",,,"19,000","76,000","161,000","94,000","94,000","94,000","94,000","582,000",,,,,"0",,,,,,,,"6,279,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"290,589,000","291,110,000","13,900,000","14,945,000","15,932,000","70,904,000","71,071,000","70,584,000","70,324,000","70,310,000","40,435,000","43,271,000","37,804,000","24,161,000","26,783,000","25,720,000","28,052,000","13,169,000","14,578,000","16,448,000","17,803,000","18,132,000","18,628,000","26,657,000","21,947,000","22,446,000","180,898,000"
		LongTermDebtAndCapitalLeaseObligation,"290,156,000","290,595,000","12,843,000","13,870,000","14,881,000","69,822,000","69,755,000","69,751,000","69,750,000","69,784,000","39,979,000","42,833,000","37,350,000","17,891,000","19,904,000","18,761,000","20,466,000","6,245,000","7,488,000","8,745,000","10,093,000","11,374,000","11,833,000","17,148,000","12,141,000","13,209,000","18,715,000"
			LongTermDebt,"279,054,000","278,661,000",,,,"54,556,000","53,595,000","52,669,000","51,755,000","50,876,000","20,183,000","22,126,000","15,728,000","17,633,000","19,533,000","18,266,000","19,841,000","5,500,000","6,524,000","7,547,000","8,650,000","9,676,000","9,991,000","15,033,000","9,833,000","10,683,000","18,438,000"
			LongTermCapitalLeaseObligation,"11,102,000","11,934,000","12,843,000","13,870,000","14,881,000","15,266,000","16,160,000","17,082,000","17,995,000","18,908,000","19,796,000","20,707,000","21,622,000","258,000","371,000","495,000","625,000","745,000","964,000","1,198,000","1,443,000","1,698,000","1,842,000","2,115,000","2,308,000","2,526,000","277,000"
		NonCurrentDeferredLiabilities,"320,000","236,000","253,000","272,000","246,000","277,000","260,000","225,000","258,000","213,000","154,000","137,000","152,000","5,479,000","5,603,000","5,714,000","5,752,000","6,392,000","6,254,000","6,889,000","6,918,000","5,988,000","6,048,000","6,074,000","6,294,000","5,694,000","78,000"
			NonCurrentDeferredRevenue,"320,000","236,000","253,000","272,000","246,000","277,000","260,000","225,000","258,000","213,000","154,000","137,000","152,000","185,000","208,000","219,000","156,000","501,000","485,000","1,020,000","960,000","966,000","954,000","970,000","1,189,000","710,000","78,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,"0",,"2,711,000","2,811,000","2,865,000",
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,197,000"
		OtherNonCurrentLiabilities,"113,000","279,000","804,000","803,000","805,000","805,000","1,056,000","608,000","316,000","313,000","302,000","301,000","302,000","791,000","1,276,000","1,245,000","1,834,000","532,000","836,000","814,000","792,000","770,000","747,000","724,000","701,000","678,000","1,908,000"
TotalEquityGrossMinorityInterest,"-6,289,000","-11,076,000","89,278,000","88,771,000","86,375,000","109,119,000","109,428,000","116,250,000","128,219,000","125,239,000","102,536,000","96,632,000","96,171,000","97,883,000","100,463,000","103,727,000","108,560,000","118,942,000","125,443,000","126,485,000","125,226,000","124,023,000","83,786,000","11,279,000","11,018,000","12,928,000","-155,810,000"
	StockholdersEquity,"-6,289,000","-11,076,000","89,278,000","88,771,000","86,375,000","109,119,000","109,428,000","116,250,000","128,219,000","125,239,000","102,536,000","96,632,000","96,171,000","97,883,000","100,463,000","103,727,000","108,560,000","118,942,000","125,443,000","126,485,000","125,226,000","124,023,000","83,786,000","11,279,000","11,018,000","12,928,000","-155,810,000"
		CapitalStock,"25,000","25,000","24,000","24,000","24,000","23,000","23,000","23,000","23,000","22,000","22,000","22,000","22,000","21,000","21,000","21,000","21,000","21,000","21,000","21,000","21,000","20,000","18,000","103,735,000","100,792,000","97,967,000","35,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,"0",,,"0",,"103,731,000","100,788,000","97,963,000",
			CommonStock,"25,000","25,000","24,000","24,000","24,000","23,000","23,000","23,000","23,000","22,000","22,000","22,000","22,000","21,000","21,000","21,000","21,000","21,000","21,000","21,000","21,000","20,000","18,000","4,000","4,000","4,000","35,000"
			OtherCapitalStock,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
		AdditionalPaidInCapital,"367,347,000","351,422,000","431,727,000","418,289,000","406,988,000","423,759,000","408,342,000","400,772,000","395,160,000","387,926,000","357,541,000","347,558,000","342,966,000","337,627,000","334,228,000","330,441,000","327,562,000","323,482,000","320,630,000","316,854,000","314,614,000","311,216,000","271,074,000","95,443,000","97,871,000","100,276,000","0"
		RetainedEarnings,"-372,945,000","-362,484,000","-342,470,000","-329,546,000","-320,640,000","-314,666,000","-298,949,000","-284,603,000","-267,069,000","-262,743,000","-255,063,000","-250,982,000","-246,824,000","-239,756,000","-233,769,000","-226,699,000","-218,967,000","-204,525,000","-195,191,000","-190,340,000","-189,363,000","-187,203,000","-187,306,000","-187,899,000","-187,645,000","-185,315,000","-155,830,000"
		GainsLossesNotAffectingRetainedEarnings,"-716,000","-39,000","-3,000","4,000","3,000","3,000","12,000","58,000","105,000","34,000","36,000","34,000","7,000","-9,000","-17,000","-36,000","-56,000","-36,000","-17,000","-50,000","-46,000","-10,000",,,,,"-15,000"
TotalCapitalization,"272,765,000","267,585,000","89,278,000","88,771,000","86,375,000","163,675,000","163,023,000","168,919,000","179,974,000","176,115,000","122,719,000","118,758,000","111,899,000","115,516,000","119,996,000","121,993,000","128,401,000","124,442,000","131,967,000","134,032,000","133,876,000","133,699,000","93,777,000","26,312,000","20,851,000","23,611,000","-137,372,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,"103,731,000","100,788,000","97,963,000",
CommonStockEquity,"-6,289,000","-11,076,000","89,278,000","88,771,000","86,375,000","109,119,000","109,428,000","116,250,000","128,219,000","125,239,000","102,536,000","96,632,000","96,171,000","97,883,000","100,463,000","103,727,000","108,560,000","118,942,000","125,443,000","126,485,000","125,226,000","124,023,000","83,786,000","-92,452,000","-89,770,000","-85,035,000","-155,810,000"
CapitalLeaseObligations,"15,069,000","16,077,000","16,833,000","17,771,000","18,694,000","18,907,000","19,778,000","20,628,000","21,464,000","22,546,000","23,441,000","24,333,000","25,220,000","781,000","964,000","1,198,000","1,439,000","1,681,000","1,981,000","2,271,000","2,548,000","2,828,000","2,945,000","3,215,000","3,446,000","3,716,000","449,000"
NetTangibleAssets,"-10,170,000","-14,957,000","85,397,000","84,890,000","82,494,000","105,238,000","105,547,000","112,369,000","124,338,000","121,358,000","98,655,000","92,751,000","92,290,000","94,002,000","96,582,000","99,846,000","104,679,000","115,061,000","121,562,000","122,604,000","121,345,000","120,142,000","79,905,000","7,398,000","7,122,000","9,010,000","-160,505,000"
WorkingCapital,"209,914,000","220,299,000","55,845,000","57,967,000","61,544,000","143,771,000","144,588,000","150,788,000","161,316,000","157,272,000","104,981,000","100,240,000","92,811,000","98,189,000","102,611,000","108,434,000","115,016,000","109,879,000","118,254,000","121,164,000","122,161,000","123,345,000","85,230,000","19,906,000","15,421,000","18,468,000","18,779,000"
InvestedCapital,"282,408,000","277,218,000","173,418,000","172,816,000","171,561,000","163,675,000","163,023,000","168,919,000","179,974,000","176,209,000","126,013,000","120,093,000","119,596,000","122,028,000","124,257,000","123,586,000","128,401,000","128,530,000","136,050,000","138,110,000","137,355,000","136,288,000","95,196,000","-64,257,000","-66,187,000","-69,125,000","-136,431,000"
TangibleBookValue,"-10,170,000","-14,957,000","85,397,000","84,890,000","82,494,000","105,238,000","105,547,000","112,369,000","124,338,000","121,358,000","98,655,000","92,751,000","92,290,000","94,002,000","96,582,000","99,846,000","104,679,000","115,061,000","121,562,000","122,604,000","121,345,000","120,142,000","79,905,000","-96,333,000","-93,666,000","-88,953,000","-160,505,000"
TotalDebt,"303,766,000","304,371,000","100,973,000","101,816,000","103,880,000","73,463,000","73,373,000","73,297,000","73,219,000","73,516,000","46,918,000","47,794,000","48,645,000","24,926,000","24,758,000","21,057,000","21,280,000","11,269,000","12,588,000","13,896,000","14,677,000","15,093,000","14,355,000","31,410,000","27,029,000","19,626,000","19,828,000"
NetDebt,"225,154,000","164,391,000","18,950,000","32,870,000","35,390,000","30,920,000","13,532,000",,,,"6,546,000","1,308,000","4,764,000","6,615,000","6,201,000","4,359,000",,,,,"4,822,000",,,"13,763,000","8,761,000","5,789,000","7,627,000"
ShareIssued,"25,220,000","24,737,000","24,409,000","24,254,000","24,052,000","23,350,000","23,001,000","22,786,000","22,677,000","22,217,000","22,128,284","21,761,423","21,627,171","21,492,000","21,482,000","21,395,000","21,332,089","20,973,000","20,955,000","20,859,000","20,615,000","20,336,000","18,780,000","17,810,000","17,810,000","17,810,000","17,810,000"
OrdinarySharesNumber,"25,220,000","24,737,000","24,409,000","24,254,000","24,052,000","23,350,000","23,001,000","22,786,000","22,677,000","22,217,000","22,128,284","21,761,423","21,627,171","21,492,000","21,482,000","21,395,000","21,332,089","20,973,000","20,955,000","20,859,000","20,615,000","20,336,000","18,780,000","17,810,000","17,810,000","17,810,000","17,810,000"
