name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
		DeferredTax,,,,,,,"0","0","0","0","-155,000","33,000","-159,000","-50,000",,,,"0",
			DeferredIncomeTax,,,,,,,"0","0","0","0","-155,000","33,000","-159,000","-50,000",,,,"0",
		AmortizationOfSecurities,"6,376,000","1,332,000","1,594,000","1,615,000","1,835,000","1,911,000","1,813,000","1,417,000","227,000","-207,000","-460,000","-851,000","-1,062,000","-1,223,000","-1,161,000",,,"0",
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,"0",,,,"1,796,000",,,,
		StockBasedCompensation,"86,341,000","22,315,000","22,036,000","20,856,000","21,134,000","16,792,000","16,453,000","17,823,000","16,770,000","14,215,000","13,874,000","12,835,000","11,487,000","7,867,000","5,871,000","4,639,000","8,056,000","0","0"
		OtherNonCashItems,"1,070,000","466,000","-11,000","228,000","387,000","2,007,000","2,715,000","180,000","342,000","718,000","1,950,000","3,279,000","273,000","1,275,000","1,174,000","4,022,000",,,
		ChangeInWorkingCapital,"-12,815,000","-19,992,000","-107,000","3,370,000","3,914,000","-39,266,000","34,992,000","7,218,000","14,875,000","-3,163,000","-6,483,000","2,176,000","4,663,000","-7,234,000","918,000","-2,337,000","10,913,000","2,602,000","2,000"
			ChangeInPrepaidAssets,"-4,214,000","-6,673,000","5,352,000","-4,908,000","2,015,000","740,000","-3,834,000","-3,459,000","1,564,000","2,552,000","-5,531,000","607,000","1,371,000","-1,892,000","-5,466,000","-2,795,000","-342,000","5,000","0"
			ChangeInPayablesAndAccruedExpense,"-6,506,000","-9,553,000","-4,812,000","9,079,000","-1,220,000","-162,000","1,485,000","11,530,000","11,283,000","-4,957,000","993,000","3,148,000","5,668,000","-4,443,000","5,160,000","1,926,000","11,255,000","2,597,000","2,000"
				ChangeInPayable,"-5,424,000","-505,000","-2,044,000","189,000","-3,064,000","4,152,000","-1,066,000","2,184,000","541,000","-1,044,000","2,152,000","-4,469,000","1,680,000","-348,000","5,717,000","1,815,000",,,
					ChangeInAccountPayable,"-5,424,000","-505,000","-2,044,000","189,000","-3,064,000","4,152,000","-1,066,000","2,184,000","541,000","-1,044,000","2,152,000","-4,469,000","1,680,000","-348,000","5,717,000","1,815,000","1,268,000","0","0"
				ChangeInAccruedExpense,"-1,082,000","-9,048,000","-2,768,000","8,890,000","1,844,000","-4,314,000","2,551,000","9,346,000","10,742,000","-3,913,000","-1,159,000","7,617,000","3,988,000","-4,095,000","-557,000","111,000","9,987,000","2,597,000","2,000"
			ChangeInOtherCurrentAssets,"-2,961,000","-3,114,000","345,000","-331,000","139,000","-799,000","-1,941,000","-483,000","2,515,000","-57,000","-1,511,000","-870,000","-1,805,000","-188,000","1,224,000",,,"0",
			ChangeInOtherCurrentLiabilities,"699,000","-635,000","-1,050,000","-530,000","2,914,000","-292,000","290,000","-370,000","-487,000","-701,000","-434,000","-709,000","-571,000","-711,000",,,,"0",
			ChangeInOtherWorkingCapital,"167,000","-17,000","58,000","60,000","66,000","-38,753,000","37,341,000","-853,000","2,028,000","-758,000","-1,945,000","-1,579,000","-2,376,000","-899,000","1,224,000",,,,
InvestingCashFlow,"44,480,000","-22,377,000","29,250,000","13,013,000","24,594,000","96,798,000","22,210,000","-83,355,000","-428,971,000","-15,007,000","7,929,000","78,775,000","44,492,000","32,888,000","-313,388,000","-316,776,000","-2,634,000","0","0"
	CashFlowFromContinuingInvestingActivities,"44,480,000","-22,377,000","29,250,000","13,013,000","24,594,000","96,798,000","22,210,000","-83,355,000","-428,971,000","-15,007,000","7,929,000","78,775,000","44,492,000","32,888,000","-313,388,000","-316,776,000","-2,634,000","0","0"
		NetPPEPurchaseAndSale,"-16,887,000","-1,902,000","-736,000","-3,347,000","-10,902,000","-6,461,000","-17,404,000","-20,247,000","-16,054,000","-12,253,000","-14,112,000","-18,400,000","-7,856,000","-10,423,000","-1,321,000","-1,377,000","-536,000","0","0"
			PurchaseOfPPE,"-16,887,000","-1,902,000","-736,000","-3,347,000","-10,902,000","-6,461,000","-17,404,000","-20,247,000","-16,054,000","-12,253,000","-14,112,000","-18,400,000","-7,856,000","-10,423,000","-1,321,000","-1,377,000","-536,000","0","0"
		NetBusinessPurchaseAndSale,"-1,772,000","0","-1,772,000","0","0","-15,938,000",,,,,,,,,,,,,
			PurchaseOfBusiness,"-1,772,000","0","-1,772,000","0","0","-15,938,000",,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"63,139,000","-20,475,000","31,758,000","16,360,000","35,496,000","119,197,000","39,614,000","-63,108,000","-412,917,000","-2,754,000","27,116,000","97,175,000","52,348,000","43,311,000","-312,067,000",,,"0",
			PurchaseOfInvestment,"-465,686,000","-89,155,000","-50,782,000","-145,412,000","-180,337,000","-149,052,000","-182,158,000","-213,252,000","-519,166,000","-123,015,000","-89,697,000","-61,175,000","-49,359,000","-52,397,000","-333,908,000",,,"0",
			SaleOfInvestment,"528,825,000","68,680,000","82,540,000","161,772,000","215,833,000","268,249,000","221,772,000","150,144,000","106,249,000","120,261,000","116,813,000","158,350,000","101,707,000","95,708,000",,,,"0",
		NetOtherInvestingChanges,,,,,,,,,,,,,,,"0","0",,,
FinancingCashFlow,"7,733,000","1,814,000","322,000","2,383,000","3,214,000","6,044,000","12,978,000","3,852,000","600,175,000","16,586,000","56,474,000","1,566,000","236,000","684,000","344,522,000","274,057,000","152,603,000","0","0"
	CashFlowFromContinuingFinancingActivities,"7,733,000","1,814,000","322,000","2,383,000","3,214,000","6,044,000","12,978,000","3,852,000","600,175,000","16,586,000","56,474,000","1,566,000","236,000","684,000","344,522,000","274,057,000","152,603,000","0","0"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,"0",,,,"0",,,,
			NetShortTermDebtIssuance,,,,,,,,,,,"0",,,,"0",,,,
				ShortTermDebtIssuance,,,,,,,,,,,"0",,,,"0",,,,
		NetCommonStockIssuance,,,"0","0","0","0","11,358,000","32,000","595,698,000","14,845,000",,,,,,,,,
			CommonStockIssuance,,,"0","0","0","0","11,358,000","32,000","595,698,000","14,845,000",,,,,,,,,"0"
		NetPreferredStockIssuance,,,,,,,,,,,"0","0",,,"-1,000","150,000,000",,,"0"
			PreferredStockIssuance,,,,,,,,,,,"0","0",,,"-1,000","150,000,000",,,"0"
		ProceedsFromStockOptionExercised,"7,733,000","1,814,000","322,000","2,383,000","3,214,000","6,044,000","1,620,000","3,820,000","4,477,000","1,741,000","2,255,000","1,566,000","236,000","684,000","-5,000","8,054,000","3,321,000","0","0"
		NetOtherFinancingCharges,,,,,,,,,,,,,,"684,000",,,,,
EndCashPosition,"94,806,000","94,806,000","183,606,000","199,470,000","232,952,000","246,314,000","192,800,000","167,587,000","284,678,000","140,195,000","179,425,000","165,289,000","116,883,000","97,047,000","93,731,000","84,078,000","143,927,000","5,000","0"
	ChangesInCash,"-151,508,000","-88,800,000","-15,864,000","-33,482,000","-13,362,000","53,514,000","25,213,000","-117,091,000","144,483,000","-39,230,000","14,136,000","48,406,000","19,836,000","3,316,000","9,653,000","-59,849,000","143,922,000","5,000",
	BeginningCashPosition,"246,314,000","183,606,000","199,470,000","232,952,000","246,314,000","192,800,000","167,587,000","284,678,000","140,195,000","179,425,000","165,289,000","116,883,000","97,047,000","93,731,000","84,078,000","143,927,000","5,000","0","0"
CapitalExpenditure,"-16,887,000","-1,902,000","-736,000","-3,347,000","-10,902,000","-6,461,000","-17,404,000","-20,247,000","-16,054,000","-12,253,000","-14,112,000","-18,400,000","-7,856,000","-10,423,000","-1,321,000","-1,377,000",,,
IssuanceOfCapitalStock,,,"0","0","0","0","11,358,000","32,000","595,698,000","14,845,000","54,219,000","0",,,"343,688,000","150,000,000",,,"0"
IssuanceOfDebt,,,,,,,,,,,"0",,,,"0",,,,
FreeCashFlow,"-220,608,000","-70,139,000","-46,172,000","-52,225,000","-52,072,000","-55,789,000","-27,379,000","-57,835,000","-42,775,000","-53,062,000","-64,379,000","-50,335,000","-32,748,000","-40,679,000","-22,802,000","-18,507,000","-6,583,000","5,000","0"
