name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
NetIncomeCommonStockholders,"-60,936,000","-7,028,000","-35,409,000","28,663,000","-47,275,000","-81,015,000","-36,755,000","-11,844,000","-5,235,000"
	NetIncome,"-107,478,000","-6,000,000","-35,409,000","-23,803,000","-42,290,000","-76,173,000","-32,363,000","-7,457,000","-924,000"
		NetIncomeIncludingNoncontrollingInterests,"-97,469,000","-6,000,000","-31,997,000","-20,283,000","-39,213,000","-73,406,000","-30,434,000","-5,490,000","1,147,000"
			NetIncomeContinuousOperations,"-97,469,000","-6,000,000","-31,997,000","-20,283,000","-39,213,000","-73,406,000","-30,434,000","-5,490,000","1,147,000"
		MinorityInterests,"-10,009,000","0","-3,412,000","-3,520,000","-3,077,000","-2,767,000","-1,929,000","-1,967,000","-2,071,000"
	PreferredStockDividends,"-46,542,000","1,028,000","0","-52,466,000","4,985,000","4,842,000","4,392,000","4,387,000","4,311,000"
DilutedNIAvailtoComStockholders,"-60,936,000","-7,028,000","-35,409,000","28,663,000","-47,275,000","-81,015,000","-36,755,000","-11,844,000","-5,235,000"
BasicEPS,,"0.001",,"0.46","-15.95","-27.328",,"-3.995","-1.92"
DilutedEPS,,"0.001",,"0.46","-15.95","-27.328",,"-3.995","-1.92"
BasicAverageShares,,"235,550,057",,"62,314,396","2,964,521","2,964,521",,"2,964,521","2,732,898"
DilutedAverageShares,,"235,550,057",,"62,314,396","2,964,521","2,964,521",,"2,964,521","2,732,898"
TotalExpenses,"283,181,000","100,269,000","83,519,000","62,793,000","41,843,000","33,898,000","28,958,000","24,316,000","12,383,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-107,478,000","-6,000,000","-35,409,000","-23,803,000","-42,290,000","-76,173,000","-32,363,000","-7,457,000","-924,000"
NormalizedIncome,"-66,551,165.357","-7,936,800","-2,381,610","-30,488,670.381","-29,481,420","-53,375,100","-21,688,210","-7,728,000","-994,000"
InterestExpense,"11,954,000","6,174,000","2,304,000","1,627,000","1,849,000","1,471,000","634,000","865,000","779,000"
NetInterestIncome,"-36,519,000","-6,174,000","-8,343,000","-8,397,000","-8,361,000","-1,471,000","-5,384,000","-4,562,000","-3,510,000"
EBIT,"-113,901,000","-28,243,000","-29,678,000","-18,657,000","-37,347,000","-71,910,000","-29,781,000","-4,625,000","1,926,000"
EBITDA,"-108,602,000"
ReconciledCostOfRevenue,"20,165,000","21,204,000","1,881,000","1,828,000","2,355,000","9,903,000","1,199,000","1,183,000","1,014,000"
ReconciledDepreciation,"5,299,000","3,421,000","890,000","486,000","502,000","514,000","297,000","286,000","271,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-107,478,000","-6,000,000","-35,409,000","-23,803,000","-42,290,000","-76,173,000","-32,363,000","-7,457,000","-924,000"
TotalUnusualItemsExcludingGoodwill,"-52,846,000","3,228,000","-45,243,000","6,686,000","-17,546,000","-31,230,000","-14,623,000","271,000","70,000"
TotalUnusualItems,"-52,846,000","3,228,000","-45,243,000","6,686,000","-17,546,000","-31,230,000","-14,623,000","271,000","70,000"
NormalizedEBITDA,"-55,756,000","-28,050,000","16,455,000","-24,857,000","-19,299,000","-40,166,000","-14,861,000","-4,610,000","2,127,000"
TaxRateForCalcs,"0.226","0.4","0.27","0","0.27","0.27","0.27","0","0"
TaxEffectOfUnusualItems,"-11,919,165.357","1,291,200","-12,215,610","329.619","-4,737,420","-8,432,100","-3,948,210","0","0"
