name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,03/31/1990,03/31/1989,03/31/1988
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000",,,,"716,000","638,000","502,000","519,000","567,000","653,000","1,646,000","2,046,000","3,201,000","2,605,000","2,267,000","2,273,000","2,663,000","3,853,000","3,433,000","6,224,000","4,093,000","1,234,000","18,974,000","26,541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"97,991,000","94,615,000","89,774,000","93,161,000","100,945,000","97,545,000","94,548,000","98,609,000","105,324,000","98,762,000","99,179,000","96,934,000","101,977,000","90,997,000","84,293,000","86,176,000","91,185,000","89,790,000","84,587,000","87,979,000","86,961,000","89,834,000","87,622,000","92,735,000","92,451,000","86,516,000","90,695,000","98,576,000","99,058,000","90,323,000","100,874,000","108,257,000","110,030,000","93,496,000","95,006,000","96,761,000","98,502,000","100,392,000","106,439,000","105,988,000","108,683,000","109,228,000","110,539,000","117,895,000","115,157,000","107,079,000","101,724,000","100,749,000","101,613,000","98,486,000","100,021,000","102,166,000","91,546,000","92,581,000","92,044,000","91,102,000","90,951,000","86,825,000","80,739,000","81,041,000","85,058,000","91,299,000","77,158,000","71,918,000","72,318,000","70,395,000","76,602,000","75,580,000","73,831,000","78,941,000","82,062,000","81,872,000","119,419,000","127,351,000","123,481,000","128,253,000","129,753,000","104,649,000","94,109,000","89,403,000","82,304,000","53,194,000","47,877,000","45,776,000","34,532,000","29,752,000","30,841,000","55,683,000","59,562,000","45,200,000","49,100,000","46,400,000","42,700,000","36,300,000","47,600,000","45,700,000","47,700,000","39,300,000","41,400,000","47,400,000","52,600,000","53,700,000","54,400,000","54,600,000","62,400,000","60,500,000","45,500,000","47,200,000","51,800,000","47,100,000","46,000,000","47,400,000","47,700,000","41,500,000","42,500,000","42,600,000","57,000,000","103,600,000","112,400,000","130,100,000","120,700,000","135,900,000","150,200,000","148,400,000","72,600,000","59,500,000","84,600,000"
			RawMaterials,"49,598,000","46,385,000","41,505,000","46,985,000","52,557,000","48,975,000","48,181,000","53,046,000","61,111,000","49,185,000","51,024,000","50,890,000","53,385,000","46,667,000","39,842,000","41,824,000","47,685,000","49,073,000","42,354,000","43,816,000","46,356,000","49,986,000","49,714,000","53,123,000","54,458,000","53,434,000","54,856,000","61,617,000","63,250,000","53,480,000","59,171,000","62,702,000","64,140,000","52,301,000","57,004,000","52,959,000","57,962,000","62,281,000","3,877,000","3,745,000","72,495,000","3,831,000","4,116,000","4,484,000","64,624,000","4,073,000","3,908,000","3,148,000","3,916,000","3,497,000","3,359,000","5,661,000","5,908,000","54,008,000","52,574,000","50,200,000","48,712,000","46,349,000","38,788,000","36,128,000","37,611,000","36,088,000","37,151,000","36,688,000","35,048,000","3,157,000","37,674,000","39,772,000","39,483,000","38,816,000","3,170,000","2,690,000","3,401,000","3,060,000","88,613,000","4,347,000","3,848,000","5,438,000","58,128,000","7,297,000","6,168,000","6,764,000","25,287,000","19,269,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"692,000","2,639,000","644,000","674,000","664,000","520,000","645,000","532,000","344,000","333,000","856,000","331,000","2,266,000","1,931,000","386,000","283,000","551,000","358,000","433,000","390,000","430,000","633,000","422,000","606,000","918,000","789,000","624,000","592,000","503,000","879,000","606,000","388,000","797,000","353,000","159,000","396,000","551,000","210,000","67,647,000","69,159,000","530,000","66,099,000","64,044,000","64,110,000","355,000","56,546,000","49,159,000","46,216,000","47,421,000","51,330,000","51,782,000","51,197,000","51,318,000","314,000","268,000","131,000","811,000","710,000","166,000","69,000","867,000","1,348,000","1,076,000","860,000","1,521,000","1,685,000","1,976,000","2,578,000","2,727,000","1,610,000","1,275,000","1,291,000","1,771,000","1,609,000","2,017,000","2,310,000","3,027,000","2,888,000","2,922,000","3,781,000","3,774,000","2,263,000","1,522,000","1,753,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"66,328,000","64,218,000","67,356,000","66,233,000","68,455,000","68,781,000","67,211,000","66,970,000","65,933,000","71,183,000","69,337,000","67,751,000","67,864,000","63,937,000","65,869,000","66,373,000","65,953,000","63,363,000","66,737,000","69,010,000","65,862,000","65,052,000","65,266,000","67,286,000","65,855,000","61,573,000","66,372,000","67,862,000","66,920,000","65,955,000","71,591,000","74,726,000","73,566,000","68,040,000","66,619,000","68,916,000","67,046,000","64,396,000","61,139,000","59,292,000","62,234,000","64,594,000","67,569,000","74,009,000","72,866,000","67,773,000","68,007,000","68,532,000","67,126,000","59,293,000","59,526,000","57,701,000","45,711,000","46,202,000","47,794,000","47,853,000","47,248,000","45,331,000","47,296,000","50,339,000","52,025,000","57,485,000","42,797,000","38,572,000","39,807,000","34,653,000","40,995,000","37,943,000","36,782,000","42,003,000","43,276,000","41,049,000","36,598,000","42,825,000","35,383,000","39,566,000","41,542,000","30,014,000","29,881,000","29,837,000","31,312,000","15,317,000","18,141,000","21,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,"-98,762,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,312,000",,,,,"37,787,000","39,857,000","80,409,000","80,875,000",,"84,926,000","83,777,000","68,074,000","4,617,000","49,918,000","42,196,000","29,404,000","3,032,000","2,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-18,627,000","-18,627,000","-19,731,000","-20,731,000","-20,731,000","-20,731,000","-21,489,000","-21,939,000","-22,064,000","-21,939,000","-22,038,000","-22,038,000","-21,538,000","-21,538,000","-21,804,000","-22,304,000","-23,004,000","-23,004,000","-24,937,000","-25,237,000","-25,687,000","-25,837,000","-27,780,000","-28,280,000","-28,780,000","-29,280,000","-31,157,000","-31,495,000","-31,615,000","-29,991,000","-30,494,000","-29,559,000","-28,473,000","-27,198,000","-28,776,000","-25,510,000","-27,057,000","-26,495,000","-26,224,000","-26,208,000","-26,576,000","-25,296,000","-25,190,000","-24,708,000","-22,688,000","-21,313,000","-19,350,000","-17,147,000","-16,850,000","-15,634,000","-14,646,000","-12,393,000","-11,391,000","-7,943,000","-8,592,000","-7,082,000","-5,820,000","-5,565,000","-5,511,000","-5,495,000","-5,445,000","-3,622,000","-3,866,000","-4,202,000","-4,058,000","-4,412,000","-4,043,000","-4,713,000","-5,161,000","-3,488,000","-3,446,000","-3,015,000","-2,760,000","-1,018,000","-2,532,000","-2,896,000","-2,441,000","-1,765,000","-1,439,000","-1,430,000","-1,146,000","-554,000","-105,000","573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,"5,412,000","4,477,000","4,821,000","5,135,000","4,480,000","10,258,000","11,518,000","8,797,000","6,411,000","7,330,000","4,749,000","9,437,000","9,628,000","9,195,000","2,834,000","2,324,000","2,221,000","2,595,000","2,780,000","2,555,000","3,517,000","1,785,000","1,605,000","1,241,000","2,469,000","2,469,000","1,476,000","1,475,000","1,474,000","1,474,000","1,477,000","1,483,000","2,539,000","2,661,000","4,763,000","2,979,000","1,378,000","3,138,000","3,545,000","5,567,000","3,229,000",,,,,,,,,,,,,,,,,,,,,,"11,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,057,000","29,192,000","25,540,000","28,264,000","28,424,000","50,479,000","53,052,000","32,017,000","34,292,000","36,609,000","39,880,000","41,604,000","43,142,000","42,951,000","38,249,000","36,734,000","33,364,000","31,786,000","24,149,000","15,602,000","16,409,000","14,154,000","4,199,000","5,444,000","5,683,000","3,642,000","13,439,000","17,760,000","14,826,000","18,336,000","16,853,000","8,372,000","17,780,000","27,580,000","27,344,000","25,656,000","25,396,000","26,179,000","3,486,000","3,559,000","9,220,000","22,695,000","20,885,000","28,789,000","16,336,000","19,328,000","25,308,000","19,420,000","18,089,000","12,825,000","8,213,000","7,148,000","5,535,000","6,294,000","4,239,000","3,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,057,000","29,192,000","25,540,000","28,264,000","28,424,000","50,479,000","53,052,000","32,017,000","34,292,000","36,609,000","39,880,000","41,604,000","43,142,000","42,951,000","38,249,000","36,734,000","33,364,000","31,786,000","24,149,000","15,602,000","16,409,000","14,154,000","4,199,000","5,444,000","5,683,000","3,642,000","13,439,000","17,760,000","14,826,000","18,336,000","16,853,000","8,372,000","17,780,000","27,580,000","27,344,000","25,656,000","25,396,000","26,179,000","3,486,000","3,559,000","9,220,000","22,695,000","20,885,000","28,789,000","16,336,000","19,328,000","25,308,000","19,420,000","18,089,000","12,825,000","8,213,000","7,148,000","5,535,000","6,294,000","4,239,000","3,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"8,103,000","10,075,000","42,976,000","46,171,000","46,906,000","37,220,000","38,713,000","38,363,000","37,951,000","44,911,000","32,548,000","38,251,000","36,242,000","26,351,000","45,671,000","30,099,000","28,320,000","21,121,000","35,067,000","29,458,000","26,330,000","22,955,000","39,169,000","40,163,000","37,748,000","38,954,000","37,824,000","45,236,000","43,389,000","36,718,000","34,226,000","28,532,000","27,254,000","23,392,000","8,189,000","5,220,000","5,976,000","5,721,000","4,549,000","5,079,000","4,500,000","4,257,000","4,272,000","3,653,000","3,473,000","4,809,000","3,894,000","3,480,000","3,478,000","4,135,000","3,114,000","3,197,000","6,364,000","9,931,000","5,128,000","4,850,000","3,519,000","3,360,000","5,717,000","3,270,000","3,759,000","3,068,000","3,814,000","11,321,000","9,556,000","9,607,000","9,140,000","9,120,000","9,582,000","12,440,000","13,415,000","14,300,000","15,125,000","13,339,000","16,218,000","18,606,000","15,484,000","17,912,000","12,419,000","14,560,000","11,395,000","29,167,000","13,684,000","11,701,000","8,716,000","13,449,000","20,741,000","79,244,000","26,964,000","91,500,000","102,600,000","172,700,000","59,100,000","62,800,000","6,500,000","5,500,000","6,200,000","10,200,000","3,600,000","3,800,000","2,800,000","4,300,000","4,600,000","5,900,000","5,900,000","5,200,000","3,000,000","3,300,000","2,700,000","3,200,000","3,700,000","4,700,000","4,300,000","3,900,000","17,300,000","18,400,000","28,900,000","25,300,000","30,700,000","48,700,000","20,500,000","48,000,000","40,000,000","40,800,000","7,600,000","9,600,000","5,700,000"
	TotalNonCurrentAssets,"404,948,000","399,284,000","677,956,000","658,191,000","678,357,000","679,506,000","690,555,000","733,009,000","740,954,000","823,475,000","852,316,000","816,667,000","801,795,000","677,283,000","685,206,000","704,899,000","727,438,000","714,569,000","709,972,000","703,763,000","726,620,000","698,572,000","681,005,000","676,279,000","702,144,000","727,017,000","712,613,000","717,785,000","729,922,000","715,546,000","737,245,000","702,342,000","692,367,000","671,848,000","534,478,000","489,324,000","463,969,000","447,675,000","438,458,000","437,460,000","422,546,000","418,027,000","371,553,000","376,343,000","409,530,000","422,832,000","387,815,000","364,171,000","348,476,000","346,334,000","358,115,000","356,601,000","347,803,000","362,429,000","419,026,000","408,434,000","405,618,000","389,663,000","371,937,000","334,802,000","334,507,000","334,306,000","314,274,000","278,298,000","281,671,000","284,031,000","245,668,000","244,552,000","238,322,000","293,771,000","290,558,000","314,730,000","311,299,000","312,835,000","299,162,000","331,116,000","332,032,000","327,404,000","290,501,000","295,774,000","194,506,000","173,176,000","280,364,000","267,860,000","203,301,000","192,033,000","161,763,000","289,841,000","320,257,000","315,700,000","276,100,000","307,000,000","122,100,000","106,400,000","68,700,000","67,000,000","62,000,000","58,500,000","53,000,000","39,800,000","39,600,000","97,100,000","82,300,000","118,000,000","111,800,000","129,700,000","124,400,000","134,400,000","115,900,000","141,900,000","47,500,000","49,600,000","52,700,000","50,400,000","54,900,000","56,700,000","67,500,000","293,300,000","281,500,000","284,700,000","281,700,000","312,300,000","319,400,000","320,600,000","46,100,000","44,900,000","41,500,000"
