name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
				LongTermDebtPayments,"-194,893,000","-4,500,000","-4,500,000","-180,000,000","-5,893,000","-7,982,000","-17,624,000","-2,938,000","-2,938,000","-2,938,000","-2,937,000","-2,938,000","-2,937,000","-2,938,000","-211,288,000","-2,350,000","-2,350,000","-15,350,000","-69,350,000","-2,350,000","-3,150,000","-4,150,000","-2,150,000","-2,150,000","-22,500,000"
			NetShortTermDebtIssuance,"5,700,000",,"0","0",,,"0","-29,822,000","0","2,986,000","6,540,000","0","-3,383,000","2,543,000","-34,899,000","12,576,000","8,783,000","22,739,000","-50,849,000","10,595,000","22,595,000","21,731,000","707,000","687,000","-26,757,000"
				ShortTermDebtIssuance,"42,083,000",,"0","0",,,"0","0","0","28,267,000","19,540,000","0","0","22,543,000","64,537,000","90,282,000","67,119,000","94,452,000","43,206,000","17,589,000","40,601,000","51,987,000","30,903,000","19,108,000","11,513,000"
				ShortTermDebtPayments,"-36,383,000",,"0","0",,,"0","-29,822,000","0","-25,281,000","-13,000,000","0","-3,383,000","-20,000,000","-99,436,000","-77,706,000","-58,336,000","-71,713,000","-94,055,000","-6,994,000","-18,006,000","-30,256,000","-30,196,000","-18,421,000","-38,270,000"
		NetCommonStockIssuance,"0",,,,,,,,,,,,,,,,,,,,,,,,"0"
			CommonStockIssuance,"0",,,,,,,,,,,,,,,,,,,,,,,,"0"
		CashDividendsPaid,"-10,240,000","-3,408,000","7,000","-2,371,000","-4,468,000","-2,445,000","-79,000","-821,000","0","-2,675,000","-1,018,000","-4,784,000","-10,069,000","-8,052,000","0","-1,556,000","-8,028,000","-10,857,000","0","0","0","-72,777,000","0","-56,732,000","0"
			CommonStockDividendPaid,,,,,,"-2,445,000","-79,000","-821,000","0","-2,675,000","-1,018,000","-4,784,000","-10,069,000","-8,052,000","0","-1,556,000","-8,028,000","-10,857,000","0","0","0","-72,777,000","0","-56,732,000",
		ProceedsFromStockOptionExercised,"3,839,000","78,000","68,000","48,000","3,645,000","33,000","178,000","0","0","41,000","7,000","823,000","238,000","1,149,000",,,,,,,,,,,"0"
		NetOtherFinancingCharges,,,"-3,709,000","-1,055,000","0","-6,000","-4,651,000","178,000","-569,000","-166,000","-173,000","-139,000","0","-272,000",,,,,"0","0",,,"-36,942,000","0","124,031,000"
EndCashPosition,"32,411,000","33,131,000","83,557,000","93,245,000","95,474,000","74,697,000","52,255,000","31,895,000","41,127,000","55,413,000","25,229,000","13,492,000","19,485,000","22,546,000","13,486,000","10,576,000","10,892,000","6,450,000","7,728,000","7,662,000","12,752,000","3,852,000","6,161,000","178,000","24,411,000"
	ChangesInCash,"-42,286,000","-50,259,000","-9,794,000","-2,039,000","19,806,000","23,380,000","20,940,000","-8,294,000","-14,966,000","29,239,000","15,089,000","-7,431,000","-3,616,000","9,750,000","3,934,000","1,184,000","2,840,000","-514,000","43,000","-5,022,000","8,914,000","-2,301,000","5,983,000","-35,947,000","14,145,000"
	EffectOfExchangeRateChanges,"720,000","-167,000","106,000","-190,000","971,000","-938,000","-580,000","-938,000","680,000","945,000","-3,352,000","1,438,000","555,000","-690,000","-1,024,000","-1,500,000","1,602,000","-764,000","23,000","-68,000","-14,000","-8,000",,"0","0"
	BeginningCashPosition,"74,697,000","83,557,000","93,245,000","95,474,000","74,697,000","52,255,000","31,895,000","41,127,000","55,413,000","25,229,000","13,492,000","19,485,000","22,546,000","13,486,000","10,576,000","10,892,000","6,450,000","7,728,000","7,662,000","12,752,000","3,852,000","6,161,000","178,000","36,125,000","10,266,000"
InterestPaidSupplementalData,,,,,,,,,,,,,,,,,,,"5,950,000","7,238,000",,,"2,485,000","3,954,000",
CapitalExpenditure,"-43,057,000","-19,182,000","-10,325,000","-7,306,000","-6,244,000","-3,884,000","-3,778,000","-3,028,000","-6,715,000","-4,961,000","-15,109,000","-15,425,000","-8,117,000","-3,613,000","-5,996,000","-6,753,000","-8,251,000","-5,866,000","-7,284,000","-7,957,000","-9,554,000","-8,767,000","-7,907,000","-5,281,000","-2,942,000"
IssuanceOfCapitalStock,"0",,,,,,,,,,,,,,,,,,,,,,,,"0"
IssuanceOfDebt,,,"0","180,000,000",,,"0","0","0","28,267,000","19,540,000","0","0","22,543,000","294,548,000","90,282,000","67,119,000","94,452,000","43,206,000","17,589,000","79,801,000","99,123,000","30,931,000","66,708,000",
RepaymentOfDebt,"-194,893,000","-4,500,000","-4,500,000","-180,000,000","-5,893,000","-7,982,000","-17,624,000","-32,760,000","-2,938,000","-28,219,000","-15,937,000","-2,938,000","-6,320,000","-22,938,000","-310,724,000","-80,056,000","-60,686,000","-87,063,000","-163,405,000","-9,344,000","-21,156,000","-34,406,000","-32,346,000","-20,571,000",
FreeCashFlow,"-16,115,000","-42,137,000","-1,755,000","55,000","27,722,000","33,581,000","43,116,000","25,109,000","-11,459,000","31,991,000","12,670,000","-393,000","12,535,000","23,689,000","22,587,000","-7,486,000","4,435,000","3,589,000","6,113,000","-13,267,000","-20,884,000","18,313,000","45,243,000","-25,352,000",
