name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,03/31/2014
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		StockBasedCompensation,"15,970,000","4,372,000","3,981,000","4,047,000","3,570,000","2,871,000","2,961,000","2,762,000","2,616,000","5,445,000","2,707,000","9,466,000","5,385,000","3,183,000","2,113,000","1,432,000","1,487,000","1,467,000","1,248,000","981,000","1,200,000","1,034,000","1,256,000","4,284,000","3,266,000","1,009,000","10,493,000","6,926,000","1,234,000","3,671,000","7,340,000"
		OtherNonCashItems,"16,553,000","4,117,000","4,706,000","3,894,000","3,836,000","3,860,000","3,844,000","3,685,000","2,998,000","2,669,000","2,523,000","4,062,000","3,013,000","2,258,000","1,113,000","-7,210,000","729,000","-76,000","-8,675,000","295,000","-325,000","-87,000","-211,000","630,000","420,000","718,000","577,000","345,000","650,000","873,000","-350,000"
		ChangeInWorkingCapital,"37,865,000","-27,939,000","47,119,000","9,872,000","8,813,000","903,000","48,728,000","2,420,000","8,558,000","6,551,000","9,366,000","20,731,000","4,616,000","875,000","7,026,000","21,695,000","12,981,000","-2,101,000","9,531,000","15,716,000","8,871,000","-21,237,000","11,630,000","17,731,000","-15,675,000","-6,585,000","4,491,000","8,428,000","3,804,000","-14,846,000","122,000"
			ChangeInReceivables,"-64,295,000","-38,224,000","64,000","-24,693,000","-1,442,000","1,089,000","-26,930,000","-7,124,000","9,223,000","19,301,000","-15,274,000","9,488,000","-19,725,000","4,255,000","-14,202,000","7,444,000","-2,529,000","-17,760,000","-8,238,000","1,935,000","5,697,000","-2,292,000","2,879,000","8,219,000","-14,898,000","-9,927,000","-5,636,000","-767,000","3,126,000","3,614,000","-10,543,000"
			ChangeInPrepaidAssets,"-8,608,000","-5,547,000","12,915,000","-7,160,000","-8,816,000","-6,073,000","6,096,000","-8,960,000","1,834,000","-2,694,000","1,658,000","-5,625,000","-1,772,000","-1,642,000","1,301,000","-1,738,000","-590,000","-214,000","-2,262,000","-752,000","-272,000","-247,000","5,072,000","-182,000","-7,287,000","-1,264,000","536,000","862,000","-766,000","-813,000","-4,617,000"
			ChangeInPayablesAndAccruedExpense,"36,011,000","-4,692,000","1,181,000","15,174,000","24,348,000","-12,681,000","19,626,000","15,114,000","-4,540,000","-8,566,000","8,309,000","6,841,000","19,309,000","-7,905,000","10,081,000","4,731,000","9,592,000","5,967,000","8,810,000","5,946,000","586,000","-11,839,000","4,893,000","3,887,000","3,458,000","-7,031,000","2,068,000","4,302,000","4,990,000","-8,559,000","8,751,000"
				ChangeInPayable,"3,463,000","-1,041,000","-284,000","2,420,000","2,368,000","-2,638,000","3,014,000","1,562,000","-364,000","-6,809,000","1,912,000","-2,520,000","8,022,000","-2,684,000","2,665,000","-2,698,000","676,000","699,000","5,283,000","2,388,000","-1,524,000","-1,331,000","1,634,000","1,169,000","-85,000","-2,027,000","1,635,000","1,566,000","560,000","-1,280,000","13,708,000"
					ChangeInAccountPayable,"3,463,000","-1,041,000","-284,000","2,420,000","2,368,000","-2,638,000","3,014,000","1,562,000","-364,000","-6,809,000","1,912,000","-2,520,000","8,022,000","-2,684,000","2,665,000","-2,698,000","676,000","699,000","5,283,000","2,388,000","-1,524,000","-1,331,000","1,634,000","1,169,000","-85,000","-2,027,000","1,635,000","1,566,000","560,000","-1,280,000","13,708,000"
				ChangeInAccruedExpense,"32,548,000","-3,651,000","1,465,000","12,754,000","21,980,000","-10,043,000","16,612,000","13,552,000","-4,176,000","-1,757,000","6,397,000","9,361,000","11,287,000","-5,221,000","7,416,000","7,429,000","8,916,000","5,268,000","3,527,000","3,558,000","2,110,000","-10,508,000","3,259,000","2,718,000","3,543,000","-5,004,000","433,000","2,736,000","4,430,000","-7,279,000","-4,957,000"
			ChangeInOtherCurrentLiabilities,"-16,019,000","-3,542,000","-4,297,000","-3,379,000","-4,801,000","-3,155,000","-3,999,000","-2,574,000","-2,697,000","-2,236,000","-2,557,000","-2,139,000","-2,297,000","-2,041,000","0","0","0","0","4,143,000","4,659,000","-13,000","-3,497,000","-1,410,000","4,438,000","1,067,000","1,305,000","5,590,000","5,643,000","-1,082,000","-170,000","1,561,000"
			ChangeInOtherWorkingCapital,"90,776,000","24,066,000","37,256,000","29,930,000","-476,000","21,723,000","53,935,000","5,964,000","4,738,000","746,000","17,230,000","12,166,000","9,101,000","8,208,000","9,846,000","11,258,000","6,508,000","9,906,000","7,078,000","3,928,000","2,873,000","-3,362,000","196,000","1,369,000","1,985,000","10,332,000","1,933,000","-1,612,000","-2,464,000","-8,918,000","4,970,000"
InvestingCashFlow,"-32,921,000","-11,208,000","-9,116,000","-6,600,000","-5,997,000","-9,651,000","-7,734,000","-8,643,000","-9,315,000","-5,522,000","-5,730,000","-6,132,000","-3,440,000","-3,842,000","-4,212,000","-2,790,000","-6,043,000","-3,928,000","-3,383,000","-2,349,000","-2,147,000","-4,358,000","-5,662,000","-2,107,000","-2,229,000","-3,424,000","-1,772,000","-2,002,000","-1,973,000","-685,000","-827,000"
	CashFlowFromContinuingInvestingActivities,"-32,921,000","-11,208,000","-9,116,000","-6,600,000","-5,997,000","-9,651,000","-7,734,000","-8,643,000","-9,315,000","-5,522,000","-5,730,000","-6,132,000","-3,440,000","-3,842,000","-4,212,000","-2,790,000","-6,043,000","-3,928,000","-3,383,000","-2,349,000","-2,147,000","-4,358,000","-5,662,000","-2,107,000","-2,229,000","-3,424,000","-1,772,000","-2,002,000","-1,973,000","-685,000","-827,000"
		CapitalExpenditureReported,"-31,021,000","-9,257,000","-9,116,000","-6,640,000","-6,008,000","-6,507,000","-7,786,000","-8,669,000","-9,324,000","-5,561,000","-5,760,000","-6,162,000","-3,470,000","-2,520,000","-3,449,000","-2,782,000","-5,842,000","-3,951,000","-3,395,000","-2,310,000","-1,645,000","-4,374,000","-5,694,000","-2,150,000","-2,237,000","-3,456,000","-1,777,000","-2,023,000","-1,980,000","-685,000","-1,090,000"
		NetPPEPurchaseAndSale,,,,,,,"-7,786,000","-8,669,000","-9,324,000","-5,561,000","-5,760,000","-6,162,000","-3,470,000","-2,520,000","-3,449,000","-2,782,000","-5,842,000","-3,951,000","-3,395,000","-2,310,000","-1,645,000","-4,374,000","-5,694,000","-2,150,000","-2,237,000","-3,456,000","-1,777,000","-2,023,000","-1,980,000","-685,000","-1,090,000"
			PurchaseOfPPE,,,,,,,"-7,786,000","-8,669,000","-9,324,000","-5,561,000","-5,760,000","-6,162,000","-3,470,000","-2,520,000","-3,449,000","-2,782,000","-5,842,000","-3,951,000","-3,395,000","-2,310,000","-1,645,000","-4,374,000","-5,694,000","-2,150,000","-2,237,000","-3,456,000","-1,777,000","-2,023,000","-1,980,000","-685,000","-1,090,000"
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,"0","0",,,"0","-54,000",,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,,,,,,,,,"0","0",,,"0","-54,000",,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		NetOtherInvestingChanges,"-1,900,000","-1,951,000","0","40,000","11,000","-3,144,000","52,000","26,000","9,000","39,000","30,000","30,000","30,000","-1,322,000","-763,000","-8,000","-201,000","23,000","12,000","15,000","13,000","16,000","32,000","43,000","8,000","32,000","5,000","21,000",,,"263,000"
FinancingCashFlow,"-465,638,000","-412,083,000","2,431,000","-5,207,000","-50,779,000","9,102,000","-40,208,000","6,777,000","-8,406,000","-40,445,000","834,000","1,795,000","-53,519,000","-23,028,000","-33,847,000","-49,748,000","-33,975,000","-24,010,000","-23,234,000","-42,144,000","-29,145,000","-3,305,000","-3,136,000","-39,194,000","-15,298,000","-380,000","-50,376,000","-411,000","-35,409,000","-30,293,000","-17,968,000"
	CashFlowFromContinuingFinancingActivities,"-465,638,000","-412,083,000","2,431,000","-5,207,000","-50,779,000","9,102,000","-40,208,000","6,777,000","-8,406,000","-40,445,000","834,000","1,795,000","-53,519,000","-23,028,000","-33,847,000","-49,748,000","-33,975,000","-24,010,000","-23,234,000","-42,144,000","-29,145,000","-3,305,000","-3,136,000","-39,194,000","-15,298,000","-380,000","-50,376,000","-411,000","-35,409,000","-30,293,000","-17,968,000"
		NetIssuancePaymentsOfDebt,"0","0",,,,,"0","0","0","0","0","0","-56,438,000","-24,000,000","-34,032,000","-49,906,000","-34,125,000","-24,125,000","36,906,000","26,906,000","-3,093,000","-3,094,000","-1,048,000","-210,018,000","-15,018,000","-18,000","-50,018,000","-911,000","-35,062,000","-30,064,000","-23,073,000"
			NetLongTermDebtIssuance,"0","0",,,,,"0","0","0","0","0","0","-56,438,000","-24,000,000","-34,032,000","-49,906,000","-34,125,000","-24,125,000","36,906,000","26,906,000","-3,093,000","-3,094,000","-1,048,000","-210,018,000","-15,018,000","-18,000","-50,018,000","-911,000","-35,062,000","-30,064,000","-23,073,000"
				LongTermDebtIssuance,,"49,500,000",,,,,,,,,,,,,"0",,,,"60,000,000",,,,,,,,,,,,"0"
				LongTermDebtPayments,"-49,500,000","-49,500,000",,,,,"0","0","0","0","0","0","-56,438,000","-24,000,000","-34,032,000","-49,906,000","-34,125,000","-24,125,000","-23,094,000","-13,094,000","-3,093,000","-3,094,000","-165,554,000","-210,018,000","-15,018,000","-18,000","-50,018,000","-911,000","-35,062,000","-30,064,000","-23,073,000"
		NetCommonStockIssuance,"-488,046,000","-425,950,000","0","-6,219,000","-55,877,000","0","-47,447,000","0","-9,051,000","-41,776,000",,,,,"0","0",,,"-60,323,000","-68,855,000",,,"0",,,,"0",,,,"0"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0"
			CommonStockPayments,"-488,046,000","-425,950,000","0","-6,219,000","-55,877,000","0","-47,447,000","0","-9,051,000","-41,776,000",,,,,"0","0",,,"-60,323,000","-68,855,000",,,,,,,,,,,
		ProceedsFromStockOptionExercised,"22,408,000","13,867,000","2,431,000","1,012,000","5,098,000","9,102,000","7,239,000","6,777,000","645,000","1,331,000","834,000","1,795,000","2,919,000","972,000","679,000","635,000","609,000","566,000","625,000","232,000","762,000","193,000","85,000","350,000","95,000","7,000","4,000","246,000","0","0","0"
		NetOtherFinancingCharges,,,,,,,,,,,,,,,"-494,000","-477,000","-459,000","-451,000","-442,000","-427,000","-409,000","-404,000","-2,173,000","-3,104,000","-375,000","-369,000","-362,000","-354,000","-347,000","-229,000","5,105,000"
EndCashPosition,"86,582,000","82,843,000","461,304,000","398,387,000","339,009,000","332,877,000","277,766,000","219,227,000","160,903,000","133,999,000","131,920,000","79,290,000","20,098,000","30,127,000","23,282,000","22,251,000","22,237,000","22,252,000","26,492,000","24,247,000","29,330,000","29,609,000","37,407,000","14,636,000","13,674,000","24,181,000","14,880,000","40,632,000","12,101,000","27,946,000","19,493,000"
	ChangesInCash,"-246,295,000","-377,035,000","64,209,000","60,546,000","5,985,000","56,770,000","57,556,000","57,897,000","26,546,000","3,181,000","52,044,000","59,955,000","-10,329,000","7,135,000","1,383,000","-37,000","1,325,000","-4,640,000","2,035,000","-5,493,000","-884,000","-8,338,000","20,773,000","878,000","-10,266,000","8,917,000","-25,443,000","28,728,000","-15,906,000","-26,183,000","-5,588,000"
	EffectOfExchangeRateChanges,"-3,739,000","-1,426,000","-1,292,000","-1,168,000","147,000","-1,659,000","983,000","427,000","358,000","-1,102,000","586,000","-763,000","300,000","-290,000","-352,000","51,000","-1,340,000","400,000","210,000","410,000","605,000","540,000","-859,000","84,000","-241,000","384,000","-309,000","-197,000","61,000","-156,000","-25,000"
	BeginningCashPosition,"332,877,000","461,304,000","398,387,000","339,009,000","332,877,000","277,766,000","219,227,000","160,903,000","133,999,000","131,920,000","79,290,000","20,098,000","30,127,000","23,282,000","22,251,000","22,237,000","22,252,000","26,492,000","24,247,000","29,330,000","29,609,000","37,407,000","14,636,000","13,674,000","24,181,000","14,880,000","40,632,000","12,101,000","27,946,000","54,285,000","25,106,000"
IncomeTaxPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,000"
InterestPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,961,000"
CapitalExpenditure,"-31,021,000","-9,257,000","-9,116,000","-6,640,000","-6,008,000","-6,507,000","-7,786,000","-8,669,000","-9,324,000","-5,561,000","-5,760,000","-6,162,000","-3,470,000","-2,520,000","-3,449,000","-2,782,000","-5,842,000","-3,951,000","-3,395,000","-2,364,000","-2,160,000","-4,374,000","-5,694,000","-2,150,000","-2,237,000","-3,456,000","-1,777,000","-2,023,000","-1,980,000","-685,000","-1,090,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0"
IssuanceOfDebt,,"49,500,000",,,,,,,,,,,,,"0",,,,"60,000,000",,,,,,,,,,,,"0"
RepaymentOfDebt,"-49,500,000","-49,500,000",,,,,"0","0","0","0","0","0","-56,438,000","-24,000,000","-34,032,000","-49,906,000","-34,125,000","-24,125,000","-23,094,000","-13,094,000","-3,093,000","-3,094,000","-165,554,000","-210,018,000","-15,018,000","-18,000","-50,018,000","-911,000","-35,062,000","-30,064,000","-23,073,000"
RepurchaseOfCapitalStock,"-488,046,000","-425,950,000","0","-6,219,000","-55,877,000","0","-47,447,000","0","-9,051,000","-41,776,000",,,,,"0","0",,,"-60,323,000","-68,855,000",,,,,,,,,,,
FreeCashFlow,"221,243,000","36,999,000","61,778,000","65,713,000","56,753,000","50,812,000","97,712,000","51,094,000","34,943,000","43,587,000","51,180,000","58,130,000","43,160,000","31,485,000","35,993,000","49,719,000","35,501,000","19,347,000","25,257,000","36,636,000","28,248,000","-5,049,000","23,877,000","40,029,000","5,024,000","9,265,000","24,928,000","29,118,000","19,496,000","4,110,000","12,117,000"
