name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,11/30/2015,09/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
			NetIncomeContinuousOperations,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-26,904,000","-19,500,000","7,854,000","14,230,000","18,237,000","1,794,000","8,724,000","16,223,000","18,712,000","9,806,000","34,425,000","10,818,000","10,125,000","9,117,000","8,661,000","14,252,000","9,346,000","5,280,000",,"5,108,000",,"14,453,000","3,141,000","2,834,000","5,391,000","12,276,000","4,298,000","273,000","3,482,000","12,846,000","3,587,000","4,278,000","4,787,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,702,000","4,254,000","10,263,000","13,708,000","2,468,000","3,162,000","4,522,000","12,316,000","1,849,000","1,786,000","4,417,000","10,487,000","4,579,000","2,284,000","4,803,000","12,945,000","2,649,000","1,735,000","2,552,000","12,371,000","4,292,000","1,517,000","1,928,000","14,723,000","-2,165,000","54,000","3,779,000","11,072,000","2,918,000","533,000","5,100,000","12,700,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","7,800,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000","4,100,000","3,000,000","600,000","2,300,000","4,100,000","3,000,000","900,000","2,600,000","3,600,000","2,500,000","700,000","1,600,000","3,200,000","2,500,000","800,000","2,200,000","3,200,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-231,000","-226,000","-172,000","-1,000","547,000","1,561,000","522,000","3,173,000","1,044,000","4,809,000","67,171,000","7,658,000",,,,,"33,000",,,"1,216,000",,,,,"8,055,000","287,000","317,000","377,000","65,000","348,000","500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"0","0","0","0","0","0","0","0","-125,000","148,000","-52,000","59,000","-171,000","66,000","-4,000","8,000","-93,000","15,000","16,000","160,000","-1,000","336,000","81,000","120,000","-10,000","172,000",,"-163,000",,"198,000","108,000","257,000","-168,000","156,000","-44,000","3,798,000","-237,000","585,000","-112,000","-5,650,000","-63,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-27,029,000","-19,352,000","7,802,000","14,289,000","18,066,000","1,860,000","8,720,000","16,231,000","18,619,000","9,821,000","34,441,000","10,978,000","10,124,000","9,453,000","8,742,000","14,372,000","9,336,000","5,452,000",,"4,945,000",,"14,651,000","3,249,000","3,091,000","5,223,000","12,432,000","4,254,000","4,071,000","3,245,000","13,431,000","3,475,000","-1,372,000","4,724,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,471,000","4,028,000","10,091,000","13,707,000","3,015,000","4,723,000","5,044,000","15,489,000","2,893,000","6,595,000","71,588,000","18,145,000","4,579,000","2,284,000","4,803,000","12,945,000","2,682,000","1,735,000","2,552,000","13,587,000","4,292,000","1,517,000","1,928,000","14,723,000","5,890,000","341,000","4,096,000","11,449,000","2,983,000","881,000","5,600,000","13,200,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","9,600,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000",,,,,,,,,,,,,,,,,
BasicEPS,,"-0.48","0.205","0.056","-0.744","-0.898","-1.256","-1.3","-0.89","-0.623","0.252","0.462","0.585","0.06","0.308","0.573","0.664","0.351","1.236","0.394","0.364","0.341","0.316","0.52","0.34","0.198","0.277","0.179","0.394","0.531","0.118","0.113","0.191","0.454","0.156","0.151","0.12","0.496","0.128","-0.05","0.173","0.37","0.232","0.025","0.097","0.425","0.117","-0.068","0.07","0.338",,"0.107","-0.011","0.34",,"0.06","0.03","0.42",,"0.06","0.1","0.4",,"0.13","0.33","0.45",,"0.15","0.17","0.51",,"0.22","2.38","0.61",,"0.08","0.16","0.44",,"0.06","0.09","0.46",,"0.05","0.07","0.5",,"0.01","0.14","0.39",,"0.03","0.19","0.44",,"0.02","0.2","0.47",,"0.1","0.153","0.293",,"0.087","0.153","0.26",,"0.06","0.147","0.378",,"0.04","0.084","0.138",,"0.031","0.067","0.147",,"0.027","0.062","0.068",,"0.015","0.03","0.056",,"0.009","0.03","0.053",,"0.009","0.03","0.047",,"0.006","0.027","0.044",,"0.009","0.03","0.041",,"0.006","0.012","0.026",,"0.006","0.018","0.024"
DilutedEPS,,"-0.48","0.18","0.056","-0.76","-0.93","-1.29","-1.3","-0.89","-0.64","0.25","0.46","0.58","0.06","0.3","0.56","0.65","0.35","1.21","0.39","0.36","0.33","0.31","0.51","0.34","0.198","0.27","0.179","0.39","0.53","0.118","0.11","0.19","0.45","0.156","0.15","0.12","0.496","0.128","-0.05","0.17","0.37","0.23","0.025","0.097","0.42","0.117","-0.07","0.07","0.338",,"0.107","-0.011","0.34",,"0.06","0.03","0.39",,"0.06","0.1","0.38",,"0.13","0.33","0.45",,"0.15","0.16","0.5",,"0.21","2.34","0.6",,"0.08","0.16","0.44",,"0.059","0.086","0.46",,"0.05","0.066","0.5",,"0.01","0.14","0.39",,"0.03","0.19","0.44",,"0.02","0.2","0.47",,"0.1","0.153","0.293",,"0.087","0.153","0.26",,"0.06","0.147","0.378",,"0.04","0.084","0.138",,"0.031","0.067","0.147",,"0.027","0.062","0.068",,"0.015","0.03","0.056",,"0.009","0.03","0.053",,"0.009","0.03","0.047",,"0.006","0.027","0.044",,"0.009","0.03","0.041",,"0.006","0.012","0.026",,"0.006","0.018","0.024"
BasicAverageShares,,"31,445,000","31,427,370","31,420,997","31,412,689","31,391,083","31,064,755","31,064,000","31,061,000","31,056,150","30,946,660","30,922,947","30,907,613","30,876,956","28,350,434","28,328,117","28,044,073","27,978,402","27,853,768","27,835,668","27,809,664","27,758,595","27,671,565","27,626,267","27,490,094","27,484,333","27,663,851","27,655,345","27,611,785","27,602,189","27,553,415","27,444,390","27,407,780","27,390,392","27,298,642","26,935,342","27,070,623","27,077,127","27,072,296","27,274,964","27,269,483","28,889,074","28,890,609","29,255,332","29,246,124","29,355,251","29,736,346","29,650,788","29,642,340","29,625,910",,"29,644,000","29,773,000","29,868,000",,"29,774,000","29,866,667","29,716,000",,"29,750,000","29,400,000","30,314,000",,"30,984,615","30,578,788","30,270,000",,"31,486,667","29,670,588","30,306,000",,"29,977,273","30,078,992","29,849,000",,"28,550,000","30,018,750","29,534,000",,"29,389,000","29,373,000","29,333,000",,"29,248,000","29,226,000","29,198,000",,"29,135,000","29,141,000","29,299,000",,"29,836,000","29,896,000","30,000,000",,"25,000,000","29,500,000","30,212,766",,"30,000,000","30,281,000","29,615,800",,"29,515,750","29,513,749","29,507,746",,"29,503,744","29,423,400","29,423,400",,"29,348,325","29,551,529","29,587,565",,"29,259,000","29,259,000","29,238,000",,"25,211,000","25,184,000","25,154,000",,"25,096,000","25,220,000","25,222,000",,"25,303,000","25,441,000","25,658,000",,"25,642,000","25,699,000","25,745,000",,"25,699,000","26,594,000","25,853,000",,"25,853,000","25,888,000","25,858,000",,"26,580,000","25,807,000","25,736,000",,"25,717,000","25,705,000","25,655,000"
DilutedAverageShares,,"31,445,000","40,607,000","31,469,000","31,412,689","31,391,083","31,064,755","31,064,000","31,061,000","31,056,150","31,363,000","31,361,000","31,401,000","30,876,956","28,949,000","28,818,000","28,621,000","28,434,000","28,385,000","28,350,000","28,486,000","28,383,000","28,235,000","28,001,000","27,814,000","27,759,000","27,957,000","27,945,000","27,898,000","27,882,000","27,854,000","27,690,000","27,489,474","27,613,000","27,357,000","27,036,000","27,130,000","27,094,000","27,090,000","27,274,964","28,148,000","28,964,000","29,126,087","29,255,332","29,246,124","29,669,000","29,736,346","29,650,788","29,642,340","29,625,910",,"29,902,000","29,915,000","29,868,000",,"29,774,000","29,866,667","29,716,000",,"29,750,000","29,400,000","30,686,000",,"30,984,615","30,578,788","30,436,000",,"31,486,667","31,525,000","30,688,000",,"31,404,762","30,593,162","30,144,000",,"28,550,000","30,018,750","29,686,000",,"29,542,000","29,510,000","29,560,000",,"29,505,000","29,331,000","29,416,000",,"29,356,000","29,284,000","29,338,000",,"29,869,000","29,949,000","30,000,000",,"25,000,000","29,500,000","30,212,766",,"30,000,000","30,281,000","29,615,800",,"29,515,750","29,513,749","29,507,746",,"29,503,744","29,423,400","29,423,400",,"29,348,325","29,551,529","29,587,565",,"29,259,000","29,259,000","29,238,000",,"25,211,000","25,184,000","25,154,000",,"25,096,000","25,220,000","25,222,000",,"25,303,000","25,441,000","25,658,000",,"25,642,000","25,699,000","25,745,000",,"25,699,000","26,594,000","25,853,000",,"25,853,000","25,888,000","25,858,000",,"26,580,000","25,807,000","25,736,000",,"25,717,000","25,705,000","25,655,000"
TotalOperatingIncomeAsReported,"-22,588,000","-16,797,000","14,046,000","6,273,000","-26,110,000","-35,661,000","-55,173,000","-47,987,000","-53,062,000","-22,200,000","13,379,000","22,387,000","27,475,000","4,950,000","14,653,000","22,413,000","29,107,000","17,016,000","17,394,000","21,435,000","18,741,000","18,025,000","15,664,000","24,683,000","18,261,000","11,346,000",,"10,554,000",,"25,856,000","8,580,000","7,305,000","11,620,000","22,689,000","9,564,000","5,661,000","8,810,000","24,347,000","8,256,000","-224,000","9,717,000","20,455,000","12,831,000","4,075,000","6,261,000","23,348,000","8,576,000","91,000","5,406,000","19,424,000","7,217,000","8,044,000","1,967,000","18,975,000","4,932,000","6,178,000","8,342,000","23,947,000","4,154,000","6,257,000","8,638,000","23,515,000","9,637,000","1,853,000","8,467,000","21,182,000","8,229,000","5,148,000","8,019,000","18,144,000","3,952,000","4,715,000","7,755,000","19,901,000","9,599,000","7,447,000","10,737,000","25,641,000","8,728,000","7,750,000","7,752,000","25,155,000","10,664,000","6,474,000","5,521,000","24,799,000","34,679,000","-5,926,000","-259,000","10,337,000","-3,845,000","-2,150,000","2,000,000","15,000,000","3,000,000","-1,600,000","3,800,000","17,800,000","29,100,000","3,100,000","8,000,000","17,300,000","21,100,000","4,800,000","8,400,000","16,100,000","10,100,000","2,500,000","7,400,000","19,700,000","8,400,000","3,100,000","7,200,000","13,300,000","-1,600,000","5,600,000","9,400,000","14,700,000","-2,200,000","5,500,000","8,700,000","12,300,000","10,100,000","4,300,000","6,700,000","10,100,000","-1,800,000","3,300,000","6,200,000","10,000,000","-1,900,000","3,000,000","5,700,000",,,,,,,,,,,,,,,,,
RentExpenseSupplemental,"25,503,000","6,250,000","6,365,000","6,544,000","6,344,000","6,341,000","6,990,000","6,594,000","6,328,000","6,954,000","7,012,000","6,806,000","6,878,000","5,403,000","2,916,000","2,815,000","2,585,000","2,951,000","2,151,000","3,113,000","3,332,000","3,273,000","2,107,000","2,051,000","2,107,000","2,119,000",,"2,159,000",,"2,193,000","2,159,000","2,118,000","2,160,000","2,154,000","2,143,000","2,139,000","2,115,000","2,125,000","2,110,000","2,077,000","2,118,000","2,113,000","2,065,000","2,051,000","2,008,000","2,123,000","2,076,000","2,102,000","2,103,000","2,047,000","2,243,000","1,811,000","1,873,000","1,968,000","1,909,000","1,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"556,521,000","149,039,000","152,968,000","139,589,000","114,925,000","86,448,000","76,678,000","80,813,000","60,995,000","172,948,000","191,609,000","189,075,000","205,025,000","165,089,000","160,379,000","148,186,000","164,191,000","151,175,000","140,773,000","132,383,000","134,034,000","139,929,000","123,083,000","120,012,000","116,717,000","114,098,000",,"105,122,000",,"123,334,000","108,901,000","112,532,000","104,441,000","109,080,000","98,910,000","104,184,000","91,778,000","104,685,000","91,857,000","93,280,000","90,499,000","97,484,000","95,014,000","88,002,000","83,808,000","100,559,000","83,740,000","83,906,000","81,329,000","94,532,000","81,889,000","88,400,000","78,824,000","91,178,000","79,239,000","84,833,000","79,601,000","96,424,000","85,309,000","79,783,000","74,793,000","88,626,000","82,564,000","69,565,000","62,138,000","72,225,000","54,850,000","64,438,000","60,358,000","70,058,000","56,809,000","57,757,000","54,380,000","68,771,000","89,734,000","86,984,000","83,911,000","95,154,000","87,837,000","84,236,000","81,035,000","94,422,000","88,833,000","82,138,000","79,112,000","92,292,000","93,860,000","83,767,000","76,898,000","85,776,000","78,181,000","72,242,000","70,400,000","83,300,000","77,500,000","77,100,000","75,300,000","81,300,000","91,700,000","63,300,000","57,400,000","65,800,000","69,500,000","54,400,000","51,300,000","56,300,000","63,600,000","46,100,000","46,900,000","48,100,000","64,700,000","53,200,000","54,200,000","59,200,000","62,500,000","46,200,000","46,100,000","50,000,000","58,600,000","40,800,000","38,600,000","41,800,000","55,000,000","38,800,000","38,000,000","41,300,000","49,500,000","36,500,000","35,100,000","39,400,000","47,600,000","33,600,000","33,900,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-27,029,000","-19,352,000","7,802,000","14,289,000","18,066,000","1,860,000","8,720,000","16,231,000","18,619,000","9,821,000","34,441,000","10,978,000","10,124,000","9,453,000","8,742,000","14,372,000","9,336,000","5,452,000",,"4,945,000",,"14,651,000","3,249,000","3,091,000","5,223,000","12,432,000","4,254,000","4,071,000","3,245,000","13,431,000","3,475,000","-1,372,000","4,724,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,471,000","4,028,000","10,091,000","13,707,000","3,015,000","4,723,000","5,044,000","15,489,000","2,893,000","6,595,000","71,588,000","18,145,000","4,579,000","2,284,000","4,803,000","12,945,000","2,682,000","1,735,000","2,552,000","13,587,000","4,292,000","1,517,000","1,928,000","14,723,000","5,890,000","341,000","4,096,000","11,449,000","2,983,000","881,000","5,600,000","13,200,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","7,800,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000",,,,,,,,,,,,,,,,,
NormalizedIncome,"-27,104,584.667","-15,010,420","7,331,931.776","966,019","-20,583,088","-29,752,412","-29,965,566.419","-38,745,550","-27,613,000","-12,316,007","9,589,757.751","14,245,674","18,044,636","1,383,453.237","9,447,227.259","16,159,537","18,904,750","9,847,712","31,585,000","11,180,620","9,830,420","9,656,721","8,802,024.816","14,218,119","9,698,355","5,515,735",,"5,074,986",,"14,528,200","5,080,200","3,492,907","5,507,820","12,420,429","4,138,200","3,943,600","3,720,552","13,418,000","3,634,056.575","-4,838,450","4,977,505.108","10,649,100","6,010,650","1,251,604.752","2,822,595.724","12,499,200","3,701,079.165","-1,045,919.893","2,042,538.22","9,989,400","2,868,423.199","3,261,242.138","1,609,790.323","10,147,478.456","1,454,048.78","1,480,897.179","2,924,000","12,254,068.373","3,672,911.392","1,523,143.295","2,834,400","11,456,050","4,568,994.524","-1,323,347.607","3,192,797.347","5,445,316.94","2,505,943.287","1,122,147.648","3,058,898.365","9,206,325.031","4,632,603.825","585,400","2,697,962.02","9,693,245.298","3,450,765.488","2,059,600","4,014,600","3,602,102.615","26,532,146.935","-4,137,800","-3,658,000","2,979,800","-3,906,400","-4,376,800","-4,292,200","12,881,244.495","-7,137,200","-6,270,600","-3,775,000","2,991,200","-5,055,400","-4,101,400","-1,200,000","6,100,000","-1,220,000","-3,700,000","120,408.163","8,260,000","15,350,561.798","0","3,000,000","8,773,394.495","10,461,538.462","1,000,000","3,550,442.478","8,240,000","5,428,800","130,000","2,940,000","10,180,000","3,909,909.91","440,000","3,100,000","6,460,000","6,500,000","2,200,000","4,500,000","7,800,000","-2,329,411.765","2,080,000","3,920,000","6,220,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000",,,,,,,,,,,,,,,,,
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"17,951,000","4,092,000","4,352,000","4,600,000","4,907,000","4,843,000","6,098,000","4,132,000","3,529,000","2,516,000","2,832,000","2,807,000","3,093,000","3,059,000","3,079,000","3,180,000","3,511,000","3,309,000","2,646,000","3,367,000","3,163,000","2,924,000","2,183,000","2,127,000","2,457,000","2,409,000",,"2,382,000",,"2,401,000","2,359,000","2,326,000","2,388,000","2,404,000","2,497,000","2,585,000","2,584,000","2,394,000","2,454,000","2,464,000","2,317,000","2,074,000","2,298,000","2,323,000","2,300,000","2,351,000","2,540,000","2,583,000","2,581,000","2,658,000","2,812,000","2,768,000","2,683,000","2,972,000","3,070,000","3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-17,951,000","-4,092,000","-4,352,000","-4,600,000","-4,907,000","-4,843,000","-6,098,000","-4,132,000","-3,529,000","-2,516,000","-2,832,000","-2,807,000","-3,093,000","-3,059,000","-3,079,000","-3,180,000","-3,511,000","-3,309,000","-2,646,000","-3,367,000","-3,163,000","-2,924,000","-2,183,000","-2,127,000","-2,457,000","-2,409,000",,"-2,382,000",,"-2,401,000","-2,359,000","-2,326,000","-2,388,000","-2,404,000","-2,497,000","-2,585,000","-2,584,000","-2,394,000","-2,454,000","-2,464,000","-2,317,000","-2,074,000","-2,298,000","-2,323,000","-2,275,000","-2,351,000","-2,540,000","-2,583,000","-2,581,000","-2,658,000","-2,812,000","-2,768,000","-2,683,000","-2,972,000","-3,070,000","-3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"-23,606,000","-17,359,000","14,026,000","6,509,000","-26,782,000","-34,045,000","-52,876,000","-49,816,000","-53,281,000","-23,554,000","12,541,000","21,880,000","26,939,000","4,866,000","12,676,000","22,029,000","28,430,000","16,536,000","22,125,000","21,093,000","19,239,000","17,753,000","15,602,000","25,091,000","17,796,000","11,220,000",,"10,387,000",,"26,037,000","8,065,000","6,888,000","11,177,000","22,667,000","9,700,000","5,693,000","8,092,000","24,284,000","8,340,000","5,432,000","9,757,000","20,461,000","13,900,000","3,249,000","6,322,000","23,240,000","8,098,000","-775,000","5,446,000","19,406,000","7,226,000","7,856,000","2,311,000","19,055,000","5,817,000","6,149,000","8,342,000","23,947,000","4,154,000","6,257,000","8,638,000","23,515,000","9,637,000","1,853,000","8,467,000","21,182,000","8,229,000","5,148,000","8,019,000","18,144,000","3,952,000","4,715,000","7,755,000","19,901,000","9,599,000","7,447,000","10,737,000","25,641,000","8,728,000","7,750,000","7,752,000","25,155,000","10,664,000","6,474,000","5,521,000","24,799,000","34,679,000","-5,926,000","-259,000","10,337,000","-3,845,000","-2,150,000","2,000,000","15,000,000","3,000,000","-1,600,000","3,800,000","17,800,000","29,100,000","3,100,000","8,000,000","17,300,000","21,100,000","4,800,000","8,400,000","16,100,000","10,100,000","2,500,000","7,400,000","19,700,000","8,400,000","3,100,000","7,200,000","13,300,000","-1,600,000","5,600,000","9,400,000","14,700,000","-2,200,000","5,500,000","8,700,000","12,300,000","10,100,000","4,300,000","6,700,000","10,100,000","-1,800,000","3,300,000","6,200,000","10,000,000","-1,900,000","3,000,000","5,700,000","46,900,000","-105,700,000","35,300,000","37,900,000","44,900,000","-91,800,000","34,100,000","37,100,000","42,000,000","-90,600,000","31,900,000","34,100,000","38,500,000","-82,200,000","28,900,000","32,200,000","36,100,000"
EBITDA,"47,773,000"
ReconciledCostOfRevenue,"325,343,000","87,577,000","98,040,000","82,517,000","57,209,000","36,734,000","33,335,000","29,687,000","14,423,000","109,103,000","125,545,000","122,544,000","138,636,000","104,656,000","99,128,000","93,741,000","108,427,000","97,871,000","89,761,000","79,670,000","82,415,000","88,385,000","74,097,000","73,213,000","71,218,000","70,013,000",,"60,467,000",,"76,583,000","65,932,000","68,181,000","60,359,000","64,966,000","59,199,000","63,705,000","51,796,000","62,916,000","53,953,000","53,440,000","49,780,000","58,709,000","55,674,000","51,445,000","45,390,000","61,531,000","48,360,000","49,121,000","45,210,000","57,760,000","47,991,000","54,683,000","45,588,000","56,925,000","45,673,000","51,347,000","50,761,000","58,281,000","24,795,000","53,606,000","40,274,000","53,619,000","31,029,000","45,216,000","33,226,000","49,060,000","15,072,000","42,206,000","37,458,000","46,653,000","15,623,000","38,723,000","30,095,000","45,099,000","54,634,000","54,271,000","45,686,000","60,499,000","53,411,000","51,966,000","48,003,000","59,639,000","34,912,000","49,688,000","41,675,000","51,800,000","33,579,000","50,669,000","44,025,000","51,429,000","44,490,000","42,330,000","40,300,000","51,900,000","46,200,000","47,300,000","45,800,000","51,300,000","62,900,000","37,500,000","35,000,000","42,700,000","46,900,000","33,300,000","28,600,000","33,600,000","39,800,000","29,800,000","28,800,000","31,500,000","49,400,000","33,800,000","35,400,000","38,300,000","43,400,000","30,400,000","29,900,000","33,500,000","42,400,000","26,800,000","24,500,000","27,200,000","32,200,000","26,400,000","24,500,000","27,900,000","30,000,000","24,800,000","23,400,000","26,700,000","29,900,000","22,600,000","22,800,000",,,,,,,,,,,,,,,,,
ReconciledDepreciation,"71,379,000","17,231,000","17,924,000","17,730,000","18,494,000","17,979,000","18,484,000","18,690,000","18,845,000","19,033,000","18,793,000","19,226,000","18,273,000","15,985,000","18,527,000","14,652,000","14,510,000","13,987,000","14,259,000","13,076,000","12,387,000","12,331,000","10,891,000","10,557,000","10,444,000","10,274,000",,"10,326,000",,"10,509,000","9,852,000","9,891,000","10,240,000","9,161,000","8,861,000","8,367,000","8,541,000","8,410,000","8,421,000","8,674,000","8,753,000","8,313,000","8,750,000","8,279,000","8,827,000","9,003,000","8,377,000","8,322,000","8,482,000","8,342,000","7,873,000","8,086,000","8,154,000","8,199,000","8,006,000","8,027,000","8,260,000","8,392,000","7,651,000","7,739,000","8,043,000","8,165,000","7,026,000","6,979,000","6,384,000","6,527,000","6,802,000","6,703,000","6,921,000","6,828,000","6,276,000","6,460,000","6,642,000","9,563,000","12,075,000","11,706,000","11,512,000","11,515,000","11,493,000","11,528,000","11,748,000","11,773,000","11,819,000","11,274,000","11,144,000","10,978,000","11,164,000","11,143,000","10,679,000","11,314,000","10,668,000","10,217,000","10,200,000","10,400,000","9,100,000","10,100,000","9,900,000","9,200,000","10,700,000","7,600,000","7,400,000","7,200,000","9,300,000","6,700,000","6,600,000","6,300,000","7,900,000","5,700,000","5,600,000","5,900,000","7,200,000","5,800,000","5,400,000","5,200,000","6,700,000","4,600,000","4,600,000","4,500,000","6,100,000","4,100,000","4,000,000","4,100,000","5,700,000","4,000,000","4,100,000","3,800,000","5,000,000","3,600,000","3,500,000","3,600,000","4,700,000","3,300,000","3,400,000",,,,,,,,,,,,,,,,,
