name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,12/31/1991
		Inventory,"1,504,000,000","1,387,000,000","1,181,000,000","1,105,000,000","1,125,000,000","1,127,600,000","1,153,800,000","1,197,500,000","1,143,000,000","1,095,900,000","1,075,200,000","1,099,500,000","1,072,000,000","1,014,400,000","1,030,700,000","989,900,000","964,400,000","634,000,000","621,500,000","600,200,000","603,100,000","582,900,000","591,900,000","589,900,000","599,400,000","557,100,000","569,300,000","569,300,000","563,300,000","521,800,000","532,000,000","522,700,000","578,100,000","557,100,000","585,600,000","595,400,000","578,900,000","531,200,000","503,500,000","510,800,000","515,900,000","479,100,000","493,500,000","490,900,000","490,500,000","417,300,000","444,200,000","441,500,000","462,100,000","436,500,000","465,400,000","473,000,000","521,200,000","532,000,000","568,900,000","585,500,000","603,400,000","318,600,000","310,900,000","297,900,000","311,800,000","301,300,000","301,000,000","291,100,000","320,100,000","298,500,000","300,600,000","294,800,000","307,600,000","301,200,000","298,200,000","301,700,000","308,500,000","306,900,000","294,900,000","100,371,000","99,034,000","87,243,000","89,586,000","97,962,000","99,148,000","92,408,000","96,216,000","97,722,000","106,211,000","105,228,000","115,293,000","127,580,000","117,888,000","119,400,000","193,300,000","153,400,000","157,100,000","148,600,000","148,800,000","153,300,000","153,200,000","113,800,000","116,000,000","109,900,000","108,700,000","101,500,000","98,300,000","95,200,000","94,200,000","117,500,000","138,500,000","132,200,000","137,700,000","114,800,000","108,600,000","104,800,000","114,900,000","98,700,000","103,300,000","105,100,000","101,100,000","97,800,000","95,300,000","91,900,000"
			RawMaterials,"763,000,000","665,000,000","582,000,000","537,000,000","516,000,000","523,800,000","558,400,000","563,700,000","545,600,000","537,700,000","523,100,000","537,800,000","510,800,000","485,300,000","496,400,000","474,700,000","451,200,000","319,400,000","303,700,000","290,200,000","278,100,000","271,100,000","281,400,000","276,800,000","267,300,000","241,200,000","250,400,000","254,200,000","221,000,000","208,700,000","218,000,000","212,000,000","225,200,000","219,600,000","225,500,000","233,200,000","233,700,000","211,400,000","206,700,000","197,700,000","201,500,000","194,500,000","185,400,000","184,800,000","119,800,000","102,000,000","118,400,000","110,600,000","112,500,000","105,200,000","122,600,000","126,300,000","125,600,000","116,500,000","123,400,000","136,800,000","150,100,000","79,800,000","85,300,000","75,000,000","73,800,000","71,900,000","73,700,000","69,100,000","68,700,000","67,300,000","74,100,000","71,500,000","73,100,000","76,200,000","76,300,000","69,200,000","69,100,000","66,000,000","80,800,000","26,924,000","27,903,000","25,174,000","26,391,000","25,239,000","24,360,000","22,093,000","22,377,000","24,493,000","32,249,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"211,000,000","194,000,000","154,000,000","141,000,000","138,000,000","132,500,000","147,200,000","152,300,000","132,700,000","123,400,000","122,900,000","121,400,000","104,000,000","102,200,000","104,500,000","106,600,000","106,700,000","74,100,000","77,500,000","66,000,000","66,800,000","73,500,000","69,700,000","68,100,000","63,900,000","50,400,000","64,800,000","58,400,000","51,800,000","52,900,000","53,400,000","53,000,000","53,200,000","49,200,000","54,200,000","55,500,000","51,700,000","50,300,000","50,900,000","51,200,000","47,000,000","41,100,000","47,100,000","45,500,000","46,000,000","36,500,000","51,100,000","46,900,000","42,300,000","40,300,000","44,900,000","47,400,000","49,600,000","46,000,000","55,500,000","56,200,000","57,900,000","27,900,000","27,800,000","27,500,000","29,000,000","22,100,000","26,700,000","27,500,000","25,000,000","22,700,000","20,400,000","21,500,000","19,500,000","14,900,000","19,600,000","19,200,000","19,700,000","22,600,000","26,200,000","9,754,000","10,615,000","11,298,000","10,691,000","10,900,000","12,965,000","15,258,000","12,604,000","11,653,000","14,557,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"530,000,000","528,000,000","445,000,000","427,000,000","471,000,000","471,300,000","448,200,000","481,500,000","464,700,000","434,800,000","429,200,000","440,300,000","457,200,000","426,900,000","429,800,000","408,600,000","406,500,000","240,500,000","240,300,000","244,000,000","258,200,000","238,300,000","240,800,000","245,000,000","268,200,000","265,500,000","254,100,000","256,700,000","290,500,000","260,200,000","260,600,000","257,700,000","299,700,000","288,300,000","305,900,000","306,700,000","293,500,000","269,500,000","245,900,000","261,900,000","267,400,000","243,500,000","261,000,000","260,600,000","341,800,000","297,300,000","296,500,000","305,300,000","330,900,000","315,500,000","325,400,000","327,500,000","356,000,000","301,300,000","318,300,000","320,800,000","323,000,000","157,800,000","146,000,000","142,800,000","159,200,000","159,400,000","151,600,000","145,500,000","180,200,000","164,200,000","162,100,000","156,500,000","170,300,000","166,900,000","159,900,000","168,900,000","177,100,000","172,800,000","142,100,000","63,693,000","60,516,000","50,771,000","52,504,000","61,823,000","61,823,000","55,057,000","61,235,000","61,576,000","59,405,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,900,000","77,800,000","78,700,000","78,300,000","58,900,000","57,700,000","60,300,000","58,400,000","56,800,000","49,000,000","49,000,000","46,200,000","44,300,000","44,000,000","45,300,000","44,700,000","43,200,000","42,400,000","44,400,000","42,600,000","45,500,000","45,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,100,000","-18,500,000","-21,800,000","-21,300,000","-23,600,000","-24,500,000","-27,500,000","-28,200,000","-10,000,000","-9,700,000","-6,100,000","-7,000,000","-5,900,000","-5,800,000","-5,900,000","-7,700,000","-8,600,000","-8,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,"41,200,000",,,,"28,600,000",,,,"34,300,000",,,,"34,100,000",,,,"30,500,000",,,,"30,100,000",,,,"29,900,000",,,,"18,400,000",,,,,,,,"19,700,000",,,,,,,,,,,,,,,,,,,,"13,100,000","24,600,000","17,000,000","24,700,000","14,900,000","15,100,000","15,500,000","13,300,000","15,100,000","29,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,"700,000",,,,"66,900,000",,,,,,,,,,,,,"180,300,000","179,300,000","179,400,000","177,200,000","172,000,000","172,200,000","171,400,000","171,300,000","76,800,000","109,400,000","117,700,000","140,700,000","63,500,000","86,600,000",,"125,000,000",,,,"28,000,000",,,,"34,700,000",,,,"31,200,000",,,,"13,300,000",,,,"11,700,000",,,,,,,,,,,,,,,,,,,,"17,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,300,000","179,300,000","179,400,000","177,200,000","172,000,000","172,200,000","171,400,000","171,300,000","76,800,000","109,400,000","117,700,000","140,700,000","63,500,000","86,600,000",,"125,000,000",,,,"28,000,000",,,,"34,700,000",,,,"31,200,000",,,,"13,300,000",,,,"11,700,000",,,,,,,,,,,,,,,,,,,,"17,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,"0",,,,"10,200,000",,,,"5,000,000",,,,,,,,"0","9,500,000","10,200,000","6,700,000","6,600,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,"0",,,,"700,000",,,,"1,200,000",,,,"7,000,000",,,,"400,000",,,,"1,900,000",,,,"2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"97,000,000","84,000,000","78,000,000","90,000,000","84,000,000","59,200,000","65,700,000","76,500,000","60,300,000","52,300,000","55,200,000","56,700,000","54,700,000","106,000,000","65,600,000","74,400,000","65,500,000","45,700,000","44,900,000","45,700,000","51,800,000","46,100,000","40,000,000","39,200,000","41,200,000","30,900,000","35,300,000","39,700,000","43,500,000","32,000,000","32,700,000","34,600,000","32,400,000",,"21,600,000","20,100,000","22,900,000",,"21,000,000","22,100,000","142,500,000","57,700,000","69,500,000","71,700,000","72,800,000","27,700,000","70,300,000","70,600,000","56,800,000","18,000,000","52,600,000","62,300,000","66,300,000","25,700,000","43,500,000","65,300,000","63,200,000","18,400,000","61,000,000","25,100,000","24,000,000","13,100,000","27,500,000","30,400,000","27,700,000","13,000,000",,,,,,,,,,"22,589,000","21,328,000","21,686,000","27,520,000","28,260,000","31,528,000","15,778,000","32,361,000","33,586,000","32,539,000","31,634,000","42,925,000","46,818,000","32,592,000","30,000,000","45,900,000","35,700,000","91,100,000","30,000,000","90,500,000","24,800,000","58,000,000","25,400,000","37,600,000","38,900,000","72,400,000","82,900,000","80,400,000","89,000,000","74,300,000","24,200,000","28,900,000","38,400,000","39,500,000","37,600,000","44,700,000","54,700,000","45,500,000","40,200,000","39,100,000","27,600,000","28,700,000","28,700,000","28,700,000","38,000,000"
	TotalNonCurrentAssets,"7,886,000,000","7,955,000,000","6,319,000,000","5,965,000,000","5,836,000,000","5,784,400,000","5,663,600,000","5,616,400,000","5,507,900,000","5,484,300,000","5,423,100,000","5,424,300,000","5,454,300,000","5,295,400,000","5,354,600,000","5,262,900,000","5,305,200,000","3,693,100,000","3,617,200,000","3,539,400,000","3,516,500,000","3,488,500,000","3,543,600,000","3,551,000,000","3,500,800,000","3,189,300,000","3,158,200,000","3,192,600,000","3,180,600,000","3,110,400,000","3,131,500,000","3,159,300,000","3,248,700,000","3,327,100,000","3,347,900,000","3,362,600,000","3,377,800,000","3,417,700,000","3,284,600,000","3,298,600,000","3,321,500,000","3,335,600,000","3,325,400,000","3,461,500,000","3,442,500,000","3,471,000,000","3,506,000,000","3,538,500,000","3,624,200,000","3,680,500,000","3,723,200,000","3,768,600,000","3,806,600,000","3,854,500,000","3,883,000,000","3,925,300,000","3,918,300,000","2,191,000,000","2,548,700,000","2,606,900,000","2,635,800,000","2,669,300,000","2,711,900,000","2,744,900,000","2,774,400,000","2,802,400,000","2,486,800,000","2,515,700,000","2,552,400,000","2,573,000,000","2,589,300,000","2,619,400,000","2,657,400,000","2,662,300,000","2,644,200,000","819,150,000","826,070,000","819,765,000","828,969,000","839,270,000","1,027,081,000","1,037,531,000","1,052,345,000","1,073,738,000","1,093,746,000","1,115,389,000","1,136,467,000","1,154,235,000","1,172,364,000","1,193,000,000","1,430,800,000","652,500,000","647,500,000","603,000,000","619,900,000","620,300,000","770,900,000","431,200,000","397,800,000","386,900,000","389,000,000","404,800,000","437,100,000","435,900,000","429,300,000","493,000,000","488,700,000","486,400,000","492,400,000","492,800,000","502,200,000","432,100,000","433,200,000","435,400,000","424,400,000","433,400,000","432,800,000","434,700,000","432,800,000","425,400,000"
		NetPPE,"4,675,000,000","4,677,000,000","4,020,000,000","3,753,000,000","3,631,000,000","3,560,000,000","3,437,400,000","3,379,400,000","3,288,100,000","3,456,600,000","3,208,000,000","3,199,400,000","3,204,800,000","3,239,700,000","3,151,700,000","3,114,900,000","3,104,100,000","1,867,200,000","1,820,800,000","1,813,500,000","1,785,400,000","1,751,900,000","1,767,500,000","1,746,900,000","1,689,500,000","1,586,400,000","1,553,300,000","1,560,900,000","1,562,200,000","1,546,800,000","1,545,400,000","1,550,400,000","1,669,500,000","1,678,900,000","1,690,600,000","1,701,500,000","1,682,000,000","1,706,600,000","1,609,700,000","1,611,000,000","1,611,800,000","1,622,100,000","1,612,300,000","1,635,600,000","1,623,000,000","1,641,500,000","1,662,500,000","1,683,400,000","1,750,300,000","1,797,400,000","1,835,200,000","1,870,000,000","1,896,500,000","1,935,100,000","1,957,700,000","1,984,100,000","2,000,200,000","1,376,200,000","1,385,900,000","1,436,700,000","1,459,400,000","1,488,700,000","1,481,100,000","1,509,300,000","1,529,700,000","1,551,500,000","1,575,400,000","1,600,400,000","1,632,600,000","1,649,000,000","1,655,700,000","1,678,900,000","1,700,100,000","1,722,900,000","1,709,600,000","399,248,000","405,703,000","410,592,000","419,240,000","428,379,000","435,813,000","443,712,000","451,451,000","462,555,000","472,973,000","480,395,000","403,361,000","411,117,000","422,886,000","427,500,000","674,400,000","400,400,000","395,700,000","373,700,000","375,400,000","378,800,000","374,300,000","249,600,000","243,300,000","252,600,000","250,500,000","244,600,000","262,000,000","260,300,000","254,900,000","426,800,000","420,900,000","419,100,000","419,600,000","428,800,000","432,400,000","392,700,000","402,000,000","402,700,000","400,000,000","409,900,000","409,700,000","411,000,000","403,100,000","402,200,000"
			GrossPPE,,"8,718,000,000",,,,"7,368,800,000",,,,"7,023,900,000",,,,"6,660,000,000",,,,"5,073,600,000",,,,"4,753,400,000",,,,"4,482,300,000",,,,"4,172,400,000",,,,"4,220,700,000",,,,"4,171,200,000",,,,"3,873,600,000",,,,"3,681,200,000",,,,"3,660,900,000",,,,"3,602,500,000","3,437,600,000","3,464,000,000","3,480,100,000","2,856,100,000","2,776,000,000","2,826,800,000","2,849,500,000","2,878,800,000","2,709,900,000","2,738,100,000","2,758,500,000","2,780,300,000","2,778,500,000","2,759,300,000","2,711,300,000","2,727,700,000","2,683,700,000","2,667,500,000","2,650,900,000","2,631,300,000","2,486,600,000","696,463,000","702,918,000","707,807,000","669,709,000","678,848,000","686,282,000","694,181,000","647,991,000","659,095,000","669,513,000","676,935,000","578,843,000","585,114,000","578,588,000","572,200,000","1,001,700,000","731,500,000","701,500,000","659,900,000","674,900,000","723,700,000","707,600,000","517,200,000","503,400,000","504,600,000","494,400,000","478,800,000","533,500,000","515,100,000","509,700,000","749,100,000","734,400,000","722,900,000","712,800,000","720,700,000","713,500,000","664,600,000","667,700,000","660,000,000","616,800,000","652,100,000","642,300,000","635,100,000","619,900,000","591,300,000"
