name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010
				AllowanceForDoubtfulAccountsReceivable,"-8,201,000","-7,153,000","-7,874,000","-9,289,000","-9,680,000","-11,559,000","-11,316,000","-11,707,000","-14,588,000",,"-7,779,000","-6,865,000","-7,448,000","-8,685,000","-8,885,000","-9,360,000","-10,135,000","-7,352,000","-7,000,000","-5,464,000","-5,316,000","-4,992,000","-5,117,000","-4,269,000","-3,495,000","-3,208,000","-2,588,000","-2,343,000","-2,323,000","-1,627,000","-1,267,000","-985,000","-899,000","-810,000","-624,000","-476,000","-367,000","-384,000","-403,000","-318,000","-200,000","-175,000","-177,000","-175,000"
		PrepaidAssets,"15,811,000","13,480,000","13,866,000","12,026,000","10,343,000","10,438,000","9,612,000","9,727,000","16,409,000","14,196,000","11,970,000","13,858,000","17,589,000","17,104,000","17,567,000","20,621,000","19,975,000","15,700,000","15,694,000","14,298,000","14,459,000","12,921,000","15,609,000","15,753,000","17,109,000","19,700,000","31,952,000","22,713,000","22,706,000","19,355,000","9,485,000","7,960,000","9,087,000","5,752,000","6,809,000","6,441,000","6,880,000","4,912,000","2,867,000","2,630,000","2,508,000","1,733,000","1,246,000","1,492,000"
		RestrictedCash,,,,,,,,,,,,,"28,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,"29,000",,,"0","216,000","216,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,"143,873,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"34,647,000","34,056,000","5,777,000","7,387,000","5,661,000","7,082,000","8,978,000","9,948,000","5,395,000",,"4,072,000","9,480,000","12,987,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"407,565,000","405,851,000","411,962,000","416,062,000","432,032,000","442,222,000","444,758,000","456,092,000","490,351,000","537,391,000","529,470,000","552,145,000","562,818,000","315,294,000","296,358,000","295,789,000","308,373,000","303,423,000","240,896,000","375,244,000","354,117,000","324,027,000","331,096,000","326,057,000","325,627,000","312,145,000","316,572,000","309,202,000","322,979,000","208,892,000","172,645,000","168,931,000","103,691,000","99,144,000","99,115,000","79,537,000","73,589,000","75,922,000","19,831,000","18,485,000","12,663,000","12,095,000","9,785,000","5,620,000"
		NetPPE,"215,167,000","224,642,000","233,187,000","236,244,000","259,971,000","269,927,000","282,091,000","294,998,000","309,194,000","308,815,000","321,787,000","331,903,000","340,957,000","114,800,000","110,899,000","109,673,000","107,889,000","103,651,000","94,348,000","91,714,000","91,727,000","92,440,000","93,838,000","89,502,000","84,776,000","80,467,000","78,342,000","72,603,000","68,594,000","62,761,000","43,333,000","37,462,000","33,298,000","30,666,000","25,921,000","19,779,000","15,772,000","14,799,000","12,623,000","11,632,000","10,649,000","9,881,000","8,954,000","5,256,000"
			GrossPPE,"470,005,000","469,637,000","473,072,000","482,183,000","496,361,000","500,315,000","500,490,000","501,451,000","504,850,000","493,711,000","496,106,000","495,589,000","494,350,000","257,383,000","245,142,000","234,394,000","223,143,000","210,039,000","193,243,000","184,147,000","176,072,000","168,865,000","163,512,000","152,604,000","141,539,000","130,830,000","122,468,000","111,109,000","103,684,000","93,737,000","70,225,000","60,784,000","53,667,000","48,318,000","41,162,000","34,846,000","29,161,000","26,601,000","22,603,000","20,165,000","17,862,000","16,244,000","14,270,000","8,375,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"272,467,000","264,709,000","259,291,000","251,825,000","245,056,000","238,468,000","230,495,000","220,991,000","214,367,000","204,602,000","197,416,000","187,042,000","176,505,000","168,881,000","160,999,000","151,696,000","141,054,000","131,807,000","125,182,000","119,107,000","111,860,000","105,307,000","100,318,000","93,548,000","86,724,000","80,308,000","74,985,000","67,104,000","61,516,000","54,136,000","46,591,000","39,766,000","34,984,000","32,155,000","27,661,000","23,789,000","21,693,000","20,014,000","18,960,000","16,859,000","14,774,000","13,542,000","11,767,000","7,156,000"
				OtherProperties,"136,979,000","145,738,000","145,725,000","148,582,000","166,941,000","173,160,000","181,559,000","193,217,000","203,982,000","203,020,000","212,707,000","222,548,000","234,242,000","4,691,000","4,554,000","4,332,000","4,197,000","3,996,000","3,852,000","3,655,000","3,571,000","3,457,000","3,687,000","3,544,000","3,135,000","2,970,000","2,756,000","2,644,000","2,623,000","2,610,000","2,583,000","2,521,000","2,371,000","2,179,000","1,909,000","1,752,000","1,622,000","1,570,000",,,,,,
				Leases,"60,559,000","59,190,000","68,056,000","81,776,000","84,364,000","88,687,000","88,436,000","87,243,000","86,501,000","86,089,000","85,983,000","85,999,000","83,603,000","83,811,000","79,589,000","78,366,000","77,892,000","74,236,000","64,209,000","61,385,000","60,641,000","60,101,000","59,507,000","55,512,000","51,680,000","47,552,000","44,727,000","41,361,000","39,545,000","36,991,000","21,051,000","18,497,000","16,312,000","13,984,000","11,592,000","9,305,000","5,846,000","5,017,000","3,643,000","3,306,000","3,088,000","2,702,000","2,503,000","1,219,000"
			AccumulatedDepreciation,"-254,838,000","-244,995,000","-239,885,000","-245,939,000","-236,390,000","-230,388,000","-218,399,000","-206,453,000","-195,656,000","-184,896,000","-174,319,000","-163,686,000","-153,393,000","-142,583,000","-134,243,000","-124,721,000","-115,254,000","-106,388,000","-98,895,000","-92,433,000","-84,345,000","-76,425,000","-69,674,000","-63,102,000","-56,763,000","-50,363,000","-44,126,000","-38,506,000","-35,090,000","-30,976,000","-26,892,000","-23,322,000","-20,369,000","-17,652,000","-15,241,000","-15,067,000","-13,389,000","-11,802,000","-9,980,000","-8,533,000","-7,213,000","-6,363,000","-5,316,000","-3,119,000"
		GoodwillAndOtherIntangibleAssets,"114,337,000","115,801,000","117,884,000","119,725,000","119,720,000","122,782,000","121,012,000","113,529,000","113,280,000","114,671,000","114,237,000","116,901,000","117,139,000","118,979,000","120,565,000","121,651,000","125,429,000","124,847,000","125,001,000","261,851,000","240,882,000","203,278,000","207,928,000","208,900,000","211,323,000","211,491,000","215,064,000","215,754,000","216,347,000","73,093,000","60,349,000","63,267,000","64,250,000","64,925,000","64,586,000","51,394,000","51,176,000","54,541,000",,,,,,
			Goodwill,"104,317,000","105,128,000","106,500,000","107,630,000","106,914,000","109,261,000","106,772,000","104,796,000","103,976,000","104,589,000","103,459,000","105,313,000","104,662,000","105,620,000","106,323,000","106,526,000","109,420,000","107,954,000","107,186,000","216,440,000","197,489,000","170,667,000","173,626,000","172,908,000","173,733,000","172,197,000","173,996,000","173,296,000","172,160,000","67,307,000","55,808,000","59,271,000","59,635,000","59,690,000","58,814,000","46,678,000","45,993,000","48,605,000",,,,,,
			OtherIntangibleAssets,"10,020,000","10,673,000","11,384,000","12,095,000","12,806,000","13,521,000","14,240,000","8,733,000","9,304,000","10,082,000","10,778,000","11,588,000","12,477,000","13,359,000","14,242,000","15,125,000","16,009,000","16,893,000","17,815,000","45,411,000","43,393,000","32,611,000","34,302,000","35,992,000","37,590,000","39,294,000","41,068,000","42,458,000","44,187,000","5,786,000","4,541,000","3,996,000","4,615,000","5,235,000","5,772,000","4,716,000","5,183,000","5,936,000",,,,,,
		InvestmentsAndAdvances,,,,,,"0","0","0","3,500,000","53,499,000","34,964,000","45,379,000","49,646,000","0","0","0","14,898,000","25,032,000","0","0","0","8,000,000","8,000,000","6,000,000","8,272,000","0","0","0","16,495,000","38,612,000","53,621,000","61,704,000",,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,"0","0","0","3,500,000","53,499,000","34,964,000","45,379,000","49,646,000","0","0","0","14,898,000","25,032,000","0","0","0","8,000,000","8,000,000","6,000,000","8,272,000","0","0","0","16,495,000","38,612,000","53,621,000","61,704,000",,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,"8,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,,,,"0","0","0","3,500,000","53,499,000","34,964,000","45,379,000","49,646,000","0","0","0","14,898,000","25,032,000",,,,,,"6,000,000","8,272,000","0","0","0","16,495,000","38,612,000","53,621,000","61,704,000",,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,"0","0","0","0","8,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"70,761,000","57,537,000","54,021,000","54,426,000","48,144,000","45,685,000","37,840,000","43,728,000","39,135,000","35,192,000","33,069,000","32,968,000","31,380,000","12,345,000","11,367,000","10,848,000","9,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"51,668,000","40,606,000","37,636,000","39,013,000","33,654,000","31,163,000","26,590,000","34,299,000","27,487,000","20,054,000","19,076,000","20,354,000","19,691,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"7,300,000","7,871,000","6,870,000","5,667,000","4,197,000","3,828,000","3,815,000","3,837,000","25,242,000","25,214,000","25,413,000","24,994,000","23,696,000","69,170,000","53,527,000","53,617,000","50,474,000","49,893,000","21,547,000","21,679,000","21,508,000","20,309,000","21,330,000","21,655,000","21,256,000","20,187,000","23,166,000","20,845,000","21,543,000","34,426,000","15,342,000","6,498,000","6,143,000","3,553,000","8,608,000","8,364,000","6,641,000","6,582,000","7,208,000","6,853,000","2,014,000","2,214,000","831,000","364,000"
TotalLiabilitiesNetMinorityInterest,"320,557,000","299,210,000","297,245,000","301,780,000","308,278,000","300,413,000","323,322,000","292,165,000","322,792,000","315,709,000","326,205,000","336,978,000","343,022,000","100,045,000","103,763,000","99,790,000","126,346,000","116,904,000","101,819,000","83,449,000","90,236,000","78,020,000","80,007,000","70,691,000","72,273,000","61,807,000","67,943,000","55,222,000","59,230,000","41,500,000","38,776,000","31,911,000","33,538,000","29,494,000","27,899,000","23,045,000","21,860,000","22,034,000","13,576,000","13,170,000","12,473,000","12,733,000","66,018,000","61,904,000"
	CurrentLiabilities,"195,631,000","164,013,000","150,532,000","159,223,000","156,051,000","143,030,000","162,505,000","120,530,000","140,681,000","134,155,000","136,113,000","135,707,000","130,751,000","64,905,000","68,785,000","65,945,000","93,507,000","86,167,000","80,304,000","65,129,000","72,354,000","60,399,000","63,562,000","56,225,000","58,941,000","49,777,000","55,094,000","41,968,000","47,381,000","33,973,000","31,786,000","25,487,000","27,754,000","24,989,000","27,100,000","22,357,000","21,259,000","21,507,000","13,574,000","13,168,000","12,470,000","12,730,000","10,627,000","6,654,000"
		PayablesAndAccruedExpenses,"78,130,000","69,488,000","46,290,000","39,965,000","28,778,000","30,076,000","42,392,000","20,934,000","23,659,000","30,845,000","30,620,000","32,892,000","35,120,000","39,482,000","37,741,000","38,088,000","62,935,000","64,973,000","29,353,000","43,654,000","47,229,000","50,034,000","52,018,000","47,363,000","48,236,000","39,684,000","44,125,000","36,746,000","35,911,000","27,634,000","24,006,000","21,109,000","21,239,000","17,336,000","18,225,000","14,546,000","13,498,000","14,433,000","11,086,000","8,058,000","11,471,000","10,658,000","8,030,000","4,726,000"
			Payables,"11,386,000","16,127,000","17,815,000","14,373,000","6,557,000","9,828,000","15,602,000","7,490,000","8,667,000","9,697,000","8,970,000","10,629,000","9,331,000","12,031,000","11,614,000","14,565,000","38,683,000","41,650,000","6,447,000","25,376,000","27,657,000","24,831,000","19,734,000","17,305,000","21,980,000","19,493,000","17,462,000","14,690,000","13,635,000","4,003,000","5,088,000","5,016,000","5,127,000","4,959,000","5,088,000","3,722,000","4,745,000","4,389,000","2,221,000","2,698,000","3,441,000","2,973,000","1,697,000","1,027,000"
				AccountsPayable,"11,386,000","16,127,000","17,815,000","14,373,000","5,255,000","8,853,000","10,614,000","2,568,000","6,144,000","6,002,000","3,139,000","2,882,000","2,931,000","6,540,000","6,829,000","9,808,000","6,620,000","9,033,000","3,147,000","20,393,000","22,795,000","2,003,000","1,005,000","1,325,000","3,200,000","3,388,000","3,305,000","1,706,000","1,836,000","1,398,000","2,226,000","1,680,000","1,578,000","3,364,000","2,839,000","1,929,000","3,020,000","2,284,000","2,221,000","2,698,000","3,441,000","2,973,000","1,561,000","822,000"
				TotalTaxPayable,,,,,"1,302,000","975,000","4,988,000","4,922,000","2,523,000","3,695,000","5,831,000","7,747,000","6,400,000","5,491,000","4,785,000","4,757,000","32,063,000","32,617,000","3,300,000","4,983,000","4,862,000","5,456,000","3,698,000","2,860,000","3,907,000","3,451,000","3,219,000","3,621,000","2,059,000","2,605,000","2,862,000","3,336,000","3,549,000","1,595,000","2,249,000","1,793,000","1,725,000","2,105,000",,,,,"136,000","205,000"
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,"5,456,000","1,579,000","1,517,000","1,509,000","1,938,000","1,785,000","1,650,000","1,223,000","1,251,000","1,814,000","2,096,000","1,871,000","1,508,000","1,271,000","837,000","650,000","845,000",,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,"17,372,000","15,031,000","13,120,000","14,873,000","12,654,000","10,938,000","9,363,000","9,740,000",,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"66,744,000","53,361,000","28,475,000","25,592,000","22,221,000","20,248,000","26,790,000","13,444,000","14,992,000","21,148,000","21,650,000","22,263,000","25,789,000","27,451,000","26,127,000","23,523,000","24,252,000","23,323,000","22,906,000","18,278,000","19,572,000","25,203,000","32,284,000","30,058,000","26,256,000","20,191,000","26,663,000","22,056,000","22,276,000","23,631,000","18,918,000","16,093,000","16,112,000","12,377,000","13,137,000","10,824,000","8,753,000","10,044,000","8,865,000","5,360,000","8,030,000","7,685,000","6,333,000","3,699,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"68,153,000","50,132,000","60,118,000","66,225,000","68,514,000","57,684,000","60,986,000","39,272,000","51,043,000","41,488,000","44,258,000","41,698,000","35,902,000","21,580,000","27,652,000","24,189,000","27,098,000","17,725,000","22,114,000","17,675,000","21,537,000","5,396,000","6,807,000","4,435,000","6,852,000","2,237,000","4,878,000","1,985,000","7,052,000","2,116,000","4,193,000","1,454,000","3,874,000","4,734,000","4,870,000","3,638,000","3,067,000","2,463,000",,"2,444,000",,,,
		CurrentDebtAndCapitalLeaseObligation,"41,130,000","40,237,000","39,625,000","47,858,000","53,564,000","51,161,000","54,396,000","56,406,000","62,342,000","57,507,000","57,013,000","56,500,000","55,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"41,130,000","40,237,000","39,625,000","47,858,000","53,564,000","51,161,000","54,396,000","56,406,000","62,342,000","57,507,000","57,013,000","56,500,000","55,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"8,218,000","4,156,000","4,499,000","5,175,000","5,195,000","4,109,000","4,731,000","3,918,000","3,637,000","4,315,000","4,222,000","4,617,000","3,924,000","3,843,000","3,392,000","3,668,000","3,474,000","3,469,000","3,667,000","3,800,000","3,588,000","4,969,000","4,737,000","4,427,000","3,853,000","7,856,000","6,091,000","3,237,000","4,418,000","4,223,000","3,587,000","2,924,000","2,641,000","2,919,000","4,005,000","4,173,000","4,694,000","4,611,000","2,488,000","2,666,000","999,000","2,072,000","2,597,000","1,928,000"
			CurrentDeferredRevenue,"8,218,000","4,156,000","4,499,000","5,175,000","5,195,000","4,109,000","4,731,000","3,918,000","3,637,000","4,315,000","4,222,000","4,617,000","3,924,000","3,843,000","3,392,000","3,668,000","3,474,000","3,469,000","3,667,000","3,800,000","3,588,000","3,314,000","3,227,000","3,337,000","2,977,000","2,931,000","2,543,000","2,546,000","3,657,000","2,994,000","2,145,000","2,186,000","2,184,000","2,621,000","2,221,000","2,739,000","3,086,000","2,856,000","1,243,000","1,276,000","999,000","2,072,000","2,597,000","1,928,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,"25,170,000",,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"124,926,000","135,197,000","146,713,000","142,557,000","152,227,000","157,383,000","160,817,000","171,635,000","182,111,000","181,554,000","190,092,000","201,271,000","212,271,000","35,140,000","34,978,000","33,845,000","32,839,000","30,737,000","21,515,000","18,320,000","17,882,000","17,621,000","16,445,000","14,466,000","13,332,000","12,030,000","12,849,000","13,254,000","11,849,000","7,527,000","6,990,000","6,424,000","5,784,000","4,505,000","799,000","688,000","601,000","527,000","2,000","2,000","3,000","3,000","55,391,000","55,250,000"
		LongTermDebtAndCapitalLeaseObligation,"117,398,000","127,979,000","138,431,000","134,448,000","144,238,000","148,935,000","155,297,000","164,537,000","175,073,000","174,756,000","186,056,000","197,272,000","208,318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,,
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,,
			LongTermCapitalLeaseObligation,"117,398,000","127,979,000","138,431,000","134,448,000","144,238,000","148,935,000","155,297,000","164,537,000","175,073,000","174,756,000","186,056,000","197,272,000","208,318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,"0",,"0","0","31,253,000","30,446,000","29,331,000","28,944,000","26,904,000",,,,"16,896,000",,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","55,387,000","55,246,000"
		OtherNonCurrentLiabilities,"7,528,000","7,218,000","8,282,000","8,109,000","7,989,000","8,448,000","5,520,000","7,098,000","7,038,000","6,798,000","4,036,000","3,999,000","3,953,000","3,887,000","4,532,000","4,514,000","3,895,000","3,833,000","21,515,000","18,320,000","17,882,000","725,000","16,445,000","14,466,000","13,332,000","12,030,000","12,849,000","13,254,000","11,849,000","7,527,000","6,990,000","6,424,000","5,784,000","4,505,000","799,000","688,000","601,000","527,000","2,000","2,000",,"3,000","4,000","4,000"
TotalEquityGrossMinorityInterest,"724,349,000","751,318,000","781,823,000","803,464,000","827,100,000","854,534,000","815,628,000","781,320,000","762,432,000","754,991,000","702,564,000","746,455,000","994,838,000","1,075,518,000","1,129,494,000","1,098,434,000","1,092,153,000","1,099,608,000","925,296,000","886,666,000","831,935,000","807,186,000","765,581,000","729,107,000","700,694,000","693,620,000","696,462,000","686,165,000","656,656,000","588,150,000","538,623,000","521,245,000","499,936,000","486,483,000","196,431,000","174,497,000","165,434,000","165,662,000","142,956,000","140,678,000","140,614,000","31,088,000","-23,863,000","-20,889,000"
	StockholdersEquity,"724,349,000","751,318,000","781,823,000","803,464,000","827,100,000","854,534,000","815,628,000","781,320,000","762,432,000","754,991,000","702,564,000","746,455,000","994,838,000","1,075,518,000","1,129,494,000","1,098,434,000","1,092,153,000","1,099,608,000","925,296,000","886,666,000","831,935,000","807,186,000","765,581,000","729,107,000","700,694,000","693,620,000","696,462,000","686,165,000","656,656,000","588,150,000","538,623,000","521,245,000","499,936,000","486,483,000","196,431,000","174,497,000","165,434,000","165,662,000","142,956,000","140,678,000","140,614,000","31,088,000","-23,863,000","-20,889,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"1,547,337,000","1,522,572,000","1,489,862,000","1,464,490,000","1,428,890,000","1,398,248,000","1,358,804,000","1,325,745,000","1,283,885,000","1,259,803,000","1,220,048,000","1,194,486,000","1,160,254,000","1,139,462,000","1,109,199,000","1,086,727,000","1,059,168,000","1,038,017,000","1,001,633,000","965,049,000","921,441,000","892,983,000","856,115,000","822,385,000","793,468,000","774,022,000","752,795,000","734,867,000","705,397,000","627,742,000","607,012,000","588,829,000","569,925,000","553,753,000","262,675,000","240,752,000","231,525,000","225,245,000","197,872,000","193,657,000","191,448,000","72,060,000","8,209,000","3,524,000"
		RetainedEarnings,"-808,199,000","-760,164,000","-694,088,000","-648,398,000","-588,918,000","-533,943,000","-533,600,000","-532,580,000","-508,590,000","-493,053,000","-504,187,000","-430,916,000","-153,684,000","-52,923,000","30,520,000","21,739,000","54,830,000","70,081,000","-67,230,000","-67,411,000","-75,001,000","-70,221,000","-78,484,000","-80,554,000","-80,997,000","-66,883,000","-44,654,000","-36,572,000","-35,267,000","-33,983,000","-66,711,000","-70,348,000","-73,091,000","-70,456,000","-68,387,000","-66,065,000","-65,187,000","-60,388,000","-55,068,000","-53,058,000","-51,076,000","-41,243,000","-32,149,000","-24,386,000"
		TreasuryStock,"2,886,000","0","4,170,000","4,250,000","3,313,000","2,964,000",,,,,,"5,952,000",,"0","0","0","15,000,000","46,000",,,,,,,,,,,,,,,,,,,,,,,,,,
