name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,12/31/2001
			TaxesReceivable,"400,000","1,400,000","2,700,000","2,100,000","1,800,000","2,300,000","5,300,000","10,800,000","17,800,000","30,000,000","26,400,000","4,400,000","700,000","1,700,000","10,000,000","5,900,000","24,900,000","30,700,000","7,400,000","7,600,000","10,000,000","26,200,000","4,900,000","4,600,000","6,500,000","11,100,000","5,800,000","10,200,000","14,300,000","5,300,000","11,600,000","8,400,000","12,900,000","17,400,000","15,800,000","8,700,000","14,800,000","16,900,000","15,100,000","23,400,000","23,400,000","23,400,000","22,500,000","24,900,000","25,300,000","20,700,000","27,500,000","25,900,000","16,300,000","16,500,000","23,700,000","24,400,000","22,000,000","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"8,000,000","7,900,000","5,700,000","1,500,000","2,900,000","4,000,000","10,700,000","33,500,000","8,700,000","5,000,000","5,800,000","2,300,000","3,100,000","11,500,000","8,400,000","3,600,000",,"29,900,000","16,400,000","9,900,000","6,000,000","6,000,000","5,900,000","5,000,000","7,200,000","8,200,000","6,900,000","8,300,000","8,800,000","9,300,000","7,800,000","8,200,000","7,300,000","5,900,000","7,700,000","6,300,000","7,300,000","7,600,000","10,600,000","7,000,000","6,600,000","7,900,000","8,100,000","7,500,000",,"5,500,000",,,,"5,600,000",,,,"8,600,000","25,300,000","25,300,000","25,300,000","39,900,000","59,900,000","58,600,000","81,400,000","99,600,000","18,200,000","18,200,000","18,200,000","18,200,000","7,000,000","7,000,000","7,000,000","7,000,000",,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-3,800,000","-3,500,000","-4,200,000","-4,100,000","-4,300,000","-3,600,000","-3,600,000","-3,200,000","-3,100,000","-2,300,000","-2,900,000","-3,100,000","-3,200,000","-2,000,000","-2,500,000","-4,400,000","-3,600,000","-1,900,000","-5,600,000","-5,700,000","-6,200,000","-6,100,000","-7,400,000","-9,600,000","-27,800,000","-24,200,000","-24,400,000","-25,300,000","-24,300,000","-25,100,000","-27,800,000","-28,600,000","-27,400,000","-28,000,000","-29,600,000","-28,600,000","-35,800,000","-35,600,000","-40,400,000","-39,700,000","-43,400,000","-40,400,000","-43,900,000","-44,200,000",,"-43,100,000",,,,"-48,300,000",,,,"-54,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"103,900,000","90,200,000","89,600,000","83,100,000","81,900,000","81,500,000","77,400,000","74,000,000","68,500,000","68,500,000","69,400,000","70,800,000","72,100,000","61,200,000","63,700,000","61,700,000","60,000,000","53,800,000","117,800,000","116,900,000","116,100,000","109,000,000","109,500,000","104,200,000","345,800,000","344,200,000","340,100,000","349,400,000","351,400,000","335,500,000","415,900,000","426,700,000","428,500,000","381,700,000","384,400,000","387,600,000","395,300,000","369,800,000","380,700,000","403,400,000","403,300,000","388,900,000","426,700,000","437,900,000","423,800,000","398,500,000","417,700,000","409,400,000","421,700,000","445,000,000","467,400,000","487,100,000","507,500,000","544,000,000","554,700,000","580,500,000","590,500,000","543,500,000","530,400,000","519,700,000","525,900,000","521,700,000","542,600,000","557,900,000","551,400,000","514,500,000","493,700,000","511,200,000","541,700,000","529,200,000","507,600,000","475,900,000","462,600,000","454,400,000","461,100,000","484,400,000","478,000,000","443,400,000","429,300,000","443,100,000"
			RawMaterials,"56,000,000","48,400,000","46,200,000","43,000,000","42,500,000","42,300,000","40,500,000","37,500,000","35,500,000","35,000,000","34,900,000","35,900,000","37,200,000","27,800,000","29,400,000","28,300,000","27,700,000","26,100,000","39,100,000","35,000,000","34,800,000","32,400,000","33,200,000","33,800,000","127,500,000","138,200,000","139,300,000","140,200,000","138,900,000","133,900,000","143,100,000","137,600,000","133,200,000","118,600,000","117,700,000","122,200,000","128,600,000","107,800,000","106,200,000","118,100,000","118,100,000","118,100,000","123,800,000","129,800,000","130,600,000","119,900,000","117,100,000","106,800,000","112,000,000","134,400,000","140,200,000","141,300,000","148,500,000","152,700,000","162,000,000","168,800,000","171,700,000","160,700,000","158,200,000","159,300,000","160,100,000","163,200,000","188,000,000","194,700,000","194,700,000","194,400,000","187,700,000","192,000,000","196,500,000","206,900,000","197,500,000","177,800,000","163,600,000","165,300,000",,,,,,
			WorkInProcess,"7,500,000","6,400,000","6,400,000","6,100,000","5,600,000","5,500,000","4,600,000","4,200,000","4,500,000","4,000,000","5,400,000","5,200,000","4,900,000","4,400,000","5,500,000","4,100,000","3,100,000","2,700,000","4,000,000","4,300,000","4,400,000","3,300,000","3,100,000","3,500,000","24,500,000","25,200,000","26,100,000","26,400,000","26,000,000","23,000,000","32,400,000","35,600,000","34,900,000","29,200,000","31,500,000","30,000,000","21,400,000","27,600,000","30,000,000","28,300,000","28,400,000","25,700,000","28,600,000","30,300,000","29,400,000","26,700,000","30,800,000","31,800,000","32,100,000","36,200,000","40,600,000","40,200,000","37,500,000","39,600,000","43,900,000","46,100,000","47,600,000","39,700,000","45,000,000","37,800,000","39,100,000","37,000,000","53,700,000","48,200,000","50,900,000","44,600,000","48,200,000","48,500,000","45,400,000","49,300,000","49,800,000","46,200,000","46,800,000","40,600,000",,,,,,
			FinishedGoods,"56,600,000","49,900,000","49,800,000","46,200,000","45,000,000","44,600,000","43,100,000","43,400,000","39,200,000","40,200,000","39,400,000","40,500,000","40,100,000","38,800,000","38,500,000","39,000,000","38,000,000","33,200,000","82,600,000","85,600,000","84,400,000","80,500,000","81,300,000","75,300,000","216,100,000","202,000,000","211,800,000","242,900,000","250,100,000","243,200,000","307,500,000","317,600,000","317,300,000","292,800,000","289,200,000","284,200,000","281,900,000","265,900,000","277,900,000","292,600,000","287,400,000","271,500,000","302,600,000","304,900,000","289,600,000","277,700,000","293,600,000","284,700,000","287,200,000","281,000,000","297,900,000","317,700,000","337,200,000","371,200,000","368,500,000","384,600,000","386,800,000","355,700,000","338,700,000","333,100,000","334,700,000","330,000,000","373,500,000","385,400,000","372,600,000","339,100,000","325,500,000","336,900,000","375,900,000","362,900,000","347,900,000","338,200,000","339,800,000","330,700,000",,,,,,
			InventoriesAdjustmentsAllowances,"-16,200,000","-14,500,000","-12,800,000","-12,200,000","-11,200,000","-10,900,000","-10,800,000","-11,100,000","-10,700,000","-10,700,000","-10,300,000","-10,800,000","-10,100,000","-9,800,000","-9,700,000","-9,700,000","-8,800,000","-8,200,000","-7,900,000","-8,000,000","-7,500,000","-7,200,000","-8,100,000","-8,400,000","-22,300,000","-21,200,000","-37,100,000","-60,100,000","-63,600,000","-64,600,000","-67,100,000","-64,100,000","-56,900,000","-58,900,000","-54,000,000","-48,800,000","-36,600,000","-31,500,000","-33,400,000","-35,600,000","-30,600,000","-26,400,000","-28,300,000","-27,100,000","-25,800,000","-25,800,000","-23,800,000","-13,900,000","-9,600,000","-6,600,000","-11,300,000","-12,100,000","-15,700,000","-19,500,000","-19,700,000","-19,000,000","-15,600,000","-12,600,000","-11,500,000","-10,500,000","-8,000,000","-8,500,000","-72,600,000","-70,400,000","-66,800,000","-63,600,000","-67,700,000","-66,200,000","-76,100,000","-89,900,000","-87,600,000","-86,300,000","-87,600,000","-82,200,000",,,,,,
		PrepaidAssets,"18,100,000","17,200,000","14,900,000","13,600,000","13,500,000","12,000,000","10,100,000","10,400,000","8,000,000","7,500,000","6,500,000","5,700,000","7,300,000","4,100,000",,,,"7,100,000","21,400,000","15,700,000","16,500,000","15,000,000","13,900,000","15,800,000","39,900,000","41,100,000","42,500,000","44,000,000","42,600,000","47,600,000","49,300,000","49,300,000","49,500,000","46,000,000","45,800,000","42,500,000","39,500,000","39,000,000",,"30,200,000",,,,,"30,900,000",,,,,,,,,"34,500,000",,,,"36,400,000",,,,,,,,,,,,,,,,,"447,000,000","443,000,000","439,000,000","435,200,000","426,900,000","391,100,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"0","26,200,000","34,600,000","35,300,000","35,500,000","15,600,000","18,100,000","20,400,000","31,400,000","46,000,000","60,800,000","70,300,000","72,000,000","56,100,000","55,400,000","53,800,000","49,900,000","29,600,000","21,300,000","39,900,000","45,300,000","21,300,000","20,900,000","20,900,000","20,900,000","11,500,000","11,500,000","16,300,000","16,300,000","20,400,000","18,900,000","14,400,000","14,400,000","43,500,000","43,500,000","43,500,000","43,500,000","6,800,000","6,800,000","6,800,000","6,800,000","18,200,000","15,400,000","15,400,000","15,400,000","15,600,000","15,600,000","15,600,000","15,600,000","19,500,000","19,100,000","18,800,000","19,200,000","17,300,000","14,800,000","14,700,000","14,700,000","14,000,000","11,500,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"0","26,200,000","34,600,000","35,300,000","35,500,000","15,600,000","18,100,000","20,400,000","31,400,000","46,000,000","60,800,000","70,300,000","72,000,000","56,100,000","55,400,000","53,800,000","49,900,000","29,600,000","21,300,000","39,900,000","45,300,000","21,300,000","20,900,000","20,900,000","20,900,000","11,500,000","11,500,000","16,300,000","16,300,000","20,400,000","18,900,000","14,400,000","14,400,000","43,500,000","43,500,000","43,500,000","43,500,000","6,800,000","6,800,000","6,800,000","6,800,000","18,200,000","15,400,000","15,400,000","15,400,000","15,600,000","15,600,000","15,600,000","15,600,000","19,500,000","19,100,000","18,800,000","19,200,000","17,300,000","14,800,000","14,700,000","14,700,000","14,000,000","11,500,000"
		AssetsHeldForSaleCurrent,"4,600,000","4,600,000","4,600,000","4,600,000","4,600,000",,,"0","6,500,000","6,600,000","6,500,000","276,700,000","308,900,000","279,500,000","290,300,000","297,900,000","317,200,000","306,100,000",,,,"0",,"0",,,,,,"0",,,,,,,"0","0","30,300,000","6,100,000",,,,,"8,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,"200,000","400,000","400,000","1,100,000","2,400,000","600,000","1,100,000","1,600,000","6,600,000","7,500,000","5,300,000","7,600,000","5,700,000","4,500,000","2,100,000","7,400,000","5,900,000","2,300,000","4,200,000","600,000","1,800,000",,"3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"900,000","1,300,000","1,300,000","2,200,000","1,600,000","800,000","1,600,000","900,000","800,000","1,400,000","1,100,000","1,000,000","900,000","700,000","8,500,000","6,900,000","8,400,000","600,000","1,800,000","1,500,000","1,600,000","3,000,000","2,700,000","3,400,000","23,700,000","13,200,000","10,100,000","11,100,000","7,700,000","5,500,000","5,600,000","4,900,000","9,600,000","3,600,000","3,800,000","5,400,000","6,100,000","1,200,000","40,900,000","7,300,000","48,600,000","38,600,000","41,900,000","50,200,000","9,900,000","35,300,000","33,800,000","45,900,000","62,600,000","55,200,000","52,000,000","60,300,000","66,300,000","43,700,000","65,500,000","79,900,000","73,000,000","26,800,000","74,300,000","76,000,000","196,600,000","187,100,000","60,700,000","66,200,000","82,900,000","82,200,000","89,100,000","77,200,000","84,100,000","78,400,000","84,800,000","90,000,000","88,200,000","85,500,000","-362,100,000","-359,700,000","-346,900,000","-349,800,000","-351,000,000","-325,300,000"
	TotalNonCurrentAssets,"1,390,000,000","1,388,100,000","1,394,600,000","1,399,200,000","1,399,600,000","1,407,100,000","1,310,400,000","1,224,300,000","1,244,900,000","1,248,900,000","1,213,000,000","1,194,400,000","1,193,600,000","1,120,700,000","1,221,600,000","1,241,700,000","1,226,000,000","1,224,600,000","1,421,900,000","1,422,300,000","1,404,300,000","1,351,800,000","1,304,100,000","1,306,800,000","1,809,900,000","1,811,100,000","1,806,700,000","1,797,900,000","1,782,000,000","1,794,700,000","2,072,200,000","2,076,400,000","2,038,000,000","2,032,600,000","1,908,500,000","1,877,500,000","1,844,500,000","1,834,400,000","1,835,000,000","1,809,900,000","1,793,800,000","1,785,400,000","1,934,500,000","1,923,500,000","1,894,000,000","1,901,700,000","1,889,400,000","1,883,100,000","1,905,800,000","1,971,000,000","1,922,400,000","2,049,900,000","2,054,600,000","2,090,300,000","3,073,600,000","3,126,100,000","3,147,800,000","3,148,900,000","2,788,000,000","2,737,100,000","2,759,600,000","2,799,300,000","3,153,000,000","3,097,800,000","3,031,800,000","3,044,700,000","3,065,600,000","3,075,900,000","3,101,500,000","3,127,200,000","3,216,900,000","3,202,200,000","3,272,000,000","3,289,000,000","3,177,400,000","3,224,700,000","3,249,800,000","3,248,900,000","2,351,500,000","2,920,100,000"
		NetPPE,"578,600,000","582,200,000","565,400,000","567,400,000","563,500,000","569,500,000","555,500,000","549,200,000","555,800,000","559,900,000","544,000,000","542,200,000","539,300,000","501,000,000","484,300,000","484,800,000","489,500,000","499,900,000","699,000,000","696,000,000","689,200,000","669,600,000","664,800,000","661,100,000","1,100,700,000","1,096,300,000","1,067,100,000","1,068,300,000","1,053,300,000","1,062,400,000","1,128,400,000","1,142,300,000","1,113,200,000","1,107,200,000","1,058,200,000","1,036,000,000","1,013,700,000","1,005,000,000","937,600,000","918,400,000","906,900,000","902,900,000","861,000,000","855,600,000","850,800,000","854,900,000","870,500,000","875,100,000","894,500,000","929,200,000","924,800,000","926,200,000","927,200,000","954,200,000","957,600,000","994,000,000","1,009,300,000","1,012,800,000","1,020,400,000","950,500,000","955,100,000","966,200,000","1,164,000,000","1,146,000,000","1,115,600,000","1,145,300,000","1,149,600,000","1,155,700,000","1,185,200,000","1,208,800,000","1,223,400,000","1,224,300,000","1,243,000,000","1,267,300,000","1,257,700,000","1,303,800,000","1,297,900,000","1,303,700,000","1,277,800,000","1,283,700,000"
			GrossPPE,"578,600,000","1,076,200,000","565,400,000","1,038,400,000","1,015,800,000","1,056,600,000","1,046,500,000","1,024,000,000","1,016,400,000","1,007,400,000","983,500,000","974,300,000","961,100,000","913,900,000","890,400,000","880,800,000","865,200,000","861,300,000","1,196,500,000","1,185,400,000","1,158,800,000","1,115,100,000","1,109,500,000","1,091,100,000","1,840,300,000","1,814,900,000","1,776,600,000","1,756,200,000","1,714,800,000","1,706,700,000","1,849,900,000","1,834,100,000","1,776,900,000","1,746,900,000","1,673,400,000","1,649,800,000","1,606,200,000","1,588,800,000","1,504,500,000","1,466,400,000","1,445,400,000","1,409,300,000","1,375,200,000","1,381,600,000","1,351,300,000","1,337,700,000","1,335,200,000","1,289,000,000","1,303,100,000","1,319,200,000","1,307,900,000","1,272,900,000","1,234,600,000","1,233,100,000","1,116,500,000","1,222,700,000","1,203,900,000","1,171,700,000","1,140,200,000","1,038,800,000","1,014,800,000","995,000,000","2,488,100,000","2,736,300,000","2,677,600,000","2,707,300,000","2,712,100,000","2,695,300,000","2,731,100,000","2,749,500,000","2,716,300,000","2,688,600,000","2,683,400,000","2,702,100,000","1,257,700,000","1,303,800,000","1,297,900,000","1,303,700,000","1,277,800,000","1,283,700,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"32,200,000",,,,"30,600,000",,,,"36,200,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,
				LandAndImprovements,,"31,800,000",,,,"33,300,000",,,,"32,600,000",,,,"32,400,000",,,,"32,500,000",,,,"38,000,000",,,,"72,000,000",,,,"73,200,000",,,,"105,400,000",,,,"111,600,000",,,,"112,200,000",,,,"119,900,000",,,,"131,500,000",,,,"129,000,000",,,,"131,700,000",,,,"124,200,000",,,,"69,400,000",,,,"77,000,000",,,,"105,400,000",,,,,,
				BuildingsAndImprovements,,"257,200,000",,,,"255,500,000",,,,"239,500,000",,,,"232,500,000",,,,"224,600,000",,,,"261,200,000",,,,"381,300,000",,,,"373,300,000",,,,"380,100,000",,,,"318,400,000",,,,"302,400,000",,,,"298,400,000",,,,"303,800,000",,,,"296,500,000",,,,"287,600,000",,,,"259,700,000",,,,"652,000,000",,,,"657,400,000",,,,"659,700,000",,,,,,
				MachineryFurnitureEquipment,,"696,500,000",,,,"687,300,000",,,,"658,200,000",,,,"599,200,000",,,,"558,000,000",,,,"725,100,000",,,,"1,227,100,000",,,,"1,117,000,000",,,,"1,106,500,000",,,,"952,200,000",,,,"859,600,000",,,,"827,000,000",,,,"787,500,000",,,,"722,800,000",,,,"664,600,000",,,,"512,300,000",,,,"1,904,400,000",,,,"1,937,300,000",,,,"1,893,700,000",,,,,,
				OtherProperties,"578,600,000","39,400,000","565,400,000","1,038,400,000","1,015,800,000","39,600,000","1,046,500,000","1,024,000,000","1,016,400,000","35,300,000","983,500,000","974,300,000","961,100,000","501,000,000","890,400,000","880,800,000","865,200,000",,"1,196,500,000","1,185,400,000","1,158,800,000","669,600,000","1,109,500,000","1,091,100,000","1,840,300,000","1,096,300,000","1,776,600,000","1,756,200,000","1,714,800,000","1,062,400,000","1,849,900,000","1,834,100,000","1,776,900,000","1,107,200,000","1,673,400,000","1,649,800,000","1,606,200,000","1,005,000,000",,,,,,,,,,,,,,,,,,,,"36,200,000",,,,"29,100,000",,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"51,300,000",,,,"40,900,000",,,,"41,800,000",,,,"49,800,000",,,,"46,200,000",,,,"90,800,000",,,,"134,500,000",,,,"143,200,000",,,,"154,900,000",,,,"206,600,000",,,,"135,100,000",,,,"60,200,000",,,,"65,800,000",,,,"48,600,000",,,,"51,600,000",,,,"69,700,000",,,,"81,500,000",,,,"77,800,000",,,,"43,300,000",,,,,,
