name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
DilutedNIAvailtoComStockholders,"-31,249,000","-1,887,000","6,547,000","-32,524,000","-30,799,160","-8,970,000","-13,962,000","9,304,000","0"
BasicEPS,,"-0.01","0.03","-0.19","-0.164","-0.048",,"0.05","0"
DilutedEPS,,"-0.01","0.03","-0.19","-0.164","-0.048",,"0.05","0"
BasicAverageShares,,"194,007,000","187,960,000","168,440,000","187,569,511","187,569,511",,"187,569,511","187,569,511"
DilutedAverageShares,,"194,007,000","189,822,000","168,440,000","187,569,511","187,569,511",,"187,569,511","187,569,511"
TotalOperatingIncomeAsReported,"13,383,000","8,849,000","-1,680,000","-13,295,000","-481,780","5,780,000","490,000","35,102,000","0"
TotalExpenses,"1,434,316,000","354,164,000","346,171,000","377,775,000","481,780","335,501,000","326,579,000","363,578,000","0"
NetIncomeFromContinuingAndDiscontinuedOperation,"-31,249,000","-1,887,000","6,547,000","-32,524,000","-30,799,160","-8,970,000","-13,962,000","9,304,000","0"
NormalizedIncome,"-44,566,211.741","-1,887,000","-7,121,520","-29,396,529.096","-469,160","-9,530,640","-14,402,234.27","8,635,543","0"
InterestIncome,,,,,"12,620",,,,"0"
InterestExpense,"58,469,000","11,628,000","11,258,000","13,272,000",,"22,171,000","22,180,000","23,907,000",
NetInterestIncome,"-66,539,000","-11,628,000","-11,258,000","-21,342,000","12,620","-22,171,000","-22,180,000","-23,907,000","0"
EBIT,"21,197,000","8,849,000","17,044,000","-25,050,000","-481,780","6,548,000","1,153,000","35,969,000","0"
EBITDA,"139,452,000"
ReconciledCostOfRevenue,"871,531,000","213,273,000","205,292,000","236,999,000",,"201,298,000","191,521,000","227,481,000",
ReconciledDepreciation,"118,255,000","28,775,000","28,838,000","29,958,000",,"31,250,000","31,646,000","30,809,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-31,249,000","-1,887,000","6,547,000","-32,524,000","-30,799,160","-8,970,000","-13,962,000","9,304,000","0"
TotalUnusualItemsExcludingGoodwill,"15,884,000",,"18,724,000","-3,685,000","-30,330,000","768,000","663,000","867,000",
TotalUnusualItems,"15,884,000",,"18,724,000","-3,685,000","-30,330,000","768,000","663,000","867,000",
NormalizedEBITDA,"123,568,000","37,624,000","27,158,000","8,593,000","29,848,220","37,030,000","32,136,000","65,911,000","0"
TaxRateForCalcs,"0.162","0.321","0.27","0.151","0","0.27","0.336","0.229","0"
TaxEffectOfUnusualItems,"2,566,788.259","0","5,055,480","-557,529.096","0","207,360","222,765.73","198,543","0"
