name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,000","504,000","520,000","573,000",,"684,000","694,000","692,000",,"700,000","709,000","716,000",,"692,000",,"690,000",,"938,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,330,724","2,749,433","3,879,559","3,800,000","7,500,000","4,900,000","3,100,000","3,300,000","2,800,000","1,500,000","1,700,000","1,700,000","1,400,000","1,500,000","1,800,000","2,000,000","2,700,000","800,000","1,500,000","1,300,000","800,000","900,000","900,000","800,000","800,000","600,000","800,000","600,000","400,000","500,000","700,000","400,000","400,000","400,000","400,000","400,000","500,000","400,000","200,000","200,000","200,000","100,000",,"100,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,000","504,000","520,000","573,000",,"684,000","694,000","692,000",,"700,000","709,000","716,000",,"692,000",,"690,000",,"938,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,330,724","2,749,433","3,879,559","3,800,000","7,500,000","4,900,000","3,100,000","3,300,000","2,800,000","1,500,000","1,700,000","1,700,000","1,400,000","1,500,000","1,800,000","2,000,000","2,700,000","800,000","1,500,000","1,300,000","800,000","900,000","900,000","800,000","800,000","600,000","800,000","600,000","400,000","500,000","700,000","400,000","400,000","400,000","400,000","400,000","500,000","400,000","200,000","200,000","200,000","100,000",,"100,000",,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,000","504,000","520,000","573,000",,"684,000","694,000","692,000",,"700,000","709,000","716,000",,"692,000",,"690,000",,"938,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,000","504,000","520,000","573,000",,"684,000","694,000","692,000",,"700,000","709,000","716,000",,"692,000",,"690,000",,"938,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-938,000",,,,,,,,,,,,,,,,,,,"-254,629","-231,786",,,"1","-1,067,767","3,616,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"18,877,000","7,564,000","3,908,000","3,286,000","4,119,000","3,531,000","587,000","5,209,000","2,946,000","3,762,000","-483,000","2,108,000","1,601,000","785,000","5,491,000","2,016,000","2,227,000","503,000","-2,123,000","4,164,000","3,224,000","1,512,000","2,422,000","5,038,000","5,119,000","3,755,000","3,940,000","4,265,000","2,821,000","1,460,000","-1,620,000","426,000","-280,000","-649,000","709,000","3,914,000","1,892,000","382,000","1,672,000","4,554,000","3,045,000","3,489,000","1,052,000","4,770,000","6,164,000","3,642,000","2,665,000","3,269,000","2,544,000","1,843,000","1,829,000","1,103,000","2,555,000","1,607,000","766,000","1,797,000","5,823,000","3,654,000","4,598,000","6,211,000","5,098,000","4,714,000","4,305,000","5,381,000","3,751,000","3,212,000","2,878,000","4,977,000","3,983,000","4,196,000","4,101,000","3,816,000","3,267,000","2,420,000","2,279,467","1,599,221","1,383,619","1,373,105","1,317,802","-3,915,032","-2,122,803","-7,718,332","-1,162,358","-3,950,757","-328,137","508,682","1,558,324","-857,085","173,469","-6,495,942","1,400,000","5,900,000","5,900,000","-3,900,000","2,900,000","3,300,000","8,400,000","6,800,000","5,700,000","4,600,000","2,600,000","600,000","-1,700,000","2,400,000","2,800,000","7,900,000","7,100,000","7,300,000","7,000,000","6,700,000","6,500,000","6,300,000","6,300,000","5,800,000","5,800,000","5,400,000","5,200,000","4,800,000","4,900,000","4,500,000","3,600,000","3,600,000","3,200,000","3,000,000","2,800,000","2,900,000","2,300,000","2,000,000","1,500,000","1,600,000","1,300,000","-6,600,000","3,800,000","3,700,000","3,000,000","-3,600,000","2,300,000","1,800,000","1,600,000"
NetNonOperatingInterestIncomeExpense,"-10,099,000","-4,463,000","-4,898,000","-370,000","-368,000","-245,000","-402,000","-525,000","-878,000","-1,684,000","-201,000","168,000","205,000","142,000","116,000","89,000","92,000","34,000","205,000","219,000","153,000","110,000","126,000","99,000","43,000","12,000","100,000","80,000","42,000","54,000","38,000","44,000","35,000","49,000","43,000","45,000","58,000","13,000","52,000","64,000","71,000","59,000","72,000","57,000","35,000","42,000","31,000","50,000","68,000","58,000","41,000","92,000","208,000","354,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"16,000","2,000","5,000","6,000","3,000","1,000","0","1,000","22,000","50,000","231,000","176,000","205,000","144,000","208,000","102,000","97,000","38,000","208,000","222,000","155,000","120,000","159,000","164,000","143,000",,,,,,"38,000","44,000","39,000","50,000","43,000","50,000","58,000","50,000","52,000","72,000","71,000","74,000","72,000","64,000","61,000","69,000",,"78,000","94,000","90,000",,"147,000","275,000","404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"10,115,000","4,465,000","4,903,000","376,000","371,000","246,000","402,000","526,000","900,000","1,734,000","432,000","8,000","0","2,000","92,000","13,000","5,000","4,000","3,000","3,000","2,000","10,000","33,000","65,000","100,000",,,,,,,"0","4,000","1,000",,"5,000","0","37,000",,"8,000","0","15,000","0","7,000","26,000","27,000",,"28,000","26,000","32,000",,"55,000","67,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,"-205,000","-142,000","-116,000","-89,000","-92,000","-34,000","-205,000","-219,000","-153,000",,"-126,000","-99,000","-43,000","-12,000","-100,000","-80,000","-42,000","-54,000",,,,,,,,,,"-64,000","-71,000","-59,000","-72,000",,"-35,000","-42,000","-31,000",,"-68,000","-58,000","-41,000",,"-208,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-202,000","139,000","-211,000","85,000","-215,000","-84,000","-925,000","-340,000","-158,000","51,000","-236,000","311,000","-154,000","257,000","115,000","-26,000","345,000","-527,000","-45,000","-134,000","-2,736,000","-143,000","574,000","-149,000","-353,000","-386,000","-528,000","-117,000","428,000","806,000","388,000","456,000","-69,000","21,000","12,000","-330,000","-59,000","475,000","124,000","-213,000","-1,155,000","-52,000","-89,000","-298,000","-378,000","-203,000","19,000","218,000","-16,000","653,000","3,000","-301,000","-1,394,000","41,000","-236,000","-505,000","-1,900,000",,,,,,,,,,,"-1,260,000","6,000","312,000","190,000","-641,000","105,000","-6,000","73,543","246,271","588,427","40,308","147,481","-3,342,550","1,551,447","-6,612,702","345,424","-3,075,179","588,219","539,437","1,170,665","-7,471,690","772,443","-17,929,782","500,000","700,000","800,000","-1,500,000",,"-39,900,000","2,100,000","500,000","300,000","-7,100,000","-1,400,000","-12,000,000","-1,400,000","-3,800,000","-100,000","200,000","400,000","600,000","600,000","500,000","300,000","400,000","200,000","300,000","300,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","200,000","200,000","200,000","300,000","300,000","300,000","300,000","200,000",,,,,,,,
	SpecialIncomeCharges,"-210,000","0","-109,000","0","-101,000","-161,000","-733,000","12,000","-91,000","-38,000","0","0","20,000","0","67,000","-111,000","-190,000",,,"0","-2,515,000","0","0","0","6,000","-102,000","-651,000","0","9,000","-518,000","0","0","0","0","-81,000","-350,000","0","37,000","0","-213,000","-1,155,000","-52,000","-89,000","-298,000","-378,000","-203,000","19,000","218,000","-16,000","653,000","3,000","-301,000","-1,394,000","41,000","-236,000","-505,000","-1,900,000",,,,,,,,,,,"-1,260,000","6,000","312,000","190,000","-641,000","105,000","-6,000","73,543","246,271","588,427","40,308","147,481","-3,342,550","1,551,447","-6,612,702","345,424","-3,075,179","588,219","539,437","1,170,665","-7,471,690","772,443","-17,929,782","500,000","700,000","800,000","-1,500,000",,"-39,900,000","2,100,000","500,000","300,000","-7,100,000","-1,400,000","-12,000,000","-1,400,000","-3,800,000","-100,000","200,000","400,000","600,000","600,000","500,000","300,000","400,000","200,000","300,000","300,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","200,000","200,000","200,000","300,000","300,000","300,000","300,000","200,000",,,,,,,,
		RestructuringAndMergernAcquisition,"210,000","0","109,000","0","101,000","161,000","733,000","-12,000","91,000","38,000","0","0","-20,000","0","-67,000","111,000","190,000",,,"0","2,515,000","0","0","0","-6,000","102,000","651,000","0","-9,000","518,000","0","0","0","0","81,000","350,000","0","-37,000","0","0","963,000","60,000","236,000","224,000","0","-20,000",,"-116,000","0","-352,000",,"0","1,953,000",,,,,,,,,,,,,,,,,,,,,,,"-164,478","-168,940","-134,018","-132,138",,,,,,"-298","-47,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"213,000","192,000","-8,000","-147,000","74,000","378,000","223,000",,"-102,000","16,000","-301,000",,"301,000","-559,000",,,,,,,,,,,,,,,,,,,,,,,"-81,793","-419,487","93,710","-15,343",,,,,,"-587,921","-491,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
