name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,03/31/2017
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,631,726,000","2,628,347,000","2,667,506,000","2,664,934,000","2,683,087,000","2,662,480,000","3,878,069,000"
		LongTermDebtAndCapitalLeaseObligation,"2,027,650,000","2,069,326,000","2,026,027,000","2,027,097,000","2,028,090,000","2,074,065,000","2,649,199,000"
			LongTermDebt,"2,027,650,000","2,028,882,000","2,026,027,000","2,027,097,000","2,028,090,000","2,029,328,000","2,649,199,000"
			LongTermCapitalLeaseObligation,,"40,444,000",,,,"44,737,000",
		NonCurrentDeferredLiabilities,"489,873,000","483,165,000","475,483,000","483,146,000","492,185,000","515,276,000","1,143,871,000"
			NonCurrentDeferredTaxesLiabilities,"489,873,000","483,165,000","475,483,000","483,146,000","492,185,000","491,242,000","1,143,871,000"
		TradeandOtherPayablesNonCurrent,,,,,,"525,000",
		EmployeeBenefits,,"31,401,000",,,,"30,552,000",
		DerivativeProductLiabilities,"6,747,000","22,189,000","16,210,000","19,701,000","26,761,000","900,000",
		PreferredSecuritiesOutsideStockEquity,"1,849,000","1,893,000","1,819,000","1,823,000","1,873,000",,
		OtherNonCurrentLiabilities,"105,607,000","20,373,000","147,967,000","133,167,000","134,178,000","41,162,000","84,999,000"
TotalEquityGrossMinorityInterest,"2,602,770,000","2,580,401,000","2,557,297,000","2,534,664,000","2,520,944,000","2,540,023,000","1,731,019,000"
	StockholdersEquity,"2,509,738,000","2,483,317,000","2,462,713,000","2,438,748,000","2,425,130,000","2,443,069,000","1,694,118,000"
		CapitalStock,"32,000","32,000","32,000","32,000","32,000","32,000","0"
			CommonStock,"32,000","32,000","32,000","32,000","32,000","32,000","0"
		AdditionalPaidInCapital,"3,379,350,000","3,373,278,000","3,364,365,000","3,361,262,000","3,354,383,000","3,356,417,000","1,668,503,000"
		RetainedEarnings,"-847,642,000","-866,607,000","-891,785,000","-915,096,000","-921,217,000","-907,738,000","37,454,000"
		TreasuryStock,"12,567,000","12,567,000",,,,,
		GainsLossesNotAffectingRetainedEarnings,"-3,090,000","-4,479,000","-3,565,000","-1,122,000","-1,746,000","674,000","-11,615,000"
		OtherEquityInterest,"-6,345,000","-6,340,000","-6,334,000","-6,328,000","-6,322,000","-6,316,000","-224,000"
	MinorityInterest,"93,032,000","97,084,000","94,584,000","95,916,000","95,814,000","96,954,000","36,901,000"
TotalCapitalization,"4,537,388,000","4,512,199,000","4,488,740,000","4,465,845,000","4,453,220,000","4,472,397,000","4,343,317,000"
CommonStockEquity,"2,509,738,000","2,483,317,000","2,462,713,000","2,438,748,000","2,425,130,000","2,443,069,000","1,694,118,000"
CapitalLeaseObligations,,"60,859,000",,,,"65,631,000",
NetTangibleAssets,"-1,931,440,000","-2,010,201,000","-2,078,928,000","-2,107,723,000","-2,160,930,000","-2,173,066,000","-3,579,628,000"
WorkingCapital,"502,873,000","458,794,000","428,009,000","406,804,000","365,052,000","324,762,000","172,129,000"
InvestedCapital,"4,552,343,000","4,526,596,000","4,502,109,000","4,479,148,000","4,466,524,000","4,540,190,000","4,439,003,000"
TangibleBookValue,"-1,931,440,000","-2,010,201,000","-2,078,928,000","-2,107,723,000","-2,160,930,000","-2,173,066,000","-3,579,628,000"
TotalDebt,"2,042,605,000","2,104,138,000","2,039,396,000","2,040,400,000","2,041,394,000","2,162,752,000","2,744,885,000"
NetDebt,"1,919,045,000","1,878,657,000","1,871,368,000","1,880,618,000","1,885,043,000","1,892,820,000","2,677,652,000"
ShareIssued,"320,003,843","318,573,566","318,573,563","318,496,390","318,449,966","318,425,182","313,425,182"
OrdinarySharesNumber,"318,393,829","316,963,552","318,573,563","318,496,390","318,449,966","313,425,182","313,425,182"
TreasurySharesNumber,"1,610,014","1,610,014",,,,"5,000,000",
