name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
OperatingIncome,"320,800,000","53,600,000","246,800,000","33,600,000","-13,200,000","28,300,000","128,300,000","10,400,000","-704,500,000","-175,800,000","206,300,000","47,500,000","143,000,000","92,200,000","182,000,000","7,400,000","64,900,000","65,200,000","203,100,000","94,000,000","-8,600,000","21,000,000","139,000,000","135,300,000","55,600,000","66,600,000","208,500,000","165,100,000","22,500,000","118,600,000","195,700,000","160,600,000","15,700,000","48,800,000","148,200,000","167,200,000","2,600,000","32,800,000","203,400,000","165,900,000","-2,400,000","-29,400,000","172,900,000","246,700,000","33,300,000"
NetNonOperatingInterestIncomeExpense,"-242,400,000","-59,500,000","-61,100,000","-62,100,000","-59,800,000","-50,900,000","-59,900,000","-57,700,000","-20,600,000","-67,500,000","-66,200,000","-73,600,000","-74,800,000","-72,300,000","-68,500,000","-67,700,000","-68,900,000","-72,000,000","-67,200,000","-65,400,000","-59,900,000","-58,200,000","-58,000,000","-39,100,000","-38,200,000","-31,300,000","-24,800,000","-14,500,000","-16,200,000","-17,700,000","-16,700,000","-18,300,000","-16,800,000","-15,900,000","-16,500,000","-16,500,000","-19,600,000","-19,300,000","-18,300,000","-19,300,000","-17,700,000","-14,400,000","-24,900,000","-23,500,000","-18,600,000"
	InterestIncomeNonOperating,"3,500,000","1,400,000","600,000","700,000","700,000","800,000","700,000","1,300,000","2,200,000","1,200,000","100,000","1,900,000","4,400,000","4,500,000","5,600,000","4,700,000","5,700,000","3,500,000","2,400,000","2,000,000","1,800,000","800,000","1,200,000","600,000","1,300,000","1,800,000","500,000","500,000","900,000","700,000","700,000","1,100,000","1,000,000","1,200,000","1,000,000","900,000","1,100,000","800,000","900,000","1,100,000","2,800,000","1,400,000","1,100,000","1,100,000","1,400,000"
	InterestExpenseNonOperating,"245,900,000","60,900,000","61,700,000","62,800,000","60,500,000","51,700,000","60,600,000","59,000,000","22,800,000","68,700,000","66,300,000","75,500,000","79,200,000","76,800,000","74,100,000","72,400,000","74,600,000","75,500,000","69,600,000","67,400,000","61,700,000","59,000,000","59,200,000","39,700,000","39,500,000","33,100,000","25,300,000","15,000,000","16,200,000","18,400,000","17,400,000","19,400,000","17,800,000","17,100,000","17,500,000","17,400,000","17,700,000","20,100,000","19,300,000","20,200,000","19,100,000","25,100,000","20,500,000","20,800,000","20,000,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,"71,300,000",,,,"65,700,000",,"60,300,000",,"59,500,000",,,,"26,200,000",,"14,600,000",,,,,,,,,"17,400,000","3,000,000",,"-100,000","200,000",,,"5,500,000","3,800,000",
OtherIncomeExpense,"560,700,000","60,700,000","123,600,000","372,000,000","4,500,000","33,400,000","-128,200,000","-75,000,000","-419,000,000","-89,600,000","-177,100,000","72,500,000","-2,877,100,000","-23,900,000","-991,200,000","-27,200,000","-162,100,000","-48,900,000","-25,200,000","-70,000,000","-271,400,000","-215,600,000","-151,000,000","-91,500,000","-46,500,000","-44,000,000","-73,100,000","-84,600,000","-46,600,000","-3,300,000","-14,700,000","-130,600,000","-31,000,000","-320,100,000","-4,900,000","-2,300,000","-27,700,000","-3,400,000","19,000,000","2,600,000","-483,500,000","-113,700,000","15,700,000","-56,900,000","-10,500,000"
	GainOnSaleOfSecurity,"-4,700,000","-3,400,000","200,000","2,300,000","-3,700,000","600,000","700,000","-4,400,000","0","-6,100,000","-4,900,000","-3,800,000","3,500,000","300,000","200,000","3,600,000","3,200,000","-600,000","6,900,000","-1,000,000","400,000","-2,600,000","100,000","-1,300,000","12,000,000","6,200,000","10,200,000","-1,500,000","-500,000","100,000","-2,400,000","-1,300,000","-300,000","-1,400,000","-200,000","-900,000",,"-900,000","-100,000","2,400,000",,,"15,200,000","-52,600,000",
	SpecialIncomeCharges,"-700,000","3,500,000","-2,800,000","-16,400,000","15,000,000","-29,700,000","-111,300,000","-76,400,000","-434,600,000","-83,000,000","-170,900,000","78,500,000","-2,874,700,000","-6,700,000","-986,600,000","-28,100,000","-137,400,000","-45,300,000","-28,700,000","-65,300,000","-270,400,000","-213,500,000","-151,700,000","-88,900,000","-58,500,000","-43,600,000","-59,200,000","-83,400,000","-45,900,000","-3,900,000","-12,000,000","-129,300,000","-27,100,000","-320,800,000","-4,700,000","-1,600,000","-26,500,000","-2,700,000","18,900,000","0","-442,400,000","-148,300,000","-2,200,000","-4,400,000","-10,500,000"
		RestructuringAndMergernAcquisition,"700,000","-3,500,000","2,800,000","16,400,000","-15,000,000","29,700,000","111,300,000","76,400,000","68,000,000","42,600,000","170,900,000","6,000,000","500,000","6,700,000","21,500,000","15,500,000","98,100,000","45,300,000","28,700,000","65,300,000","273,500,000","213,500,000","151,700,000","88,900,000","83,300,000","43,600,000","56,100,000","77,900,000","53,100,000","3,900,000","12,000,000","40,500,000","27,100,000","3,900,000","4,700,000","1,600,000","26,500,000","2,700,000","400,000","0","9,100,000","5,700,000","2,200,000","4,400,000","5,100,000"
		ImpairmentOfCapitalAssets,,,,,"0","0",,,"393,600,000","40,400,000","0","0",,,"965,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		WriteOff,,,,,,,,,,,,,"2,874,200,000","0",,"12,600,000","0",,,,"0","0","0","0","0","0","0","5,500,000","0","0",,,"0","316,900,000",,,"0","0",,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,"10,700,000",,,,,,,,"0",,"3,100,000",,"0",,,"88,800,000",,,,,,,,,,,,,"5,400,000"
		GainOnSaleOfBusiness,,,,,"0",,,,,"0","0","84,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,"0","0","0","27,000,000",,,,"0",,,,"-28,600,000",,,,"0",,,,"24,800,000",,,,,,,,"0","0","0",,"0","0","19,300,000",,,,,,
	OtherNonOperatingIncomeExpenses,"566,100,000","60,600,000","126,200,000","386,100,000","-6,800,000","62,500,000","-17,600,000","5,800,000","15,600,000","-500,000","-1,300,000","-2,200,000","-5,900,000","-17,500,000","-4,800,000","-2,700,000","-27,900,000","-3,000,000","-3,400,000","-3,700,000","-1,400,000","500,000","600,000","-1,300,000","0","-6,600,000","-24,100,000","300,000",,"500,000","-300,000",,"-3,600,000","2,100,000",,"200,000","200,000","200,000","200,000","200,000",,,"2,700,000","100,000",
PretaxIncome,"639,100,000","54,800,000","309,300,000","343,500,000","-68,500,000","10,800,000","-59,800,000","-122,300,000","-1,144,100,000","-332,900,000","-37,000,000","46,400,000","-2,808,900,000","-4,000,000","-877,700,000","-87,500,000","-166,100,000","-55,700,000","110,700,000","-41,400,000","-339,900,000","-252,800,000","-70,000,000","4,700,000","-29,100,000","-8,700,000","110,600,000","66,000,000","-40,300,000","97,600,000","164,300,000","11,700,000","-32,100,000","-287,200,000","126,800,000","148,400,000","-44,700,000","10,100,000","204,100,000","149,200,000","-503,600,000","-157,500,000","163,700,000","166,300,000","4,200,000"
TaxProvision,"297,400,000","500,000","49,400,000","114,600,000","132,900,000","-19,200,000","-40,800,000","-244,900,000","-278,700,000","-68,500,000","-20,600,000","-9,900,000","-9,400,000","0","78,300,000","-77,400,000","4,100,000","4,400,000","-7,900,000","-25,300,000","-38,900,000","-93,400,000","-122,100,000","-5,100,000","2,100,000","11,600,000","13,000,000","-67,100,000","-65,900,000","15,400,000","29,400,000","-5,000,000","-19,300,000","-40,500,000","33,700,000","46,200,000","11,500,000","-19,800,000","70,700,000","54,400,000","-152,300,000","500,000","62,400,000","51,600,000","500,000"
NetIncomeCommonStockholders,"135,800,000","50,300,000","192,700,000","103,000,000","-210,200,000","-18,500,000","-275,400,000","200,600,000","-772,800,000","-271,600,000","-21,100,000","52,300,000","-2,799,400,000","-12,100,000","-960,600,000","-12,100,000","-181,300,000","-77,000,000","109,200,000","-19,700,000","-304,800,000","-164,200,000","46,800,000","0","-31,000,000","-26,800,000","89,000,000","125,700,000","21,000,000","75,500,000","125,400,000","10,600,000","-20,100,000","-253,300,000","82,500,000","93,500,000","-62,300,000","20,400,000","123,200,000","86,700,000","-357,300,000","-165,400,000","92,400,000","105,900,000","-1,400,000"
	NetIncome,"355,000,000","53,600,000","261,400,000","226,000,000","-186,000,000","15,600,000","-252,300,000","221,400,000","-766,300,000","-271,600,000","-21,100,000","52,300,000","-2,799,400,000","-12,100,000","-960,600,000","-12,100,000","-181,300,000","-77,000,000","109,200,000","-19,700,000","-304,800,000","-164,200,000","46,800,000","0","-31,000,000","-26,800,000","89,000,000","125,700,000","21,000,000","75,500,000","125,400,000","10,600,000","-20,100,000","-253,300,000","82,500,000","93,500,000","-62,300,000","20,400,000","123,200,000","86,700,000","-357,300,000","-165,400,000","92,400,000","105,900,000","-1,400,000"
		NetIncomeIncludingNoncontrollingInterests,"357,100,000","55,000,000","263,700,000","228,900,000","-190,500,000","12,700,000","-254,600,000","227,300,000","-778,200,000","-264,400,000","-16,400,000","56,300,000","-2,799,500,000","-4,000,000","-956,000,000","-10,100,000","-170,200,000","-60,100,000","118,600,000","-16,100,000","-301,000,000","-159,400,000","52,100,000","9,800,000","-31,200,000","-20,300,000","97,600,000","133,100,000","25,600,000","82,200,000","134,900,000","16,700,000","-12,800,000","-246,700,000","93,100,000","102,200,000","-56,200,000","29,900,000","133,400,000","94,800,000","-351,300,000","-158,000,000","101,300,000","114,700,000","3,700,000"
			NetIncomeContinuousOperations,"341,700,000","54,300,000","259,900,000","228,900,000","-201,400,000","30,000,000","-19,000,000","122,600,000","-865,400,000","-264,400,000","-16,400,000","56,300,000","-2,799,500,000","-4,000,000","-956,000,000","-10,100,000","-170,200,000","-60,100,000","118,600,000","-16,100,000","-301,000,000","-159,400,000","52,100,000","9,800,000","-31,200,000","-20,300,000","97,600,000","133,100,000","25,600,000","82,200,000","134,900,000","16,700,000","-12,800,000","-246,700,000","93,100,000","102,200,000","-56,200,000","29,900,000","133,400,000","94,800,000","-351,300,000","-158,000,000","101,300,000","114,700,000","3,700,000"
			NetIncomeDiscontinuousOperations,"15,400,000","700,000","3,800,000","0","10,900,000","-17,300,000","-235,600,000","104,700,000","-76,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-2,100,000","-1,400,000","-2,300,000","-2,900,000","4,500,000","2,900,000","2,300,000","-5,900,000","11,900,000","-7,200,000","-4,700,000","-4,000,000","100,000","-8,100,000","-4,600,000","-2,000,000","-11,100,000","-16,900,000","-9,400,000","-3,600,000","-3,800,000","-4,800,000","-5,300,000","-9,800,000","200,000","-6,500,000","-8,600,000","-7,400,000","-4,600,000","-6,700,000","-9,500,000","-6,100,000","-7,300,000","-6,600,000","-10,600,000","-8,700,000","-6,100,000","-9,500,000","-10,200,000","-8,100,000","-6,000,000","-7,400,000","-8,900,000","-8,800,000","-5,100,000"
	PreferredStockDividends,"219,200,000","3,300,000","68,700,000","123,000,000","24,200,000","34,100,000","23,100,000","20,800,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"135,800,000","50,300,000","192,700,000","103,000,000","-210,200,000","-18,500,000","-275,400,000","200,600,000","-772,800,000","-271,600,000","-21,100,000","52,300,000","-2,799,400,000","-12,100,000","-960,600,000","-12,100,000","-181,300,000","-77,000,000","109,200,000","-19,700,000","-304,800,000","-164,200,000","46,800,000","0","-31,000,000","-26,800,000","89,000,000","125,700,000","21,000,000","75,500,000","125,400,000","10,600,000","-20,100,000","-253,300,000","82,500,000","93,500,000","-62,300,000","20,400,000","123,200,000","86,700,000","-357,300,000","-165,400,000","92,400,000","105,900,000","-1,400,000"
BasicEPS,,"0.06","0.23","0.13","-0.27","-0.02","-0.36","0.26","-1.01","-0.36","-0.03","0.07","-3.72","-0.02","-1.28","-0.02","-0.24","-0.1","0.15","-0.03","-0.41","-0.22","0.06","0","-0.09","-0.08","0.26","0.35",,"0.22","0.35","0.03",,"-0.66","0.21","0.24",,"0.053","0.322","0.226",,,,"0.277",
DilutedEPS,,"0.06","0.23","0.13","-0.27","-0.02","-0.36","0.24","-1.01","-0.36","-0.03","0.07","-3.72","-0.02","-1.28","-0.02","-0.24","-0.1","0.15","-0.03","-0.41","-0.22","0.06","0","-0.09","-0.08","0.25","0.34",,"0.21","0.35","0.03",,"-0.66","0.21","0.24",,"0.053","0.322","0.226",,,,"0.277",
BasicAverageShares,,"838,400,000","829,100,000","777,600,000","765,400,000","765,400,000","764,600,000","763,900,000","763,300,000","760,800,000","758,100,000","754,200,000","751,600,000","751,400,000","751,100,000","750,800,000","750,600,000","750,100,000","749,600,000","748,600,000","747,700,000","747,300,000","746,600,000","336,300,000","338,800,000","337,900,000","345,000,000","360,000,000",,"344,700,000","353,400,000","354,200,000",,"384,000,000","384,400,000","384,000,000",,"382,830,520","382,830,520","382,830,520",,,,"382,830,520",
DilutedAverageShares,,"852,900,000","842,700,000","787,700,000","765,400,000","765,400,000","764,600,000","916,700,000","763,300,000","760,800,000","758,100,000","758,900,000","751,600,000","751,400,000","751,100,000","750,800,000","750,600,000","750,100,000","752,700,000","748,600,000","747,700,000","747,300,000","752,400,000","336,300,000","338,800,000","337,900,000","354,300,000","369,900,000",,"354,800,000","362,600,000","364,300,000",,"384,000,000","393,300,000","393,500,000",,"382,830,520","382,830,520","382,830,520",,,,"382,830,520",
TotalOperatingIncomeAsReported,"320,100,000","57,100,000","244,000,000","17,200,000","1,800,000","-1,400,000","17,000,000","-66,000,000","-1,139,100,000","-258,800,000","35,400,000","126,000,000","-2,731,700,000","85,500,000","-804,600,000","-20,700,000","-61,800,000","19,900,000","174,400,000","28,700,000","-279,000,000","-192,500,000","-12,700,000","46,400,000","-2,900,000","23,000,000","152,400,000","81,700,000","-23,400,000","114,700,000","183,700,000","120,100,000","-11,400,000","-272,000,000","143,500,000","165,600,000","-23,900,000","30,100,000","222,300,000","165,900,000","-485,400,000","-137,100,000","170,700,000","242,300,000","28,200,000"
TotalExpenses,"4,877,700,000","1,132,600,000","1,331,400,000","1,338,100,000","1,075,600,000","999,500,000","1,287,300,000","1,113,700,000","-393,500,000","1,703,800,000","2,138,700,000","1,895,300,000","1,972,400,000","1,898,400,000","2,329,200,000","2,023,900,000","2,234,500,000","2,157,500,000","2,434,500,000","2,144,300,000","2,249,900,000","2,011,100,000","2,157,700,000","944,900,000","1,020,000,000","884,100,000","1,002,000,000","947,200,000","997,000,000","815,200,000","1,063,900,000","1,021,700,000","1,025,800,000","959,900,000","1,175,000,000","1,011,000,000","1,056,200,000","964,900,000","1,176,100,000","1,047,200,000","1,025,800,000","1,034,600,000","1,165,000,000","998,100,000","982,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"355,000,000","53,600,000","261,400,000","226,000,000","-186,000,000","15,600,000","-252,300,000","221,400,000","-766,300,000","-271,600,000","-21,100,000","52,300,000","-2,799,400,000","-12,100,000","-960,600,000","-12,100,000","-181,300,000","-77,000,000","109,200,000","-19,700,000","-304,800,000","-164,200,000","46,800,000","0","-31,000,000","-26,800,000","89,000,000","125,700,000","21,000,000","75,500,000","125,400,000","10,600,000","-20,100,000","-253,300,000","82,500,000","93,500,000","-62,300,000","20,400,000","123,200,000","86,700,000","-357,300,000","-165,400,000","92,400,000","105,900,000","-1,400,000"
NormalizedIncome,"342,840,000","52,800,912.409","259,784,000","235,390,600","-205,149,000","54,143,000","64,038,000","175,684,000","-524,767,511.581","-200,854,600","107,234,000","-2,231,000","62,191,512.692","-5,700,000","-240,528,000","5,785,000","-83,334,000","-34,726,100","129,452,200","20,080,000","-65,700,264.784","-27,840,900","137,760,000","54,120,000","-3,100,000","-4,360,000","132,218,000","176,640,000","48,840,000","78,699,600","137,222,400","95,490,000","-2,290,000","23,469,800","86,096,600","95,222,500","-44,165,000","22,740,000","110,904,800","85,176,000","-17,579,785.544","-93,315,000","84,355,406.231","145,230,000","7,850,000"
InterestIncome,"3,500,000","1,400,000","600,000","700,000","700,000","800,000","700,000","1,300,000","2,200,000","1,200,000","100,000","1,900,000","4,400,000","4,500,000","5,600,000","4,700,000","5,700,000","3,500,000","2,400,000","2,000,000","1,800,000","800,000","1,200,000","600,000","1,300,000","1,800,000","500,000","500,000","900,000","700,000","700,000","1,100,000","1,000,000","1,200,000","1,000,000","900,000","1,100,000","800,000","900,000","1,100,000","2,800,000","1,400,000","1,100,000","1,100,000","1,400,000"
InterestExpense,"245,900,000","60,900,000","61,700,000","62,800,000","60,500,000","51,700,000","60,600,000","59,000,000","22,800,000","68,700,000","66,300,000","75,500,000","79,200,000","76,800,000","74,100,000","72,400,000","74,600,000","75,500,000","69,600,000","67,400,000","61,700,000","59,000,000","59,200,000","39,700,000","39,500,000","33,100,000","25,300,000","15,000,000","16,200,000","18,400,000","17,400,000","19,400,000","17,800,000","17,100,000","17,500,000","17,400,000","17,700,000","20,100,000","19,300,000","20,200,000","19,100,000","25,100,000","20,500,000","20,800,000","20,000,000"
NetInterestIncome,"-242,400,000","-59,500,000","-61,100,000","-62,100,000","-59,800,000","-50,900,000","-59,900,000","-57,700,000","-20,600,000","-67,500,000","-66,200,000","-73,600,000","-74,800,000","-72,300,000","-68,500,000","-67,700,000","-68,900,000","-72,000,000","-67,200,000","-65,400,000","-59,900,000","-58,200,000","-58,000,000","-39,100,000","-38,200,000","-31,300,000","-24,800,000","-14,500,000","-16,200,000","-17,700,000","-16,700,000","-18,300,000","-16,800,000","-15,900,000","-16,500,000","-16,500,000","-19,600,000","-19,300,000","-18,300,000","-19,300,000","-17,700,000","-14,400,000","-24,900,000","-23,500,000","-18,600,000"
EBIT,"885,000,000","115,700,000","371,000,000","406,300,000","-8,000,000","62,500,000","800,000","-63,300,000","-1,121,300,000","-264,200,000","29,300,000","121,900,000","-2,729,700,000","72,800,000","-803,600,000","-15,100,000","-91,500,000","19,800,000","180,300,000","26,000,000","-278,200,000","-193,800,000","-10,800,000","44,400,000","10,400,000","24,400,000","135,900,000","81,000,000","-24,100,000","116,000,000","181,700,000","31,100,000","-14,300,000","-270,100,000","144,300,000","165,800,000","-27,000,000","30,200,000","223,400,000","169,400,000","-484,500,000","-132,400,000","184,200,000","187,100,000","24,200,000"
EBITDA,"1,423,700,000"
ReconciledCostOfRevenue,"1,591,800,000","351,400,000","482,700,000","424,000,000","333,700,000","307,500,000","502,300,000","384,100,000","-223,600,000","514,300,000","784,100,000","617,400,000","699,600,000","645,300,000","863,100,000","716,000,000","795,400,000","712,200,000","932,800,000","783,800,000","791,200,000","734,100,000","817,100,000","406,100,000","425,100,000","331,800,000","431,200,000","405,400,000","375,000,000","314,000,000","469,500,000","442,300,000","405,600,000","355,100,000","510,200,000","429,800,000","393,500,000","338,900,000","521,600,000","436,900,000","356,500,000","360,700,000","500,600,000","460,300,000","389,700,000"
ReconciledDepreciation,"538,700,000","121,900,000","129,800,000","137,800,000","149,200,000","146,400,000","143,500,000","146,200,000","168,800,000","190,400,000","152,000,000","205,300,000","185,700,000","182,600,000","182,100,000","185,600,000","193,500,000","193,000,000","181,800,000","168,700,000","140,200,000","184,600,000","170,400,000","59,900,000","61,000,000","58,100,000","55,400,000","57,500,000","58,300,000","55,900,000","57,900,000","58,800,000","62,500,000","61,600,000","61,800,000","64,800,000","68,700,000","65,900,000","63,600,000","61,400,000","67,300,000","58,600,000","60,100,000","60,000,000","59,600,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"339,600,000","52,900,000","257,600,000","226,000,000","-196,900,000","32,900,000","-16,700,000","116,700,000","-853,500,000","-271,600,000","-21,100,000","52,300,000","-2,799,400,000","-12,100,000","-960,600,000","-12,100,000","-181,300,000","-77,000,000","109,200,000","-19,700,000","-304,800,000","-164,200,000","46,800,000","0","-31,000,000","-26,800,000","89,000,000","125,700,000","21,000,000","75,500,000","125,400,000","10,600,000","-20,100,000","-253,300,000","82,500,000","93,500,000","-62,300,000","20,400,000","123,200,000","86,700,000","-357,300,000","-165,400,000","92,400,000","105,900,000","-1,400,000"
