name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988
NetNonOperatingInterestIncomeExpense,"-117,663,000","-33,862,000","-30,014,000","-25,874,000","-27,913,000","-37,355,000","-39,561,000","-29,578,000","-31,189,000","-18,566,000","-31,371,000","-29,863,000","-29,676,000","-30,272,000","-27,685,000","-27,263,000","-29,390,000","-30,133,000","-30,396,000","-27,657,000","-29,469,000","-26,339,000","-25,193,000","-18,772,000","-13,724,000","-12,012,000","-10,669,000","-10,429,000","-9,791,000","-9,192,000","-9,288,000","-10,034,000","-8,952,000","-10,942,000","-11,217,000","-12,472,000","-19,016,000","-19,789,000","-21,400,000","-18,884,000","-26,261,000","-32,855,000","-21,514,000","-24,870,000","-14,536,000","-16,119,000","-17,673,000","-17,304,000","-20,388,000","-17,663,000","-12,013,000","-12,174,000","-7,071,000","-4,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,985,000","997,000","941,000","1,018,000","1,029,000","1,031,000","1,043,000","1,011,000","1,506,000","4,073,000","5,012,000","6,164,000","4,588,000","6,375,000","6,232,000","5,136,000","2,934,000","2,590,000","1,667,000","1,074,000","176,000","819,000","1,111,000","778,000","527,000","75,000","988,000","673,000","768,000","962,000","837,000","1,004,000","1,184,000","1,405,000","1,765,000","1,482,000","778,000","1,531,000","1,426,000","2,219,000","681,000","460,000","338,000","204,000","657,000","85,000","410,000","64,000","635,000","59,000","2,484,000","231,000","134,000","2,196,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"121,648,000","34,859,000","30,955,000","26,892,000","28,942,000","38,386,000","40,604,000","30,589,000","32,695,000","22,639,000","36,383,000","36,027,000","34,264,000","36,647,000","33,917,000","32,399,000","32,324,000","32,723,000","32,063,000","28,731,000","29,645,000","27,158,000","26,304,000","19,550,000","14,251,000","12,087,000","11,657,000","11,102,000","10,559,000","10,154,000","10,125,000","11,038,000","10,136,000","12,347,000","12,982,000","13,954,000","19,794,000","21,320,000","22,826,000","21,103,000","26,942,000","33,315,000","21,852,000","25,074,000","15,193,000","16,204,000","18,083,000","17,368,000","21,023,000","17,722,000","14,497,000","12,405,000","7,205,000","6,239,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"112,946,000","7,660,000","7,377,000","85,976,000","11,933,000","53,836,000","-100,771,000","84,714,000","-397,061,000","-26,584,000","2,547,000","4,085,000","-148,624,000","4,922,000","1,851,000","2,136,000","2,773,000","8,185,000","36,006,000","24,480,000","-5,394,000","4,492,000","-3,683,000","3,874,000","-650,333,000","-5,888,000","2,704,000","8,497,000","136,000","-7,041,000","2,371,000","-1,803,000","-908,000","-8,478,000","-1,201,000","159,000","-23,198,000","59,000","468,000","852,000","1,212,000","717,000","561,000","-8,568,000","-1,849,000","-2,958,000","798,000","570,000","544,000","481,000","-528,000","268,000","-1,122,000","175,000","-4,807,000",,,"2,990,000","5,245,000","5,564,000","4,954,000","3,346,000","4,605,000","3,596,000","1,516,000","3,212,000","3,221,000","3,296,000",,"-685,000","-611,000","348,000","600,000","-655,000","-2,244,000","1,571,000","30,983,000","-1,378,000","1,983,000","1,114,000","1,571,000","2,320,000","4,270,000","3,544,000","936,000","908,000","1,067,000","-3,875,000","320,000","-100,000","600,000","500,000","6,000,000","-3,600,000","400,000","-700,000","-400,000","700,000","700,000","700,000","900,000","900,000","1,200,000","1,000,000","800,000","900,000","300,000","300,000","300,000","300,000","200,000","100,000","100,000","100,000","2,800,000","4,100,000",,,"100,000","-2,800,000",,"100,000","300,000","1,000,000",,"1,600,000","100,000","1,200,000","100,000","700,000","200,000","2,400,000","1,000,000",,
	GainOnSaleOfSecurity,"96,646,000","139,000","3,820,000","82,287,000","583,000","-1,317,000","3,119,000","1,030,000","2,285,000","-4,233,000","576,000","395,000","2,213,000","2,265,000","681,000","281,000","-325,000","5,560,000","-2,596,000","19,122,000","10,328,000","14,612,000",,"107,000","128,000","65,000","535,000","7,228,000","873,000","766,000","1,422,000","-556,000",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"14,295,000","3,626,000","3,557,000","3,689,000","3,423,000","1,763,000","1,461,000","1,316,000","2,156,000","1,714,000","-37,000","1,334,000","1,783,000","2,100,000","1,698,000","1,114,000","1,734,000","1,279,000","1,545,000","5,072,000","4,053,000","1,840,000","4,058,000","3,767,000","3,623,000","2,765,000","2,169,000","1,269,000","631,000","-7,807,000","949,000","-1,247,000","-908,000","-801,000","-1,201,000","159,000","-1,089,000","59,000","468,000","852,000","886,000","717,000","561,000","532,000","467,000","740,000","798,000","570,000","544,000","481,000","610,000","646,000","488,000","175,000","0",,,"2,990,000","5,245,000","5,564,000","4,954,000","3,346,000","4,605,000","3,596,000","1,516,000","3,212,000","3,221,000","3,296,000",,"-685,000","-611,000","348,000","600,000","-655,000","-455,000","1,860,000","-690,000","-1,378,000","1,983,000","1,114,000","1,571,000","2,320,000","2,748,000","2,391,000","936,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"2,005,000","3,895,000","0","0","0","51,500,000","-108,385,000","81,000,000","-403,074,000","-25,915,000","0","0","-152,712,000","232,346,000","0","0","106,926,000","0","36,254,000","0","-19,247,000","-12,225,000","0","0","-654,084,000","-8,718,000","0","0","-1,368,000","0","0","0","0","-7,677,000","0","0","-22,109,000",,,,"326,000","717,000","0","-9,100,000","-2,316,000","-3,698,000",,,,,"-1,138,000","-378,000","-1,610,000",,,,,,,,,,,,,,,,,,,,,,"-1,789,000","-289,000","31,673,000",,,"0",,,"1,522,000",,,"908,000","1,067,000","-3,875,000","320,000","-100,000","600,000","500,000","6,000,000","-3,600,000","400,000","-700,000","-400,000","700,000","700,000","700,000","900,000","900,000","1,200,000","1,000,000","800,000","900,000","300,000","300,000","300,000","300,000","200,000","100,000","100,000","100,000","2,800,000","4,100,000",,,"100,000","-2,800,000",,"100,000","300,000","1,000,000",,"1,600,000","100,000","1,200,000","100,000","700,000","200,000","2,400,000","1,000,000",,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,"0",,,,"-36,254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"0","0","0",,"108,385,000","0","436,908,000",,"0","0","152,712,000",,"0","0",,,"0","0","19,247,000",,"0","0","654,084,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,"-30,708,000","34,062,000","47,801,000","232,346,000","-56,622,000","17,837,000","106,926,000","103,838,000","93,362,000","111,128,000","83,982,000","11,823,000","97,656,000","312,000","138,473,000","56,121,000","143,554,000","225,451,000","135,480,000","6,546,000","397,478,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
