name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992
					AmortizationOfIntangibles,"586,200,000","148,100,000","145,600,000","145,600,000","146,600,000","146,600,000","147,600,000","116,800,000","101,200,000","101,800,000","103,600,000","93,800,000","86,500,000","82,900,000","81,900,000","82,600,000","77,700,000","75,300,000","73,934,000","74,332,000","74,188,000","72,998,000","54,005,000","49,430,000","50,170,000","49,549,000","46,310,000","41,008,000","40,330,000","38,428,000","39,215,000","39,684,000","38,458,000","39,037,000","40,224,000","39,416,000","37,695,000","34,099,000","34,462,000","30,109,000","26,271,000","26,018,000","26,307,000","26,790,000","25,212,000","25,054,000","24,863,000","23,141,000","19,194,000","19,095,000","18,005,000","16,972,000","16,851,000","17,457,000","18,620,000","18,006,000","17,055,000","15,527,000","14,732,000","16,056,000","15,616,000","14,971,000","13,411,000","13,158,000","13,151,000","12,385,000","10,870,000","11,028,000","10,709,000","10,299,000","6,737,000","5,624,000","5,540,000","5,226,000","1,288,000","1,211,000","1,159,000","1,018,000","744,000","810,000","723,000","1,178,000","5,029,000","4,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"296,200,000","79,000,000","64,800,000","72,600,000","73,100,000","72,400,000","61,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357,000","-32,335,000","13,720,000","8,638,000","3,713,000","-1,249,000","3,424,000",,"9,033,000","-9,443,000","11,353,000",,,"-3,653,000","-12,449,000",,,,,,,,"10,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"296,200,000","79,000,000","64,800,000","72,600,000","73,100,000","72,400,000","61,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357,000","-32,335,000","13,720,000","8,638,000","3,713,000","-1,249,000","3,424,000",,"9,033,000","-9,443,000","11,353,000",,,"-3,653,000","-12,449,000",,,,,,,,"10,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"569,000","590,000","591,000","590,000","591,000","590,000","591,000",,,"591,000","590,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"140,400,000","35,900,000","33,200,000","33,600,000","36,400,000","32,900,000","33,300,000","30,200,000","30,500,000","27,700,000","24,100,000","26,100,000","29,000,000","25,300,000","52,700,000","27,100,000","28,000,000","26,000,000","15,477,000","23,734,000","22,815,000","21,049,000","18,347,000","21,388,000","20,113,000","18,979,000","14,731,000","17,597,000","15,637,000","13,801,000","16,016,000","16,998,000","15,442,000","14,571,000","13,093,000","13,756,000","13,307,000","12,977,000","10,630,000","10,439,000","9,750,000","9,954,000","8,264,000","7,658,000","7,696,000","8,112,000","5,766,000","6,266,000","6,110,000","7,008,000","6,655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-34,000,000","-21,500,000","-2,900,000","7,700,000","-18,200,000","-10,600,000","-1,700,000","-4,800,000","5,800,000","-8,000,000","1,800,000","-6,800,000","5,700,000","-15,800,000","1,800,000","2,200,000","4,400,000","-7,900,000","786,000","-1,324,000","-2,106,000","-9,007,000","4,785,000","3,442,000","443,000","-5,004,000","3,381,000","5,245,000","3,053,000","-6,607,000","6,519,000","2,296,000","-1,946,000","-1,338,000","90,000","2,465,000","814,000","-3,669,000","-330,864,000","116,708,000","113,967,000","109,155,000","129,908,000","110,281,000","192,970,000","2,320,000","-11,895,000","4,163,000","-6,677,000","-670,000",,"4,728,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"620,000",,,,"5,441,000",,,,"3,695,000","-9,987,000","-100,000",,"1,800,000","3,900,000","-8,400,000","-1,300,000","-15,000,000","-900,000","17,300,000",,"-1,800,000","2,300,000","-3,200,000","4,300,000","-1,500,000",,,,"21,100,000","-21,600,000","-3,800,000",,"6,100,000","-9,100,000","-5,800,000","-11,200,000","7,500,000","2,600,000","1,000,000",,
		ChangeInWorkingCapital,"8,800,000","-38,900,000","75,100,000","-52,100,000","20,300,000","54,000,000","139,500,000","-21,800,000","90,100,000","-10,700,000","52,200,000","300,000","-82,900,000","-54,400,000","58,400,000","30,700,000","-85,000,000","-35,600,000","-178,057,000","16,134,000","-105,092,000","122,729,000","1,849,000","66,300,000","-68,385,000","-17,570,000","57,368,000","-6,685,000","-67,288,000","49,124,000","3,075,000","1,261,000","-79,236,000","3,466,000","7,183,000","54,279,000","-32,830,000","-6,395,000","6,314,000","38,154,000","-40,753,000","-13,710,000","26,596,000","12,433,000","8,835,000","-47,728,000","7,135,000","15,692,000","3,671,000","-71,000","12,158,000",,,"-14,759,000","9,451,000","10,911,000",,,"-42,728,000","14,009,000",,,,,"12,467,000","635,000",,,,"-7,116,000",,,,"-2,255,000","7,354,000","2,457,000","5,136,000","-5,176,000","13,791,000","-1,612,000","632,000","-7,041,000",,,,"6,877,000",,,,"-5,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,500,000",
			ChangeInReceivables,"-89,500,000","66,600,000","-84,500,000","-66,400,000","-16,800,000","48,100,000","-63,000,000","69,700,000","-18,700,000","26,000,000","-84,200,000","24,000,000","-62,100,000","63,600,000","-47,300,000","2,200,000","-59,200,000","6,800,000","-23,054,000","-30,309,000","-26,339,000","59,536,000","-23,960,000","12,226,000","3,857,000","-14,059,000","4,702,000","-3,637,000","20,426,000","9,262,000","11,131,000","-2,165,000","-15,911,000","-3,764,000","-11,798,000","31,691,000","-16,301,000","14,454,000","-25,564,000","16,552,000","-28,533,000","15,968,000","-5,043,000","6,216,000","-4,566,000","-18,181,000","-12,694,000","-8,118,000","-7,781,000","2,781,000","-23,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-72,500,000","82,000,000","-91,300,000","-69,600,000","-9,600,000","70,300,000","-72,800,000","76,500,000","-19,500,000","69,100,000","-98,800,000","13,600,000","-50,400,000","88,900,000","-53,400,000","-1,700,000","-45,700,000","17,300,000","-36,747,000","-20,066,000","-22,916,000","73,056,000","-19,074,000","12,296,000","2,399,000","-16,355,000","17,382,000","-5,645,000","20,556,000","20,304,000","4,821,000","-5,255,000","-4,552,000","4,582,000","-10,301,000","32,465,000","-16,954,000","27,590,000","-23,140,000","9,006,000","-22,987,000","20,666,000","-13,812,000","7,214,000","-11,564,000","-15,171,000","-13,974,000","-14,117,000","8,636,000","9,758,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-39,500,000","-27,700,000","-2,900,000","3,700,000","-6,500,000","-8,200,000","19,800,000","3,900,000","-8,800,000","-10,300,000","7,900,000","-6,800,000","1,100,000","-19,500,000","8,600,000","-15,200,000","-6,200,000","-9,000,000","4,214,000","-6,400,000","-5,272,000","-7,905,000","12,269,000","-5,812,000","3,803,000","-3,907,000","5,897,000","925,000","-292,000","-7,680,000","15,182,000","-2,318,000","-1,803,000","-4,712,000","2,515,000","-4,840,000","1,325,000","-11,687,000","21,346,000","2,467,000","2,010,000","-7,462,000","5,389,000","-3,110,000","-8,953,000","-16,359,000","1,590,000","-6,279,000","1,346,000","-2,344,000","16,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"4,800,000","-107,200,000","29,500,000","19,300,000","63,900,000","-46,400,000","68,300,000","34,500,000","89,000,000","-70,200,000","47,000,000","34,800,000","-1,200,000","-92,800,000","51,200,000","48,400,000","15,100,000","-45,900,000","25,057,000","32,984,000","17,515,000","-2,223,000","-16,789,000","34,683,000","22,013,000","-19,731,000","8,535,000","-5,065,000","-12,328,000","8,705,000","-30,797,000","17,258,000","5,971,000","-12,887,000","10,250,000","22,146,000","16,419,000","-25,510,000","32,084,000","16,111,000","-16,770,000","-22,216,000","16,269,000","2,983,000","32,809,000","-13,188,000","8,487,000","26,517,000","18,044,000","-508,000","23,849,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,,"17,900,000",,,,,,,,,,,,,,,,,,,"1,649,000","-2,009,000","3,271,000","8,603,000","-4,208,000","-1,273,000","-4,469,000","-3,905,000","-5,258,000","7,078,000","-101,000","-2,098,000","3,043,000","-5,914,000","5,457,000","2,545,000","-748,000","1,760,000","-13,521,000","16,111,000","-16,770,000","-22,216,000","16,269,000","2,983,000","32,809,000","-13,188,000",,"26,517,000","18,044,000","-508,000","-18,526,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357,000","-32,335,000","13,720,000","8,638,000","3,713,000","-1,249,000","3,424,000",,"9,033,000","-9,443,000","11,353,000","17,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357,000","-32,335,000","13,720,000","8,638,000","3,713,000","-1,249,000","3,424,000",,"9,033,000","-9,443,000","11,353,000","17,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,"17,900,000",,,,,,,,,,,,,,,,,,,"1,649,000","-2,009,000","3,271,000","8,603,000","-4,208,000","-1,273,000","-4,469,000","-3,905,000","-5,258,000","7,078,000","-101,000","-2,098,000","3,043,000","-5,914,000","5,457,000","2,545,000","-748,000","1,760,000","-13,521,000","6,868,000","1,947,000","-3,774,000","-2,007,000","-6,995,000","4,051,000","6,854,000",,"9,693,000","-45,000","12,901,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,"-125,100,000",,,,,,,,,,,,,,,,,,,"14,902,000","34,094,000","5,130,000","26,080,000","26,221,000","-18,458,000","13,004,000","-1,160,000","-7,070,000","1,627,000","-30,696,000","19,356,000","2,928,000","-6,973,000","4,793,000","19,601,000","17,159,000","-27,262,000","31,347,000","4,886,000","13,618,000","-32,162,000","9,638,000","6,265,000","30,007,000","-23,466,000",,"7,791,000","27,532,000","-24,762,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,800,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,911,000",,,"1,206,000","14,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"133,000,000","29,400,000","133,000,000","-8,700,000","-20,300,000","60,500,000","114,400,000","-129,900,000","28,600,000","43,800,000","81,500,000","-51,700,000","-20,700,000","-5,700,000","45,900,000","-4,700,000","-34,700,000","12,500,000","-184,274,000","19,859,000","-90,996,000","73,321,000","30,329,000","25,203,000","-98,058,000","20,127,000","38,234,000","1,092,000","-75,094,000","38,837,000","7,559,000","-11,514,000","-67,493,000","24,829,000","6,216,000","5,282,000","-34,273,000","16,348,000","-21,552,000","3,024,000","2,284,000","1,437,000","9,981,000","6,344,000",,,"9,752,000","3,572,000",,,"-5,142,000",,,"-14,759,000",,,,,,,,,,,,"635,000",,,,"-7,116,000",,,,"-2,255,000","619,000","2,457,000","5,136,000","-5,176,000","5,834,000","-1,612,000","632,000","-7,041,000",,,,"6,877,000",,,,"-5,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TaxesRefundPaid,"-330,900,000","-27,400,000","-79,800,000","-89,600,000","-133,500,000","-17,800,000","-77,100,000","-428,000,000","-10,000,000","0","0","0","0","-39,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,"113,500,000","1,500,000","32,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
