name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
OtherIncomeExpense,"8,067,000","-25,401,000","-16,204,000","49,498,000","-21,407,182","457,888","2,234,262","5,951,000","-3,520,110"
	GainOnSaleOfSecurity,,"-22,874,000","-14,288,000","45,946,000","-21,407,182",,,,
	SpecialIncomeCharges,,,"0","0","0","0","3,978,169","0","-5,316,124"
		RestructuringAndMergernAcquisition,,,"0","0","0","0","-3,978,169","0","5,316,124"
	OtherNonOperatingIncomeExpenses,"-717,000","-2,527,000","-1,916,000","3,552,000","173,975","457,888","-1,743,907","5,951,000","1,796,014"
PretaxIncome,"-96,413,000","-55,261,000","-46,321,000","23,591,000","-25,798,645","-16,610,169","-15,519,059","-7,476,000","-14,389,194"
TaxProvision,,"5,000",,,"0",,,,
NetIncomeCommonStockholders,"-20,305,000","-14,399,000","-12,036,000","6,130,000","-25,798,645","-16,610,169","-47,790,059","0","-14,389,194"
	NetIncome,"-20,305,000","-14,399,000","-12,036,000","6,130,000","-25,798,645","-16,610,169","-47,790,059","0","-14,389,194"
		NetIncomeIncludingNoncontrollingInterests,"-96,418,000","-55,266,000","-46,321,000","23,591,000","-25,798,645","-16,610,169","-15,519,059","-7,476,000","-14,389,194"
			NetIncomeContinuousOperations,"-96,418,000","-55,266,000","-46,321,000","23,591,000","-25,798,645","-16,610,169","-15,519,059","-7,476,000","-14,389,194"
		MinorityInterests,"76,113,000","40,867,000","34,285,000","-17,461,000",,,,"7,476,000",
DilutedNIAvailtoComStockholders,"-20,305,000","-14,399,000","-12,036,000","6,130,000","-25,798,645","-16,610,169","-47,790,059","0","-14,389,194"
BasicEPS,,"-0.21",,"0.09","-0.268","-0.242",,"0","-0.209"
DilutedEPS,,"-0.21",,"0.09","-0.268","-0.242",,"0","-0.209"
BasicAverageShares,,"68,023,000",,"68,018,000","68,736,770","68,736,770",,"68,736,770","68,736,770"
DilutedAverageShares,,"68,023,000",,"68,018,000","68,736,770","68,736,770",,"68,736,770","68,736,770"
TotalOperatingIncomeAsReported,"-103,554,000","-29,915,000","-30,152,000","-25,929,000","-4,393,929","-16,192,273","-17,150,972","-13,017,000","-16,063,346"
TotalExpenses,"129,338,000","37,615,000","37,271,000","32,110,000","4,393,929","20,322,768","21,344,857","16,589,000","13,073,535"
NetIncomeFromContinuingAndDiscontinuedOperation,"-20,305,000","-14,399,000","-12,036,000","6,130,000","-25,798,645","-16,610,169","-47,790,059","0","-14,389,194"
NormalizedIncome,"-29,089,000","-674,600","2,252,000","-27,410,580","-4,391,463","-16,610,169","-51,768,228","0","-9,073,070"
InterestIncome,"124,000","55,000","35,000","33,000","2,466",,,"0",
InterestExpense,"1,050,000","0","0","11,000","1,038,826","875,784","602,473","410,000","121,862"
NetInterestIncome,"-926,000","55,000","35,000","22,000","2,466","-875,784","-602,473","-410,000","-121,862"
EBIT,"-95,363,000","-55,261,000","-46,321,000","23,602,000","-4,393,929","-15,734,385","-14,916,586","-7,066,000","-14,267,332"
EBITDA,"-69,078,000"
ReconciledCostOfRevenue,"18,543,000","4,846,000","5,131,000","7,834,000","7,548,717","4,292,412","7,923,854","6,119,000","3,463,516"
ReconciledDepreciation,"26,285,000","7,341,000","7,281,000","3,394,000","2,545,075","4,957,363","4,999,332","2,474,000","3,834,112"
NetIncomeFromContinuingOperationNetMinorityInterest,"-20,305,000","-14,399,000","-12,036,000","6,130,000","-25,798,645","-16,610,169","-47,790,059","0","-14,389,194"
TotalUnusualItemsExcludingGoodwill,"8,784,000","-22,874,000","-14,288,000","45,946,000","-21,407,182","0","3,978,169","0","-5,316,124"
TotalUnusualItems,"8,784,000","-22,874,000","-14,288,000","45,946,000","-21,407,182","0","3,978,169","0","-5,316,124"
NormalizedEBITDA,"-77,862,000","-25,046,000","-24,752,000","-18,950,000","17,013,253","-10,777,022","-13,895,423","-4,592,000","-5,117,096"
TaxRateForCalcs,"0","0.4","0","0.27","0","0","0","0","0"
TaxEffectOfUnusualItems,"0","-9,149,600","0","12,405,420","0","0","0","0","0"
